timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,CH,s2016,electricity,dem,6.75780221271473
h0002,CH,s2016,electricity,dem,6.80275276216528
h0003,CH,s2016,electricity,dem,6.82678572919824
h0004,CH,s2016,electricity,dem,6.86069781711033
h0005,CH,s2016,electricity,dem,6.76121979513231
h0006,CH,s2016,electricity,dem,6.85781869623121
h0007,CH,s2016,electricity,dem,7.02497803689055
h0008,CH,s2016,electricity,dem,7.43294506985758
h0009,CH,s2016,electricity,dem,7.75075825667077
h0010,CH,s2016,electricity,dem,7.84544506985758
h0011,CH,s2016,electricity,dem,7.90589561930814
h0012,CH,s2016,electricity,dem,7.85517583908835
h0013,CH,s2016,electricity,dem,7.72807144348396
h0014,CH,s2016,electricity,dem,7.73339561930813
h0015,CH,s2016,electricity,dem,7.62976375117627
h0016,CH,s2016,electricity,dem,7.57224177315429
h0017,CH,s2016,electricity,dem,7.63916485007736
h0018,CH,s2016,electricity,dem,7.82476375117626
h0019,CH,s2016,electricity,dem,7.93857693798945
h0020,CH,s2016,electricity,dem,7.6916373775499
h0021,CH,s2016,electricity,dem,7.30075825667077
h0022,CH,s2016,electricity,dem,7.04135166326417
h0023,CH,s2016,electricity,dem,6.98128572919824
h0024,CH,s2016,electricity,dem,6.82337364128615
h0025,CH,s2016,electricity,dem,6.30103432212473
h0026,CH,s2016,electricity,dem,6.34598487157528
h0027,CH,s2016,electricity,dem,6.37001783860824
h0028,CH,s2016,electricity,dem,6.40392992652033
h0029,CH,s2016,electricity,dem,6.30445190454231
h0030,CH,s2016,electricity,dem,6.40105080564121
h0031,CH,s2016,electricity,dem,6.56821014630055
h0032,CH,s2016,electricity,dem,6.97617717926758
h0033,CH,s2016,electricity,dem,7.29399036608077
h0034,CH,s2016,electricity,dem,7.38867717926758
h0035,CH,s2016,electricity,dem,7.44912772871814
h0036,CH,s2016,electricity,dem,7.39840794849835
h0037,CH,s2016,electricity,dem,7.27130355289396
h0038,CH,s2016,electricity,dem,7.27662772871813
h0039,CH,s2016,electricity,dem,7.17299586058627
h0040,CH,s2016,electricity,dem,7.11547388256429
h0041,CH,s2016,electricity,dem,7.18239695948736
h0042,CH,s2016,electricity,dem,7.36799586058626
h0043,CH,s2016,electricity,dem,7.48180904739945
h0044,CH,s2016,electricity,dem,7.2348694869599
h0045,CH,s2016,electricity,dem,6.84399036608077
h0046,CH,s2016,electricity,dem,6.58458377267417
h0047,CH,s2016,electricity,dem,6.52451783860824
h0048,CH,s2016,electricity,dem,6.36660575069615
h0049,CH,s2016,electricity,dem,6.17261951015473
h0050,CH,s2016,electricity,dem,6.21757005960528
h0051,CH,s2016,electricity,dem,6.24160302663824
h0052,CH,s2016,electricity,dem,6.27551511455033
h0053,CH,s2016,electricity,dem,6.17603709257231
h0054,CH,s2016,electricity,dem,6.27263599367121
h0055,CH,s2016,electricity,dem,6.43979533433055
h0056,CH,s2016,electricity,dem,6.84776236729758
h0057,CH,s2016,electricity,dem,7.16557555411077
h0058,CH,s2016,electricity,dem,7.26026236729758
h0059,CH,s2016,electricity,dem,7.32071291674814
h0060,CH,s2016,electricity,dem,7.26999313652835
h0061,CH,s2016,electricity,dem,7.14288874092396
h0062,CH,s2016,electricity,dem,7.14821291674813
h0063,CH,s2016,electricity,dem,7.04458104861627
h0064,CH,s2016,electricity,dem,6.98705907059429
h0065,CH,s2016,electricity,dem,7.05398214751736
h0066,CH,s2016,electricity,dem,7.23958104861626
h0067,CH,s2016,electricity,dem,7.35339423542945
h0068,CH,s2016,electricity,dem,7.1064546749899
h0069,CH,s2016,electricity,dem,6.71557555411077
h0070,CH,s2016,electricity,dem,6.45616896070417
h0071,CH,s2016,electricity,dem,6.39610302663824
h0072,CH,s2016,electricity,dem,6.23819093872615
h0073,CH,s2016,electricity,dem,6.89496361344473
h0074,CH,s2016,electricity,dem,6.93991416289528
h0075,CH,s2016,electricity,dem,6.96394712992824
h0076,CH,s2016,electricity,dem,6.99785921784033
h0077,CH,s2016,electricity,dem,6.89838119586231
h0078,CH,s2016,electricity,dem,6.99498009696121
h0079,CH,s2016,electricity,dem,7.16213943762055
h0080,CH,s2016,electricity,dem,7.57010647058758
h0081,CH,s2016,electricity,dem,7.88791965740077
h0082,CH,s2016,electricity,dem,7.98260647058758
h0083,CH,s2016,electricity,dem,8.04305702003814
h0084,CH,s2016,electricity,dem,7.99233723981835
h0085,CH,s2016,electricity,dem,7.86523284421396
h0086,CH,s2016,electricity,dem,7.87055702003813
h0087,CH,s2016,electricity,dem,7.76692515190627
h0088,CH,s2016,electricity,dem,7.70940317388429
h0089,CH,s2016,electricity,dem,7.77632625080736
h0090,CH,s2016,electricity,dem,7.96192515190626
h0091,CH,s2016,electricity,dem,8.07573833871945
h0092,CH,s2016,electricity,dem,7.8287987782799
h0093,CH,s2016,electricity,dem,7.43791965740077
h0094,CH,s2016,electricity,dem,7.17851306399417
h0095,CH,s2016,electricity,dem,7.11844712992824
h0096,CH,s2016,electricity,dem,6.96053504201615
