timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,AT,s2016,wind,avaConv,0.122115702049587
h0002,AT,s2016,wind,avaConv,0.0816087829413575
h0003,AT,s2016,wind,avaConv,0.0417405929698529
h0004,AT,s2016,wind,avaConv,0.0173916187776345
h0005,AT,s2016,wind,avaConv,0.00798405274845145
h0006,AT,s2016,wind,avaConv,0.00204243209844107
h0007,AT,s2016,wind,avaConv,0.0
h0008,AT,s2016,wind,avaConv,0.0
h0009,AT,s2016,wind,avaConv,1.84941312845515e-5
h0010,AT,s2016,wind,avaConv,9.24706564227576e-5
h0011,AT,s2016,wind,avaConv,0.000693345625211775
h0012,AT,s2016,wind,avaConv,0.00557796808978462
h0013,AT,s2016,wind,avaConv,0.0210077097226255
h0014,AT,s2016,wind,avaConv,0.0212858077490846
h0015,AT,s2016,wind,avaConv,0.0
h0016,AT,s2016,wind,avaConv,0.0
h0017,AT,s2016,wind,avaConv,0.000323271092321732
h0018,AT,s2016,wind,avaConv,0.000947241333424348
h0019,AT,s2016,wind,avaConv,0.00219518181562958
h0020,AT,s2016,wind,avaConv,0.00281162807555191
h0021,AT,s2016,wind,avaConv,0.0021876578344493
h0022,AT,s2016,wind,avaConv,0.00365873459555625
h0023,AT,s2016,wind,avaConv,0.00236112740631754
h0024,AT,s2016,wind,avaConv,0.00110545949311162
h0025,AT,s2016,wind,avaConv,0.00211080527043584
h0026,AT,s2016,wind,avaConv,0.00306933684067184
h0027,AT,s2016,wind,avaConv,0.00439183660057216
h0028,AT,s2016,wind,avaConv,0.0068903953004561
h0029,AT,s2016,wind,avaConv,0.0155765650463521
h0030,AT,s2016,wind,avaConv,0.0342956303107411
h0031,AT,s2016,wind,avaConv,0.0717583495328585
h0032,AT,s2016,wind,avaConv,0.124913170266599
h0033,AT,s2016,wind,avaConv,0.203104723242119
h0034,AT,s2016,wind,avaConv,0.373892898619618
h0035,AT,s2016,wind,avaConv,0.515076363232501
h0036,AT,s2016,wind,avaConv,0.598722429452838
h0037,AT,s2016,wind,avaConv,0.639122601212464
h0038,AT,s2016,wind,avaConv,0.663023629362902
h0039,AT,s2016,wind,avaConv,0.661125906701089
h0040,AT,s2016,wind,avaConv,0.633082061928459
h0041,AT,s2016,wind,avaConv,0.638167608228801
h0042,AT,s2016,wind,avaConv,0.709074909838375
h0043,AT,s2016,wind,avaConv,0.73450088558348
h0044,AT,s2016,wind,avaConv,0.709191411248783
h0045,AT,s2016,wind,avaConv,0.653200296544327
h0046,AT,s2016,wind,avaConv,0.590059090707061
h0047,AT,s2016,wind,avaConv,0.512253401375529
h0048,AT,s2016,wind,avaConv,0.464952659489389
h0049,AT,s2016,wind,avaConv,0.405023385391772
h0050,AT,s2016,wind,avaConv,0.370373792405939
h0051,AT,s2016,wind,avaConv,0.337206684298414
h0052,AT,s2016,wind,avaConv,0.289883502805161
h0053,AT,s2016,wind,avaConv,0.255628955909125
h0054,AT,s2016,wind,avaConv,0.212500588391872
h0055,AT,s2016,wind,avaConv,0.157684992339654
h0056,AT,s2016,wind,avaConv,0.148777788729197
h0057,AT,s2016,wind,avaConv,0.221947151330888
h0058,AT,s2016,wind,avaConv,0.263886820443266
h0059,AT,s2016,wind,avaConv,0.295681290376397
h0060,AT,s2016,wind,avaConv,0.276786849187691
h0061,AT,s2016,wind,avaConv,0.245526565909007
h0062,AT,s2016,wind,avaConv,0.214491145340579
h0063,AT,s2016,wind,avaConv,0.207775907460262
h0064,AT,s2016,wind,avaConv,0.169074766136454
h0065,AT,s2016,wind,avaConv,0.159018753095853
h0066,AT,s2016,wind,avaConv,0.218643111851031
h0067,AT,s2016,wind,avaConv,0.315897802703866
h0068,AT,s2016,wind,avaConv,0.352797570290338
h0069,AT,s2016,wind,avaConv,0.388590973042439
h0070,AT,s2016,wind,avaConv,0.344183358274899
h0071,AT,s2016,wind,avaConv,0.39106312331374
h0072,AT,s2016,wind,avaConv,0.526406096188661
h0073,AT,s2016,wind,avaConv,0.624562992046248
h0074,AT,s2016,wind,avaConv,0.755393742149325
h0075,AT,s2016,wind,avaConv,0.86305417974182
h0076,AT,s2016,wind,avaConv,0.892561744493025
h0077,AT,s2016,wind,avaConv,0.898070730759379
h0078,AT,s2016,wind,avaConv,0.892262439703676
h0079,AT,s2016,wind,avaConv,0.887862807709463
h0080,AT,s2016,wind,avaConv,0.879661555088097
h0081,AT,s2016,wind,avaConv,0.876581116870847
h0082,AT,s2016,wind,avaConv,0.874319019054866
h0083,AT,s2016,wind,avaConv,0.863650575917737
h0084,AT,s2016,wind,avaConv,0.839521675998891
h0085,AT,s2016,wind,avaConv,0.801402597879102
h0086,AT,s2016,wind,avaConv,0.716926462650395
h0087,AT,s2016,wind,avaConv,0.538321987826256
h0088,AT,s2016,wind,avaConv,0.341234311417237
h0089,AT,s2016,wind,avaConv,0.304331200033349
h0090,AT,s2016,wind,avaConv,0.231968660894378
h0091,AT,s2016,wind,avaConv,0.179313297938018
h0092,AT,s2016,wind,avaConv,0.155224355575489
h0093,AT,s2016,wind,avaConv,0.131292877709991
h0094,AT,s2016,wind,avaConv,0.120151963254787
h0095,AT,s2016,wind,avaConv,0.101201697356458
h0096,AT,s2016,wind,avaConv,0.116979369691667
