timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,AT,s2016,solar,avaConv,0.0
h0002,AT,s2016,solar,avaConv,0.0
h0003,AT,s2016,solar,avaConv,0.0
h0004,AT,s2016,solar,avaConv,0.0
h0005,AT,s2016,solar,avaConv,0.0
h0006,AT,s2016,solar,avaConv,0.0
h0007,AT,s2016,solar,avaConv,8.60823355961787e-5
h0008,AT,s2016,solar,avaConv,0.0162541818790771
h0009,AT,s2016,solar,avaConv,0.0587958360656214
h0010,AT,s2016,solar,avaConv,0.10889636267116
h0011,AT,s2016,solar,avaConv,0.167687678337155
h0012,AT,s2016,solar,avaConv,0.204669546912122
h0013,AT,s2016,solar,avaConv,0.18262942479958
h0014,AT,s2016,solar,avaConv,0.121897271726282
h0015,AT,s2016,solar,avaConv,0.0419077256248315
h0016,AT,s2016,solar,avaConv,0.000810204916406944
h0017,AT,s2016,solar,avaConv,0.0
h0018,AT,s2016,solar,avaConv,0.0
h0019,AT,s2016,solar,avaConv,0.0
h0020,AT,s2016,solar,avaConv,0.0
h0021,AT,s2016,solar,avaConv,0.0
h0022,AT,s2016,solar,avaConv,0.0
h0023,AT,s2016,solar,avaConv,0.0
h0024,AT,s2016,solar,avaConv,0.0
h0025,AT,s2016,solar,avaConv,0.0
h0026,AT,s2016,solar,avaConv,0.0
h0027,AT,s2016,solar,avaConv,0.0
h0028,AT,s2016,solar,avaConv,0.0
h0029,AT,s2016,solar,avaConv,0.0
h0030,AT,s2016,solar,avaConv,0.0
h0031,AT,s2016,solar,avaConv,0.000131464149291421
h0032,AT,s2016,solar,avaConv,0.0282076874023228
h0033,AT,s2016,solar,avaConv,0.090496708293254
h0034,AT,s2016,solar,avaConv,0.143822248116309
h0035,AT,s2016,solar,avaConv,0.163608509285701
h0036,AT,s2016,solar,avaConv,0.154830315080545
h0037,AT,s2016,solar,avaConv,0.119080562446091
h0038,AT,s2016,solar,avaConv,0.0646095331918241
h0039,AT,s2016,solar,avaConv,0.0180106063221208
h0040,AT,s2016,solar,avaConv,0.000279068234364768
h0041,AT,s2016,solar,avaConv,0.0
h0042,AT,s2016,solar,avaConv,0.0
h0043,AT,s2016,solar,avaConv,0.0
h0044,AT,s2016,solar,avaConv,0.0
h0045,AT,s2016,solar,avaConv,0.0
h0046,AT,s2016,solar,avaConv,0.0
h0047,AT,s2016,solar,avaConv,0.0
h0048,AT,s2016,solar,avaConv,0.0
h0049,AT,s2016,solar,avaConv,0.0
h0050,AT,s2016,solar,avaConv,0.0
h0051,AT,s2016,solar,avaConv,0.0
h0052,AT,s2016,solar,avaConv,0.0
h0053,AT,s2016,solar,avaConv,0.0
h0054,AT,s2016,solar,avaConv,0.0
h0055,AT,s2016,solar,avaConv,0.000148514659649732
h0056,AT,s2016,solar,avaConv,0.0213124848816003
h0057,AT,s2016,solar,avaConv,0.0735157092912826
h0058,AT,s2016,solar,avaConv,0.125872163084507
h0059,AT,s2016,solar,avaConv,0.159949467547181
h0060,AT,s2016,solar,avaConv,0.160618031184521
h0061,AT,s2016,solar,avaConv,0.134669959887499
h0062,AT,s2016,solar,avaConv,0.0907165797750773
h0063,AT,s2016,solar,avaConv,0.0315927057401475
h0064,AT,s2016,solar,avaConv,0.000683696554396505
h0065,AT,s2016,solar,avaConv,0.0
h0066,AT,s2016,solar,avaConv,0.0
h0067,AT,s2016,solar,avaConv,0.0
h0068,AT,s2016,solar,avaConv,0.0
h0069,AT,s2016,solar,avaConv,0.0
h0070,AT,s2016,solar,avaConv,0.0
h0071,AT,s2016,solar,avaConv,0.0
h0072,AT,s2016,solar,avaConv,0.0
h0073,AT,s2016,solar,avaConv,0.0
h0074,AT,s2016,solar,avaConv,0.0
h0075,AT,s2016,solar,avaConv,0.0
h0076,AT,s2016,solar,avaConv,0.0
h0077,AT,s2016,solar,avaConv,0.0
h0078,AT,s2016,solar,avaConv,0.0
h0079,AT,s2016,solar,avaConv,7.12951511841194e-5
h0080,AT,s2016,solar,avaConv,0.0130297214147002
h0081,AT,s2016,solar,avaConv,0.0449730488633715
h0082,AT,s2016,solar,avaConv,0.0758819207973238
h0083,AT,s2016,solar,avaConv,0.0952546497394602
h0084,AT,s2016,solar,avaConv,0.0957827534641256
h0085,AT,s2016,solar,avaConv,0.0790346417319114
h0086,AT,s2016,solar,avaConv,0.0506965022309342
h0087,AT,s2016,solar,avaConv,0.018995713437785
h0088,AT,s2016,solar,avaConv,0.000370955227106382
h0089,AT,s2016,solar,avaConv,0.0
h0090,AT,s2016,solar,avaConv,0.0
h0091,AT,s2016,solar,avaConv,0.0
h0092,AT,s2016,solar,avaConv,0.0
h0093,AT,s2016,solar,avaConv,0.0
h0094,AT,s2016,solar,avaConv,0.0
h0095,AT,s2016,solar,avaConv,0.0
h0096,AT,s2016,solar,avaConv,0.0
