timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,AT,s2014,solar,avaConv,0.0
h0002,AT,s2014,solar,avaConv,0.0
h0003,AT,s2014,solar,avaConv,0.0
h0004,AT,s2014,solar,avaConv,0.0
h0005,AT,s2014,solar,avaConv,0.0
h0006,AT,s2014,solar,avaConv,0.0
h0007,AT,s2014,solar,avaConv,0.00013457789227716
h0008,AT,s2014,solar,avaConv,0.0341988200250976
h0009,AT,s2014,solar,avaConv,0.125745524980333
h0010,AT,s2014,solar,avaConv,0.218811395982029
h0011,AT,s2014,solar,avaConv,0.273895658445506
h0012,AT,s2014,solar,avaConv,0.283744286505388
h0013,AT,s2014,solar,avaConv,0.242684030838793
h0014,AT,s2014,solar,avaConv,0.158501240087932
h0015,AT,s2014,solar,avaConv,0.052030091788365
h0016,AT,s2014,solar,avaConv,0.000844293788373048
h0017,AT,s2014,solar,avaConv,0.0
h0018,AT,s2014,solar,avaConv,0.0
h0019,AT,s2014,solar,avaConv,0.0
h0020,AT,s2014,solar,avaConv,0.0
h0021,AT,s2014,solar,avaConv,0.0
h0022,AT,s2014,solar,avaConv,0.0
h0023,AT,s2014,solar,avaConv,0.0
h0024,AT,s2014,solar,avaConv,0.0
h0025,AT,s2014,solar,avaConv,0.0
h0026,AT,s2014,solar,avaConv,0.0
h0027,AT,s2014,solar,avaConv,0.0
h0028,AT,s2014,solar,avaConv,0.0
h0029,AT,s2014,solar,avaConv,0.0
h0030,AT,s2014,solar,avaConv,0.0
h0031,AT,s2014,solar,avaConv,0.000152406038304622
h0032,AT,s2014,solar,avaConv,0.0253696271869251
h0033,AT,s2014,solar,avaConv,0.0919829080273271
h0034,AT,s2014,solar,avaConv,0.165004841794217
h0035,AT,s2014,solar,avaConv,0.226171097841658
h0036,AT,s2014,solar,avaConv,0.233402277398321
h0037,AT,s2014,solar,avaConv,0.183797121205896
h0038,AT,s2014,solar,avaConv,0.105251477235465
h0039,AT,s2014,solar,avaConv,0.0305607891809927
h0040,AT,s2014,solar,avaConv,0.000425222579748319
h0041,AT,s2014,solar,avaConv,0.0
h0042,AT,s2014,solar,avaConv,0.0
h0043,AT,s2014,solar,avaConv,0.0
h0044,AT,s2014,solar,avaConv,0.0
h0045,AT,s2014,solar,avaConv,0.0
h0046,AT,s2014,solar,avaConv,0.0
h0047,AT,s2014,solar,avaConv,0.0
h0048,AT,s2014,solar,avaConv,0.0
h0049,AT,s2014,solar,avaConv,0.0
h0050,AT,s2014,solar,avaConv,0.0
h0051,AT,s2014,solar,avaConv,0.0
h0052,AT,s2014,solar,avaConv,0.0
h0053,AT,s2014,solar,avaConv,0.0
h0054,AT,s2014,solar,avaConv,0.0
h0055,AT,s2014,solar,avaConv,0.000299845997542763
h0056,AT,s2014,solar,avaConv,0.0455365756364443
h0057,AT,s2014,solar,avaConv,0.139769511515679
h0058,AT,s2014,solar,avaConv,0.224322758566079
h0059,AT,s2014,solar,avaConv,0.269257753047334
h0060,AT,s2014,solar,avaConv,0.266917902499315
h0061,AT,s2014,solar,avaConv,0.220226390409046
h0062,AT,s2014,solar,avaConv,0.132576418088771
h0063,AT,s2014,solar,avaConv,0.0403297936353954
h0064,AT,s2014,solar,avaConv,0.000651033656375414
h0065,AT,s2014,solar,avaConv,0.0
h0066,AT,s2014,solar,avaConv,0.0
h0067,AT,s2014,solar,avaConv,0.0
h0068,AT,s2014,solar,avaConv,0.0
h0069,AT,s2014,solar,avaConv,0.0
h0070,AT,s2014,solar,avaConv,0.0
h0071,AT,s2014,solar,avaConv,0.0
h0072,AT,s2014,solar,avaConv,0.0
h0073,AT,s2014,solar,avaConv,0.0
h0074,AT,s2014,solar,avaConv,0.0
h0075,AT,s2014,solar,avaConv,0.0
h0076,AT,s2014,solar,avaConv,0.0
h0077,AT,s2014,solar,avaConv,0.0
h0078,AT,s2014,solar,avaConv,0.0
h0079,AT,s2014,solar,avaConv,0.000200543246140166
h0080,AT,s2014,solar,avaConv,0.0213528821561494
h0081,AT,s2014,solar,avaConv,0.0592512290431508
h0082,AT,s2014,solar,avaConv,0.088654120001223
h0083,AT,s2014,solar,avaConv,0.106331860339699
h0084,AT,s2014,solar,avaConv,0.104071417201104
h0085,AT,s2014,solar,avaConv,0.084956013543391
h0086,AT,s2014,solar,avaConv,0.0507046319062271
h0087,AT,s2014,solar,avaConv,0.0145155623845048
h0088,AT,s2014,solar,avaConv,0.000240340851047358
h0089,AT,s2014,solar,avaConv,0.0
h0090,AT,s2014,solar,avaConv,0.0
h0091,AT,s2014,solar,avaConv,0.0
h0092,AT,s2014,solar,avaConv,0.0
h0093,AT,s2014,solar,avaConv,0.0
h0094,AT,s2014,solar,avaConv,0.0
h0095,AT,s2014,solar,avaConv,0.0
h0096,AT,s2014,solar,avaConv,0.0
