timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,BE,s2014,wind,avaConv,0.886042051967249
h0002,BE,s2014,wind,avaConv,0.846390344470633
h0003,BE,s2014,wind,avaConv,0.825504996370671
h0004,BE,s2014,wind,avaConv,0.826386906424285
h0005,BE,s2014,wind,avaConv,0.874402102219495
h0006,BE,s2014,wind,avaConv,0.908561252726632
h0007,BE,s2014,wind,avaConv,0.946898295571124
h0008,BE,s2014,wind,avaConv,0.966122033658028
h0009,BE,s2014,wind,avaConv,0.979054109302446
h0010,BE,s2014,wind,avaConv,0.989880770784094
h0011,BE,s2014,wind,avaConv,0.990808062077857
h0012,BE,s2014,wind,avaConv,0.995190485845456
h0013,BE,s2014,wind,avaConv,0.995176948462941
h0014,BE,s2014,wind,avaConv,0.995934874837623
h0015,BE,s2014,wind,avaConv,0.997166643737044
h0016,BE,s2014,wind,avaConv,0.994439557012844
h0017,BE,s2014,wind,avaConv,0.992196407400927
h0018,BE,s2014,wind,avaConv,0.992722820201322
h0019,BE,s2014,wind,avaConv,0.99276941894881
h0020,BE,s2014,wind,avaConv,0.992821499900759
h0021,BE,s2014,wind,avaConv,0.999930093370966
h0022,BE,s2014,wind,avaConv,0.999938316679146
h0023,BE,s2014,wind,avaConv,0.999921870062786
h0024,BE,s2014,wind,avaConv,0.999954763295507
h0025,BE,s2014,wind,avaConv,0.999954763295507
h0026,BE,s2014,wind,avaConv,0.999954763295507
h0027,BE,s2014,wind,avaConv,0.999946539987326
h0028,BE,s2014,wind,avaConv,0.999943798884458
h0029,BE,s2014,wind,avaConv,0.999954763295081
h0030,BE,s2014,wind,avaConv,0.999999991490497
h0031,BE,s2014,wind,avaConv,0.999990854480581
h0032,BE,s2014,wind,avaConv,0.999805670141902
h0033,BE,s2014,wind,avaConv,0.998796110551546
h0034,BE,s2014,wind,avaConv,0.994563539404585
h0035,BE,s2014,wind,avaConv,0.990863959690012
h0036,BE,s2014,wind,avaConv,0.985172828297646
h0037,BE,s2014,wind,avaConv,0.978052116976037
h0038,BE,s2014,wind,avaConv,0.962568290966168
h0039,BE,s2014,wind,avaConv,0.925350961132473
h0040,BE,s2014,wind,avaConv,0.848158534680965
h0041,BE,s2014,wind,avaConv,0.700178020809069
h0042,BE,s2014,wind,avaConv,0.643887730937812
h0043,BE,s2014,wind,avaConv,0.714541308486935
h0044,BE,s2014,wind,avaConv,0.774534069184092
h0045,BE,s2014,wind,avaConv,0.868594235431184
h0046,BE,s2014,wind,avaConv,0.919958394631072
h0047,BE,s2014,wind,avaConv,0.926491880907621
h0048,BE,s2014,wind,avaConv,0.953820816753013
h0049,BE,s2014,wind,avaConv,0.96114635860784
h0050,BE,s2014,wind,avaConv,0.968608791927331
h0051,BE,s2014,wind,avaConv,0.984660145172095
h0052,BE,s2014,wind,avaConv,0.993420442479406
h0053,BE,s2014,wind,avaConv,0.998278035280351
h0054,BE,s2014,wind,avaConv,0.999448755724147
h0055,BE,s2014,wind,avaConv,0.999927352266396
h0056,BE,s2014,wind,avaConv,0.999898570687766
h0057,BE,s2014,wind,avaConv,0.999943867412764
h0058,BE,s2014,wind,avaConv,0.999098374244438
h0059,BE,s2014,wind,avaConv,0.999319839370346
h0060,BE,s2014,wind,avaConv,0.999362755906885
h0061,BE,s2014,wind,avaConv,0.999805567354124
h0062,BE,s2014,wind,avaConv,0.999900398089111
h0063,BE,s2014,wind,avaConv,0.999869332256885
h0064,BE,s2014,wind,avaConv,0.999912276201683
h0065,BE,s2014,wind,avaConv,0.999954763295507
h0066,BE,s2014,wind,avaConv,0.999999991490497
h0067,BE,s2014,wind,avaConv,0.999999991490497
h0068,BE,s2014,wind,avaConv,0.999999991490497
h0069,BE,s2014,wind,avaConv,0.999999991490497
h0070,BE,s2014,wind,avaConv,0.999987656528227
h0071,BE,s2014,wind,avaConv,0.999601617876443
h0072,BE,s2014,wind,avaConv,0.994889776293041
h0073,BE,s2014,wind,avaConv,0.979808383172557
h0074,BE,s2014,wind,avaConv,0.956860833522295
h0075,BE,s2014,wind,avaConv,0.915992599663935
h0076,BE,s2014,wind,avaConv,0.93369703068836
h0077,BE,s2014,wind,avaConv,0.946936432303508
h0078,BE,s2014,wind,avaConv,0.949851408033903
h0079,BE,s2014,wind,avaConv,0.942267472108631
h0080,BE,s2014,wind,avaConv,0.951986974552942
h0081,BE,s2014,wind,avaConv,0.982403330715368
h0082,BE,s2014,wind,avaConv,0.995039032142028
h0083,BE,s2014,wind,avaConv,0.994482158351578
h0084,BE,s2014,wind,avaConv,0.99519572681367
h0085,BE,s2014,wind,avaConv,0.993348634647617
h0086,BE,s2014,wind,avaConv,0.987005229285815
h0087,BE,s2014,wind,avaConv,0.962782077257714
h0088,BE,s2014,wind,avaConv,0.90576045456476
h0089,BE,s2014,wind,avaConv,0.893788123093522
h0090,BE,s2014,wind,avaConv,0.882496425630943
h0091,BE,s2014,wind,avaConv,0.804361635280262
h0092,BE,s2014,wind,avaConv,0.741546314852741
h0093,BE,s2014,wind,avaConv,0.672663269360884
h0094,BE,s2014,wind,avaConv,0.628211146238773
h0095,BE,s2014,wind,avaConv,0.624903755893397
h0096,BE,s2014,wind,avaConv,0.664430558126993
