timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,AT,s2016,electricity,dem,6.78105118229729
h0002,AT,s2016,electricity,dem,6.63679156691267
h0003,AT,s2016,electricity,dem,6.48585887460498
h0004,AT,s2016,electricity,dem,6.57734788559399
h0005,AT,s2016,electricity,dem,7.07548387460498
h0006,AT,s2016,electricity,dem,7.8233162921874
h0007,AT,s2016,electricity,dem,8.67678195152806
h0008,AT,s2016,electricity,dem,9.03083277570388
h0009,AT,s2016,electricity,dem,9.18913634713246
h0010,AT,s2016,electricity,dem,9.27153332515443
h0011,AT,s2016,electricity,dem,9.27757041306652
h0012,AT,s2016,electricity,dem,9.07044403944015
h0013,AT,s2016,electricity,dem,8.94427920427531
h0014,AT,s2016,electricity,dem,8.8446445888907
h0015,AT,s2016,electricity,dem,8.84438085262696
h0016,AT,s2016,electricity,dem,9.03142755592366
h0017,AT,s2016,electricity,dem,9.37514596251707
h0018,AT,s2016,electricity,dem,9.35605255592366
h0019,AT,s2016,electricity,dem,8.8677173910885
h0020,AT,s2016,electricity,dem,8.37351272075883
h0021,AT,s2016,electricity,dem,7.86192206141817
h0022,AT,s2016,electricity,dem,7.8039879954841
h0023,AT,s2016,electricity,dem,7.35925035812146
h0024,AT,s2016,electricity,dem,7.03770365482476
h0025,AT,s2016,electricity,dem,5.98877078706729
h0026,AT,s2016,electricity,dem,5.84451117168267
h0027,AT,s2016,electricity,dem,5.69357847937498
h0028,AT,s2016,electricity,dem,5.78506749036399
h0029,AT,s2016,electricity,dem,6.28320347937498
h0030,AT,s2016,electricity,dem,7.0310358969574
h0031,AT,s2016,electricity,dem,7.88450155629806
h0032,AT,s2016,electricity,dem,8.23855238047388
h0033,AT,s2016,electricity,dem,8.39685595190246
h0034,AT,s2016,electricity,dem,8.47925292992443
h0035,AT,s2016,electricity,dem,8.48529001783652
h0036,AT,s2016,electricity,dem,8.27816364421015
h0037,AT,s2016,electricity,dem,8.15199880904531
h0038,AT,s2016,electricity,dem,8.0523641936607
h0039,AT,s2016,electricity,dem,8.05210045739696
h0040,AT,s2016,electricity,dem,8.23914716069366
h0041,AT,s2016,electricity,dem,8.58286556728707
h0042,AT,s2016,electricity,dem,8.56377216069366
h0043,AT,s2016,electricity,dem,8.0754369958585
h0044,AT,s2016,electricity,dem,7.58123232552883
h0045,AT,s2016,electricity,dem,7.06964166618817
h0046,AT,s2016,electricity,dem,7.0117076002541
h0047,AT,s2016,electricity,dem,6.56696996289146
h0048,AT,s2016,electricity,dem,6.24542325959476
h0049,AT,s2016,electricity,dem,5.77476388428729
h0050,AT,s2016,electricity,dem,5.63050426890267
h0051,AT,s2016,electricity,dem,5.47957157659498
h0052,AT,s2016,electricity,dem,5.57106058758399
h0053,AT,s2016,electricity,dem,6.06919657659498
h0054,AT,s2016,electricity,dem,6.8170289941774
h0055,AT,s2016,electricity,dem,7.67049465351806
h0056,AT,s2016,electricity,dem,8.02454547769388
h0057,AT,s2016,electricity,dem,8.18284904912246
h0058,AT,s2016,electricity,dem,8.26524602714443
h0059,AT,s2016,electricity,dem,8.27128311505652
h0060,AT,s2016,electricity,dem,8.06415674143015
h0061,AT,s2016,electricity,dem,7.93799190626531
h0062,AT,s2016,electricity,dem,7.8383572908807
h0063,AT,s2016,electricity,dem,7.83809355461696
h0064,AT,s2016,electricity,dem,8.02514025791366
h0065,AT,s2016,electricity,dem,8.36885866450707
h0066,AT,s2016,electricity,dem,8.34976525791366
h0067,AT,s2016,electricity,dem,7.8614300930785
h0068,AT,s2016,electricity,dem,7.36722542274883
h0069,AT,s2016,electricity,dem,6.85563476340817
h0070,AT,s2016,electricity,dem,6.7977006974741
h0071,AT,s2016,electricity,dem,6.35296306011146
h0072,AT,s2016,electricity,dem,6.03141635681476
h0073,AT,s2016,electricity,dem,7.15428921547729
h0074,AT,s2016,electricity,dem,7.01002960009267
h0075,AT,s2016,electricity,dem,6.85909690778498
h0076,AT,s2016,electricity,dem,6.95058591877399
h0077,AT,s2016,electricity,dem,7.44872190778498
h0078,AT,s2016,electricity,dem,8.1965543253674
h0079,AT,s2016,electricity,dem,9.05001998470806
h0080,AT,s2016,electricity,dem,9.40407080888388
h0081,AT,s2016,electricity,dem,9.56237438031246
h0082,AT,s2016,electricity,dem,9.64477135833443
h0083,AT,s2016,electricity,dem,9.65080844624652
h0084,AT,s2016,electricity,dem,9.44368207262015
h0085,AT,s2016,electricity,dem,9.31751723745531
h0086,AT,s2016,electricity,dem,9.21788262207069
h0087,AT,s2016,electricity,dem,9.21761888580696
h0088,AT,s2016,electricity,dem,9.40466558910366
h0089,AT,s2016,electricity,dem,9.74838399569707
h0090,AT,s2016,electricity,dem,9.72929058910366
h0091,AT,s2016,electricity,dem,9.2409554242685
h0092,AT,s2016,electricity,dem,8.74675075393883
h0093,AT,s2016,electricity,dem,8.23516009459817
h0094,AT,s2016,electricity,dem,8.1772260286641
h0095,AT,s2016,electricity,dem,7.73248839130146
h0096,AT,s2016,electricity,dem,7.41094168800476
