timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,AT,s2014,wind,avaConv,0.269921537137052
h0002,AT,s2014,wind,avaConv,0.248511072346441
h0003,AT,s2014,wind,avaConv,0.286341253659666
h0004,AT,s2014,wind,avaConv,0.305453615751415
h0005,AT,s2014,wind,avaConv,0.284025648561799
h0006,AT,s2014,wind,avaConv,0.253631331897097
h0007,AT,s2014,wind,avaConv,0.217041013908852
h0008,AT,s2014,wind,avaConv,0.177835246533701
h0009,AT,s2014,wind,avaConv,0.21978190781735
h0010,AT,s2014,wind,avaConv,0.216138585637064
h0011,AT,s2014,wind,avaConv,0.203241327014834
h0012,AT,s2014,wind,avaConv,0.173574614591845
h0013,AT,s2014,wind,avaConv,0.122230791095529
h0014,AT,s2014,wind,avaConv,0.106708620998464
h0015,AT,s2014,wind,avaConv,0.0941093432196288
h0016,AT,s2014,wind,avaConv,0.0604756506399096
h0017,AT,s2014,wind,avaConv,0.0794655332535837
h0018,AT,s2014,wind,avaConv,0.106608619604995
h0019,AT,s2014,wind,avaConv,0.148077967149114
h0020,AT,s2014,wind,avaConv,0.189961424486511
h0021,AT,s2014,wind,avaConv,0.224233452812449
h0022,AT,s2014,wind,avaConv,0.245415668873054
h0023,AT,s2014,wind,avaConv,0.267251015221093
h0024,AT,s2014,wind,avaConv,0.361748393357956
h0025,AT,s2014,wind,avaConv,0.488776641662262
h0026,AT,s2014,wind,avaConv,0.625939265735277
h0027,AT,s2014,wind,avaConv,0.708027542081969
h0028,AT,s2014,wind,avaConv,0.762062256650685
h0029,AT,s2014,wind,avaConv,0.803344243503817
h0030,AT,s2014,wind,avaConv,0.814312731751279
h0031,AT,s2014,wind,avaConv,0.812992052936533
h0032,AT,s2014,wind,avaConv,0.78748892937763
h0033,AT,s2014,wind,avaConv,0.798539552121269
h0034,AT,s2014,wind,avaConv,0.79922731936352
h0035,AT,s2014,wind,avaConv,0.695175467892335
h0036,AT,s2014,wind,avaConv,0.572925307561247
h0037,AT,s2014,wind,avaConv,0.504625372907148
h0038,AT,s2014,wind,avaConv,0.416744775825064
h0039,AT,s2014,wind,avaConv,0.31830423455777
h0040,AT,s2014,wind,avaConv,0.133621470549556
h0041,AT,s2014,wind,avaConv,0.074151589871818
h0042,AT,s2014,wind,avaConv,0.0490036101533588
h0043,AT,s2014,wind,avaConv,0.0311564151048482
h0044,AT,s2014,wind,avaConv,0.0219078553871824
h0045,AT,s2014,wind,avaConv,0.0104707721404684
h0046,AT,s2014,wind,avaConv,0.00039161689222331
h0047,AT,s2014,wind,avaConv,0.000411481554729955
h0048,AT,s2014,wind,avaConv,0.000348886417227732
h0049,AT,s2014,wind,avaConv,0.000258098730058883
h0050,AT,s2014,wind,avaConv,0.00267638899619975
h0051,AT,s2014,wind,avaConv,0.00284839936886306
h0052,AT,s2014,wind,avaConv,0.000964286419218547
h0053,AT,s2014,wind,avaConv,0.000949238456857982
h0054,AT,s2014,wind,avaConv,0.00151989062103788
h0055,AT,s2014,wind,avaConv,0.0065372537022017
h0056,AT,s2014,wind,avaConv,0.0119122780389981
h0057,AT,s2014,wind,avaConv,0.0599059440759023
h0058,AT,s2014,wind,avaConv,0.120890853383846
h0059,AT,s2014,wind,avaConv,0.156791203461504
h0060,AT,s2014,wind,avaConv,0.252093284676028
h0061,AT,s2014,wind,avaConv,0.313139359768115
h0062,AT,s2014,wind,avaConv,0.31464937179441
h0063,AT,s2014,wind,avaConv,0.139991963048572
h0064,AT,s2014,wind,avaConv,0.0816372952693701
h0065,AT,s2014,wind,avaConv,0.117006270102894
h0066,AT,s2014,wind,avaConv,0.120403154112346
h0067,AT,s2014,wind,avaConv,0.114136340795565
h0068,AT,s2014,wind,avaConv,0.069770218162001
h0069,AT,s2014,wind,avaConv,0.0332131576290747
h0070,AT,s2014,wind,avaConv,0.0155878632154325
h0071,AT,s2014,wind,avaConv,0.00414740888501117
h0072,AT,s2014,wind,avaConv,0.00124588555748415
h0073,AT,s2014,wind,avaConv,0.00148503331424797
h0074,AT,s2014,wind,avaConv,0.00140253848021376
h0075,AT,s2014,wind,avaConv,0.00112147935928906
h0076,AT,s2014,wind,avaConv,0.000752949104374874
h0077,AT,s2014,wind,avaConv,0.000760904171308913
h0078,AT,s2014,wind,avaConv,0.000732313049760314
h0079,AT,s2014,wind,avaConv,0.00094164523770343
h0080,AT,s2014,wind,avaConv,0.000897352553418424
h0081,AT,s2014,wind,avaConv,0.000643536834280733
h0082,AT,s2014,wind,avaConv,0.00669038285793154
h0083,AT,s2014,wind,avaConv,0.045466441953047
h0084,AT,s2014,wind,avaConv,0.146114447630524
h0085,AT,s2014,wind,avaConv,0.247961756822139
h0086,AT,s2014,wind,avaConv,0.383636439973425
h0087,AT,s2014,wind,avaConv,0.460260269221183
h0088,AT,s2014,wind,avaConv,0.502504484712644
h0089,AT,s2014,wind,avaConv,0.606274912385489
h0090,AT,s2014,wind,avaConv,0.768463533456413
h0091,AT,s2014,wind,avaConv,0.856169614931405
h0092,AT,s2014,wind,avaConv,0.899582127518552
h0093,AT,s2014,wind,avaConv,0.897017788251328
h0094,AT,s2014,wind,avaConv,0.898815468259127
h0095,AT,s2014,wind,avaConv,0.887506619936212
h0096,AT,s2014,wind,avaConv,0.868155927273034
