timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,CH,s2016,solar,avaConv,0.0
h0002,CH,s2016,solar,avaConv,0.0
h0003,CH,s2016,solar,avaConv,0.0
h0004,CH,s2016,solar,avaConv,0.0
h0005,CH,s2016,solar,avaConv,0.0
h0006,CH,s2016,solar,avaConv,0.0
h0007,CH,s2016,solar,avaConv,0.0
h0008,CH,s2016,solar,avaConv,0.00751704582103289
h0009,CH,s2016,solar,avaConv,0.0658909917579057
h0010,CH,s2016,solar,avaConv,0.150612620536602
h0011,CH,s2016,solar,avaConv,0.241331280767615
h0012,CH,s2016,solar,avaConv,0.282226057287171
h0013,CH,s2016,solar,avaConv,0.26287665832934
h0014,CH,s2016,solar,avaConv,0.186440594308916
h0015,CH,s2016,solar,avaConv,0.0857012495493922
h0016,CH,s2016,solar,avaConv,0.00925671240241923
h0017,CH,s2016,solar,avaConv,0.0
h0018,CH,s2016,solar,avaConv,0.0
h0019,CH,s2016,solar,avaConv,0.0
h0020,CH,s2016,solar,avaConv,0.0
h0021,CH,s2016,solar,avaConv,0.0
h0022,CH,s2016,solar,avaConv,0.0
h0023,CH,s2016,solar,avaConv,0.0
h0024,CH,s2016,solar,avaConv,0.0
h0025,CH,s2016,solar,avaConv,0.0
h0026,CH,s2016,solar,avaConv,0.0
h0027,CH,s2016,solar,avaConv,0.0
h0028,CH,s2016,solar,avaConv,0.0
h0029,CH,s2016,solar,avaConv,0.0
h0030,CH,s2016,solar,avaConv,0.0
h0031,CH,s2016,solar,avaConv,0.0
h0032,CH,s2016,solar,avaConv,0.00365075047298484
h0033,CH,s2016,solar,avaConv,0.0233104961036706
h0034,CH,s2016,solar,avaConv,0.0480273254315722
h0035,CH,s2016,solar,avaConv,0.0744957824686159
h0036,CH,s2016,solar,avaConv,0.0879806738041154
h0037,CH,s2016,solar,avaConv,0.073065526463131
h0038,CH,s2016,solar,avaConv,0.0491998878302898
h0039,CH,s2016,solar,avaConv,0.0232735278293055
h0040,CH,s2016,solar,avaConv,0.00259564149808638
h0041,CH,s2016,solar,avaConv,0.0
h0042,CH,s2016,solar,avaConv,0.0
h0043,CH,s2016,solar,avaConv,0.0
h0044,CH,s2016,solar,avaConv,0.0
h0045,CH,s2016,solar,avaConv,0.0
h0046,CH,s2016,solar,avaConv,0.0
h0047,CH,s2016,solar,avaConv,0.0
h0048,CH,s2016,solar,avaConv,0.0
h0049,CH,s2016,solar,avaConv,0.0
h0050,CH,s2016,solar,avaConv,0.0
h0051,CH,s2016,solar,avaConv,0.0
h0052,CH,s2016,solar,avaConv,0.0
h0053,CH,s2016,solar,avaConv,0.0
h0054,CH,s2016,solar,avaConv,0.0
h0055,CH,s2016,solar,avaConv,0.0
h0056,CH,s2016,solar,avaConv,0.00874843791256413
h0057,CH,s2016,solar,avaConv,0.0677861283242202
h0058,CH,s2016,solar,avaConv,0.14324150580929
h0059,CH,s2016,solar,avaConv,0.231699491236503
h0060,CH,s2016,solar,avaConv,0.266725549901263
h0061,CH,s2016,solar,avaConv,0.232565855272096
h0062,CH,s2016,solar,avaConv,0.14730201318224
h0063,CH,s2016,solar,avaConv,0.0565243929275762
h0064,CH,s2016,solar,avaConv,0.00529932451555383
h0065,CH,s2016,solar,avaConv,0.0
h0066,CH,s2016,solar,avaConv,0.0
h0067,CH,s2016,solar,avaConv,0.0
h0068,CH,s2016,solar,avaConv,0.0
h0069,CH,s2016,solar,avaConv,0.0
h0070,CH,s2016,solar,avaConv,0.0
h0071,CH,s2016,solar,avaConv,0.0
h0072,CH,s2016,solar,avaConv,0.0
h0073,CH,s2016,solar,avaConv,0.0
h0074,CH,s2016,solar,avaConv,0.0
h0075,CH,s2016,solar,avaConv,0.0
h0076,CH,s2016,solar,avaConv,0.0
h0077,CH,s2016,solar,avaConv,0.0
h0078,CH,s2016,solar,avaConv,0.0
h0079,CH,s2016,solar,avaConv,0.0
h0080,CH,s2016,solar,avaConv,0.00524090212542231
h0081,CH,s2016,solar,avaConv,0.0358247820020243
h0082,CH,s2016,solar,avaConv,0.0704361330644444
h0083,CH,s2016,solar,avaConv,0.103368159134685
h0084,CH,s2016,solar,avaConv,0.146830835042362
h0085,CH,s2016,solar,avaConv,0.166201889510622
h0086,CH,s2016,solar,avaConv,0.14039954290086
h0087,CH,s2016,solar,avaConv,0.080023148147286
h0088,CH,s2016,solar,avaConv,0.0108311755336493
h0089,CH,s2016,solar,avaConv,0.0
h0090,CH,s2016,solar,avaConv,0.0
h0091,CH,s2016,solar,avaConv,0.0
h0092,CH,s2016,solar,avaConv,0.0
h0093,CH,s2016,solar,avaConv,0.0
h0094,CH,s2016,solar,avaConv,0.0
h0095,CH,s2016,solar,avaConv,0.0
h0096,CH,s2016,solar,avaConv,0.0
