timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
30th < 2040,EU < AT < at,none,none,battery < lithiumBattery,none,none,costOprStSize,7.102445292079024e-5,Scenario_1
30th < 2040,EU < BE < be,none,none,battery < lithiumBattery,none,none,costOprStSize,7.178294035932197e-5,Scenario_1
30th < 2040,EU < BG < bg,none,none,battery < lithiumBattery,none,none,costOprStSize,7.06512437427879e-5,Scenario_1
30th < 2040,EU < CZ < cz,none,none,battery < lithiumBattery,none,none,costOprStSize,7.150734256683496e-5,Scenario_1
30th < 2040,EU < DE < de,none,none,battery < lithiumBattery,none,none,costOprStSize,7.167170582453426e-5,Scenario_1
30th < 2040,EU < DK < dk_e,none,none,battery < lithiumBattery,none,none,costOprStSize,7.144235375319113e-5,Scenario_1
30th < 2040,EU < DK < dk_w,none,none,battery < lithiumBattery,none,none,costOprStSize,7.11901879770059e-5,Scenario_1
30th < 2040,EU < EE < ee,none,none,battery < lithiumBattery,none,none,costOprStSize,7.012093805999315e-5,Scenario_1
30th < 2040,EU < ES < es,none,none,battery < lithiumBattery,none,none,costOprStSize,7.129301678228933e-5,Scenario_1
30th < 2040,EU < FI < fi,none,none,battery < lithiumBattery,none,none,costOprStSize,7.073432033767879e-5,Scenario_1
30th < 2040,EU < FR < fr,none,none,battery < lithiumBattery,none,none,costOprStSize,7.140485185428162e-5,Scenario_1
30th < 2040,EU < FR < fr_co,none,none,battery < lithiumBattery,none,none,costOprStSize,7.144529903960168e-5,Scenario_1
30th < 2040,EU < GR < gr,none,none,battery < lithiumBattery,none,none,costOprStSize,7.142389670754331e-5,Scenario_1
30th < 2040,EU < HR < hr,none,none,battery < lithiumBattery,none,none,costOprStSize,7.090485054656198e-5,Scenario_1
30th < 2040,EU < HU < hu,none,none,battery < lithiumBattery,none,none,costOprStSize,7.087506553767639e-5,Scenario_1
30th < 2040,EU < IE < ie,none,none,battery < lithiumBattery,none,none,costOprStSize,7.115751550795281e-5,Scenario_1
30th < 2040,EU < IT < it_cn,none,none,battery < lithiumBattery,none,none,costOprStSize,7.148227494813993e-5,Scenario_1
30th < 2040,EU < IT < it_cs,none,none,battery < lithiumBattery,none,none,costOprStSize,7.15992660106976e-5,Scenario_1
30th < 2040,EU < IT < it_n,none,none,battery < lithiumBattery,none,none,costOprStSize,7.096208689073373e-5,Scenario_1
30th < 2040,EU < IT < it_s,none,none,battery < lithiumBattery,none,none,costOprStSize,7.17039015191756e-5,Scenario_1
30th < 2040,EU < IT < it_sar,none,none,battery < lithiumBattery,none,none,costOprStSize,7.128079211123925e-5,Scenario_1
30th < 2040,EU < IT < it_sic,none,none,battery < lithiumBattery,none,none,costOprStSize,7.193668139506725e-5,Scenario_1
30th < 2040,EU < LT < lt,none,none,battery < lithiumBattery,none,none,costOprStSize,7.110573738420542e-5,Scenario_1
30th < 2040,EU < LU < lu,none,none,battery < lithiumBattery,none,none,costOprStSize,7.040379583587868e-5,Scenario_1
30th < 2040,EU < LV < lv,none,none,battery < lithiumBattery,none,none,costOprStSize,7.005042952749615e-5,Scenario_1
30th < 2040,EU < NL < nl,none,none,battery < lithiumBattery,none,none,costOprStSize,7.194684199614626e-5,Scenario_1
30th < 2040,EU < PL < pl,none,none,battery < lithiumBattery,none,none,costOprStSize,7.158413240753456e-5,Scenario_1
30th < 2040,EU < PT < pt,none,none,battery < lithiumBattery,none,none,costOprStSize,7.126778117667706e-5,Scenario_1
30th < 2040,EU < RO < ro,none,none,battery < lithiumBattery,none,none,costOprStSize,7.0947980768247e-5,Scenario_1
30th < 2040,EU < SE < se_1,none,none,battery < lithiumBattery,none,none,costOprStSize,7.049626554099e-5,Scenario_1
30th < 2040,EU < SE < se_2,none,none,battery < lithiumBattery,none,none,costOprStSize,7.057345541414004e-5,Scenario_1
30th < 2040,EU < SE < se_3,none,none,battery < lithiumBattery,none,none,costOprStSize,7.07326441757836e-5,Scenario_1
30th < 2040,EU < SE < se_4,none,none,battery < lithiumBattery,none,none,costOprStSize,7.123042215959544e-5,Scenario_1
30th < 2040,EU < SI < si,none,none,battery < lithiumBattery,none,none,costOprStSize,7.115284344390249e-5,Scenario_1
30th < 2040,EU < SK < sk,none,none,battery < lithiumBattery,none,none,costOprStSize,7.139809288290281e-5,Scenario_1
30th < 2040,nonEU < AL < al,none,none,battery < lithiumBattery,none,none,costOprStSize,7.115441058657975e-5,Scenario_1
30th < 2040,nonEU < BA < ba,none,none,battery < lithiumBattery,none,none,costOprStSize,7.110255366700838e-5,Scenario_1
30th < 2040,nonEU < CH < ch,none,none,battery < lithiumBattery,none,none,costOprStSize,7.109460561231927e-5,Scenario_1
30th < 2040,nonEU < ME < me,none,none,battery < lithiumBattery,none,none,costOprStSize,7.1096002218524e-5,Scenario_1
30th < 2040,nonEU < MK < mk,none,none,battery < lithiumBattery,none,none,costOprStSize,7.11745115205147e-5,Scenario_1
