timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
30th < 2040,EU < AT,none,jetFuel,none,demand,-18.068238704520002,Scenario_1
30th < 2040,EU < BE,none,jetFuel,none,demand,-51.67286102052,Scenario_1
30th < 2040,EU < BG,none,jetFuel,none,demand,-5.408963178,Scenario_1
30th < 2040,EU < CZ,none,jetFuel,none,demand,-4.96301142816,Scenario_1
30th < 2040,EU < DE,none,jetFuel,none,demand,-150.99063175487998,Scenario_1
30th < 2040,EU < DK,none,jetFuel,none,demand,-4.25811994752,Scenario_1
30th < 2040,EU < EE,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,EU < ES,none,jetFuel,none,demand,-6.085083577439999,Scenario_1
30th < 2040,EU < FI,none,jetFuel,none,demand,-16.715997914400003,Scenario_1
30th < 2040,EU < FR,none,jetFuel,none,demand,-114.2499616494,Scenario_1
30th < 2040,EU < GR,none,jetFuel,none,demand,-69.4965455436,Scenario_1
30th < 2040,EU < HR,none,jetFuel,none,demand,-3.30867428544,Scenario_1
30th < 2040,EU < HU,none,jetFuel,none,demand,-6.11385465864,Scenario_1
30th < 2040,EU < IE,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,EU < IT,none,jetFuel,none,demand,-66.8783771982,Scenario_1
30th < 2040,EU < LT,none,jetFuel,none,demand,-29.63421317172,Scenario_1
30th < 2040,EU < LU,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,EU < LV,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,EU < NL,none,jetFuel,none,demand,-215.56732251839998,Scenario_1
30th < 2040,EU < PL,none,jetFuel,none,demand,-35.11510405271999,Scenario_1
30th < 2040,EU < PT,none,jetFuel,none,demand,-29.07317709708,Scenario_1
30th < 2040,EU < RO,none,jetFuel,none,demand,-11.62351662084,Scenario_1
30th < 2040,EU < SE,none,jetFuel,none,demand,-7.6962640983599995,Scenario_1
30th < 2040,EU < SI,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,EU < SK,none,jetFuel,none,demand,-2.45992740756,Scenario_1
30th < 2040,nonEU < AL,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,nonEU < BA,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,nonEU < CH,none,jetFuel,none,demand,-0.53226499344,Scenario_1
30th < 2040,nonEU < ME,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,nonEU < MK,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,nonEU < NO,none,jetFuel,none,demand,-16.9605521046,Scenario_1
30th < 2040,nonEU < RS,none,jetFuel,none,demand,-0.0,Scenario_1
30th < 2040,nonEU < UK,none,jetFuel,none,demand,-143.91294590232,Scenario_1
30th < 2040,EU < AT < at,none,electricity,none,demand,-62.806703546418326,Scenario_1
30th < 2040,EU < BE < be,none,electricity,none,demand,-73.57110149036123,Scenario_1
30th < 2040,EU < BG < bg,none,electricity,none,demand,-29.15165233203076,Scenario_1
30th < 2040,EU < CZ < cz,none,electricity,none,demand,-57.84112871673918,Scenario_1
30th < 2040,EU < DE < de,none,electricity,none,demand,-480.66692903460137,Scenario_1
30th < 2040,EU < DK < dk_e,none,electricity,none,demand,-14.84047095787784,Scenario_1
30th < 2040,EU < DK < dk_w,none,electricity,none,demand,-14.613098486991085,Scenario_1
30th < 2040,EU < EE < ee,none,electricity,none,demand,-7.224224099024822,Scenario_1
30th < 2040,EU < ES < es,none,electricity,none,demand,-241.86976222571175,Scenario_1
30th < 2040,EU < FI < fi,none,electricity,none,demand,-65.7522177109073,Scenario_1
30th < 2040,EU < FR < fr,none,electricity,none,demand,-388.4811691444188,Scenario_1
30th < 2040,EU < FR < fr_co,none,electricity,none,demand,-1.8521487275333577,Scenario_1
30th < 2040,EU < GR < gr,none,electricity,none,demand,-45.293539451886154,Scenario_1
30th < 2040,EU < HR < hr,none,electricity,none,demand,-16.663545193335892,Scenario_1
30th < 2040,EU < HU < hu,none,electricity,none,demand,-37.13914218998699,Scenario_1
30th < 2040,EU < IE < ie,none,electricity,none,demand,-24.85003504654541,Scenario_1
30th < 2040,EU < IT < it_cn,none,electricity,none,demand,-26.827948212947092,Scenario_1
30th < 2040,EU < IT < it_cs,none,electricity,none,demand,-52.114028128713805,Scenario_1
30th < 2040,EU < IT < it_n,none,electricity,none,demand,-137.16694286993288,Scenario_1
30th < 2040,EU < IT < it_s,none,electricity,none,demand,-21.50029291179626,Scenario_1
30th < 2040,EU < IT < it_sar,none,electricity,none,demand,-7.140760088316947,Scenario_1
30th < 2040,EU < IT < it_sic,none,electricity,none,demand,-15.803024586115669,Scenario_1
30th < 2040,EU < LT < lt,none,electricity,none,demand,-11.65463043850657,Scenario_1
30th < 2040,EU < LU < lu,none,electricity,none,demand,-4.743497604102974,Scenario_1
30th < 2040,EU < LV < lv,none,electricity,none,demand,-6.19782717333264,Scenario_1
30th < 2040,EU < NL < nl,none,electricity,none,demand,-107.74187255322656,Scenario_1
30th < 2040,EU < PL < pl,none,electricity,none,demand,-145.085036972534,Scenario_1
30th < 2040,EU < PT < pt,none,electricity,none,demand,-46.52058299416335,Scenario_1
30th < 2040,EU < RO < ro,none,electricity,none,demand,-54.980741692432574,Scenario_1
30th < 2040,EU < SE < se_1,none,electricity,none,demand,-2.364635493458682,Scenario_1
30th < 2040,EU < SE < se_2,none,electricity,none,demand,-7.969803621213431,Scenario_1
30th < 2040,EU < SE < se_3,none,electricity,none,demand,-75.53087608913785,Scenario_1
30th < 2040,EU < SE < se_4,none,electricity,none,demand,-18.837029816928077,Scenario_1
30th < 2040,EU < SI < si,none,electricity,none,demand,-12.30224531702953,Scenario_1
30th < 2040,EU < SK < sk,none,electricity,none,demand,-26.154563722940416,Scenario_1
30th < 2040,nonEU < AL < al,none,electricity,none,demand,-4.610558327156139,Scenario_1
30th < 2040,nonEU < BA < ba,none,electricity,none,demand,-9.576650299170092,Scenario_1
30th < 2040,nonEU < CH < ch,none,electricity,none,demand,-51.80224036171974,Scenario_1
30th < 2040,nonEU < ME < me,none,electricity,none,demand,-2.8401117428641802,Scenario_1
30th < 2040,nonEU < MK < mk,none,electricity,none,demand,-5.224403178910654,Scenario_1
30th < 2040,nonEU < NO < no_m,none,electricity,none,demand,-11.713079891433972,Scenario_1
30th < 2040,nonEU < NO < no_n,none,electricity,none,demand,-11.478395480601996,Scenario_1
30th < 2040,nonEU < NO < no_s,none,electricity,none,demand,-83.44510872997466,Scenario_1
30th < 2040,nonEU < RS < rs,none,electricity,none,demand,-32.74537270690445,Scenario_1
30th < 2040,nonEU < UK < ni,none,electricity,none,demand,-2.333913932968268,Scenario_1
30th < 2040,nonEU < UK < uk,none,electricity,none,demand,-254.05999586805407,Scenario_1
30th < 2040,EU < AT < at < 49AT,none,processHeat_high,none,demand,-5.761367438019939,Scenario_1
30th < 2040,EU < AT < at < 49AT,none,processHeat_low,none,demand,-4.204854190292889,Scenario_1
30th < 2040,EU < AT < at < 50AT,none,processHeat_high,none,demand,-9.539624681570215,Scenario_1
