timestep_5,region_4,technology_2,parameter,value
h0001,01ES,openspace_a,avaConv,0.0
h0002,01ES,openspace_a,avaConv,0.0
h0003,01ES,openspace_a,avaConv,0.0
h0004,01ES,openspace_a,avaConv,0.0
h0005,01ES,openspace_a,avaConv,0.0
h0006,01ES,openspace_a,avaConv,0.0
h0007,01ES,openspace_a,avaConv,0.0
h0008,01ES,openspace_a,avaConv,0.0
h0009,01ES,openspace_a,avaConv,0.0
h0010,01ES,openspace_a,avaConv,0.0189935517736845
h0011,01ES,openspace_a,avaConv,0.0875391809010593
h0012,01ES,openspace_a,avaConv,0.189763581276239
h0013,01ES,openspace_a,avaConv,0.219675647993055
h0014,01ES,openspace_a,avaConv,0.182156790153853
h0015,01ES,openspace_a,avaConv,0.109601581799393
h0016,01ES,openspace_a,avaConv,0.08592470268234
h0017,01ES,openspace_a,avaConv,0.100169007079162
h0018,01ES,openspace_a,avaConv,0.0713808006785659
h0019,01ES,openspace_a,avaConv,0.0521482464202977
h0020,01ES,openspace_a,avaConv,0.0
h0021,01ES,openspace_a,avaConv,0.0
h0022,01ES,openspace_a,avaConv,0.0
h0023,01ES,openspace_a,avaConv,0.0
h0024,01ES,openspace_a,avaConv,0.0
h0025,01ES,openspace_a,avaConv,0.0
h0026,01ES,openspace_a,avaConv,0.0
h0027,01ES,openspace_a,avaConv,0.0
h0028,01ES,openspace_a,avaConv,0.0
h0029,01ES,openspace_a,avaConv,0.0
h0030,01ES,openspace_a,avaConv,0.0
h0031,01ES,openspace_a,avaConv,0.0
h0032,01ES,openspace_a,avaConv,0.0
h0033,01ES,openspace_a,avaConv,0.0134532574130952
h0034,01ES,openspace_a,avaConv,0.0431456912752156
h0035,01ES,openspace_a,avaConv,0.218996068438765
h0036,01ES,openspace_a,avaConv,0.441590209353406
h0037,01ES,openspace_a,avaConv,0.621343872901948
h0038,01ES,openspace_a,avaConv,0.623564236541655
h0039,01ES,openspace_a,avaConv,0.560666305530265
h0040,01ES,openspace_a,avaConv,0.469412026964404
h0041,01ES,openspace_a,avaConv,0.353705944681875
h0042,01ES,openspace_a,avaConv,0.188919799705497
h0043,01ES,openspace_a,avaConv,0.0761090569708813
h0044,01ES,openspace_a,avaConv,0.0105412244259928
h0045,01ES,openspace_a,avaConv,0.0
h0046,01ES,openspace_a,avaConv,0.0
h0047,01ES,openspace_a,avaConv,0.0
h0048,01ES,openspace_a,avaConv,0.0
h0049,01ES,openspace_a,avaConv,0.0
h0050,01ES,openspace_a,avaConv,0.0
h0051,01ES,openspace_a,avaConv,0.0
h0052,01ES,openspace_a,avaConv,0.0
h0053,01ES,openspace_a,avaConv,0.0
h0054,01ES,openspace_a,avaConv,0.0
h0055,01ES,openspace_a,avaConv,0.0
h0056,01ES,openspace_a,avaConv,0.0
h0057,01ES,openspace_a,avaConv,0.0438436076772753
h0058,01ES,openspace_a,avaConv,0.166783266531866
h0059,01ES,openspace_a,avaConv,0.22403646686286
h0060,01ES,openspace_a,avaConv,0.250551224241233
h0061,01ES,openspace_a,avaConv,0.374826457769903
h0062,01ES,openspace_a,avaConv,0.577560376723208
h0063,01ES,openspace_a,avaConv,0.583753651321965
h0064,01ES,openspace_a,avaConv,0.395996656215288
h0065,01ES,openspace_a,avaConv,0.201387956636861
h0066,01ES,openspace_a,avaConv,0.133189071952781
h0067,01ES,openspace_a,avaConv,0.0603839904130097
h0068,01ES,openspace_a,avaConv,0.0136787062419313
h0069,01ES,openspace_a,avaConv,0.0
h0070,01ES,openspace_a,avaConv,0.0
h0071,01ES,openspace_a,avaConv,0.0
h0072,01ES,openspace_a,avaConv,0.0
h0073,01ES,openspace_a,avaConv,0.0
h0074,01ES,openspace_a,avaConv,0.0
h0075,01ES,openspace_a,avaConv,0.0
h0076,01ES,openspace_a,avaConv,0.0
h0077,01ES,openspace_a,avaConv,0.0
h0078,01ES,openspace_a,avaConv,0.0
h0079,01ES,openspace_a,avaConv,0.0
h0080,01ES,openspace_a,avaConv,0.0
h0081,01ES,openspace_a,avaConv,0.0647811414103179
h0082,01ES,openspace_a,avaConv,0.207139613592903
h0083,01ES,openspace_a,avaConv,0.41522558665217
h0084,01ES,openspace_a,avaConv,0.584924767395728
h0085,01ES,openspace_a,avaConv,0.702669242205366
h0086,01ES,openspace_a,avaConv,0.758073744769726
h0087,01ES,openspace_a,avaConv,0.742604681102527
h0088,01ES,openspace_a,avaConv,0.641786505962833
h0089,01ES,openspace_a,avaConv,0.466386112567058
h0090,01ES,openspace_a,avaConv,0.265237502282405
h0091,01ES,openspace_a,avaConv,0.102753497802413
h0092,01ES,openspace_a,avaConv,0.0238272816016623
h0093,01ES,openspace_a,avaConv,0.0
h0094,01ES,openspace_a,avaConv,0.0
h0095,01ES,openspace_a,avaConv,0.0
h0096,01ES,openspace_a,avaConv,0.0
h0097,01ES,openspace_a,avaConv,0.0
h0098,01ES,openspace_a,avaConv,0.0
h0099,01ES,openspace_a,avaConv,0.0
h0100,01ES,openspace_a,avaConv,0.0
h0101,01ES,openspace_a,avaConv,0.0
h0102,01ES,openspace_a,avaConv,0.0
h0103,01ES,openspace_a,avaConv,0.0
h0104,01ES,openspace_a,avaConv,0.0128015266317755
h0105,01ES,openspace_a,avaConv,0.0258228954629461
h0106,01ES,openspace_a,avaConv,0.0529101455915432
h0107,01ES,openspace_a,avaConv,0.140826622816538
h0108,01ES,openspace_a,avaConv,0.214771597922704
h0109,01ES,openspace_a,avaConv,0.458926944141091
h0110,01ES,openspace_a,avaConv,0.624744637007097
h0111,01ES,openspace_a,avaConv,0.789939781373926
h0112,01ES,openspace_a,avaConv,0.704562400808821
h0113,01ES,openspace_a,avaConv,0.542264833224754
h0114,01ES,openspace_a,avaConv,0.334584148319201
h0115,01ES,openspace_a,avaConv,0.142288125158115
h0116,01ES,openspace_a,avaConv,0.0423009089671768
h0117,01ES,openspace_a,avaConv,0.0
h0118,01ES,openspace_a,avaConv,0.0
h0119,01ES,openspace_a,avaConv,0.0
h0120,01ES,openspace_a,avaConv,0.0
h0121,01ES,openspace_a,avaConv,0.0
h0122,01ES,openspace_a,avaConv,0.0
h0123,01ES,openspace_a,avaConv,0.0
h0124,01ES,openspace_a,avaConv,0.0
h0125,01ES,openspace_a,avaConv,0.0
h0126,01ES,openspace_a,avaConv,0.0
h0127,01ES,openspace_a,avaConv,0.0
h0128,01ES,openspace_a,avaConv,0.0
h0129,01ES,openspace_a,avaConv,0.0288679528575994
h0130,01ES,openspace_a,avaConv,0.0831663842036788
h0131,01ES,openspace_a,avaConv,0.232434207610319
h0132,01ES,openspace_a,avaConv,0.416226191298983
h0133,01ES,openspace_a,avaConv,0.578660817303213
h0134,01ES,openspace_a,avaConv,0.636519480383541
h0135,01ES,openspace_a,avaConv,0.601701601206252
h0136,01ES,openspace_a,avaConv,0.500814160694743
h0137,01ES,openspace_a,avaConv,0.380186051538064
h0138,01ES,openspace_a,avaConv,0.24205958551021
h0139,01ES,openspace_a,avaConv,0.127725656604072
h0140,01ES,openspace_a,avaConv,0.042281366431475
h0141,01ES,openspace_a,avaConv,0.010015067000004
h0142,01ES,openspace_a,avaConv,0.0
h0143,01ES,openspace_a,avaConv,0.0
h0144,01ES,openspace_a,avaConv,0.0
h0145,01ES,openspace_a,avaConv,0.0
h0146,01ES,openspace_a,avaConv,0.0
h0147,01ES,openspace_a,avaConv,0.0
h0148,01ES,openspace_a,avaConv,0.0
h0149,01ES,openspace_a,avaConv,0.0
h0150,01ES,openspace_a,avaConv,0.0
h0151,01ES,openspace_a,avaConv,0.0
h0152,01ES,openspace_a,avaConv,0.0330350546458471
h0153,01ES,openspace_a,avaConv,0.0886669704838687
h0154,01ES,openspace_a,avaConv,0.192532858525233
h0155,01ES,openspace_a,avaConv,0.336037027119136
h0156,01ES,openspace_a,avaConv,0.473613037453554
h0157,01ES,openspace_a,avaConv,0.489365805909371
h0158,01ES,openspace_a,avaConv,0.445143551194513
h0159,01ES,openspace_a,avaConv,0.311605866873212
h0160,01ES,openspace_a,avaConv,0.241928348537146
h0161,01ES,openspace_a,avaConv,0.239621176686834
h0162,01ES,openspace_a,avaConv,0.249580511617382
h0163,01ES,openspace_a,avaConv,0.204976860052449
h0164,01ES,openspace_a,avaConv,0.0781388528513389
h0165,01ES,openspace_a,avaConv,0.0141386480845956
h0166,01ES,openspace_a,avaConv,0.0
h0167,01ES,openspace_a,avaConv,0.0
h0168,01ES,openspace_a,avaConv,0.0
h0169,01ES,openspace_a,avaConv,0.0
h0170,01ES,openspace_a,avaConv,0.0
h0171,01ES,openspace_a,avaConv,0.0
h0172,01ES,openspace_a,avaConv,0.0
h0173,01ES,openspace_a,avaConv,0.0
h0174,01ES,openspace_a,avaConv,0.0
h0175,01ES,openspace_a,avaConv,0.0114020543343263
h0176,01ES,openspace_a,avaConv,0.0701628760790925
h0177,01ES,openspace_a,avaConv,0.202022984041689
h0178,01ES,openspace_a,avaConv,0.404247085792693
h0179,01ES,openspace_a,avaConv,0.436648874025891
h0180,01ES,openspace_a,avaConv,0.390532675985755
h0181,01ES,openspace_a,avaConv,0.286306015893923
h0182,01ES,openspace_a,avaConv,0.301741036278339
h0183,01ES,openspace_a,avaConv,0.285997559993271
h0184,01ES,openspace_a,avaConv,0.247864622400495
h0185,01ES,openspace_a,avaConv,0.248165282974604
h0186,01ES,openspace_a,avaConv,0.234214224204765
h0187,01ES,openspace_a,avaConv,0.18503292903955
h0188,01ES,openspace_a,avaConv,0.0738354776889781
h0189,01ES,openspace_a,avaConv,0.018150556567148
h0190,01ES,openspace_a,avaConv,0.0
h0191,01ES,openspace_a,avaConv,0.0
h0192,01ES,openspace_a,avaConv,0.0
h0193,01ES,openspace_a,avaConv,0.0
h0194,01ES,openspace_a,avaConv,0.0
h0195,01ES,openspace_a,avaConv,0.0
