region_3,category,timestep_6,value,scenario_1,parameter,technology_3
al,1,h0073,0.29637815015671,scr2009,avaConv,onshore_a
al,1,h0074,0.25557293095123257,scr2009,avaConv,onshore_a
al,1,h0075,0.0,scr2009,avaConv,onshore_a
al,1,h0076,0.4252532842757382,scr2009,avaConv,onshore_a
al,1,h0077,0.5449971172684143,scr2009,avaConv,onshore_a
al,1,h0078,0.5228423387975787,scr2009,avaConv,onshore_a
al,1,h0079,0.3393151890903764,scr2009,avaConv,onshore_a
al,1,h0080,0.45725817105095906,scr2009,avaConv,onshore_a
al,1,h0081,0.5812448295639976,scr2009,avaConv,onshore_a
al,1,h0082,0.8532734702334538,scr2009,avaConv,onshore_a
al,1,h0083,0.8202412238198588,scr2009,avaConv,onshore_a
al,1,h0084,0.811709986346361,scr2009,avaConv,onshore_a
al,1,h0085,0.5546329173089259,scr2009,avaConv,onshore_a
al,1,h0086,0.5336928891665607,scr2009,avaConv,onshore_a
al,1,h0087,0.46504969608152974,scr2009,avaConv,onshore_a
al,1,h0088,0.7172671002170906,scr2009,avaConv,onshore_a
al,1,h0089,0.5945914947635652,scr2009,avaConv,onshore_a
al,1,h0090,0.7361150569965947,scr2009,avaConv,onshore_a
al,1,h0091,0.4120425262367914,scr2009,avaConv,onshore_a
al,1,h0092,0.4623351834632086,scr2009,avaConv,onshore_a
al,1,h0093,0.3526867328372024,scr2009,avaConv,onshore_a
al,1,h0094,0.33738204931284715,scr2009,avaConv,onshore_a
al,1,h0095,0.3097507970318726,scr2009,avaConv,onshore_a
al,1,h0096,0.19609560070828308,scr2009,avaConv,onshore_a
at,1,h0073,0.4405894883253761,scr2009,avaConv,onshore_a
at,1,h0074,0.17400739491932088,scr2009,avaConv,onshore_a
at,1,h0075,0.07673235206482239,scr2009,avaConv,onshore_a
at,1,h0076,0.03764074814519708,scr2009,avaConv,onshore_a
at,1,h0077,0.21576420505022684,scr2009,avaConv,onshore_a
at,1,h0078,0.20038165431716648,scr2009,avaConv,onshore_a
at,1,h0079,0.36750170966488016,scr2009,avaConv,onshore_a
at,1,h0080,0.293191442831627,scr2009,avaConv,onshore_a
at,1,h0081,0.37902375410457345,scr2009,avaConv,onshore_a
at,1,h0082,0.18739666093364835,scr2009,avaConv,onshore_a
at,1,h0083,0.20934434331222182,scr2009,avaConv,onshore_a
at,1,h0084,0.11120304975147487,scr2009,avaConv,onshore_a
