timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AL,wind,scr2080,avaConv,0.02565749126237804
h0002,AL,wind,scr2080,avaConv,0.035791478327193066
h0003,AL,wind,scr2080,avaConv,0.1790099902263974
h0004,AL,wind,scr2080,avaConv,0.44707012695139275
h0005,AL,wind,scr2080,avaConv,0.41619835109330483
h0006,AL,wind,scr2080,avaConv,0.3504444452884906
h0007,AL,wind,scr2080,avaConv,0.3514754322058925
h0008,AL,wind,scr2080,avaConv,0.5666585657045259
h0009,AL,wind,scr2080,avaConv,0.4531215954870838
h0010,AL,wind,scr2080,avaConv,0.5035533415865109
h0011,AL,wind,scr2080,avaConv,0.6754731027517104
h0012,AL,wind,scr2080,avaConv,0.6856376892772116
h0013,AL,wind,scr2080,avaConv,0.67342456387644
h0014,AL,wind,scr2080,avaConv,0.6714533935207027
h0015,AL,wind,scr2080,avaConv,0.8654591343286205
h0016,AL,wind,scr2080,avaConv,0.49222707961758544
h0017,AL,wind,scr2080,avaConv,0.3818286453483215
h0018,AL,wind,scr2080,avaConv,0.3555894360015578
h0019,AL,wind,scr2080,avaConv,0.5317717949969839
h0020,AL,wind,scr2080,avaConv,0.37540684255093076
h0021,AL,wind,scr2080,avaConv,0.31912105097950466
h0022,AL,wind,scr2080,avaConv,0.3162408420354874
h0023,AL,wind,scr2080,avaConv,0.38029881299255236
h0024,AL,wind,scr2080,avaConv,0.4146941591197109
h0025,AL,wind,scr2080,avaConv,0.5198453149015848
h0026,AL,wind,scr2080,avaConv,0.5672208259169139
h0027,AL,wind,scr2080,avaConv,0.38579039883381444
h0028,AL,wind,scr2080,avaConv,0.1948130722397726
h0029,AL,wind,scr2080,avaConv,0.1616564197295229
h0030,AL,wind,scr2080,avaConv,0.14728332486475557
h0031,AL,wind,scr2080,avaConv,0.2663052315520889
h0032,AL,wind,scr2080,avaConv,0.3226901376493919
h0033,AL,wind,scr2080,avaConv,0.5787614898282047
h0034,AL,wind,scr2080,avaConv,0.5976551531251444
h0035,AL,wind,scr2080,avaConv,0.36031538468688123
h0036,AL,wind,scr2080,avaConv,0.16221902274580172
h0037,AL,wind,scr2080,avaConv,0.2421731418700846
h0038,AL,wind,scr2080,avaConv,0.4038547247344696
h0039,AL,wind,scr2080,avaConv,0.5828918315936046
h0040,AL,wind,scr2080,avaConv,0.49883409616483804
h0041,AL,wind,scr2080,avaConv,0.4477349064749321
h0042,AL,wind,scr2080,avaConv,0.47142158787384864
h0043,AL,wind,scr2080,avaConv,0.43234485745250806
h0044,AL,wind,scr2080,avaConv,0.3024377105825922
h0045,AL,wind,scr2080,avaConv,0.21293209677240932
h0046,AL,wind,scr2080,avaConv,0.08353379400743227
h0047,AL,wind,scr2080,avaConv,0.18200495513248494
h0048,AL,wind,scr2080,avaConv,0.09586755053417534
h0049,AL,wind,scr2080,avaConv,0.15028513706896773
h0050,AL,wind,scr2080,avaConv,0.10707943259716035
h0051,AL,wind,scr2080,avaConv,0.16559820544925002
h0052,AL,wind,scr2080,avaConv,0.06933980477723481
h0053,AL,wind,scr2080,avaConv,0.03857364208473562
h0054,AL,wind,scr2080,avaConv,0.004003243524047681
h0055,AL,wind,scr2080,avaConv,0.004003243524047681
h0056,AL,wind,scr2080,avaConv,0.02718724160406996
h0057,AL,wind,scr2080,avaConv,0.02712226442752035
h0058,AL,wind,scr2080,avaConv,0.031648054310460486
h0059,AL,wind,scr2080,avaConv,0.0033218167309575315
h0060,AL,wind,scr2080,avaConv,0.0038258428374855725
h0061,AL,wind,scr2080,avaConv,0.07569510760373288
h0062,AL,wind,scr2080,avaConv,0.07386934309120774
h0063,AL,wind,scr2080,avaConv,0.15075965148429366
h0064,AL,wind,scr2080,avaConv,0.22430061250190317
h0065,AL,wind,scr2080,avaConv,0.23149860645404013
h0066,AL,wind,scr2080,avaConv,0.28049765956171413
h0067,AL,wind,scr2080,avaConv,0.0889009723038876
h0068,AL,wind,scr2080,avaConv,0.26223453383123413
h0069,AL,wind,scr2080,avaConv,0.12677591605109922
h0070,AL,wind,scr2080,avaConv,0.25230040403688375
h0071,AL,wind,scr2080,avaConv,0.07921451672808935
h0072,AL,wind,scr2080,avaConv,0.22979889834863412
h0073,AL,wind,scr2080,avaConv,0.10912747812832577
h0074,AL,wind,scr2080,avaConv,0.10385777691636344
h0075,AL,wind,scr2080,avaConv,0.0
h0076,AL,wind,scr2080,avaConv,0.11800869271001566
