timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AL,wind,scr2081,avaConv,0.0057074568175294405
h0002,AL,wind,scr2081,avaConv,0.013691418244397888
h0003,AL,wind,scr2081,avaConv,0.08255454801439469
h0004,AL,wind,scr2081,avaConv,0.2572335649359121
h0005,AL,wind,scr2081,avaConv,0.6038419589869082
h0006,AL,wind,scr2081,avaConv,0.8351568501378481
h0007,AL,wind,scr2081,avaConv,0.5866319595152435
h0008,AL,wind,scr2081,avaConv,0.3715708187077718
h0009,AL,wind,scr2081,avaConv,0.0866355096175639
h0010,AL,wind,scr2081,avaConv,0.08658634110877994
h0011,AL,wind,scr2081,avaConv,0.0
h0012,AL,wind,scr2081,avaConv,0.0
h0013,AL,wind,scr2081,avaConv,0.07990385214817404
h0014,AL,wind,scr2081,avaConv,0.09868551341535423
h0015,AL,wind,scr2081,avaConv,0.31255355644432037
h0016,AL,wind,scr2081,avaConv,0.1819929489821214
h0017,AL,wind,scr2081,avaConv,0.16033088729573836
h0018,AL,wind,scr2081,avaConv,0.1123127246342377
h0019,AL,wind,scr2081,avaConv,0.1700630557341598
h0020,AL,wind,scr2081,avaConv,0.18067806798327543
h0021,AL,wind,scr2081,avaConv,0.04054543673660001
h0022,AL,wind,scr2081,avaConv,0.07056380337850089
h0023,AL,wind,scr2081,avaConv,0.36308319208013223
h0024,AL,wind,scr2081,avaConv,0.49265821680734606
h0025,AL,wind,scr2081,avaConv,0.555057631591371
h0026,AL,wind,scr2081,avaConv,0.48530013359467916
h0027,AL,wind,scr2081,avaConv,0.36084496124008136
h0028,AL,wind,scr2081,avaConv,0.2047955429961886
h0029,AL,wind,scr2081,avaConv,0.1875372131089163
h0030,AL,wind,scr2081,avaConv,0.3194747126492627
h0031,AL,wind,scr2081,avaConv,0.433915526697077
h0032,AL,wind,scr2081,avaConv,0.23567591895385046
h0033,AL,wind,scr2081,avaConv,0.12049197367497357
h0034,AL,wind,scr2081,avaConv,0.3340491438473758
h0035,AL,wind,scr2081,avaConv,0.335154077424675
h0036,AL,wind,scr2081,avaConv,0.3258209453028222
h0037,AL,wind,scr2081,avaConv,0.03457687549556316
h0038,AL,wind,scr2081,avaConv,0.00359067749387819
h0039,AL,wind,scr2081,avaConv,0.0180689189815221
h0040,AL,wind,scr2081,avaConv,0.14413561770389524
h0041,AL,wind,scr2081,avaConv,0.1434604924787767
h0042,AL,wind,scr2081,avaConv,0.2760309130551791
