timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AL,solar,scr2080,avaConv,0.0
h0002,AL,solar,scr2080,avaConv,0.0
h0003,AL,solar,scr2080,avaConv,0.0
h0004,AL,solar,scr2080,avaConv,0.0
h0005,AL,solar,scr2080,avaConv,0.0
h0006,AL,solar,scr2080,avaConv,0.0
h0007,AL,solar,scr2080,avaConv,0.0014618400274329412
h0008,AL,solar,scr2080,avaConv,0.022760794292768078
h0009,AL,solar,scr2080,avaConv,0.13078860728192582
h0010,AL,solar,scr2080,avaConv,0.21139695736541642
h0011,AL,solar,scr2080,avaConv,0.23830638434156057
h0012,AL,solar,scr2080,avaConv,0.29257411764764235
h0013,AL,solar,scr2080,avaConv,0.47076352760270157
h0014,AL,solar,scr2080,avaConv,0.4340723811097677
h0015,AL,solar,scr2080,avaConv,0.4293186013190441
h0016,AL,solar,scr2080,avaConv,0.1649432246358879
h0017,AL,solar,scr2080,avaConv,0.11171532124532853
h0018,AL,solar,scr2080,avaConv,0.0005658605718513325
h0019,AL,solar,scr2080,avaConv,0.0
h0020,AL,solar,scr2080,avaConv,0.0
h0021,AL,solar,scr2080,avaConv,0.0
h0022,AL,solar,scr2080,avaConv,0.0
h0023,AL,solar,scr2080,avaConv,0.0
h0024,AL,solar,scr2080,avaConv,0.0
h0025,AL,solar,scr2080,avaConv,0.0
h0026,AL,solar,scr2080,avaConv,0.0
h0027,AL,solar,scr2080,avaConv,0.0
h0028,AL,solar,scr2080,avaConv,0.0
h0029,AL,solar,scr2080,avaConv,0.0
h0030,AL,solar,scr2080,avaConv,0.00404766949914923
h0031,AL,solar,scr2080,avaConv,0.04492536842915504
h0032,AL,solar,scr2080,avaConv,0.1407359891304299
h0033,AL,solar,scr2080,avaConv,0.29764796565984647
h0034,AL,solar,scr2080,avaConv,0.4788188349471227
h0035,AL,solar,scr2080,avaConv,0.6827057105449921
h0036,AL,solar,scr2080,avaConv,0.8066496359889967
h0037,AL,solar,scr2080,avaConv,0.7677348637439023
h0038,AL,solar,scr2080,avaConv,0.590212136318798
h0039,AL,solar,scr2080,avaConv,0.3694538517902679
h0040,AL,solar,scr2080,avaConv,0.15887196375135945
h0041,AL,solar,scr2080,avaConv,0.05816998613407314
h0042,AL,solar,scr2080,avaConv,0.010507143033936746
h0043,AL,solar,scr2080,avaConv,0.004593574154378845
h0044,AL,solar,scr2080,avaConv,0.0
h0045,AL,solar,scr2080,avaConv,0.0
h0046,AL,solar,scr2080,avaConv,0.0
h0047,AL,solar,scr2080,avaConv,0.0
h0048,AL,solar,scr2080,avaConv,0.0
h0049,AL,solar,scr2080,avaConv,0.0
h0050,AL,solar,scr2080,avaConv,0.0
h0051,AL,solar,scr2080,avaConv,0.0
h0052,AL,solar,scr2080,avaConv,0.0
h0053,AL,solar,scr2080,avaConv,0.0025154436930593343
h0054,AL,solar,scr2080,avaConv,0.03461413345728582
h0055,AL,solar,scr2080,avaConv,0.1270251531208734
h0056,AL,solar,scr2080,avaConv,0.21693294877864824
h0057,AL,solar,scr2080,avaConv,0.34591733398868824
h0058,AL,solar,scr2080,avaConv,0.4897004806569018
h0059,AL,solar,scr2080,avaConv,0.6800895680601003
h0060,AL,solar,scr2080,avaConv,0.7238781259648795
h0061,AL,solar,scr2080,avaConv,0.647266829233567
h0062,AL,solar,scr2080,avaConv,0.5098366222973492
h0063,AL,solar,scr2080,avaConv,0.3715276645633233
