scenario,timestep_3,parameter,value,comment
scr2011,ini09,scrProb,0.0,none
scr2012,ini09,scrProb,0.0,none
scr2016,ini09,scrProb,0.0,none
scr1996,ini10,scrProb,1.0,clustering
scr1983,ini10,scrProb,0.0,none
scr1984,ini10,scrProb,0.0,none
scr1988,ini10,scrProb,0.0,none
scr1991,ini10,scrProb,0.0,none
scr1994,ini10,scrProb,0.0,none
scr1999,ini10,scrProb,0.0,none
scr2001,ini10,scrProb,0.0,none
scr2008,ini10,scrProb,0.0,none
scr2009,ini10,scrProb,0.0,none
scr2010,ini10,scrProb,0.0,none
scr2011,ini10,scrProb,0.0,none
scr2012,ini10,scrProb,0.0,none
scr2016,ini10,scrProb,0.0,none
scr2008,ini11,scrProb,0.42857142857142855,clustering
scr2016,ini11,scrProb,0.5714285714285714,clustering
scr1983,ini11,scrProb,0.0,none
scr1984,ini11,scrProb,0.0,none
scr1988,ini11,scrProb,0.0,none
scr1991,ini11,scrProb,0.0,none
scr1994,ini11,scrProb,0.0,none
scr1996,ini11,scrProb,0.0,none
scr1999,ini11,scrProb,0.0,none
scr2001,ini11,scrProb,0.0,none
scr2009,ini11,scrProb,0.0,none
scr2010,ini11,scrProb,0.0,none
scr2011,ini11,scrProb,0.0,none
scr2012,ini11,scrProb,0.0,none
scr2012,ini12,scrProb,1.0,clustering
scr1983,ini12,scrProb,0.0,none
scr1984,ini12,scrProb,0.0,none
scr1988,ini12,scrProb,0.0,none
scr1991,ini12,scrProb,0.0,none
scr1994,ini12,scrProb,0.0,none
scr1996,ini12,scrProb,0.0,none
scr1999,ini12,scrProb,0.0,none
scr2001,ini12,scrProb,0.0,none
scr2008,ini12,scrProb,0.0,none
scr2009,ini12,scrProb,0.0,none
scr2010,ini12,scrProb,0.0,none
scr2011,ini12,scrProb,0.0,none
scr2016,ini12,scrProb,0.0,none
