region_3,technology_2,parameter,value
66BG,rooftopInd_a,capaConvUp,4.938383023471687
66BG,rooftopInd_b,capaConvUp,11.886481836528299
62HR,rooftopInd_a,capaConvUp,1.539779172988731
62HR,rooftopInd_b,capaConvUp,4.153483179011265
51AT,rooftopInd_a,capaConvUp,2.6266407538466994
51AT,rooftopInd_b,capaConvUp,2.1961951448581494
49AT,rooftopInd_a,capaConvUp,1.767932866558484
49AT,rooftopInd_b,capaConvUp,1.4539864181703204
50AT,rooftopInd_a,capaConvUp,1.6930447346634052
50AT,rooftopInd_b,capaConvUp,2.6684135619029425
28BE,rooftopInd_a,capaConvUp,5.3811374978303155
28BE,rooftopInd_b,capaConvUp,3.71108745216969
47CH,rooftopInd_a,capaConvUp,1.973769303327694
47CH,rooftopInd_b,capaConvUp,4.710400257062063
39CZ,rooftopInd_a,capaConvUp,5.957388355449291
39CZ,rooftopInd_b,capaConvUp,2.5607451712386897
40CZ,rooftopInd_a,capaConvUp,3.1941350986041357
40CZ,rooftopInd_b,capaConvUp,4.5602648147079154
48CH,rooftopInd_a,capaConvUp,0.6547913649879054
48CH,rooftopInd_b,capaConvUp,0.6061141476223595
36DE,rooftopInd_a,capaConvUp,5.6708182805831475
36DE,rooftopInd_b,capaConvUp,4.100941165534838
31DE,rooftopInd_a,capaConvUp,3.6546632921743796
31DE,rooftopInd_b,capaConvUp,12.182754584618786
33DE,rooftopInd_a,capaConvUp,10.257489905375074
33DE,rooftopInd_b,capaConvUp,4.749993377457082
35DE,rooftopInd_a,capaConvUp,5.323389211984396
35DE,rooftopInd_b,capaConvUp,5.657323189797542
34DE,rooftopInd_a,capaConvUp,8.678548762218044
34DE,rooftopInd_b,capaConvUp,3.3907896688156605
32DE,rooftopInd_a,capaConvUp,5.491800432399907
32DE,rooftopInd_b,capaConvUp,3.568227525318032
37DE,rooftopInd_a,capaConvUp,6.967912254764716
37DE,rooftopInd_b,capaConvUp,5.449361428958326
68GR,rooftopInd_a,capaConvUp,6.963224460342338
68GR,rooftopInd_b,capaConvUp,5.125376566771231
69GR,rooftopInd_a,capaConvUp,5.488271708326259
69GR,rooftopInd_b,capaConvUp,9.104983654560224
01ES,rooftopInd_a,capaConvUp,2.714525446022598
01ES,rooftopInd_b,capaConvUp,3.592838452694798
04ES,rooftopInd_a,capaConvUp,2.6967149026183668
04ES,rooftopInd_b,capaConvUp,1.8263336522666838
05ES,rooftopInd_a,capaConvUp,1.7914527048388995
05ES,rooftopInd_b,capaConvUp,1.0620595865116627
02ES,rooftopInd_a,capaConvUp,3.437582979234443
02ES,rooftopInd_b,capaConvUp,4.3234772587455295
38DK,rooftopInd_a,capaConvUp,3.6526303578933086
38DK,rooftopInd_b,capaConvUp,2.6370748752834725
73EE,rooftopInd_a,capaConvUp,2.4488062318369885
73EE,rooftopInd_b,capaConvUp,0.65274713916301
72DK,rooftopInd_a,capaConvUp,1.0614876627259546
72DK,rooftopInd_b,capaConvUp,2.2083894110972677
75FI,rooftopInd_a,capaConvUp,7.520519229804939
75FI,rooftopInd_b,capaConvUp,0.8664961347376461
74FI,rooftopInd_a,capaConvUp,0.23205360465237057
74FI,rooftopInd_b,capaConvUp,0.005798623805038995
06ES,rooftopInd_a,capaConvUp,8.48357532092824
06ES,rooftopInd_b,capaConvUp,4.876382414261312
11ES,rooftopInd_a,capaConvUp,8.858987365685394
11ES,rooftopInd_b,capaConvUp,10.056478909145856
09ES,rooftopInd_a,capaConvUp,1.379117523285031
09ES,rooftopInd_b,capaConvUp,9.721248294669563
10ES,rooftopInd_a,capaConvUp,3.248376236370691
10ES,rooftopInd_b,capaConvUp,2.9152206277439507
03ES,rooftopInd_a,capaConvUp,6.025310732422724
03ES,rooftopInd_b,capaConvUp,0.5847207190537134
08ES,rooftopInd_a,capaConvUp,5.049317605540081
08ES,rooftopInd_b,capaConvUp,2.8077655636732413
07ES,rooftopInd_a,capaConvUp,7.509438260995493
07ES,rooftopInd_b,capaConvUp,1.1903394132915512
21FR,rooftopInd_a,capaConvUp,3.549220209089966
21FR,rooftopInd_b,capaConvUp,6.532046201697393
15FR,rooftopInd_a,capaConvUp,2.4322301520537324
15FR,rooftopInd_b,capaConvUp,3.0658489822963775
18FR,rooftopInd_a,capaConvUp,4.826417758437591
18FR,rooftopInd_b,capaConvUp,3.6373520337415677
19FR,rooftopInd_a,capaConvUp,3.858176132765775
19FR,rooftopInd_b,capaConvUp,1.4781681937454914
14FR,rooftopInd_a,capaConvUp,6.81452264027207
14FR,rooftopInd_b,capaConvUp,4.863141925917022
20FR,rooftopInd_a,capaConvUp,4.141893546968646
20FR,rooftopInd_b,capaConvUp,2.8275135584102737
16FR,rooftopInd_a,capaConvUp,5.84717520690071
16FR,rooftopInd_b,capaConvUp,2.360156787016924
99FR,rooftopInd_a,capaConvUp,0.40843294537107894
99FR,rooftopInd_b,capaConvUp,0.3466625390928138
98IT,rooftopInd_a,capaConvUp,1.6241611293360807
98IT,rooftopInd_b,capaConvUp,1.1443662994527577
17FR,rooftopInd_a,capaConvUp,5.448725694575134
17FR,rooftopInd_b,capaConvUp,5.2971576014127875
26FR,rooftopInd_a,capaConvUp,7.979293498044372
26FR,rooftopInd_b,capaConvUp,3.1224912772785993
22FR,rooftopInd_a,capaConvUp,3.20403373328551
22FR,rooftopInd_b,capaConvUp,1.1607321947256275
24FR,rooftopInd_a,capaConvUp,3.111059104017234
24FR,rooftopInd_b,capaConvUp,2.1127893599073024
25FR,rooftopInd_a,capaConvUp,6.313446172916851
25FR,rooftopInd_b,capaConvUp,3.654298672167288
30NL,rooftopInd_a,capaConvUp,4.102574979793143
30NL,rooftopInd_b,capaConvUp,9.408301350206854
23FR,rooftopInd_a,capaConvUp,6.1607160206400895
23FR,rooftopInd_b,capaConvUp,0.8288698031664921
27FR,rooftopInd_a,capaConvUp,1.0995928799356118
27FR,rooftopInd_b,capaConvUp,0.500182974149179
96IE,rooftopInd_a,capaConvUp,7.144915065548692
96IE,rooftopInd_b,capaConvUp,6.8333186144512945
52IT,rooftopInd_a,capaConvUp,30.82026183088083
52IT,rooftopInd_b,capaConvUp,3.345212456254229
54IT,rooftopInd_a,capaConvUp,7.271220387593495
54IT,rooftopInd_b,capaConvUp,2.973928848185658
55IT,rooftopInd_a,capaConvUp,1.9975512890590041
55IT,rooftopInd_b,capaConvUp,5.622900178574441
58HU,rooftopInd_a,capaConvUp,10.422192926673933
58HU,rooftopInd_b,capaConvUp,8.39956246332607
67MK,rooftopInd_a,capaConvUp,2.088399879742423
67MK,rooftopInd_b,capaConvUp,2.7754985652575748
