region_3,technology_2,parameter,value
66BG,openspace_a,capaConvUp,25.292815676578833
66BG,openspace_b,capaConvUp,6.730507921642948
66BG,openspace_c,capaConvUp,3.034050621778311
68GR,openspace_a,capaConvUp,7.069993045965875
68GR,openspace_b,capaConvUp,47.09629024695012
68GR,openspace_c,capaConvUp,14.892777830967654
62HR,openspace_a,capaConvUp,13.950175597219104
62HR,openspace_b,capaConvUp,2.975420209084914
62HR,openspace_c,capaConvUp,1.7324142536960885
58HU,openspace_a,capaConvUp,19.23944587840165
58HU,openspace_b,capaConvUp,11.488647320124649
58HU,openspace_c,capaConvUp,13.508111291473565
67MK,openspace_a,capaConvUp,1.84513254978967
67MK,openspace_b,capaConvUp,5.186433606909903
67MK,openspace_c,capaConvUp,7.850781723300404
64ME,openspace_a,capaConvUp,2.5652221345895616
64ME,openspace_b,capaConvUp,3.92036878785156
64ME,openspace_c,capaConvUp,2.4270215255588874
60RO,openspace_a,capaConvUp,8.200083440703825
60RO,openspace_b,capaConvUp,44.95602344639613
60RO,openspace_c,capaConvUp,9.09749975569271
59RO,openspace_a,capaConvUp,43.542576015152704
59RO,openspace_b,capaConvUp,3.1882002395319544
59RO,openspace_c,capaConvUp,20.166508780605547
51AT,openspace_a,capaConvUp,13.026375941044982
51AT,openspace_b,capaConvUp,2.970608456215956
51AT,openspace_c,capaConvUp,4.497894156649105
49AT,openspace_a,capaConvUp,2.5538107608060177
49AT,openspace_b,capaConvUp,3.4566677576766924
49AT,openspace_c,capaConvUp,0.8934414797682178
50AT,openspace_a,capaConvUp,11.828851169660737
50AT,openspace_b,capaConvUp,0.6467388027932983
50AT,openspace_c,capaConvUp,7.440949755385057
28BE,openspace_a,capaConvUp,9.340854927470433
28BE,openspace_b,capaConvUp,15.971783302286394
28BE,openspace_c,capaConvUp,16.124406640242917
47CH,openspace_a,capaConvUp,8.79013091634847
47CH,openspace_b,capaConvUp,0.7577932004861327
47CH,openspace_c,capaConvUp,15.686805823983962
39CZ,openspace_a,capaConvUp,13.465384759898711
39CZ,openspace_b,capaConvUp,4.320233554023654
39CZ,openspace_c,capaConvUp,16.34311319630155
40CZ,openspace_a,capaConvUp,3.126831325385127
40CZ,openspace_b,capaConvUp,11.445097556283596
40CZ,openspace_c,capaConvUp,11.72419273810735
48CH,openspace_a,capaConvUp,0.8153491744990471
48CH,openspace_b,capaConvUp,1.620281655585876
48CH,openspace_c,capaConvUp,0.5396392290964002
36DE,openspace_a,capaConvUp,4.749015321718424
36DE,openspace_b,capaConvUp,12.504548754449157
36DE,openspace_c,capaConvUp,7.429100060811114
31DE,openspace_a,capaConvUp,25.957892871503773
31DE,openspace_b,capaConvUp,30.379161914006882
31DE,openspace_c,capaConvUp,10.856800561174651
33DE,openspace_a,capaConvUp,17.15273041091718
33DE,openspace_b,capaConvUp,3.2017500575640883
33DE,openspace_c,capaConvUp,6.6896376324234055
35DE,openspace_a,capaConvUp,12.664727589621416
35DE,openspace_b,capaConvUp,10.220926433961896
35DE,openspace_c,capaConvUp,6.108541109163642
34DE,openspace_a,capaConvUp,12.042580894313254
34DE,openspace_b,capaConvUp,24.46898710501499
34DE,openspace_c,capaConvUp,2.656779824528326
32DE,openspace_a,capaConvUp,22.922931212285025
32DE,openspace_b,capaConvUp,8.509502261038438
32DE,openspace_c,capaConvUp,25.874604720322317
37DE,openspace_a,capaConvUp,27.096158811094018
37DE,openspace_b,capaConvUp,11.691874502431988
37DE,openspace_c,capaConvUp,17.861026451655672
69GR,openspace_a,capaConvUp,32.42090254856302
69GR,openspace_b,capaConvUp,16.10265839505925
69GR,openspace_c,capaConvUp,12.807377932494065
01ES,openspace_a,capaConvUp,3.7361376453158472
01ES,openspace_b,capaConvUp,3.7030029635989283
01ES,openspace_c,capaConvUp,6.8604592012031205
04ES,openspace_a,capaConvUp,2.509085181498106
04ES,openspace_b,capaConvUp,7.401853943492387
04ES,openspace_c,capaConvUp,2.706231228538498
05ES,openspace_a,capaConvUp,22.42029286543887
05ES,openspace_b,capaConvUp,1.2596155666091033
05ES,openspace_c,capaConvUp,12.460915095785138
02ES,openspace_a,capaConvUp,1.2747030254093985
02ES,openspace_b,capaConvUp,26.82644807839345
02ES,openspace_c,capaConvUp,6.2664472495332335
38DK,openspace_a,capaConvUp,9.464057588174896
38DK,openspace_b,capaConvUp,11.03718528311798
38DK,openspace_c,capaConvUp,3.73834523869326
73EE,openspace_a,capaConvUp,4.623632906445013
73EE,openspace_b,capaConvUp,0.49352687134320605
73EE,openspace_c,capaConvUp,0.7153540162117986
72DK,openspace_a,capaConvUp,3.4058393845691075
72DK,openspace_b,capaConvUp,1.3887802571663155
72DK,openspace_c,capaConvUp,0.5082897082785537
75FI,openspace_a,capaConvUp,13.003651294797173
75FI,openspace_b,capaConvUp,3.930646503016447
75FI,openspace_c,capaConvUp,21.702377982625695
74FI,openspace_a,capaConvUp,1.1396308092003995
74FI,openspace_b,capaConvUp,0.007263061531520246
74FI,openspace_c,capaConvUp,0.012574978828717904
06ES,openspace_a,capaConvUp,6.32024212870799
06ES,openspace_b,capaConvUp,9.247919512187618
06ES,openspace_c,capaConvUp,2.0221356652697775
11ES,openspace_a,capaConvUp,38.81737299085324
11ES,openspace_b,capaConvUp,6.442505140512431
11ES,openspace_c,capaConvUp,10.719462897572829
09ES,openspace_a,capaConvUp,13.284461146959007
09ES,openspace_b,capaConvUp,19.125094498893258
09ES,openspace_c,capaConvUp,2.441735452369887
10ES,openspace_a,capaConvUp,12.06011349797243
10ES,openspace_b,capaConvUp,11.183720112450324
10ES,openspace_c,capaConvUp,20.257456840296697
03ES,openspace_a,capaConvUp,23.282692384358995
03ES,openspace_b,capaConvUp,31.527977491576763
03ES,openspace_c,capaConvUp,2.2815205255517124
08ES,openspace_a,capaConvUp,35.48527710030235
08ES,openspace_b,capaConvUp,33.641563253606
08ES,openspace_c,capaConvUp,8.081382819789606
07ES,openspace_a,capaConvUp,3.107245612258895
07ES,openspace_b,capaConvUp,0.13633494541894434
07ES,openspace_c,capaConvUp,0.6385939382726662
21FR,openspace_a,capaConvUp,13.10976401174008
