region_3,technology_2,parameter,value
66BG,rooftopResi_a,capaConvUp,12.805735213501668
66BG,rooftopResi_b,capaConvUp,5.320297986498309
62HR,rooftopResi_a,capaConvUp,4.4746970998665
62HR,rooftopResi_b,capaConvUp,1.6588595891334963
51AT,rooftopResi_a,capaConvUp,2.3660401694642363
51AT,rooftopResi_b,capaConvUp,2.8297747351383564
49AT,rooftopResi_a,capaConvUp,1.750341173356324
49AT,rooftopResi_b,capaConvUp,1.7207485739676587
50AT,rooftopResi_a,capaConvUp,2.8747780865407995
50AT,rooftopResi_b,capaConvUp,1.823978101532625
28BE,rooftopResi_a,capaConvUp,3.998088241274635
28BE,rooftopResi_b,capaConvUp,5.79729333572537
47CH,rooftopResi_a,capaConvUp,5.074683936251783
47CH,rooftopResi_b,capaConvUp,2.12641279527086
39CZ,rooftopResi_a,capaConvUp,6.362421125320616
39CZ,rooftopResi_b,capaConvUp,2.8144710709620298
40CZ,rooftopResi_a,capaConvUp,4.937757315469403
40CZ,rooftopResi_b,capaConvUp,3.416337138247985
48CH,rooftopResi_a,capaConvUp,0.33017951168421406
48CH,rooftopResi_b,capaConvUp,1.0282394337931664
36DE,rooftopResi_a,capaConvUp,4.53983510928043
36DE,rooftopResi_b,capaConvUp,5.987633467879629
31DE,rooftopResi_a,capaConvUp,13.124920520201513
31DE,rooftopResi_b,capaConvUp,3.9373004606402553
33DE,rooftopResi_a,capaConvUp,5.155636341060575
33DE,rooftopResi_b,capaConvUp,11.012466194970969
35DE,rooftopResi_a,capaConvUp,5.7072501664823765
35DE,rooftopResi_b,capaConvUp,6.122666994496759
34DE,rooftopResi_a,capaConvUp,3.653019897496238
34DE,rooftopResi_b,capaConvUp,9.349713313491105
32DE,rooftopResi_a,capaConvUp,5.916514503137105
32DE,rooftopResi_b,capaConvUp,3.8441800942885824
37DE,rooftopResi_a,capaConvUp,5.870793435437804
37DE,rooftopResi_b,capaConvUp,7.50678296113659
68GR,rooftopResi_a,capaConvUp,5.521752870316918
68GR,rooftopResi_b,capaConvUp,7.5017326336233765
69GR,rooftopResi_a,capaConvUp,5.912712883381454
69GR,rooftopResi_b,capaConvUp,9.809126992678308
01ES,rooftopResi_a,capaConvUp,3.8800434953582092
01ES,rooftopResi_b,capaConvUp,2.915106917537823
04ES,rooftopResi_a,capaConvUp,2.9052681402632223
04ES,rooftopResi_b,capaConvUp,1.9675750552159348
05ES,rooftopResi_a,capaConvUp,2.445644593396497
05ES,rooftopResi_b,capaConvUp,0.6285470239157124
02ES,rooftopResi_a,capaConvUp,4.657837846629628
02ES,rooftopResi_b,capaConvUp,3.7034320162594923
38DK,rooftopResi_a,capaConvUp,3.461357620553683
38DK,rooftopResi_b,capaConvUp,3.3147684774129473
73EE,rooftopResi_a,capaConvUp,0.7032280147521004
73EE,rooftopResi_b,capaConvUp,2.638187196247898
72DK,rooftopResi_a,capaConvUp,2.4628114638709406
72DK,rooftopResi_b,capaConvUp,1.0599449381624297
75FI,rooftopResi_a,capaConvUp,6.377407314249541
75FI,rooftopResi_b,capaConvUp,2.6582265640294094
74FI,rooftopResi_a,capaConvUp,0.25347935950230055
74FI,rooftopResi_b,capaConvUp,0.0027674172187441095
06ES,rooftopResi_a,capaConvUp,5.310747347025931
06ES,rooftopResi_b,capaConvUp,9.082416544946046
11ES,rooftopResi_a,capaConvUp,9.544106321187385
11ES,rooftopResi_b,capaConvUp,10.834207112365702
09ES,rooftopResi_a,capaConvUp,10.473051091411026
09ES,rooftopResi_b,capaConvUp,1.4857730041052635
10ES,rooftopResi_a,capaConvUp,3.516927813180423
10ES,rooftopResi_b,capaConvUp,3.1233371927169107
03ES,rooftopResi_a,capaConvUp,6.728892502424402
03ES,rooftopResi_b,capaConvUp,0.3923325716338093
08ES,rooftopResi_a,capaConvUp,5.475294502256821
08ES,rooftopResi_b,capaConvUp,2.989424324620324
