region_3,technology_2,parameter,value
07ES,rooftopResi_a,capaConvUp,8.156157187368102
07ES,rooftopResi_b,capaConvUp,1.2164267961811244
21FR,rooftopResi_a,capaConvUp,7.037208755749412
21FR,rooftopResi_b,capaConvUp,3.8237028276071197
15FR,rooftopResi_a,capaConvUp,3.3049680080330255
15FR,rooftopResi_b,capaConvUp,2.6183107670003785
18FR,rooftopResi_a,capaConvUp,5.199673771406511
18FR,rooftopResi_b,capaConvUp,3.9186504181396633
19FR,rooftopResi_a,capaConvUp,1.5924838609979508
19FR,rooftopResi_b,capaConvUp,4.1565521774275584
14FR,rooftopResi_a,capaConvUp,7.40045859225056
14FR,rooftopResi_b,capaConvUp,5.180310250219661
20FR,rooftopResi_a,capaConvUp,7.183562569760593
20FR,rooftopResi_b,capaConvUp,0.3248308478502623
16FR,rooftopResi_a,capaConvUp,8.557699434449077
16FR,rooftopResi_b,capaConvUp,0.284355074279137
99FR,rooftopResi_a,capaConvUp,0.5696203772981362
99FR,rooftopResi_b,capaConvUp,0.24387119802405535
98IT,rooftopResi_a,capaConvUp,1.3195507905380828
98IT,rooftopResi_b,capaConvUp,1.6630835723651884
17FR,rooftopResi_a,capaConvUp,5.870108535909781
17FR,rooftopResi_b,capaConvUp,5.706818767381024
26FR,rooftopResi_a,capaConvUp,4.423655268132151
26FR,rooftopResi_b,capaConvUp,7.536697523776589
22FR,rooftopResi_a,capaConvUp,3.451820998408457
22FR,rooftopResi_b,capaConvUp,1.2504986204293578
24FR,rooftopResi_a,capaConvUp,3.3516560799516277
24FR,rooftopResi_b,capaConvUp,2.2761841119143162
25FR,rooftopResi_a,capaConvUp,3.9561764996793647
25FR,rooftopResi_b,capaConvUp,6.782434210188932
30NL,rooftopResi_a,capaConvUp,4.419851860581995
30NL,rooftopResi_b,capaConvUp,10.135902069418002
23FR,rooftopResi_a,capaConvUp,1.8616156065671052
23FR,rooftopResi_b,capaConvUp,5.668517071547149
27FR,rooftopResi_a,capaConvUp,0.5388651421731705
27FR,rooftopResi_b,capaConvUp,1.1846310334473469
96IE,rooftopResi_a,capaConvUp,7.697474467582534
96IE,rooftopResi_b,capaConvUp,7.361780382417458
52IT,rooftopResi_a,capaConvUp,4.2161335453003606
52IT,rooftopResi_b,capaConvUp,32.59156305688835
54IT,rooftopResi_a,capaConvUp,7.8717147952013615
54IT,rooftopResi_b,capaConvUp,3.1657536603939134
55IT,rooftopResi_a,capaConvUp,6.057752983551978
55IT,rooftopResi_b,capaConvUp,2.1520339854518156
58HU,rooftopResi_a,capaConvUp,11.467388039627043
58HU,rooftopResi_b,capaConvUp,8.809967280372963
67MK,rooftopResi_a,capaConvUp,2.249908446202831
67MK,rooftopResi_b,capaConvUp,2.990144619797167
78LV,rooftopResi_a,capaConvUp,4.626444327028135
78LV,rooftopResi_b,capaConvUp,1.5986579839718758
64ME,rooftopResi_a,capaConvUp,1.7709661837181383
64ME,rooftopResi_b,capaConvUp,0.7099849212818606
53IT,rooftopResi_a,capaConvUp,3.3846317010078786
53IT,rooftopResi_b,capaConvUp,3.9921212104883743
77LT,rooftopResi_a,capaConvUp,6.064623818880532
77LT,rooftopResi_b,capaConvUp,3.4103480811194578
29LU,rooftopResi_a,capaConvUp,0.4286169439984488
29LU,rooftopResi_b,capaConvUp,0.21220241200155088
56IT,rooftopResi_a,capaConvUp,2.8274578182152097
56IT,rooftopResi_b,capaConvUp,3.948927840597605
41PL,rooftopResi_a,capaConvUp,8.053615448807466
41PL,rooftopResi_b,capaConvUp,5.868719171221857
42PL,rooftopResi_a,capaConvUp,5.2402102819147665
42PL,rooftopResi_b,capaConvUp,7.820230820012856
43PL,rooftopResi_a,capaConvUp,5.1114143744901295
43PL,rooftopResi_b,capaConvUp,7.414105857182035
83NO,rooftopResi_a,capaConvUp,0.20302553431789708
83NO,rooftopResi_b,capaConvUp,0.07468539929079199
82NO,rooftopResi_a,capaConvUp,1.2599650345042621
82NO,rooftopResi_b,capaConvUp,0.5512280129588468
80NO,rooftopResi_a,capaConvUp,0.6213257432217181
80NO,rooftopResi_b,capaConvUp,0.5464027230810179
79NO,rooftopResi_a,capaConvUp,0.6040930280540958
79NO,rooftopResi_b,capaConvUp,0.4291602577624307
81NO,rooftopResi_a,capaConvUp,0.6354604307614662
81NO,rooftopResi_b,capaConvUp,0.011969301830092025
59RO,rooftopResi_a,capaConvUp,5.92111347180752
59RO,rooftopResi_b,capaConvUp,9.806327068168716
60RO,rooftopResi_a,capaConvUp,13.785847300705978
60RO,rooftopResi_b,capaConvUp,2.796275411714038
61RO,rooftopResi_a,capaConvUp,9.369054837185258
61RO,rooftopResi_b,capaConvUp,9.220747860418554
44PL,rooftopResi_a,capaConvUp,5.301101886485187
44PL,rooftopResi_b,capaConvUp,7.982168347955901
45PL,rooftopResi_a,capaConvUp,3.541643804024572
45PL,rooftopResi_b,capaConvUp,5.185448137905116
12PT,rooftopResi_a,capaConvUp,2.9569269955911834
12PT,rooftopResi_b,capaConvUp,5.593495804140036
13PT,rooftopResi_a,capaConvUp,3.822119630683491
13PT,rooftopResi_b,capaConvUp,3.693714269585274
46SK,rooftopResi_a,capaConvUp,5.492212399342538
46SK,rooftopResi_b,capaConvUp,2.8842120336574957
57SI,rooftopResi_a,capaConvUp,2.25297028155517
57SI,rooftopResi_b,capaConvUp,0.21876151844482988
89SE,rooftopResi_a,capaConvUp,1.1829989685402507
89SE,rooftopResi_b,capaConvUp,1.8641008529525784
88SE,rooftopResi_a,capaConvUp,4.959894635859363
88SE,rooftopResi_b,capaConvUp,5.085278018396597
87SE,rooftopResi_a,capaConvUp,0.13845333318405167
87SE,rooftopResi_b,capaConvUp,0.1813320939415381
91UK,rooftopResi_a,capaConvUp,4.976808439607772
91UK,rooftopResi_b,capaConvUp,2.89381020921538
92UK,rooftopResi_a,capaConvUp,20.450739112137533
92UK,rooftopResi_b,capaConvUp,8.79173171601998
94UK,rooftopResi_a,capaConvUp,2.439016402178432
94UK,rooftopResi_b,capaConvUp,3.0796256900798085
93UK,rooftopResi_a,capaConvUp,2.5473354245501114
93UK,rooftopResi_b,capaConvUp,5.973937362906189
95UK,rooftopResi_a,capaConvUp,2.0282149415413366
95UK,rooftopResi_b,capaConvUp,0.8890074745252914
90UK,rooftopResi_a,capaConvUp,22.92927541634599
90UK,rooftopResi_b,capaConvUp,5.071148130892215
63BA,rooftopResi_a,capaConvUp,4.980413475429883
63BA,rooftopResi_b,capaConvUp,0.7510394355701224
70AL,rooftopResi_a,capaConvUp,1.7979210607013523
70AL,rooftopResi_b,capaConvUp,1.7605176942986465
86SE,rooftopResi_a,capaConvUp,0.16230274627337804
86SE,rooftopResi_b,capaConvUp,0.15748268085221176
65RS,rooftopResi_a,capaConvUp,17.708927175507927
65RS,rooftopResi_b,capaConvUp,3.5920198844920805
84NO,rooftopResi_a,capaConvUp,0.15583623347142408
84NO,rooftopResi_b,capaConvUp,0.121874700137265
85NO,rooftopResi_a,capaConvUp,0.1580971521491583
85NO,rooftopResi_b,capaConvUp,0.11961378145953075
