region_3,technology_2,parameter,value
98IT,onshore_b,capaConvUp,5.18366637
98IT,onshore_c,capaConvUp,3.480534949
17FR,onshore_a,capaConvUp,21.19278835
17FR,onshore_b,capaConvUp,29.75214491
17FR,onshore_c,capaConvUp,8.845274113
26FR,onshore_a,capaConvUp,6.969581673
26FR,onshore_b,capaConvUp,30.53800037
26FR,onshore_c,capaConvUp,2.370561305
22FR,onshore_a,capaConvUp,9.673108173
22FR,onshore_b,capaConvUp,17.82288771
22FR,onshore_c,capaConvUp,1.661590768
24FR,onshore_a,capaConvUp,7.343583712
24FR,onshore_b,capaConvUp,16.69071611
24FR,onshore_c,capaConvUp,16.61832568
25FR,onshore_a,capaConvUp,15.15347684
25FR,onshore_b,capaConvUp,5.317554851
25FR,onshore_c,capaConvUp,15.46443207
30NL,onshore_a,capaConvUp,12.46577539
30NL,onshore_b,capaConvUp,16.46513594
30NL,onshore_c,capaConvUp,2.536088661
27FR,onshore_a,capaConvUp,1.067753944
27FR,onshore_b,capaConvUp,1.213631818
27FR,onshore_c,capaConvUp,19.00315593
23FR,onshore_a,capaConvUp,1.786214777
23FR,onshore_b,capaConvUp,1.828406435
23FR,onshore_c,capaConvUp,0.513740498
96IE,onshore_a,capaConvUp,31.72803809
96IE,onshore_b,capaConvUp,38.00290146
96IE,onshore_c,capaConvUp,5.336060453
52IT,onshore_a,capaConvUp,28.06263898
52IT,onshore_b,capaConvUp,6.03060657
52IT,onshore_c,capaConvUp,55.24683267
54IT,onshore_a,capaConvUp,12.88100068
54IT,onshore_b,capaConvUp,7.702045726
54IT,onshore_c,capaConvUp,13.27702427
55IT,onshore_a,capaConvUp,29.01560885
55IT,onshore_b,capaConvUp,7.793352135
55IT,onshore_c,capaConvUp,13.48275177
78LV,onshore_a,capaConvUp,17.72825863
78LV,onshore_b,capaConvUp,14.73969877
78LV,onshore_c,capaConvUp,5.399042599
53IT,onshore_a,capaConvUp,13.91046509
53IT,onshore_b,capaConvUp,16.0906263
53IT,onshore_c,capaConvUp,4.559772123
77LT,onshore_a,capaConvUp,34.36105208
77LT,onshore_b,capaConvUp,2.461363625
77LT,onshore_c,capaConvUp,13.3105843
29LU,onshore_a,capaConvUp,0.649296525
29LU,onshore_b,capaConvUp,1.118597407
29LU,onshore_c,capaConvUp,0.499106068
56IT,onshore_a,capaConvUp,7.061483274
56IT,onshore_b,capaConvUp,3.404914608
56IT,onshore_c,capaConvUp,16.270965
84NO,onshore_a,capaConvUp,3.56574355
84NO,onshore_b,capaConvUp,2.918199841
84NO,onshore_c,capaConvUp,4.23564535
85NO,onshore_a,capaConvUp,2.380430132
85NO,onshore_b,capaConvUp,2.176586912
85NO,onshore_c,capaConvUp,2.092263378
41PL,onshore_a,capaConvUp,21.53586305
41PL,onshore_b,capaConvUp,4.776056299
41PL,onshore_c,capaConvUp,38.7533573
42PL,onshore_a,capaConvUp,16.40426684
42PL,onshore_b,capaConvUp,29.08780824
42PL,onshore_c,capaConvUp,4.54116609
43PL,onshore_a,capaConvUp,3.655990038
43PL,onshore_b,capaConvUp,16.69882998
43PL,onshore_c,capaConvUp,11.71814206
83NO,onshore_a,capaConvUp,0.997424625
83NO,onshore_b,capaConvUp,1.180139065
83NO,onshore_c,capaConvUp,1.043860032
82NO,onshore_a,capaConvUp,3.174069153
82NO,onshore_b,capaConvUp,1.881616738
82NO,onshore_c,capaConvUp,3.661914522
80NO,onshore_a,capaConvUp,0.695233605
80NO,onshore_b,capaConvUp,3.70445318
80NO,onshore_c,capaConvUp,2.198432571
79NO,onshore_a,capaConvUp,0.855684904
79NO,onshore_b,capaConvUp,0.404846261
79NO,onshore_c,capaConvUp,2.638800886
81NO,onshore_a,capaConvUp,1.41898965
81NO,onshore_b,capaConvUp,0.724128109
81NO,onshore_c,capaConvUp,0.984537539
61RO,onshore_a,capaConvUp,56.07788863
61RO,onshore_b,capaConvUp,28.14415211
61RO,onshore_c,capaConvUp,5.570566308
44PL,onshore_a,capaConvUp,5.719625627
44PL,onshore_b,capaConvUp,36.31224172
44PL,onshore_c,capaConvUp,17.61489324
45PL,onshore_a,capaConvUp,13.73426882
45PL,onshore_b,capaConvUp,32.48931865
45PL,onshore_c,capaConvUp,5.491172066
12PT,onshore_a,capaConvUp,8.312904829
12PT,onshore_b,capaConvUp,6.669602054
12PT,onshore_c,capaConvUp,12.68366913
13PT,onshore_a,capaConvUp,20.9262058
13PT,onshore_b,capaConvUp,14.66098949
13PT,onshore_c,capaConvUp,4.746628695
46SK,onshore_a,capaConvUp,9.422068624
46SK,onshore_b,capaConvUp,13.82174602
46SK,onshore_c,capaConvUp,13.02318536
57SI,onshore_a,capaConvUp,1.894791057
57SI,onshore_b,capaConvUp,5.037575357
57SI,onshore_c,capaConvUp,4.134633586
89SE,onshore_a,capaConvUp,8.646977827
89SE,onshore_b,capaConvUp,0.894090561
89SE,onshore_c,capaConvUp,3.088601117
88SE,onshore_a,capaConvUp,10.2212594
88SE,onshore_b,capaConvUp,7.952412882
88SE,onshore_c,capaConvUp,16.08048928
87SE,onshore_a,capaConvUp,5.092075587
87SE,onshore_b,capaConvUp,7.781217448
87SE,onshore_c,capaConvUp,17.47954492
86SE,onshore_a,capaConvUp,15.59667675
86SE,onshore_b,capaConvUp,6.968306899
86SE,onshore_c,capaConvUp,24.73134732
91UK,onshore_a,capaConvUp,49.70260138
91UK,onshore_b,capaConvUp,4.346353413
91UK,onshore_c,capaConvUp,4.275322633
92UK,onshore_a,capaConvUp,10.55042173
92UK,onshore_b,capaConvUp,9.805589687
92UK,onshore_c,capaConvUp,9.277512266
94UK,onshore_a,capaConvUp,6.175522222
94UK,onshore_b,capaConvUp,7.465617039
94UK,onshore_c,capaConvUp,5.123078718
93UK,onshore_a,capaConvUp,43.69943834
93UK,onshore_b,capaConvUp,55.06142123
93UK,onshore_c,capaConvUp,4.515125887
95UK,onshore_a,capaConvUp,16.03075105
95UK,onshore_b,capaConvUp,0.258176879
95UK,onshore_c,capaConvUp,0.79288333
90UK,onshore_a,capaConvUp,48.15667474
90UK,onshore_b,capaConvUp,4.156179593
90UK,onshore_c,capaConvUp,3.940329842
63BA,onshore_a,capaConvUp,9.892815888
63BA,onshore_b,capaConvUp,3.535581431
63BA,onshore_c,capaConvUp,13.43960268
70AL,onshore_a,capaConvUp,1.474271706
70AL,onshore_b,capaConvUp,9.326493507
70AL,onshore_c,capaConvUp,5.880234787
65RS,onshore_a,capaConvUp,14.99036586
65RS,onshore_b,capaConvUp,25.74261045
65RS,onshore_c,capaConvUp,59.12302368
66BG,openspace_a,capaConvUp,12.20868097
66BG,openspace_b,capaConvUp,1.403776364
66BG,openspace_c,capaConvUp,3.25454267
68GR,openspace_a,capaConvUp,22.7552964
68GR,openspace_b,capaConvUp,7.233959887
68GR,openspace_c,capaConvUp,3.377726228
62HR,openspace_a,capaConvUp,1.081899453
62HR,openspace_b,capaConvUp,8.71193903
62HR,openspace_c,capaConvUp,1.858161517
58HU,openspace_a,capaConvUp,10.14593812
58HU,openspace_b,capaConvUp,6.05854792
58HU,openspace_c,capaConvUp,7.12351396
67MK,openspace_a,capaConvUp,6.039084014
67MK,openspace_b,capaConvUp,1.419337701
67MK,openspace_c,capaConvUp,3.989578285
64ME,openspace_a,capaConvUp,1.470661574
64ME,openspace_b,capaConvUp,1.576267129
64ME,openspace_c,capaConvUp,2.373071296
60RO,openspace_a,capaConvUp,4.845829804
60RO,openspace_b,capaConvUp,4.367816411
60RO,openspace_c,capaConvUp,23.94605597
59RO,openspace_a,capaConvUp,23.19317596
59RO,openspace_b,capaConvUp,10.74179411
59RO,openspace_c,capaConvUp,1.698211174
51AT,openspace_a,capaConvUp,8.285723501
51AT,openspace_b,capaConvUp,1.889523257
51AT,openspace_c,capaConvUp,2.860988159
49AT,openspace_a,capaConvUp,2.198692361
49AT,openspace_b,capaConvUp,1.624409577
49AT,openspace_c,capaConvUp,0.568293829
50AT,openspace_a,capaConvUp,4.732985792
50AT,openspace_b,capaConvUp,7.524010559
50AT,openspace_c,capaConvUp,0.411372965
28BE,openspace_a,capaConvUp,7.840516825
28BE,openspace_b,capaConvUp,12.21732227
28BE,openspace_c,capaConvUp,9.117160905
47CH,openspace_a,capaConvUp,5.773205913
47CH,openspace_b,capaConvUp,0.511462216
47CH,openspace_c,capaConvUp,10.44306849
39CZ,openspace_a,capaConvUp,8.650940911
39CZ,openspace_b,capaConvUp,10.00606734
39CZ,openspace_c,capaConvUp,2.795147351
40CZ,openspace_a,capaConvUp,7.680952942
40CZ,openspace_b,capaConvUp,1.583847527
40CZ,openspace_c,capaConvUp,7.26404393
48CH,openspace_a,capaConvUp,0.540483147
48CH,openspace_b,capaConvUp,1.074061218
48CH,openspace_c,capaConvUp,0.357719021
36DE,openspace_a,capaConvUp,8.231530232
36DE,openspace_b,capaConvUp,3.126195432
36DE,openspace_c,capaConvUp,4.890449304
31DE,openspace_a,capaConvUp,19.68608126
31DE,openspace_b,capaConvUp,8.033874215
31DE,openspace_c,capaConvUp,16.51260842
33DE,openspace_a,capaConvUp,1.93178896
33DE,openspace_b,capaConvUp,11.42155309
33DE,openspace_c,capaConvUp,4.449337608
35DE,openspace_a,capaConvUp,6.622877325
35DE,openspace_b,capaConvUp,7.832367417
35DE,openspace_c,capaConvUp,4.631137221
34DE,openspace_a,capaConvUp,16.10751504
34DE,openspace_b,capaConvUp,7.927424704
34DE,openspace_c,capaConvUp,1.748912646
32DE,openspace_a,capaConvUp,15.44360353
32DE,openspace_b,capaConvUp,5.511770819
32DE,openspace_c,capaConvUp,16.76886718
37DE,openspace_a,capaConvUp,7.837833186
37DE,openspace_b,capaConvUp,12.21889297
37DE,openspace_c,capaConvUp,17.23437945
69GR,openspace_a,capaConvUp,7.780255226
69GR,openspace_b,capaConvUp,15.66467414
69GR,openspace_c,capaConvUp,6.188088118
01ES,openspace_a,capaConvUp,3.963931273
01ES,openspace_b,capaConvUp,2.154334999
01ES,openspace_c,capaConvUp,2.073386394
04ES,openspace_a,capaConvUp,1.823310739
04ES,openspace_b,capaConvUp,1.462498785
04ES,openspace_c,capaConvUp,3.942048496
05ES,openspace_a,capaConvUp,12.84366376
05ES,openspace_b,capaConvUp,0.721581957
05ES,openspace_c,capaConvUp,7.138345809
02ES,openspace_a,capaConvUp,3.590446397
02ES,openspace_b,capaConvUp,0.730613821
02ES,openspace_c,capaConvUp,15.36672353
38DK,openspace_a,capaConvUp,5.815380942
38DK,openspace_b,capaConvUp,1.218181731
38DK,openspace_c,capaConvUp,7.263631509
73EE,openspace_a,capaConvUp,1.359541416
73EE,openspace_b,capaConvUp,0.392525617
73EE,openspace_c,capaConvUp,0.834932967
72DK,openspace_a,capaConvUp,0.299589087
72DK,openspace_b,capaConvUp,2.002994054
72DK,openspace_c,capaConvUp,0.825222677
75FI,openspace_a,capaConvUp,14.1853504
75FI,openspace_b,capaConvUp,2.569193016
75FI,openspace_c,capaConvUp,8.499591622
74FI,openspace_a,capaConvUp,0.744898203
74FI,openspace_b,capaConvUp,0.004747363
74FI,openspace_c,capaConvUp,0.008219398
06ES,openspace_a,capaConvUp,1.176427115
06ES,openspace_b,capaConvUp,5.280316022
06ES,openspace_c,capaConvUp,3.620014796
11ES,openspace_a,capaConvUp,6.140739461
11ES,openspace_b,capaConvUp,22.23687664
11ES,openspace_c,capaConvUp,3.69064625
09ES,openspace_a,capaConvUp,10.95598013
09ES,openspace_b,capaConvUp,1.398769825
09ES,openspace_c,capaConvUp,7.610121473
10ES,openspace_a,capaConvUp,6.47726463
10ES,openspace_b,capaConvUp,6.863164754
10ES,openspace_c,capaConvUp,11.57967094
03ES,openspace_a,capaConvUp,18.18788566
03ES,openspace_b,capaConvUp,13.21926366
03ES,openspace_c,capaConvUp,1.298618673
08ES,openspace_a,capaConvUp,20.32805593
08ES,openspace_b,capaConvUp,19.27186809
08ES,openspace_c,capaConvUp,4.629491874
07ES,openspace_a,capaConvUp,1.780013227
07ES,openspace_b,capaConvUp,0.078100684
07ES,openspace_c,capaConvUp,0.365824205
21FR,openspace_a,capaConvUp,10.86294168
21FR,openspace_b,capaConvUp,7.436091928
21FR,openspace_c,capaConvUp,4.486929474
15FR,openspace_a,capaConvUp,6.394379177
15FR,openspace_b,capaConvUp,8.090281735
15FR,openspace_c,capaConvUp,3.132376895
18FR,openspace_a,capaConvUp,4.69414308
18FR,openspace_b,capaConvUp,13.74572702
18FR,openspace_c,capaConvUp,14.7531801
19FR,openspace_a,capaConvUp,1.512036128
19FR,openspace_b,capaConvUp,1.49272745
19FR,openspace_c,capaConvUp,4.811200564
14FR,openspace_a,capaConvUp,12.83725547
14FR,openspace_b,capaConvUp,11.48054045
14FR,openspace_c,capaConvUp,0.698284734
20FR,openspace_a,capaConvUp,3.891573136
20FR,openspace_b,capaConvUp,0.558098336
20FR,openspace_c,capaConvUp,4.229476816
16FR,openspace_a,capaConvUp,3.802120668
16FR,openspace_b,capaConvUp,0.191183517
16FR,openspace_c,capaConvUp,2.293265079
99FR,openspace_a,capaConvUp,0.309994619
99FR,openspace_b,capaConvUp,0.057462176
99FR,openspace_c,capaConvUp,0.297673809
98IT,openspace_a,capaConvUp,4.63036184
98IT,openspace_b,capaConvUp,0.572399759
98IT,openspace_c,capaConvUp,5.264921547
17FR,openspace_a,capaConvUp,5.885831857
17FR,openspace_b,capaConvUp,10.63163466
17FR,openspace_c,capaConvUp,14.37573663
26FR,openspace_a,capaConvUp,2.442787535
26FR,openspace_b,capaConvUp,3.450579517
26FR,openspace_c,capaConvUp,11.34159414
22FR,openspace_a,capaConvUp,1.451933915
22FR,openspace_b,capaConvUp,6.737550869
22FR,openspace_c,capaConvUp,5.5298487
24FR,openspace_a,capaConvUp,6.504968313
24FR,openspace_b,capaConvUp,6.732659492
24FR,openspace_c,capaConvUp,5.28279127
25FR,openspace_a,capaConvUp,3.766834737
25FR,openspace_b,capaConvUp,5.469325809
25FR,openspace_c,capaConvUp,6.336538645
30NL,openspace_a,capaConvUp,16.94446377
30NL,openspace_b,capaConvUp,5.004843981
30NL,openspace_c,capaConvUp,14.17069225
27FR,openspace_a,capaConvUp,7.727828749
27FR,openspace_b,capaConvUp,0.191610623
27FR,openspace_c,capaConvUp,0.825583138
23FR,openspace_a,capaConvUp,0.547115145
23FR,openspace_b,capaConvUp,0.905695292
23FR,openspace_c,capaConvUp,0.182606918
96IE,openspace_a,capaConvUp,9.33619236
96IE,openspace_b,capaConvUp,6.025152589
96IE,openspace_c,capaConvUp,0.919655051
52IT,openspace_a,capaConvUp,36.62495211
52IT,openspace_b,capaConvUp,0.552281115
52IT,openspace_c,capaConvUp,12.34476713
54IT,openspace_a,capaConvUp,8.172673211
54IT,openspace_b,capaConvUp,11.2076853
54IT,openspace_c,capaConvUp,1.596377379
55IT,openspace_a,capaConvUp,9.89342297
55IT,openspace_b,capaConvUp,16.67995823
55IT,openspace_c,capaConvUp,5.10473342
78LV,openspace_a,capaConvUp,4.187936216
78LV,openspace_b,capaConvUp,4.218186127
78LV,openspace_c,capaConvUp,0.593877657
53IT,openspace_a,capaConvUp,5.178097476
53IT,openspace_b,capaConvUp,4.92507544
53IT,openspace_c,capaConvUp,9.196363394
77LT,openspace_a,capaConvUp,3.961529258
77LT,openspace_b,capaConvUp,8.896159446
77LT,openspace_c,capaConvUp,2.142311296
29LU,openspace_a,capaConvUp,1.068800883
29LU,openspace_b,capaConvUp,0.170477041
29LU,openspace_c,capaConvUp,0.903722075
56IT,openspace_a,capaConvUp,6.099337544
56IT,openspace_b,capaConvUp,1.409538
56IT,openspace_c,capaConvUp,8.74705413
41PL,openspace_a,capaConvUp,17.58655944
41PL,openspace_b,capaConvUp,11.19619168
41PL,openspace_c,capaConvUp,5.202950271
42PL,openspace_a,capaConvUp,4.188005879
42PL,openspace_b,capaConvUp,11.77168712
42PL,openspace_c,capaConvUp,9.928845834
43PL,openspace_a,capaConvUp,1.367873672
43PL,openspace_b,capaConvUp,9.548981946
43PL,openspace_c,capaConvUp,5.318547275
83NO,openspace_a,capaConvUp,0.268221934
83NO,openspace_b,capaConvUp,0.359140465
83NO,openspace_c,capaConvUp,0.364841042
82NO,openspace_a,capaConvUp,2.521244121
82NO,openspace_b,capaConvUp,0.987011683
82NO,openspace_c,capaConvUp,0.004203788
80NO,openspace_a,capaConvUp,1.301371188
80NO,openspace_b,capaConvUp,0.044980091
80NO,openspace_c,capaConvUp,0.636528367
79NO,openspace_a,capaConvUp,1.019454979
79NO,openspace_b,capaConvUp,0.902564161
79NO,openspace_c,capaConvUp,0.14653108
81NO,openspace_a,capaConvUp,0.701126143
81NO,openspace_b,capaConvUp,0.028651051
81NO,openspace_c,capaConvUp,0.729723025
61RO,openspace_a,capaConvUp,22.90103066
61RO,openspace_b,capaConvUp,12.77263765
61RO,openspace_c,capaConvUp,6.533448269
44PL,openspace_a,capaConvUp,5.369665446
44PL,openspace_b,capaConvUp,15.68699529
44PL,openspace_c,capaConvUp,11.85867024
45PL,openspace_a,capaConvUp,5.421313264
45PL,openspace_b,capaConvUp,10.39398459
45PL,openspace_c,capaConvUp,10.15972805
12PT,openspace_a,capaConvUp,4.967849384
12PT,openspace_b,capaConvUp,2.334425243
12PT,openspace_c,capaConvUp,2.349142253
13PT,openspace_a,capaConvUp,9.996050105
13PT,openspace_b,capaConvUp,1.399508751
13PT,openspace_c,capaConvUp,4.092024264
46SK,openspace_a,capaConvUp,11.25551046
46SK,openspace_b,capaConvUp,4.009677735
46SK,openspace_c,capaConvUp,2.333811803
57SI,openspace_a,capaConvUp,3.220725775
57SI,openspace_b,capaConvUp,2.294498687
57SI,openspace_c,capaConvUp,0.137775539
89SE,openspace_a,capaConvUp,2.536684768
89SE,openspace_b,capaConvUp,1.471747379
89SE,openspace_c,capaConvUp,6.482984729
88SE,openspace_a,capaConvUp,5.665573281
88SE,openspace_b,capaConvUp,3.16651325
88SE,openspace_c,capaConvUp,21.87811264
87SE,openspace_a,capaConvUp,0.396799229
87SE,openspace_b,capaConvUp,0.283887801
87SE,openspace_c,capaConvUp,0.180004944
91UK,openspace_a,capaConvUp,11.13145797
91UK,openspace_b,capaConvUp,1.721844054
91UK,openspace_c,capaConvUp,18.51263615
92UK,openspace_a,capaConvUp,22.97881228
92UK,openspace_b,capaConvUp,5.105525862
92UK,openspace_c,capaConvUp,2.243648721
94UK,openspace_a,capaConvUp,9.008497907
94UK,openspace_b,capaConvUp,0.565254834
94UK,openspace_c,capaConvUp,5.932624081
93UK,openspace_a,capaConvUp,3.181282521
93UK,openspace_b,capaConvUp,20.85324075
93UK,openspace_c,capaConvUp,11.75469802
95UK,openspace_a,capaConvUp,0.54195253
95UK,openspace_b,capaConvUp,4.180729276
95UK,openspace_c,capaConvUp,0.579453265
90UK,openspace_a,capaConvUp,2.579605881
90UK,openspace_b,capaConvUp,8.167196331
90UK,openspace_c,capaConvUp,24.01053956
63BA,openspace_a,capaConvUp,5.155085096
63BA,openspace_b,capaConvUp,6.050999294
63BA,openspace_c,capaConvUp,1.31591561
70AL,openspace_a,capaConvUp,0.79748307
70AL,openspace_b,capaConvUp,4.08084811
70AL,openspace_c,capaConvUp,2.89566882
86SE,openspace_a,capaConvUp,0.098475067
86SE,openspace_b,capaConvUp,0.405400218
86SE,openspace_c,capaConvUp,0.356816688
65RS,openspace_a,capaConvUp,7.672647263
65RS,openspace_b,capaConvUp,36.58241545
65RS,openspace_c,capaConvUp,2.280937291
84NO,openspace_a,capaConvUp,0.464786736
84NO,openspace_b,capaConvUp,0.506390571
84NO,openspace_c,capaConvUp,0.021026134
85NO,openspace_a,capaConvUp,0.30678583
85NO,openspace_b,capaConvUp,0.291365517
85NO,openspace_c,capaConvUp,0.394052095
66BG,rooftopInd_a,capaConvUp,11.88657731
66BG,rooftopInd_b,capaConvUp,4.938422689
62HR,rooftopInd_a,capaConvUp,1.539708218
62HR,rooftopInd_b,capaConvUp,4.153291782
51AT,rooftopInd_a,capaConvUp,2.196157354
51AT,rooftopInd_b,capaConvUp,2.626595556
49AT,rooftopInd_a,capaConvUp,2.167273268
49AT,rooftopInd_b,capaConvUp,1.054590575
50AT,rooftopInd_a,capaConvUp,1.693015602
50AT,rooftopInd_b,capaConvUp,2.668367645
28BE,rooftopInd_a,capaConvUp,5.381004364
28BE,rooftopInd_b,capaConvUp,3.710995636
47CH,rooftopInd_a,capaConvUp,4.710355748
47CH,rooftopInd_b,capaConvUp,1.973750653
39CZ,rooftopInd_a,capaConvUp,5.957559163
39CZ,rooftopInd_b,capaConvUp,2.560818592
40CZ,rooftopInd_a,capaConvUp,4.583434258
40CZ,rooftopInd_b,capaConvUp,3.171187986
48CH,rooftopInd_a,capaConvUp,0.954418756
48CH,rooftopInd_b,capaConvUp,0.306474843
36DE,rooftopInd_a,capaConvUp,5.843096972
36DE,rooftopInd_b,capaConvUp,3.928660973
31DE,rooftopInd_a,capaConvUp,12.01276833
31DE,rooftopInd_b,capaConvUp,3.824647113
33DE,rooftopInd_a,capaConvUp,10.22194018
33DE,rooftopInd_b,capaConvUp,4.785540798
35DE,rooftopInd_a,capaConvUp,5.683153496
