timestep_4,region_1,scenario_1,technology_1,parameter,value
h0001,NL,s2009,wind,avaConv,0.0191533815314973
h0002,NL,s2009,wind,avaConv,0.0269406200307566
h0003,NL,s2009,wind,avaConv,0.0348893213023042
h0004,NL,s2009,wind,avaConv,0.0420352299404491
h0005,NL,s2009,wind,avaConv,0.0372714737666752
h0006,NL,s2009,wind,avaConv,0.0326580345165179
h0007,NL,s2009,wind,avaConv,0.0288726611807941
h0008,NL,s2009,wind,avaConv,0.0275380185392562
h0009,NL,s2009,wind,avaConv,0.0267255969146616
h0010,NL,s2009,wind,avaConv,0.0266010840928497
h0011,NL,s2009,wind,avaConv,0.0276354195190527
h0012,NL,s2009,wind,avaConv,0.030989247953051
h0013,NL,s2009,wind,avaConv,0.0419243329326554
h0014,NL,s2009,wind,avaConv,0.0469541453734665
h0015,NL,s2009,wind,avaConv,0.0563186599501293
h0016,NL,s2009,wind,avaConv,0.0644050439784649
h0017,NL,s2009,wind,avaConv,0.0665623505795667
h0018,NL,s2009,wind,avaConv,0.0621039189439321
h0019,NL,s2009,wind,avaConv,0.0611327333526065
h0020,NL,s2009,wind,avaConv,0.0618267168779635
h0021,NL,s2009,wind,avaConv,0.065040204706684
h0022,NL,s2009,wind,avaConv,0.0670444751909452
h0023,NL,s2009,wind,avaConv,0.0664575033064643
h0024,NL,s2009,wind,avaConv,0.0636673831625353
h0025,NL,s2009,wind,avaConv,0.0610814891620091
h0026,NL,s2009,wind,avaConv,0.0626788102186942
h0027,NL,s2009,wind,avaConv,0.0758277238848273
h0028,NL,s2009,wind,avaConv,0.109164722393098
h0029,NL,s2009,wind,avaConv,0.146028035171778
h0030,NL,s2009,wind,avaConv,0.190040366996652
h0031,NL,s2009,wind,avaConv,0.224852813301077
h0032,NL,s2009,wind,avaConv,0.242027786198501
h0033,NL,s2009,wind,avaConv,0.254798334986435
h0034,NL,s2009,wind,avaConv,0.274391344103136
h0035,NL,s2009,wind,avaConv,0.327623076992673
h0036,NL,s2009,wind,avaConv,0.393067567898322
h0037,NL,s2009,wind,avaConv,0.422917320695889
h0038,NL,s2009,wind,avaConv,0.371707454572636
h0039,NL,s2009,wind,avaConv,0.265256853546753
h0040,NL,s2009,wind,avaConv,0.222453432204468
h0041,NL,s2009,wind,avaConv,0.261840766462284
h0042,NL,s2009,wind,avaConv,0.295322029388879
h0043,NL,s2009,wind,avaConv,0.294078192456212
h0044,NL,s2009,wind,avaConv,0.247624283970728
h0045,NL,s2009,wind,avaConv,0.181956184935222
h0046,NL,s2009,wind,avaConv,0.124403512643585
h0047,NL,s2009,wind,avaConv,0.069699438831895
h0048,NL,s2009,wind,avaConv,0.0476114830455804
h0049,NL,s2009,wind,avaConv,0.0393808012779478
h0050,NL,s2009,wind,avaConv,0.0447695244252407
h0051,NL,s2009,wind,avaConv,0.055207477186653
h0052,NL,s2009,wind,avaConv,0.0729988047089365
h0053,NL,s2009,wind,avaConv,0.095425430918654
h0054,NL,s2009,wind,avaConv,0.111777923088076
h0055,NL,s2009,wind,avaConv,0.123664141393525
h0056,NL,s2009,wind,avaConv,0.131052744303329
h0057,NL,s2009,wind,avaConv,0.14332020440024
h0058,NL,s2009,wind,avaConv,0.153353525906644
h0059,NL,s2009,wind,avaConv,0.163138667833955
h0060,NL,s2009,wind,avaConv,0.185883828058932
h0061,NL,s2009,wind,avaConv,0.228870174308122
h0062,NL,s2009,wind,avaConv,0.268036322573797
h0063,NL,s2009,wind,avaConv,0.310533241311219
h0064,NL,s2009,wind,avaConv,0.349372127717167
h0065,NL,s2009,wind,avaConv,0.394201729418543
h0066,NL,s2009,wind,avaConv,0.432611895758527
h0067,NL,s2009,wind,avaConv,0.458864011768764
h0068,NL,s2009,wind,avaConv,0.47469250291205
h0069,NL,s2009,wind,avaConv,0.489734537317507
h0070,NL,s2009,wind,avaConv,0.478474500564563
h0071,NL,s2009,wind,avaConv,0.487767979190727
h0072,NL,s2009,wind,avaConv,0.526821673303463
h0073,NL,s2009,wind,avaConv,0.583242286474458
h0074,NL,s2009,wind,avaConv,0.615007759868124
h0075,NL,s2009,wind,avaConv,0.636962774519706
h0076,NL,s2009,wind,avaConv,0.668939455501855
h0077,NL,s2009,wind,avaConv,0.68772464749713
h0078,NL,s2009,wind,avaConv,0.687667124386591
h0079,NL,s2009,wind,avaConv,0.694760704022729
h0080,NL,s2009,wind,avaConv,0.683689977778137
h0081,NL,s2009,wind,avaConv,0.683800934398835
h0082,NL,s2009,wind,avaConv,0.684580859816054
h0083,NL,s2009,wind,avaConv,0.714255607568249
h0084,NL,s2009,wind,avaConv,0.711288136824949
h0085,NL,s2009,wind,avaConv,0.702694002940141
h0086,NL,s2009,wind,avaConv,0.676028458924787
h0087,NL,s2009,wind,avaConv,0.632141583380923
h0088,NL,s2009,wind,avaConv,0.579330208516244
h0089,NL,s2009,wind,avaConv,0.569737921246693
h0090,NL,s2009,wind,avaConv,0.560623874153417
h0091,NL,s2009,wind,avaConv,0.549337536859901
h0092,NL,s2009,wind,avaConv,0.562895818615359
h0093,NL,s2009,wind,avaConv,0.59022221148868
h0094,NL,s2009,wind,avaConv,0.595759373724295
h0095,NL,s2009,wind,avaConv,0.549161286958164
h0096,NL,s2009,wind,avaConv,0.514048674723082
h0097,NL,s2009,wind,avaConv,0.490579943370521
h0098,NL,s2009,wind,avaConv,0.466298089741791
h0099,NL,s2009,wind,avaConv,0.576129361526422
h0100,NL,s2009,wind,avaConv,0.585991676611104
h0101,NL,s2009,wind,avaConv,0.657975794183189
h0102,NL,s2009,wind,avaConv,0.756233478884075
h0103,NL,s2009,wind,avaConv,0.854848537643688
h0104,NL,s2009,wind,avaConv,0.90720702229792
h0105,NL,s2009,wind,avaConv,0.927869717110261
h0106,NL,s2009,wind,avaConv,0.978537041320544
h0107,NL,s2009,wind,avaConv,0.992194826700485
h0108,NL,s2009,wind,avaConv,0.993747260227369
h0109,NL,s2009,wind,avaConv,0.990341341477818
h0110,NL,s2009,wind,avaConv,0.982258293409241
h0111,NL,s2009,wind,avaConv,0.963218818783096
h0112,NL,s2009,wind,avaConv,0.883461343478478
h0113,NL,s2009,wind,avaConv,0.837746484473169
h0114,NL,s2009,wind,avaConv,0.833049394266967
h0115,NL,s2009,wind,avaConv,0.794863473721606
h0116,NL,s2009,wind,avaConv,0.711102712061822
h0117,NL,s2009,wind,avaConv,0.625904404030502
h0118,NL,s2009,wind,avaConv,0.558166411577953
h0119,NL,s2009,wind,avaConv,0.499266128167998
h0120,NL,s2009,wind,avaConv,0.432808754671637
h0121,NL,s2009,wind,avaConv,0.367243089856905
h0122,NL,s2009,wind,avaConv,0.33717548212935
h0123,NL,s2009,wind,avaConv,0.263066824396029
h0124,NL,s2009,wind,avaConv,0.246827783852637
h0125,NL,s2009,wind,avaConv,0.213525877409322
h0126,NL,s2009,wind,avaConv,0.184623532461475
h0127,NL,s2009,wind,avaConv,0.143294713108601
h0128,NL,s2009,wind,avaConv,0.125795132659255
h0129,NL,s2009,wind,avaConv,0.0992392442465729
h0130,NL,s2009,wind,avaConv,0.103027830478781
h0131,NL,s2009,wind,avaConv,0.084481164654273
h0132,NL,s2009,wind,avaConv,0.0789901923771478
h0133,NL,s2009,wind,avaConv,0.0907157997252808
h0134,NL,s2009,wind,avaConv,0.110515846909361
h0135,NL,s2009,wind,avaConv,0.116812859966556
h0136,NL,s2009,wind,avaConv,0.105774362797431
h0137,NL,s2009,wind,avaConv,0.127226670431692
