timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,FR,s1996,electricity,dem,62.0835189598476
h0002,FR,s1996,electricity,dem,60.5941068719355
h0003,FR,s1996,electricity,dem,57.8378321466608
h0004,FR,s1996,electricity,dem,56.852167311496
h0005,FR,s1996,electricity,dem,58.7211947840234
h0006,FR,s1996,electricity,dem,62.9902442345729
h0007,FR,s1996,electricity,dem,67.4487497290784
h0008,FR,s1996,electricity,dem,69.4539695092982
h0009,FR,s1996,electricity,dem,70.6040793994081
h0010,FR,s1996,electricity,dem,70.8309750038036
h0011,FR,s1996,electricity,dem,70.9094640147927
h0012,FR,s1996,electricity,dem,70.9723211576498
h0013,FR,s1996,electricity,dem,69.2429035752322
h0014,FR,s1996,electricity,dem,67.1669969818256
h0015,FR,s1996,electricity,dem,65.180156322485
h0016,FR,s1996,electricity,dem,64.6196728060015
h0017,FR,s1996,electricity,dem,66.9674859928147
h0018,FR,s1996,electricity,dem,71.2381508279795
h0019,FR,s1996,electricity,dem,72.1486178609465
h0020,FR,s1996,electricity,dem,68.8459750038037
h0021,FR,s1996,electricity,dem,65.5097881906168
h0022,FR,s1996,electricity,dem,65.9005299488586
h0023,FR,s1996,electricity,dem,66.9971068719356
h0024,FR,s1996,electricity,dem,64.3153046741334
h0025,FR,s1996,electricity,dem,64.3628111282476
h0026,FR,s1996,electricity,dem,62.8733990403355
h0027,FR,s1996,electricity,dem,60.1171243150608
h0028,FR,s1996,electricity,dem,59.131459479896
h0029,FR,s1996,electricity,dem,61.0004869524234
h0030,FR,s1996,electricity,dem,65.2695364029729
h0031,FR,s1996,electricity,dem,69.7280418974784
h0032,FR,s1996,electricity,dem,71.7332616776982
h0033,FR,s1996,electricity,dem,72.8833715678081
h0034,FR,s1996,electricity,dem,73.1102671722036
h0035,FR,s1996,electricity,dem,73.1887561831927
h0036,FR,s1996,electricity,dem,73.2516133260498
h0037,FR,s1996,electricity,dem,71.5221957436322
h0038,FR,s1996,electricity,dem,69.4462891502256
h0039,FR,s1996,electricity,dem,67.459448490885
