timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,DE,s1998,solar,avaConv,0.0
h0002,DE,s1998,solar,avaConv,0.0
h0003,DE,s1998,solar,avaConv,0.0
h0004,DE,s1998,solar,avaConv,0.0
h0005,DE,s1998,solar,avaConv,0.0
h0006,DE,s1998,solar,avaConv,0.0
h0007,DE,s1998,solar,avaConv,0.0
h0008,DE,s1998,solar,avaConv,0.00605097695793418
h0009,DE,s1998,solar,avaConv,0.0443877948843328
h0010,DE,s1998,solar,avaConv,0.0887949826841197
h0011,DE,s1998,solar,avaConv,0.129328834767009
h0012,DE,s1998,solar,avaConv,0.14546561283945
h0013,DE,s1998,solar,avaConv,0.126712359376214
h0014,DE,s1998,solar,avaConv,0.0840342601833364
h0015,DE,s1998,solar,avaConv,0.0318935957120858
h0016,DE,s1998,solar,avaConv,0.00120184483567101
h0017,DE,s1998,solar,avaConv,0.0
h0018,DE,s1998,solar,avaConv,0.0
h0019,DE,s1998,solar,avaConv,0.0
h0020,DE,s1998,solar,avaConv,0.0
h0021,DE,s1998,solar,avaConv,0.0
h0022,DE,s1998,solar,avaConv,0.0
h0023,DE,s1998,solar,avaConv,0.0
h0024,DE,s1998,solar,avaConv,0.0
h0025,DE,s1998,solar,avaConv,0.0
h0026,DE,s1998,solar,avaConv,0.0
h0027,DE,s1998,solar,avaConv,0.0
h0028,DE,s1998,solar,avaConv,0.0
h0029,DE,s1998,solar,avaConv,0.0
h0030,DE,s1998,solar,avaConv,0.0
h0031,DE,s1998,solar,avaConv,0.0
h0032,DE,s1998,solar,avaConv,0.00323720386299638
h0033,DE,s1998,solar,avaConv,0.0335545931235073
h0034,DE,s1998,solar,avaConv,0.0878067140627782
h0035,DE,s1998,solar,avaConv,0.130171444360334
h0036,DE,s1998,solar,avaConv,0.139359455782889
h0037,DE,s1998,solar,avaConv,0.117990191850638
h0038,DE,s1998,solar,avaConv,0.0778604433917834
h0039,DE,s1998,solar,avaConv,0.0249551300368638
h0040,DE,s1998,solar,avaConv,0.000666170755120241
h0041,DE,s1998,solar,avaConv,0.0
h0042,DE,s1998,solar,avaConv,0.0
h0043,DE,s1998,solar,avaConv,0.0
h0044,DE,s1998,solar,avaConv,0.0
h0045,DE,s1998,solar,avaConv,0.0
h0046,DE,s1998,solar,avaConv,0.0
h0047,DE,s1998,solar,avaConv,0.0
h0048,DE,s1998,solar,avaConv,0.0
h0049,DE,s1998,solar,avaConv,0.0
h0050,DE,s1998,solar,avaConv,0.0
h0051,DE,s1998,solar,avaConv,0.0
h0052,DE,s1998,solar,avaConv,0.0
h0053,DE,s1998,solar,avaConv,0.0
h0054,DE,s1998,solar,avaConv,0.0
h0055,DE,s1998,solar,avaConv,-2.54679008866656e-10
h0056,DE,s1998,solar,avaConv,0.00521204125142295
h0057,DE,s1998,solar,avaConv,0.0386741846550738
h0058,DE,s1998,solar,avaConv,0.076713466517524
h0059,DE,s1998,solar,avaConv,0.0999551263181043
h0060,DE,s1998,solar,avaConv,0.0950280309010903
h0061,DE,s1998,solar,avaConv,0.0693620619488068
h0062,DE,s1998,solar,avaConv,0.0374065587454482
