timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,s1999,electricity,dem,0.494274962470535
h0002,LU,s1999,electricity,dem,0.474108753679326
h0003,LU,s1999,electricity,dem,0.465357380052953
h0004,LU,s1999,electricity,dem,0.46268979763537
h0005,LU,s1999,electricity,dem,0.472156830602403
h0006,LU,s1999,electricity,dem,0.479357380052952
h0007,LU,s1999,electricity,dem,0.512387599833172
h0008,LU,s1999,electricity,dem,0.553476885547458
h0009,LU,s1999,electricity,dem,0.579487874558447
h0010,LU,s1999,electricity,dem,0.593056555877128
h0011,LU,s1999,electricity,dem,0.60490957785515
h0012,LU,s1999,electricity,dem,0.608290072360645
h0013,LU,s1999,electricity,dem,0.598266720712293
h0014,LU,s1999,electricity,dem,0.585792819613392
h0015,LU,s1999,electricity,dem,0.574114248184821
h0016,LU,s1999,electricity,dem,0.570184303129876
h0017,LU,s1999,electricity,dem,0.583847764668337
h0018,LU,s1999,electricity,dem,0.609487874558447
h0019,LU,s1999,electricity,dem,0.613130731701304
h0020,LU,s1999,electricity,dem,0.588840896536469
h0021,LU,s1999,electricity,dem,0.550695292140865
h0022,LU,s1999,electricity,dem,0.544996116316689
h0023,LU,s1999,electricity,dem,0.544696665767239
h0024,LU,s1999,electricity,dem,0.521202160272733
h0025,LU,s1999,electricity,dem,0.412361137434535
h0026,LU,s1999,electricity,dem,0.392194928643326
h0027,LU,s1999,electricity,dem,0.383443555016953
h0028,LU,s1999,electricity,dem,0.38077597259937
h0029,LU,s1999,electricity,dem,0.390243005566403
h0030,LU,s1999,electricity,dem,0.397443555016952
h0031,LU,s1999,electricity,dem,0.430473774797172
h0032,LU,s1999,electricity,dem,0.471563060511458
h0033,LU,s1999,electricity,dem,0.497574049522447
h0034,LU,s1999,electricity,dem,0.511142730841128
h0035,LU,s1999,electricity,dem,0.52299575281915
h0036,LU,s1999,electricity,dem,0.526376247324645
h0037,LU,s1999,electricity,dem,0.516352895676293
h0038,LU,s1999,electricity,dem,0.503878994577392
h0039,LU,s1999,electricity,dem,0.492200423148821
h0040,LU,s1999,electricity,dem,0.488270478093876
h0041,LU,s1999,electricity,dem,0.501933939632337
h0042,LU,s1999,electricity,dem,0.527574049522447
h0043,LU,s1999,electricity,dem,0.531216906665304
h0044,LU,s1999,electricity,dem,0.506927071500469
h0045,LU,s1999,electricity,dem,0.468781467104865
h0046,LU,s1999,electricity,dem,0.463082291280689
h0047,LU,s1999,electricity,dem,0.462782840731239
h0048,LU,s1999,electricity,dem,0.439288335236733
h0049,LU,s1999,electricity,dem,0.368694260727535
h0050,LU,s1999,electricity,dem,0.348528051936326
h0051,LU,s1999,electricity,dem,0.339776678309953
h0052,LU,s1999,electricity,dem,0.33710909589237
h0053,LU,s1999,electricity,dem,0.346576128859403
h0054,LU,s1999,electricity,dem,0.353776678309952
h0055,LU,s1999,electricity,dem,0.386806898090172
h0056,LU,s1999,electricity,dem,0.427896183804458
h0057,LU,s1999,electricity,dem,0.453907172815447
h0058,LU,s1999,electricity,dem,0.467475854134128
h0059,LU,s1999,electricity,dem,0.47932887611215
h0060,LU,s1999,electricity,dem,0.482709370617645
h0061,LU,s1999,electricity,dem,0.472686018969293
h0062,LU,s1999,electricity,dem,0.460212117870392
h0063,LU,s1999,electricity,dem,0.448533546441821
h0064,LU,s1999,electricity,dem,0.444603601386876
h0065,LU,s1999,electricity,dem,0.458267062925337
h0066,LU,s1999,electricity,dem,0.483907172815447
h0067,LU,s1999,electricity,dem,0.487550029958304
h0068,LU,s1999,electricity,dem,0.463260194793469
h0069,LU,s1999,electricity,dem,0.425114590397865
h0070,LU,s1999,electricity,dem,0.419415414573689
h0071,LU,s1999,electricity,dem,0.419115964024239
h0072,LU,s1999,electricity,dem,0.395621458529733
h0073,LU,s1999,electricity,dem,0.448656236523535
