timestep_5,region_4,technology_2,parameter,value
h0001,01ES,rooftopResi_a,avaConv,0.0
h0002,01ES,rooftopResi_a,avaConv,0.0
h0003,01ES,rooftopResi_a,avaConv,0.0
h0004,01ES,rooftopResi_a,avaConv,0.0
h0005,01ES,rooftopResi_a,avaConv,0.0
h0006,01ES,rooftopResi_a,avaConv,0.0
h0007,01ES,rooftopResi_a,avaConv,0.0
h0008,01ES,rooftopResi_a,avaConv,0.0
h0009,01ES,rooftopResi_a,avaConv,0.0159366327091489
h0010,01ES,rooftopResi_a,avaConv,0.0444841228216092
h0011,01ES,rooftopResi_a,avaConv,0.0793042909324723
h0012,01ES,rooftopResi_a,avaConv,0.105784992721701
h0013,01ES,rooftopResi_a,avaConv,0.145028225369826
h0014,01ES,rooftopResi_a,avaConv,0.176348146316989
h0015,01ES,rooftopResi_a,avaConv,0.190000651651089
h0016,01ES,rooftopResi_a,avaConv,0.239312444248712
h0017,01ES,rooftopResi_a,avaConv,0.227958849021944
h0018,01ES,rooftopResi_a,avaConv,0.177207290304377
h0019,01ES,rooftopResi_a,avaConv,0.0598578864128668
h0020,01ES,rooftopResi_a,avaConv,0.0
h0021,01ES,rooftopResi_a,avaConv,0.0
h0022,01ES,rooftopResi_a,avaConv,0.0
h0023,01ES,rooftopResi_a,avaConv,0.0
h0024,01ES,rooftopResi_a,avaConv,0.0
h0025,01ES,rooftopResi_a,avaConv,0.0
h0026,01ES,rooftopResi_a,avaConv,0.0
h0027,01ES,rooftopResi_a,avaConv,0.0
h0028,01ES,rooftopResi_a,avaConv,0.0
h0029,01ES,rooftopResi_a,avaConv,0.0
h0030,01ES,rooftopResi_a,avaConv,0.0
h0031,01ES,rooftopResi_a,avaConv,0.0
h0032,01ES,rooftopResi_a,avaConv,0.0
h0033,01ES,rooftopResi_a,avaConv,0.0722716320225035
h0034,01ES,rooftopResi_a,avaConv,0.217831023759862
h0035,01ES,rooftopResi_a,avaConv,0.426466758326014
h0036,01ES,rooftopResi_a,avaConv,0.608016416095402
h0037,01ES,rooftopResi_a,avaConv,0.660374471006445
h0038,01ES,rooftopResi_a,avaConv,0.674612245063421
h0039,01ES,rooftopResi_a,avaConv,0.624219019809708
h0040,01ES,rooftopResi_a,avaConv,0.502421345563397
h0041,01ES,rooftopResi_a,avaConv,0.334889945395217
h0042,01ES,rooftopResi_a,avaConv,0.155378561658233
h0043,01ES,rooftopResi_a,avaConv,0.0776880771316996
h0044,01ES,rooftopResi_a,avaConv,0.0239422874954293
h0045,01ES,rooftopResi_a,avaConv,0.0
h0046,01ES,rooftopResi_a,avaConv,0.0
