timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr1995,dem,32.361254994069846
h0002,AT,electricity,scr1995,dem,30.804698869501664
h0003,AT,electricity,scr1995,dem,29.38009176756839
h0004,AT,electricity,scr1995,dem,28.186167644356644
h0005,AT,electricity,scr1995,dem,30.83643569790139
h0006,AT,electricity,scr1995,dem,32.949037973485225
h0007,AT,electricity,scr1995,dem,38.093993765923784
h0008,AT,electricity,scr1995,dem,37.897045339662824
h0009,AT,electricity,scr1995,dem,40.93208831078299
h0010,AT,electricity,scr1995,dem,38.43871379632157
h0011,AT,electricity,scr1995,dem,38.198889894652694
h0012,AT,electricity,scr1995,dem,35.30793532410663
h0013,AT,electricity,scr1995,dem,35.143648963226276
h0014,AT,electricity,scr1995,dem,33.82340031146936
h0015,AT,electricity,scr1995,dem,34.61477368050882
h0016,AT,electricity,scr1995,dem,32.30963480200895
h0017,AT,electricity,scr1995,dem,29.428544164141154
h0018,AT,electricity,scr1995,dem,29.538673046033562
h0019,AT,electricity,scr1995,dem,27.123786714246602
h0020,AT,electricity,scr1995,dem,25.67259210491977
h0021,AT,electricity,scr1995,dem,19.11773186961014
h0022,AT,electricity,scr1995,dem,14.981705281062023
h0023,AT,electricity,scr1995,dem,11.742256023227274
h0024,AT,electricity,scr1995,dem,10.846500306865153
h0025,AT,electricity,scr1995,dem,11.606758491888193
h0026,AT,electricity,scr1995,dem,19.562320061948256
h0027,AT,electricity,scr1995,dem,24.330313233324695
h0028,AT,electricity,scr1995,dem,26.094336627733433
h0029,AT,electricity,scr1995,dem,18.368017296160527
h0030,AT,electricity,scr1995,dem,11.954081213362954
h0031,AT,electricity,scr1995,dem,7.990038340536816
h0032,AT,electricity,scr1995,dem,7.5175648029593285
h0033,AT,electricity,scr1995,dem,7.474649338846018
h0034,AT,electricity,scr1995,dem,10.577186948944025
h0035,AT,electricity,scr1995,dem,12.11244100147179
h0036,AT,electricity,scr1995,dem,15.290277890711156
h0037,AT,electricity,scr1995,dem,13.622846215335585
h0038,AT,electricity,scr1995,dem,11.018501340544411
h0039,AT,electricity,scr1995,dem,7.989498399800211
h0040,AT,electricity,scr1995,dem,7.193408222530224
h0041,AT,electricity,scr1995,dem,8.18770041517675
h0042,AT,electricity,scr1995,dem,8.025563573682767
h0043,AT,electricity,scr1995,dem,8.371373685660398
h0044,AT,electricity,scr1995,dem,8.130736863682454
h0045,AT,electricity,scr1995,dem,7.619004594285992
h0046,AT,electricity,scr1995,dem,7.708308044739176
h0047,AT,electricity,scr1995,dem,9.490680787374338
h0048,AT,electricity,scr1995,dem,9.439907344416099
h0049,AT,electricity,scr1995,dem,8.452965465863347
h0050,AT,electricity,scr1995,dem,5.597201404288691
h0051,AT,electricity,scr1995,dem,5.230408881628194
h0052,AT,electricity,scr1995,dem,4.930295227573005
h0053,AT,electricity,scr1995,dem,4.938044833691904
h0054,AT,electricity,scr1995,dem,4.550227036565194
h0055,AT,electricity,scr1995,dem,5.5513483654578755
h0056,AT,electricity,scr1995,dem,6.074535793956709
h0057,AT,electricity,scr1995,dem,7.672597066978713
h0058,AT,electricity,scr1995,dem,8.101911640139654
h0059,AT,electricity,scr1995,dem,9.063946224824821
h0060,AT,electricity,scr1995,dem,9.258818992577996
h0061,AT,electricity,scr1995,dem,8.300534217738885
h0062,AT,electricity,scr1995,dem,8.234642577553949
h0063,AT,electricity,scr1995,dem,7.2844861942646935
h0064,AT,electricity,scr1995,dem,8.163819680431246
h0065,AT,electricity,scr1995,dem,7.881112199793503
h0066,AT,electricity,scr1995,dem,8.478184350641794
h0067,AT,electricity,scr1995,dem,8.286285371890092
h0068,AT,electricity,scr1995,dem,7.569445912458723
h0069,AT,electricity,scr1995,dem,7.195916234167661
h0070,AT,electricity,scr1995,dem,6.40851579685977
h0071,AT,electricity,scr1995,dem,6.498168113770753
h0072,AT,electricity,scr1995,dem,5.894562251318469
h0073,AT,electricity,scr1995,dem,5.691311924322586
h0074,AT,electricity,scr1995,dem,5.278743950168451
h0075,AT,electricity,scr1995,dem,4.784191738609362
h0076,AT,electricity,scr1995,dem,4.699517999931681
h0077,AT,electricity,scr1995,dem,4.395039517941774
h0078,AT,electricity,scr1995,dem,5.174949189300913
h0079,AT,electricity,scr1995,dem,5.44040634090514
h0080,AT,electricity,scr1995,dem,6.919091924393316
h0081,AT,electricity,scr1995,dem,7.779219566812846
h0082,AT,electricity,scr1995,dem,8.866459035778774
h0083,AT,electricity,scr1995,dem,9.163764477481422
h0084,AT,electricity,scr1995,dem,8.295724450381133
h0085,AT,electricity,scr1995,dem,8.320537265810756
h0086,AT,electricity,scr1995,dem,7.511501174692206
h0087,AT,electricity,scr1995,dem,8.321662764072556
h0088,AT,electricity,scr1995,dem,8.297286271013192
h0089,AT,electricity,scr1995,dem,9.141467377562734
h0090,AT,electricity,scr1995,dem,11.244919214768391
h0091,AT,electricity,scr1995,dem,12.536830590615232
h0092,AT,electricity,scr1995,dem,14.25456304817489
h0093,AT,electricity,scr1995,dem,12.935555444952861
h0094,AT,electricity,scr1995,dem,14.082096271725145
h0095,AT,electricity,scr1995,dem,11.604296120964538
h0096,AT,electricity,scr1995,dem,11.91947325197729
h0001,CH,electricity,scr1995,dem,25.713573869260713
h0002,CH,electricity,scr1995,dem,26.046389492977834
h0003,CH,electricity,scr1995,dem,25.144968538606037
h0004,CH,electricity,scr1995,dem,24.920279483050376
h0005,CH,electricity,scr1995,dem,27.059973700468703
h0006,CH,electricity,scr1995,dem,30.48312875188105
h0007,CH,electricity,scr1995,dem,33.626527913991204
h0008,CH,electricity,scr1995,dem,32.29731063756194
h0009,CH,electricity,scr1995,dem,32.891266952682294
h0010,CH,electricity,scr1995,dem,31.451474088160428
h0011,CH,electricity,scr1995,dem,32.047411408461876
h0012,CH,electricity,scr1995,dem,30.753421378232147
h0013,CH,electricity,scr1995,dem,31.015651183200028
h0014,CH,electricity,scr1995,dem,30.422654208357084
h0015,CH,electricity,scr1995,dem,31.152074991702165
h0016,CH,electricity,scr1995,dem,29.79215204182503
h0017,CH,electricity,scr1995,dem,28.610495668618796
h0018,CH,electricity,scr1995,dem,28.969370547178663
h0019,CH,electricity,scr1995,dem,26.937662086790414
h0020,CH,electricity,scr1995,dem,24.32126049769397
h0021,CH,electricity,scr1995,dem,17.915979540844486
h0022,CH,electricity,scr1995,dem,15.86359322476403
h0023,CH,electricity,scr1995,dem,13.865994063132604
h0024,CH,electricity,scr1995,dem,15.512305902923723
h0025,CH,electricity,scr1995,dem,16.61709232411072
h0026,CH,electricity,scr1995,dem,20.857108352412876
h0027,CH,electricity,scr1995,dem,19.23377925246142
h0028,CH,electricity,scr1995,dem,16.770603128700394
h0029,CH,electricity,scr1995,dem,11.44532839710002
h0030,CH,electricity,scr1995,dem,8.994634045561916
h0031,CH,electricity,scr1995,dem,7.161265893713312
h0032,CH,electricity,scr1995,dem,5.792911630964539
h0033,CH,electricity,scr1995,dem,6.484731607281741
h0034,CH,electricity,scr1995,dem,7.912911542151939
h0035,CH,electricity,scr1995,dem,8.20348535426268
h0036,CH,electricity,scr1995,dem,9.230114981100904
h0037,CH,electricity,scr1995,dem,8.226064283078724
h0038,CH,electricity,scr1995,dem,7.579727448864267
h0039,CH,electricity,scr1995,dem,4.770999168323529
h0040,CH,electricity,scr1995,dem,5.2109888984314505
h0041,CH,electricity,scr1995,dem,7.835230309147576
h0042,CH,electricity,scr1995,dem,8.031476119772194
h0043,CH,electricity,scr1995,dem,6.699015190026197
h0044,CH,electricity,scr1995,dem,4.586867939904947
h0045,CH,electricity,scr1995,dem,4.253977625733915
h0046,CH,electricity,scr1995,dem,6.047627245964232
h0047,CH,electricity,scr1995,dem,9.281016968754843
h0048,CH,electricity,scr1995,dem,9.498393633775915
h0049,CH,electricity,scr1995,dem,7.533740292819283
h0050,CH,electricity,scr1995,dem,3.9366044704353933
h0051,CH,electricity,scr1995,dem,3.462956697865643
h0052,CH,electricity,scr1995,dem,3.4042225113970948
h0053,CH,electricity,scr1995,dem,3.267509097199385
h0054,CH,electricity,scr1995,dem,2.984024601896926
h0055,CH,electricity,scr1995,dem,2.8764842367454597
h0056,CH,electricity,scr1995,dem,2.8121328210270113
h0057,CH,electricity,scr1995,dem,3.219757207632502
h0058,CH,electricity,scr1995,dem,3.4951917826416614
h0059,CH,electricity,scr1995,dem,3.8883891440705347
h0060,CH,electricity,scr1995,dem,4.115519211695295
h0061,CH,electricity,scr1995,dem,4.048947183912208
h0062,CH,electricity,scr1995,dem,4.073435088406773
h0063,CH,electricity,scr1995,dem,3.614176179458498
h0064,CH,electricity,scr1995,dem,3.6217029216965453
h0065,CH,electricity,scr1995,dem,3.466647293005703
h0066,CH,electricity,scr1995,dem,3.866244093096037
h0067,CH,electricity,scr1995,dem,3.682369598468379
h0068,CH,electricity,scr1995,dem,3.363400118321616
h0069,CH,electricity,scr1995,dem,2.880577339078593
h0070,CH,electricity,scr1995,dem,2.65046323953791
h0071,CH,electricity,scr1995,dem,2.7328789740861237
h0072,CH,electricity,scr1995,dem,2.630839815819982
h0073,CH,electricity,scr1995,dem,2.7528932587380748
h0074,CH,electricity,scr1995,dem,2.836078712140038
h0075,CH,electricity,scr1995,dem,2.9286331416995424
h0076,CH,electricity,scr1995,dem,3.0082699883358917
h0077,CH,electricity,scr1995,dem,2.8853822253133297
h0078,CH,electricity,scr1995,dem,2.919592576545605
h0079,CH,electricity,scr1995,dem,2.8282821066280905
h0080,CH,electricity,scr1995,dem,3.126548573393378
h0081,CH,electricity,scr1995,dem,3.400999590520984
h0082,CH,electricity,scr1995,dem,3.7376256711568714
h0083,CH,electricity,scr1995,dem,3.9178333345108
h0084,CH,electricity,scr1995,dem,3.690061002245551
h0085,CH,electricity,scr1995,dem,3.7382623920175537
h0086,CH,electricity,scr1995,dem,3.6980635672667996
h0087,CH,electricity,scr1995,dem,3.987852344779468
h0088,CH,electricity,scr1995,dem,4.001136096017817
h0089,CH,electricity,scr1995,dem,4.108846690963555
h0090,CH,electricity,scr1995,dem,4.907250779441364
h0091,CH,electricity,scr1995,dem,7.625866572699691
h0092,CH,electricity,scr1995,dem,9.454839889226589
h0093,CH,electricity,scr1995,dem,10.318939910738642
h0094,CH,electricity,scr1995,dem,10.143692852029004
h0095,CH,electricity,scr1995,dem,8.360977535681005
h0096,CH,electricity,scr1995,dem,9.986881675327059
h0001,DE,electricity,scr1995,dem,160.96738680872264
h0002,DE,electricity,scr1995,dem,161.19894335899693
h0003,DE,electricity,scr1995,dem,153.2261808564371
h0004,DE,electricity,scr1995,dem,156.9823676733878
h0005,DE,electricity,scr1995,dem,171.01347911202419
h0006,DE,electricity,scr1995,dem,183.23292271347964
h0007,DE,electricity,scr1995,dem,202.30985323051405
h0008,DE,electricity,scr1995,dem,187.49695470028678
h0009,DE,electricity,scr1995,dem,210.92571184432376
h0010,DE,electricity,scr1995,dem,198.2344994572797
h0011,DE,electricity,scr1995,dem,212.44853091474525
h0012,DE,electricity,scr1995,dem,199.5863515227964
h0013,DE,electricity,scr1995,dem,199.35571643402216
h0014,DE,electricity,scr1995,dem,198.8618963868648
h0015,DE,electricity,scr1995,dem,197.74647224677497
h0016,DE,electricity,scr1995,dem,197.53198425726785
h0017,DE,electricity,scr1995,dem,184.28053748334398
h0018,DE,electricity,scr1995,dem,187.85237064272437
h0019,DE,electricity,scr1995,dem,174.55858532055768
h0020,DE,electricity,scr1995,dem,163.2441420076864
h0021,DE,electricity,scr1995,dem,134.94937396412982
h0022,DE,electricity,scr1995,dem,115.6864254018243
h0023,DE,electricity,scr1995,dem,106.60320922158868
h0024,DE,electricity,scr1995,dem,105.3172308259412
h0025,DE,electricity,scr1995,dem,112.99916835936273
h0026,DE,electricity,scr1995,dem,133.2060505930764
