timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2007,dem,41.51830334217849
h0002,AT,electricity,scr2007,dem,51.31047901608005
h0003,AT,electricity,scr2007,dem,48.85752695225244
h0004,AT,electricity,scr2007,dem,48.62608598389087
h0005,AT,electricity,scr2007,dem,41.99154695629158
h0006,AT,electricity,scr2007,dem,37.54175083421926
h0007,AT,electricity,scr2007,dem,34.193512782319715
h0008,AT,electricity,scr2007,dem,31.36007299456557
h0009,AT,electricity,scr2007,dem,35.63179150846539
h0010,AT,electricity,scr2007,dem,35.99253998850408
h0011,AT,electricity,scr2007,dem,32.3463796074232
h0012,AT,electricity,scr2007,dem,23.13836628116475
h0013,AT,electricity,scr2007,dem,20.09743475579003
h0014,AT,electricity,scr2007,dem,19.210819870066093
h0015,AT,electricity,scr2007,dem,19.393708766570313
h0016,AT,electricity,scr2007,dem,16.54819245288086
h0017,AT,electricity,scr2007,dem,15.07794723695783
h0018,AT,electricity,scr2007,dem,20.122901240558296
h0019,AT,electricity,scr2007,dem,29.532056758340563
h0020,AT,electricity,scr2007,dem,40.240217903254546
h0021,AT,electricity,scr2007,dem,42.3647492343988
h0022,AT,electricity,scr2007,dem,37.52799782299942
h0023,AT,electricity,scr2007,dem,30.75137573882464
h0024,AT,electricity,scr2007,dem,24.072559740205115
h0025,AT,electricity,scr2007,dem,21.837613682553283
h0026,AT,electricity,scr2007,dem,17.543252488339814
h0027,AT,electricity,scr2007,dem,15.34049045989422
h0028,AT,electricity,scr2007,dem,15.62980145450673
h0029,AT,electricity,scr2007,dem,19.007143722857673
h0030,AT,electricity,scr2007,dem,16.98132811000246
h0031,AT,electricity,scr2007,dem,11.906974824852444
h0032,AT,electricity,scr2007,dem,9.10524382687295
h0033,AT,electricity,scr2007,dem,14.033796226621156
h0034,AT,electricity,scr2007,dem,20.049678053108064
h0035,AT,electricity,scr2007,dem,21.30060850039427
h0036,AT,electricity,scr2007,dem,17.566630255149267
h0037,AT,electricity,scr2007,dem,12.820403918746297
h0038,AT,electricity,scr2007,dem,10.210545846229728
h0039,AT,electricity,scr2007,dem,8.407085709084331
h0040,AT,electricity,scr2007,dem,6.723529463205342
h0041,AT,electricity,scr2007,dem,8.392764058502507
h0042,AT,electricity,scr2007,dem,8.283303892466257
h0043,AT,electricity,scr2007,dem,9.346992194701429
h0044,AT,electricity,scr2007,dem,7.273438517403899
h0045,AT,electricity,scr2007,dem,7.190094388490652
h0046,AT,electricity,scr2007,dem,6.388342491224919
h0047,AT,electricity,scr2007,dem,6.095529668345274
h0048,AT,electricity,scr2007,dem,5.652305601677575
h0049,AT,electricity,scr2007,dem,5.305512609335729
h0050,AT,electricity,scr2007,dem,5.0090343831681565
h0051,AT,electricity,scr2007,dem,4.736961666085527
h0052,AT,electricity,scr2007,dem,4.820940888181503
h0053,AT,electricity,scr2007,dem,4.6458713307838515
h0054,AT,electricity,scr2007,dem,4.92301133576166
h0055,AT,electricity,scr2007,dem,5.681298082687436
h0056,AT,electricity,scr2007,dem,5.77051965059334
h0057,AT,electricity,scr2007,dem,6.502392110988287
h0058,AT,electricity,scr2007,dem,6.200567364093332
h0059,AT,electricity,scr2007,dem,7.298727785588806
h0060,AT,electricity,scr2007,dem,7.345246515124868
h0061,AT,electricity,scr2007,dem,7.876506556970623
h0062,AT,electricity,scr2007,dem,7.8134402477250715
h0063,AT,electricity,scr2007,dem,6.810045890178199
h0064,AT,electricity,scr2007,dem,6.727855518103531
h0065,AT,electricity,scr2007,dem,6.059991056778724
h0066,AT,electricity,scr2007,dem,6.795744303984114
h0067,AT,electricity,scr2007,dem,6.534139262307843
h0068,AT,electricity,scr2007,dem,6.779902059810429
h0069,AT,electricity,scr2007,dem,6.497663630153374
h0070,AT,electricity,scr2007,dem,5.9988386089179935
h0071,AT,electricity,scr2007,dem,5.695482140679328
h0072,AT,electricity,scr2007,dem,5.107473764256698
h0073,AT,electricity,scr2007,dem,4.970025589419348
h0074,AT,electricity,scr2007,dem,4.630759537165326
h0075,AT,electricity,scr2007,dem,4.4884150496397
h0076,AT,electricity,scr2007,dem,4.391910099969359
h0077,AT,electricity,scr2007,dem,4.402684706599283
h0078,AT,electricity,scr2007,dem,4.8785591793631715
h0079,AT,electricity,scr2007,dem,4.838419290869636
h0080,AT,electricity,scr2007,dem,5.739633400655117
h0081,AT,electricity,scr2007,dem,5.888184358929542
h0082,AT,electricity,scr2007,dem,7.0797479693783085
h0083,AT,electricity,scr2007,dem,7.267068100634978
h0084,AT,electricity,scr2007,dem,7.965467074454409
h0085,AT,electricity,scr2007,dem,7.953366460990992
h0086,AT,electricity,scr2007,dem,8.438406510573282
h0087,AT,electricity,scr2007,dem,8.643369343274127
h0088,AT,electricity,scr2007,dem,8.098220313605747
h0089,AT,electricity,scr2007,dem,7.825771326306616
h0090,AT,electricity,scr2007,dem,8.253063244476557
h0091,AT,electricity,scr2007,dem,8.901227501242698
h0092,AT,electricity,scr2007,dem,8.834578530159064
h0093,AT,electricity,scr2007,dem,7.420972335356452
h0094,AT,electricity,scr2007,dem,7.056139525607807
h0095,AT,electricity,scr2007,dem,6.8917638247916075
h0096,AT,electricity,scr2007,dem,8.25079952074053
h0001,CH,electricity,scr2007,dem,35.89301504236548
h0002,CH,electricity,scr2007,dem,40.348863063076344
h0003,CH,electricity,scr2007,dem,37.20828601737729
h0004,CH,electricity,scr2007,dem,36.65053466792239
h0005,CH,electricity,scr2007,dem,32.21655904616903
h0006,CH,electricity,scr2007,dem,30.35677464459513
h0007,CH,electricity,scr2007,dem,26.66453979155632
h0008,CH,electricity,scr2007,dem,24.592885961170804
h0009,CH,electricity,scr2007,dem,23.770872576966447
h0010,CH,electricity,scr2007,dem,23.075292349653576
h0011,CH,electricity,scr2007,dem,20.484171533419186
h0012,CH,electricity,scr2007,dem,19.344468936684613
h0013,CH,electricity,scr2007,dem,18.487718416384897
h0014,CH,electricity,scr2007,dem,17.823380005794952
h0015,CH,electricity,scr2007,dem,15.962245664205376
h0016,CH,electricity,scr2007,dem,14.236013844025864
h0017,CH,electricity,scr2007,dem,14.20934354577822
h0018,CH,electricity,scr2007,dem,14.878177610759039
h0019,CH,electricity,scr2007,dem,18.283267897778476
h0020,CH,electricity,scr2007,dem,21.158578994033466
h0021,CH,electricity,scr2007,dem,24.003478956743294
h0022,CH,electricity,scr2007,dem,23.966126432335372
h0023,CH,electricity,scr2007,dem,23.65318469034555
h0024,CH,electricity,scr2007,dem,22.602459345402735
h0025,CH,electricity,scr2007,dem,21.382835862627253
h0026,CH,electricity,scr2007,dem,18.260305359281755
h0027,CH,electricity,scr2007,dem,16.12773162401396
h0028,CH,electricity,scr2007,dem,15.89714485698629
h0029,CH,electricity,scr2007,dem,16.76492771819026
h0030,CH,electricity,scr2007,dem,15.020020392987005
h0031,CH,electricity,scr2007,dem,10.99806540814266
h0032,CH,electricity,scr2007,dem,10.59759300210935
h0033,CH,electricity,scr2007,dem,13.477614811734616
h0034,CH,electricity,scr2007,dem,19.135242730718364
h0035,CH,electricity,scr2007,dem,20.01766430546387
h0036,CH,electricity,scr2007,dem,17.805056803652985
h0037,CH,electricity,scr2007,dem,12.508870111808168
h0038,CH,electricity,scr2007,dem,8.869460803624502
h0039,CH,electricity,scr2007,dem,6.515111746010318
h0040,CH,electricity,scr2007,dem,7.476449824052539
h0041,CH,electricity,scr2007,dem,13.650746276406094
h0042,CH,electricity,scr2007,dem,15.846920519068284
h0043,CH,electricity,scr2007,dem,14.422861759101162
h0044,CH,electricity,scr2007,dem,7.5753371810125145
h0045,CH,electricity,scr2007,dem,5.058374584797173
h0046,CH,electricity,scr2007,dem,3.846956801270387
h0047,CH,electricity,scr2007,dem,3.9616045922858114
h0048,CH,electricity,scr2007,dem,3.9547187226706133
h0049,CH,electricity,scr2007,dem,4.059572759343137
h0050,CH,electricity,scr2007,dem,3.53094523304716
h0051,CH,electricity,scr2007,dem,3.593965974224737
h0052,CH,electricity,scr2007,dem,4.154990796841783
h0053,CH,electricity,scr2007,dem,4.66987282448158
h0054,CH,electricity,scr2007,dem,5.995638760008294
h0055,CH,electricity,scr2007,dem,6.130072666470346
h0056,CH,electricity,scr2007,dem,6.374578847019388
h0057,CH,electricity,scr2007,dem,5.548963256474462
h0058,CH,electricity,scr2007,dem,4.594069122745868
h0059,CH,electricity,scr2007,dem,3.9401168825650985
h0060,CH,electricity,scr2007,dem,3.5734564983301857
h0061,CH,electricity,scr2007,dem,3.8808771082923976
h0062,CH,electricity,scr2007,dem,3.880479810890297
h0063,CH,electricity,scr2007,dem,3.5302090411039684
h0064,CH,electricity,scr2007,dem,3.522498889493525
h0065,CH,electricity,scr2007,dem,3.2712554854650904
h0066,CH,electricity,scr2007,dem,3.3754024353683483
h0067,CH,electricity,scr2007,dem,3.156568052475422
h0068,CH,electricity,scr2007,dem,3.0722616285790862
h0069,CH,electricity,scr2007,dem,2.9031191091815187
h0070,CH,electricity,scr2007,dem,2.7349383663457196
h0071,CH,electricity,scr2007,dem,2.7202275695632965
h0072,CH,electricity,scr2007,dem,2.6299051705356282
h0073,CH,electricity,scr2007,dem,2.750856667475367
h0074,CH,electricity,scr2007,dem,2.8177406927059
h0075,CH,electricity,scr2007,dem,2.95456257104978
h0076,CH,electricity,scr2007,dem,2.9896246350103417
h0077,CH,electricity,scr2007,dem,2.9254414860112448
h0078,CH,electricity,scr2007,dem,2.9123789084781717
h0079,CH,electricity,scr2007,dem,2.7889420318974527
h0080,CH,electricity,scr2007,dem,3.032654956853725
h0081,CH,electricity,scr2007,dem,3.0115613172706293
h0082,CH,electricity,scr2007,dem,3.3868039802085295
h0083,CH,electricity,scr2007,dem,3.5355980359527854
h0084,CH,electricity,scr2007,dem,4.014220220674465
h0085,CH,electricity,scr2007,dem,4.064907495058408
h0086,CH,electricity,scr2007,dem,6.184186855795003
h0087,CH,electricity,scr2007,dem,6.720863932550131
h0088,CH,electricity,scr2007,dem,6.657846877687721
h0089,CH,electricity,scr2007,dem,5.057305177889258
h0090,CH,electricity,scr2007,dem,5.884335905036316
h0091,CH,electricity,scr2007,dem,6.2377435683124975
h0092,CH,electricity,scr2007,dem,5.885506189707954
h0093,CH,electricity,scr2007,dem,4.195497544611584
h0094,CH,electricity,scr2007,dem,4.6455082761879005
h0095,CH,electricity,scr2007,dem,6.077750803843706
h0096,CH,electricity,scr2007,dem,8.554822495982043
h0001,DE,electricity,scr2007,dem,226.62036543786962
h0002,DE,electricity,scr2007,dem,241.12163967248927
h0003,DE,electricity,scr2007,dem,234.10242753801992
h0004,DE,electricity,scr2007,dem,232.29023086703342
h0005,DE,electricity,scr2007,dem,214.49337985530656
h0006,DE,electricity,scr2007,dem,200.98927461745808
h0007,DE,electricity,scr2007,dem,182.640480405757
h0008,DE,electricity,scr2007,dem,188.43527222110413
h0009,DE,electricity,scr2007,dem,208.23188897541934
h0010,DE,electricity,scr2007,dem,201.7525390438861
h0011,DE,electricity,scr2007,dem,171.81115824904896
h0012,DE,electricity,scr2007,dem,134.23177669005355
h0013,DE,electricity,scr2007,dem,134.4167101784589
h0014,DE,electricity,scr2007,dem,134.16896352395526
h0015,DE,electricity,scr2007,dem,132.51434399076425
h0016,DE,electricity,scr2007,dem,119.62537073322797
h0017,DE,electricity,scr2007,dem,112.4159986496333
h0018,DE,electricity,scr2007,dem,139.86110725447423
h0019,DE,electricity,scr2007,dem,170.02948184873287
h0020,DE,electricity,scr2007,dem,208.02945076533888
h0021,DE,electricity,scr2007,dem,207.26860734117446
h0022,DE,electricity,scr2007,dem,193.8574942925012
h0023,DE,electricity,scr2007,dem,170.51197310030363
h0024,DE,electricity,scr2007,dem,149.86114925299898
h0025,DE,electricity,scr2007,dem,140.25796994873537
h0026,DE,electricity,scr2007,dem,114.18219410052822
h0027,DE,electricity,scr2007,dem,96.97243934915241
h0028,DE,electricity,scr2007,dem,97.36169728507025
h0029,DE,electricity,scr2007,dem,116.53621308145895
h0030,DE,electricity,scr2007,dem,113.1604864173385
h0031,DE,electricity,scr2007,dem,87.06166593530648
h0032,DE,electricity,scr2007,dem,79.31931203636772
h0033,DE,electricity,scr2007,dem,90.11644353896621
h0034,DE,electricity,scr2007,dem,128.2436985272514
h0035,DE,electricity,scr2007,dem,128.91765269801277
h0036,DE,electricity,scr2007,dem,120.59052180961514
h0037,DE,electricity,scr2007,dem,90.44057021627991
h0038,DE,electricity,scr2007,dem,86.32822694826379
h0039,DE,electricity,scr2007,dem,81.40808103358994
h0040,DE,electricity,scr2007,dem,80.59890928980056
h0041,DE,electricity,scr2007,dem,87.81695126447815
h0042,DE,electricity,scr2007,dem,83.6261532106715
h0043,DE,electricity,scr2007,dem,79.22155942364557
h0044,DE,electricity,scr2007,dem,59.87098045918395
h0045,DE,electricity,scr2007,dem,57.9410321172883
h0046,DE,electricity,scr2007,dem,51.48017511227295
h0047,DE,electricity,scr2007,dem,47.377918011504846
h0048,DE,electricity,scr2007,dem,44.00454540092855
h0049,DE,electricity,scr2007,dem,40.63280519871135
h0050,DE,electricity,scr2007,dem,38.50911242474032
h0051,DE,electricity,scr2007,dem,35.279911196556725
h0052,DE,electricity,scr2007,dem,36.721514620639546
h0053,DE,electricity,scr2007,dem,35.09285315473201
h0054,DE,electricity,scr2007,dem,36.23815636783788
h0055,DE,electricity,scr2007,dem,40.42103430934192
h0056,DE,electricity,scr2007,dem,39.7852362826095
h0057,DE,electricity,scr2007,dem,46.78723037718769
h0058,DE,electricity,scr2007,dem,46.05965701257321
h0059,DE,electricity,scr2007,dem,56.35396071687646
h0060,DE,electricity,scr2007,dem,57.54171377955185
h0061,DE,electricity,scr2007,dem,62.598696717027856
h0062,DE,electricity,scr2007,dem,62.5407389728044
h0063,DE,electricity,scr2007,dem,53.972654845859516
h0064,DE,electricity,scr2007,dem,52.86610876282783
h0065,DE,electricity,scr2007,dem,46.52136421674952
h0066,DE,electricity,scr2007,dem,52.599896422122455
h0067,DE,electricity,scr2007,dem,50.86979605225842
h0068,DE,electricity,scr2007,dem,54.666289004601694
h0069,DE,electricity,scr2007,dem,53.08361645089271
h0070,DE,electricity,scr2007,dem,48.293580893206126
h0071,DE,electricity,scr2007,dem,45.685046583778536
h0072,DE,electricity,scr2007,dem,40.092483751223774
h0073,DE,electricity,scr2007,dem,39.55868856563516
h0074,DE,electricity,scr2007,dem,36.0049383176669
h0075,DE,electricity,scr2007,dem,34.90161875801816
h0076,DE,electricity,scr2007,dem,34.312908203245215
h0077,DE,electricity,scr2007,dem,33.716678082007405
h0078,DE,electricity,scr2007,dem,37.12399821381706
h0079,DE,electricity,scr2007,dem,35.15777902665331
h0080,DE,electricity,scr2007,dem,42.585792569172625
h0081,DE,electricity,scr2007,dem,43.44363931952452
h0082,DE,electricity,scr2007,dem,54.06126352021153
h0083,DE,electricity,scr2007,dem,56.441873869096604
h0084,DE,electricity,scr2007,dem,63.50536035501987
h0085,DE,electricity,scr2007,dem,64.50738500335957
h0086,DE,electricity,scr2007,dem,61.52543810480142
h0087,DE,electricity,scr2007,dem,60.93406098105167
h0088,DE,electricity,scr2007,dem,54.40241120330911
h0089,DE,electricity,scr2007,dem,57.28824727640581
h0090,DE,electricity,scr2007,dem,57.44707611425764
h0091,DE,electricity,scr2007,dem,57.67726823794773
h0092,DE,electricity,scr2007,dem,58.03615209947791
h0093,DE,electricity,scr2007,dem,52.181818972630474
h0094,DE,electricity,scr2007,dem,55.58822675352028
h0095,DE,electricity,scr2007,dem,51.32272241861514
h0096,DE,electricity,scr2007,dem,59.57912253687481
h0001,FR,electricity,scr2007,dem,235.5240575049455
h0002,FR,electricity,scr2007,dem,262.75267837291017
h0003,FR,electricity,scr2007,dem,249.18233433274648
h0004,FR,electricity,scr2007,dem,243.83989985051088
h0005,FR,electricity,scr2007,dem,203.73383928150787
h0006,FR,electricity,scr2007,dem,178.2755906290974
h0007,FR,electricity,scr2007,dem,150.01327463991973
h0008,FR,electricity,scr2007,dem,151.14906384646986
h0009,FR,electricity,scr2007,dem,163.5157525247113
h0010,FR,electricity,scr2007,dem,165.13534976455753
h0011,FR,electricity,scr2007,dem,149.36740076834323
h0012,FR,electricity,scr2007,dem,134.6726938277244
h0013,FR,electricity,scr2007,dem,136.61853213321066
h0014,FR,electricity,scr2007,dem,136.51057907556145
h0015,FR,electricity,scr2007,dem,125.32848911281218
h0016,FR,electricity,scr2007,dem,108.75492012566443
h0017,FR,electricity,scr2007,dem,99.41476814612633
h0018,FR,electricity,scr2007,dem,110.43404584951816
h0019,FR,electricity,scr2007,dem,138.07325656140605
h0020,FR,electricity,scr2007,dem,166.1408364243884
h0021,FR,electricity,scr2007,dem,174.0906188049037
h0022,FR,electricity,scr2007,dem,163.0253650927894
h0023,FR,electricity,scr2007,dem,153.6233875395723
h0024,FR,electricity,scr2007,dem,148.53571210869677
h0025,FR,electricity,scr2007,dem,144.3150138465196
h0026,FR,electricity,scr2007,dem,120.37548915904136
h0027,FR,electricity,scr2007,dem,97.50269659644172
h0028,FR,electricity,scr2007,dem,86.2161341667119
h0029,FR,electricity,scr2007,dem,90.53349960301682
h0030,FR,electricity,scr2007,dem,90.2809865129689
h0031,FR,electricity,scr2007,dem,86.49268190870418
