timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2014,dem,28.74760345332578
h0002,AT,electricity,scr2014,dem,29.981983735677574
h0003,AT,electricity,scr2014,dem,27.952126423691098
h0004,AT,electricity,scr2014,dem,27.112864211794786
h0005,AT,electricity,scr2014,dem,24.525308346818733
h0006,AT,electricity,scr2014,dem,29.100504189568703
h0007,AT,electricity,scr2014,dem,32.02902209475244
h0008,AT,electricity,scr2014,dem,38.55180627384463
h0009,AT,electricity,scr2014,dem,38.397848927445544
h0010,AT,electricity,scr2014,dem,38.97723774430046
h0011,AT,electricity,scr2014,dem,37.47592697399197
h0012,AT,electricity,scr2014,dem,36.371231783066264
h0013,AT,electricity,scr2014,dem,33.877423054831674
h0014,AT,electricity,scr2014,dem,27.888777424022656
h0015,AT,electricity,scr2014,dem,25.3255827693109
h0016,AT,electricity,scr2014,dem,25.155754915754265
h0017,AT,electricity,scr2014,dem,27.434334628090795
h0018,AT,electricity,scr2014,dem,26.62260172592815
h0019,AT,electricity,scr2014,dem,24.391419689001403
h0020,AT,electricity,scr2014,dem,23.864797041111707
h0021,AT,electricity,scr2014,dem,21.65586008614261
h0022,AT,electricity,scr2014,dem,19.734690621367065
h0023,AT,electricity,scr2014,dem,16.90786383730827
h0024,AT,electricity,scr2014,dem,17.667280139737045
h0025,AT,electricity,scr2014,dem,17.92750473556614
h0026,AT,electricity,scr2014,dem,14.164517859215982
h0027,AT,electricity,scr2014,dem,9.810954524319598
h0028,AT,electricity,scr2014,dem,6.972557031492068
h0029,AT,electricity,scr2014,dem,8.090149384001077
h0030,AT,electricity,scr2014,dem,16.139725201159465
h0031,AT,electricity,scr2014,dem,21.87456902560423
h0032,AT,electricity,scr2014,dem,25.292426709157986
h0033,AT,electricity,scr2014,dem,22.746349397921165
h0034,AT,electricity,scr2014,dem,21.200261971243464
h0035,AT,electricity,scr2014,dem,18.04273741293928
h0036,AT,electricity,scr2014,dem,15.38412787209978
h0037,AT,electricity,scr2014,dem,11.325365244148454
h0038,AT,electricity,scr2014,dem,10.85229683716594
h0039,AT,electricity,scr2014,dem,7.986939269513325
h0040,AT,electricity,scr2014,dem,7.928352335357477
h0041,AT,electricity,scr2014,dem,8.04911934722323
h0042,AT,electricity,scr2014,dem,8.661089512089394
h0043,AT,electricity,scr2014,dem,8.545849107274211
h0044,AT,electricity,scr2014,dem,7.51671509597772
h0045,AT,electricity,scr2014,dem,7.350132730606957
h0046,AT,electricity,scr2014,dem,7.105217243583908
h0047,AT,electricity,scr2014,dem,7.677268936675459
h0048,AT,electricity,scr2014,dem,7.170644760348264
h0049,AT,electricity,scr2014,dem,6.6167391583590245
h0050,AT,electricity,scr2014,dem,5.921844231764562
h0051,AT,electricity,scr2014,dem,5.184899893392761
h0052,AT,electricity,scr2014,dem,4.929156874156369
h0053,AT,electricity,scr2014,dem,4.3950687314244306
h0054,AT,electricity,scr2014,dem,5.089899082439015
h0055,AT,electricity,scr2014,dem,5.248073790209367
h0056,AT,electricity,scr2014,dem,6.785388613460756
h0057,AT,electricity,scr2014,dem,7.674759732564029
h0058,AT,electricity,scr2014,dem,8.815069693954968
h0059,AT,electricity,scr2014,dem,9.084315169306164
h0060,AT,electricity,scr2014,dem,8.2070261243087
h0061,AT,electricity,scr2014,dem,8.276229778303584
h0062,AT,electricity,scr2014,dem,7.409504869089529
h0063,AT,electricity,scr2014,dem,8.311689280679202
h0064,AT,electricity,scr2014,dem,8.058060711103638
h0065,AT,electricity,scr2014,dem,8.650862227652922
h0066,AT,electricity,scr2014,dem,8.539271862837811
h0067,AT,electricity,scr2014,dem,7.763305376002188
h0068,AT,electricity,scr2014,dem,7.4519334792099965
h0069,AT,electricity,scr2014,dem,6.590014586631254
h0070,AT,electricity,scr2014,dem,6.866291718101731
h0071,AT,electricity,scr2014,dem,6.378369933800003
h0072,AT,electricity,scr2014,dem,6.203495251516067
h0073,AT,electricity,scr2014,dem,5.661865781406718
h0074,AT,electricity,scr2014,dem,5.079643013488419
h0075,AT,electricity,scr2014,dem,4.833978485813737
h0076,AT,electricity,scr2014,dem,4.386375484026875
h0077,AT,electricity,scr2014,dem,4.635685831069161
h0078,AT,electricity,scr2014,dem,4.700770500923855
h0079,AT,electricity,scr2014,dem,5.864110445726699
h0080,AT,electricity,scr2014,dem,6.935273160390631
h0081,AT,electricity,scr2014,dem,8.209652461430224
h0082,AT,electricity,scr2014,dem,8.831535385534522
h0083,AT,electricity,scr2014,dem,8.123944964870828
h0084,AT,electricity,scr2014,dem,8.328052641580122
h0085,AT,electricity,scr2014,dem,7.601421812798126
h0086,AT,electricity,scr2014,dem,8.545662432774563
h0087,AT,electricity,scr2014,dem,8.257932691830902
h0088,AT,electricity,scr2014,dem,8.823938438456958
h0089,AT,electricity,scr2014,dem,8.657278790503529
h0090,AT,electricity,scr2014,dem,7.833859089920518
h0091,AT,electricity,scr2014,dem,7.924329419199793
h0092,AT,electricity,scr2014,dem,7.945284425043946
h0093,AT,electricity,scr2014,dem,8.654390243172848
h0094,AT,electricity,scr2014,dem,8.010625019865008
h0095,AT,electricity,scr2014,dem,7.785568358434162
h0096,AT,electricity,scr2014,dem,8.286676410923246
h0001,CH,electricity,scr2014,dem,28.644717081633914
h0002,CH,electricity,scr2014,dem,29.888790701079255
h0003,CH,electricity,scr2014,dem,28.455337634402717
h0004,CH,electricity,scr2014,dem,26.896743274165146
h0005,CH,electricity,scr2014,dem,23.48313521046036
h0006,CH,electricity,scr2014,dem,23.794491701092863
h0007,CH,electricity,scr2014,dem,27.1680374051555
h0008,CH,electricity,scr2014,dem,31.82585917573302
h0009,CH,electricity,scr2014,dem,33.468389321359744
h0010,CH,electricity,scr2014,dem,32.8734064714787
h0011,CH,electricity,scr2014,dem,32.69924778173412
h0012,CH,electricity,scr2014,dem,32.36463613528575
h0013,CH,electricity,scr2014,dem,30.340880360003638
h0014,CH,electricity,scr2014,dem,25.49004413948982
h0015,CH,electricity,scr2014,dem,21.578673642956243
h0016,CH,electricity,scr2014,dem,20.734289289530334
h0017,CH,electricity,scr2014,dem,21.579016378355906
h0018,CH,electricity,scr2014,dem,21.932220995092884
h0019,CH,electricity,scr2014,dem,20.015901444431165
h0020,CH,electricity,scr2014,dem,19.627843043229504
h0021,CH,electricity,scr2014,dem,18.191437152195245
h0022,CH,electricity,scr2014,dem,17.0744372683068
h0023,CH,electricity,scr2014,dem,15.753418167924998
h0024,CH,electricity,scr2014,dem,17.449380216039295
h0025,CH,electricity,scr2014,dem,18.68815959902738
h0026,CH,electricity,scr2014,dem,14.99959642149928
h0027,CH,electricity,scr2014,dem,11.768076802991772
h0028,CH,electricity,scr2014,dem,10.976985019773458
h0029,CH,electricity,scr2014,dem,12.038592351186683
h0030,CH,electricity,scr2014,dem,17.08864020712153
h0031,CH,electricity,scr2014,dem,19.69637301386452
h0032,CH,electricity,scr2014,dem,23.539865767132184
h0033,CH,electricity,scr2014,dem,22.65355873390601
h0034,CH,electricity,scr2014,dem,22.026233525165132
h0035,CH,electricity,scr2014,dem,20.15022073787872
h0036,CH,electricity,scr2014,dem,16.254201573202447
h0037,CH,electricity,scr2014,dem,10.291577773882281
h0038,CH,electricity,scr2014,dem,6.577281666755358
h0039,CH,electricity,scr2014,dem,3.841099382004574
h0040,CH,electricity,scr2014,dem,3.967841298682542
h0041,CH,electricity,scr2014,dem,5.963192141168982
h0042,CH,electricity,scr2014,dem,6.055419920352456
h0043,CH,electricity,scr2014,dem,5.801890183515237
h0044,CH,electricity,scr2014,dem,3.4489720478721657
h0045,CH,electricity,scr2014,dem,3.35651372386794
h0046,CH,electricity,scr2014,dem,6.184857971943726
h0047,CH,electricity,scr2014,dem,7.823396564350677
h0048,CH,electricity,scr2014,dem,9.11627053834995
h0049,CH,electricity,scr2014,dem,7.371666006785569
