timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr1998,avaConv,0.7344890764397838
h0002,AT,wind,scr1998,avaConv,0.5220370919451024
h0003,AT,wind,scr1998,avaConv,0.6761315599137703
h0004,AT,wind,scr1998,avaConv,0.4632440081376453
h0005,AT,wind,scr1998,avaConv,0.4556974047728306
h0006,AT,wind,scr1998,avaConv,0.5116661686511788
h0007,AT,wind,scr1998,avaConv,0.5712882678903305
h0008,AT,wind,scr1998,avaConv,0.8993881567493
h0009,AT,wind,scr1998,avaConv,0.8566412742729145
h0010,AT,wind,scr1998,avaConv,0.8567498649332903
h0011,AT,wind,scr1998,avaConv,0.3515998688490399
h0012,AT,wind,scr1998,avaConv,0.08390292698938234
h0013,AT,wind,scr1998,avaConv,0.0313870004760988
h0014,AT,wind,scr1998,avaConv,0.07231505046777664
h0015,AT,wind,scr1998,avaConv,0.17381337894940038
h0016,AT,wind,scr1998,avaConv,0.2854373817833566
h0017,AT,wind,scr1998,avaConv,0.5774542948207635
h0018,AT,wind,scr1998,avaConv,0.3774354968148236
h0019,AT,wind,scr1998,avaConv,0.33212051225007294
h0020,AT,wind,scr1998,avaConv,0.24826222145917873
h0021,AT,wind,scr1998,avaConv,0.2574786946063302
h0022,AT,wind,scr1998,avaConv,0.47589152756171405
h0023,AT,wind,scr1998,avaConv,0.24588274006028887
h0024,AT,wind,scr1998,avaConv,0.4627044163360082
h0025,AT,wind,scr1998,avaConv,0.3667082729669695
h0026,AT,wind,scr1998,avaConv,0.5117338724791115
h0027,AT,wind,scr1998,avaConv,0.2773138837458255
h0028,AT,wind,scr1998,avaConv,0.2469892322051763
h0029,AT,wind,scr1998,avaConv,0.12654907505592347
h0030,AT,wind,scr1998,avaConv,0.269356527312369
h0031,AT,wind,scr1998,avaConv,0.20900966513479222
h0032,AT,wind,scr1998,avaConv,0.19577863223002095
h0033,AT,wind,scr1998,avaConv,0.11255825892907247
h0034,AT,wind,scr1998,avaConv,0.06999451330521676
h0035,AT,wind,scr1998,avaConv,0.20315899465915702
h0036,AT,wind,scr1998,avaConv,0.36993242113289604
h0037,AT,wind,scr1998,avaConv,0.34869781427937213
h0038,AT,wind,scr1998,avaConv,0.17599144064505864
h0039,AT,wind,scr1998,avaConv,0.046342808207549255
h0040,AT,wind,scr1998,avaConv,0.09644965006036352
h0041,AT,wind,scr1998,avaConv,0.09983740805030782
h0042,AT,wind,scr1998,avaConv,0.08257513435933275
h0043,AT,wind,scr1998,avaConv,0.014494383645802328
h0044,AT,wind,scr1998,avaConv,0.022254751352564845
h0045,AT,wind,scr1998,avaConv,0.02037006837676455
h0046,AT,wind,scr1998,avaConv,0.09377136762956166
h0047,AT,wind,scr1998,avaConv,0.15027848781218991
h0048,AT,wind,scr1998,avaConv,0.4064199476252374
h0049,AT,wind,scr1998,avaConv,0.24141665137293183
h0050,AT,wind,scr1998,avaConv,0.2668476711883284
h0051,AT,wind,scr1998,avaConv,0.057629597482142046
h0052,AT,wind,scr1998,avaConv,0.06139548452782858
h0053,AT,wind,scr1998,avaConv,0.02844006045741489
h0054,AT,wind,scr1998,avaConv,0.06332034669417866
h0055,AT,wind,scr1998,avaConv,0.058732186314928686
h0056,AT,wind,scr1998,avaConv,0.045934493386117284
h0057,AT,wind,scr1998,avaConv,0.007543441473325276
h0058,AT,wind,scr1998,avaConv,0.007483995740290687
h0059,AT,wind,scr1998,avaConv,0.0
h0060,AT,wind,scr1998,avaConv,0.00033850759620823056
h0061,AT,wind,scr1998,avaConv,0.010978918383066189
h0062,AT,wind,scr1998,avaConv,0.012833462167658433
h0063,AT,wind,scr1998,avaConv,0.02208305635541935
h0064,AT,wind,scr1998,avaConv,0.009316484600836016
h0065,AT,wind,scr1998,avaConv,0.019013932760178806
h0066,AT,wind,scr1998,avaConv,0.042994343663978245
h0067,AT,wind,scr1998,avaConv,0.10768706814856463
h0068,AT,wind,scr1998,avaConv,0.08989109791726332
h0069,AT,wind,scr1998,avaConv,0.19101603829270047
h0070,AT,wind,scr1998,avaConv,0.10458815029080924
h0071,AT,wind,scr1998,avaConv,0.13680202783600148
h0072,AT,wind,scr1998,avaConv,0.06221183723959269
h0073,AT,wind,scr1998,avaConv,0.13507844493904364
h0074,AT,wind,scr1998,avaConv,0.19336037976301346
h0075,AT,wind,scr1998,avaConv,0.11510964911399615
h0076,AT,wind,scr1998,avaConv,0.10645678945391268
h0077,AT,wind,scr1998,avaConv,0.04131199882802626
h0078,AT,wind,scr1998,avaConv,0.22599170021210033
h0079,AT,wind,scr1998,avaConv,0.19491467186780628
h0080,AT,wind,scr1998,avaConv,0.17977301454668512
h0081,AT,wind,scr1998,avaConv,0.01809070905478793
h0082,AT,wind,scr1998,avaConv,0.01437566520432872
h0083,AT,wind,scr1998,avaConv,0.061986757326548375
h0084,AT,wind,scr1998,avaConv,0.058420683566374275
h0085,AT,wind,scr1998,avaConv,0.04006650511596686
h0086,AT,wind,scr1998,avaConv,0.12696719918450836
h0087,AT,wind,scr1998,avaConv,0.20174280411839904
h0088,AT,wind,scr1998,avaConv,0.18971220456193333
h0089,AT,wind,scr1998,avaConv,0.03222083571930683
h0090,AT,wind,scr1998,avaConv,0.004285607171645037
h0091,AT,wind,scr1998,avaConv,0.004270680849635516
h0092,AT,wind,scr1998,avaConv,0.042134925098178684
h0093,AT,wind,scr1998,avaConv,0.11033065378772124
h0094,AT,wind,scr1998,avaConv,0.2796950671450247
h0095,AT,wind,scr1998,avaConv,0.1888918651750484
h0096,AT,wind,scr1998,avaConv,0.4681885963946533
h0001,CH,wind,scr1998,avaConv,0.1632417309297483
h0002,CH,wind,scr1998,avaConv,0.3825954281971023
h0003,CH,wind,scr1998,avaConv,0.30860322328046785
h0004,CH,wind,scr1998,avaConv,0.19141916961801242
h0005,CH,wind,scr1998,avaConv,0.2074381552195112
h0006,CH,wind,scr1998,avaConv,0.1428961247877682
h0007,CH,wind,scr1998,avaConv,0.5212948326967999
h0008,CH,wind,scr1998,avaConv,0.39808043079856165
h0009,CH,wind,scr1998,avaConv,0.727066194083991
h0010,CH,wind,scr1998,avaConv,0.33496991470917337
h0011,CH,wind,scr1998,avaConv,0.15010855096527825
h0012,CH,wind,scr1998,avaConv,0.05896852493065125
h0013,CH,wind,scr1998,avaConv,0.035832250423229815
h0014,CH,wind,scr1998,avaConv,0.22187861426758873
h0015,CH,wind,scr1998,avaConv,0.12836589643790516
h0016,CH,wind,scr1998,avaConv,0.25117589037863025
h0017,CH,wind,scr1998,avaConv,0.08192883084300595
h0018,CH,wind,scr1998,avaConv,0.08078544484163172
h0019,CH,wind,scr1998,avaConv,0.01208626614744524
h0020,CH,wind,scr1998,avaConv,0.02194763039485416
h0021,CH,wind,scr1998,avaConv,0.04700340834844813
h0022,CH,wind,scr1998,avaConv,0.15302824388305208
h0023,CH,wind,scr1998,avaConv,0.0811955389074949
h0024,CH,wind,scr1998,avaConv,0.053308562667105146
h0025,CH,wind,scr1998,avaConv,0.008701206172299237
h0026,CH,wind,scr1998,avaConv,0.02102905820671776
h0027,CH,wind,scr1998,avaConv,0.012382316117595186
h0028,CH,wind,scr1998,avaConv,0.029744615251443122
h0029,CH,wind,scr1998,avaConv,0.026347851042460353
h0030,CH,wind,scr1998,avaConv,0.061976670238792636
h0031,CH,wind,scr1998,avaConv,0.1821543343526025
h0032,CH,wind,scr1998,avaConv,0.5469418691089222
h0033,CH,wind,scr1998,avaConv,0.6468042340315249
h0034,CH,wind,scr1998,avaConv,0.3080240783835523
h0035,CH,wind,scr1998,avaConv,0.04544752244674261
h0036,CH,wind,scr1998,avaConv,0.004484235966047374
h0037,CH,wind,scr1998,avaConv,0.009874476207447948
h0038,CH,wind,scr1998,avaConv,0.043823026668920864
h0039,CH,wind,scr1998,avaConv,0.2646947597565587
