timestep_6,region_1,technology_1,scenario_1,parameter,value
h0001,AT,wind,scr2010,avaConv,0.9159606346757077
h0002,AT,wind,scr2010,avaConv,0.7568944382238233
h0003,AT,wind,scr2010,avaConv,0.5557111065903745
h0004,AT,wind,scr2010,avaConv,0.47593227253980225
h0005,AT,wind,scr2010,avaConv,0.4275962140504299
h0006,AT,wind,scr2010,avaConv,0.3474357141542046
h0007,AT,wind,scr2010,avaConv,0.28188267224515673
h0008,AT,wind,scr2010,avaConv,0.1855047220644003
h0009,AT,wind,scr2010,avaConv,0.20295216821979442
h0010,AT,wind,scr2010,avaConv,0.2701662375173889
h0011,AT,wind,scr2010,avaConv,0.3072746388150209
h0012,AT,wind,scr2010,avaConv,0.4789958817970439
h0013,AT,wind,scr2010,avaConv,0.24098362151751002
h0014,AT,wind,scr2010,avaConv,0.20907516479013735
h0015,AT,wind,scr2010,avaConv,0.24089118568757964
h0016,AT,wind,scr2010,avaConv,0.33699426888328204
h0017,AT,wind,scr2010,avaConv,0.26844873103345396
h0018,AT,wind,scr2010,avaConv,0.16648887418158212
h0019,AT,wind,scr2010,avaConv,0.08002023839844896
h0020,AT,wind,scr2010,avaConv,0.11874493610792185
h0021,AT,wind,scr2010,avaConv,0.07900869499169325
h0022,AT,wind,scr2010,avaConv,0.1969343293027151
h0023,AT,wind,scr2010,avaConv,0.1444037196587812
h0024,AT,wind,scr2010,avaConv,0.1609797186385558
h0025,AT,wind,scr2010,avaConv,0.211302458270201
h0026,AT,wind,scr2010,avaConv,0.3597494072548853
h0027,AT,wind,scr2010,avaConv,0.3943953844989428
h0028,AT,wind,scr2010,avaConv,0.30775794115549915
h0029,AT,wind,scr2010,avaConv,0.32279715200563314
h0030,AT,wind,scr2010,avaConv,0.27904226574013435
h0031,AT,wind,scr2010,avaConv,0.27485721319878914
h0032,AT,wind,scr2010,avaConv,0.30858821703074896
h0033,AT,wind,scr2010,avaConv,0.3538953643087826
h0034,AT,wind,scr2010,avaConv,0.2896854788075437
h0035,AT,wind,scr2010,avaConv,0.19271126481340103
h0036,AT,wind,scr2010,avaConv,0.12166275881054892
h0037,AT,wind,scr2010,avaConv,0.31699711641058875
h0038,AT,wind,scr2010,avaConv,0.22045938269377757
h0039,AT,wind,scr2010,avaConv,0.2113911684203784
h0040,AT,wind,scr2010,avaConv,0.014573781135687814
h0041,AT,wind,scr2010,avaConv,0.024196698407141143
h0042,AT,wind,scr2010,avaConv,0.017113522512719248
h0043,AT,wind,scr2010,avaConv,0.06965993246709298
h0044,AT,wind,scr2010,avaConv,0.06990675464413479
h0045,AT,wind,scr2010,avaConv,0.07699718900761916
h0046,AT,wind,scr2010,avaConv,0.044985359593855315
h0047,AT,wind,scr2010,avaConv,0.14787556693784218
h0048,AT,wind,scr2010,avaConv,0.21036414779042098
h0049,AT,wind,scr2010,avaConv,0.2171496852758599
h0050,AT,wind,scr2010,avaConv,0.10598199126148254
h0051,AT,wind,scr2010,avaConv,0.12812459172381066
h0052,AT,wind,scr2010,avaConv,0.10914014151856453
h0053,AT,wind,scr2010,avaConv,0.17071156463895035
h0054,AT,wind,scr2010,avaConv,0.09708670177540123
h0055,AT,wind,scr2010,avaConv,0.08172638996689789
h0056,AT,wind,scr2010,avaConv,0.018709089750653708
h0057,AT,wind,scr2010,avaConv,0.0010715401141646202
h0058,AT,wind,scr2010,avaConv,0.0
h0059,AT,wind,scr2010,avaConv,0.07726013445488687
h0060,AT,wind,scr2010,avaConv,0.07717275528133963
h0061,AT,wind,scr2010,avaConv,0.0858922509014806
h0062,AT,wind,scr2010,avaConv,0.22442744648812846
h0063,AT,wind,scr2010,avaConv,0.22486229014942766
h0064,AT,wind,scr2010,avaConv,0.23571649297272945
h0065,AT,wind,scr2010,avaConv,0.0673321483356324
h0066,AT,wind,scr2010,avaConv,0.09255956466542097
h0067,AT,wind,scr2010,avaConv,0.17605262602913577
h0068,AT,wind,scr2010,avaConv,0.09812022520438808
h0069,AT,wind,scr2010,avaConv,0.07524775185846616
h0070,AT,wind,scr2010,avaConv,0.02707910455803883
h0071,AT,wind,scr2010,avaConv,0.026132445287137786
h0072,AT,wind,scr2010,avaConv,0.026530632420914635
h0073,AT,wind,scr2010,avaConv,0.09498922547838606
h0074,AT,wind,scr2010,avaConv,0.12009725438102334
h0075,AT,wind,scr2010,avaConv,0.2600700632174387
h0076,AT,wind,scr2010,avaConv,0.18075991918612397
h0077,AT,wind,scr2010,avaConv,0.1524584425301932
h0078,AT,wind,scr2010,avaConv,0.041389364947386945
h0079,AT,wind,scr2010,avaConv,0.04579134436549122
h0080,AT,wind,scr2010,avaConv,0.07691585539602445
h0081,AT,wind,scr2010,avaConv,0.14216590873841584
h0082,AT,wind,scr2010,avaConv,0.11552432844809704
h0083,AT,wind,scr2010,avaConv,0.10508173182892522
h0084,AT,wind,scr2010,avaConv,0.03988484359049326
h0085,AT,wind,scr2010,avaConv,0.022792718976594677
h0086,AT,wind,scr2010,avaConv,0.012493890863367137
h0087,AT,wind,scr2010,avaConv,0.03378180478490646
h0088,AT,wind,scr2010,avaConv,0.03783256345468773
h0089,AT,wind,scr2010,avaConv,0.028202327579245717
h0090,AT,wind,scr2010,avaConv,0.06243041051383186
h0091,AT,wind,scr2010,avaConv,0.17340242011020263
h0092,AT,wind,scr2010,avaConv,0.19979226868715116
h0093,AT,wind,scr2010,avaConv,0.1353641996200013
h0094,AT,wind,scr2010,avaConv,0.22231791119916958
h0095,AT,wind,scr2010,avaConv,0.2658358726735487
h0096,AT,wind,scr2010,avaConv,0.29420431001193803
h0001,CH,wind,scr2010,avaConv,0.8191676263746207
h0002,CH,wind,scr2010,avaConv,0.4025617770154278
h0003,CH,wind,scr2010,avaConv,0.30821904986436083
h0004,CH,wind,scr2010,avaConv,0.12757592347792154
h0005,CH,wind,scr2010,avaConv,0.2705663948902672
h0006,CH,wind,scr2010,avaConv,0.27103578570568077
h0007,CH,wind,scr2010,avaConv,0.27875684586879446
h0008,CH,wind,scr2010,avaConv,0.17349565317967564
h0009,CH,wind,scr2010,avaConv,0.17488457476916774
h0010,CH,wind,scr2010,avaConv,0.12341765801386424
h0011,CH,wind,scr2010,avaConv,0.13117004171127705
h0012,CH,wind,scr2010,avaConv,0.21402218378606075
h0013,CH,wind,scr2010,avaConv,0.1696786918106059
h0014,CH,wind,scr2010,avaConv,0.14262675835871244
h0015,CH,wind,scr2010,avaConv,0.046712250650558534
h0016,CH,wind,scr2010,avaConv,0.04687028206673766
h0017,CH,wind,scr2010,avaConv,0.026737977826307574
h0018,CH,wind,scr2010,avaConv,0.0009218668807362386
h0019,CH,wind,scr2010,avaConv,0.007530419785569751
h0020,CH,wind,scr2010,avaConv,0.03356575776880559
h0021,CH,wind,scr2010,avaConv,0.061662290336774936
h0022,CH,wind,scr2010,avaConv,0.058003842740415285
h0023,CH,wind,scr2010,avaConv,0.03090685094653578
h0024,CH,wind,scr2010,avaConv,0.0065932383547187435
h0025,CH,wind,scr2010,avaConv,0.02434007810308123
h0026,CH,wind,scr2010,avaConv,0.14320817492358734
h0027,CH,wind,scr2010,avaConv,0.1758170794457204
h0028,CH,wind,scr2010,avaConv,0.19713003932096604
h0029,CH,wind,scr2010,avaConv,0.14193503045008582
h0030,CH,wind,scr2010,avaConv,0.10975447761434566
h0031,CH,wind,scr2010,avaConv,0.13323631652857912
h0032,CH,wind,scr2010,avaConv,0.11399587829727521
h0033,CH,wind,scr2010,avaConv,0.11158435406332515
h0034,CH,wind,scr2010,avaConv,0.154879787994257
h0035,CH,wind,scr2010,avaConv,0.3061826257687
h0036,CH,wind,scr2010,avaConv,0.44004919277233834
h0037,CH,wind,scr2010,avaConv,0.37334126135736045
h0038,CH,wind,scr2010,avaConv,0.17676134418006131
h0039,CH,wind,scr2010,avaConv,0.06408079498047556
h0040,CH,wind,scr2010,avaConv,0.023749628020452895
h0041,CH,wind,scr2010,avaConv,0.02823558822334241
h0042,CH,wind,scr2010,avaConv,0.013800575237496785
h0043,CH,wind,scr2010,avaConv,0.024170228048845523
h0044,CH,wind,scr2010,avaConv,0.018180543266930558
h0045,CH,wind,scr2010,avaConv,0.024110698780852945
h0046,CH,wind,scr2010,avaConv,0.03591424018849737
h0047,CH,wind,scr2010,avaConv,0.049745811947332054
h0048,CH,wind,scr2010,avaConv,0.07898704382106533
h0049,CH,wind,scr2010,avaConv,0.052689836558915015
h0050,CH,wind,scr2010,avaConv,0.036265938770927604
h0051,CH,wind,scr2010,avaConv,0.0018078259878935366
h0052,CH,wind,scr2010,avaConv,0.019472336779016726
h0053,CH,wind,scr2010,avaConv,0.04787745717425336
h0054,CH,wind,scr2010,avaConv,0.05910781644642928
h0055,CH,wind,scr2010,avaConv,0.03868223525469588
h0056,CH,wind,scr2010,avaConv,0.023451338876495108
h0057,CH,wind,scr2010,avaConv,0.011968842734091501
h0058,CH,wind,scr2010,avaConv,0.012056053466726682
h0059,CH,wind,scr2010,avaConv,0.021159808515018242
h0060,CH,wind,scr2010,avaConv,0.027615762841244267
h0061,CH,wind,scr2010,avaConv,0.0694357639427665
h0062,CH,wind,scr2010,avaConv,0.07244589121461298
h0063,CH,wind,scr2010,avaConv,0.0668285376571215
h0064,CH,wind,scr2010,avaConv,0.024926030457830605
h0065,CH,wind,scr2010,avaConv,0.01889548735703545
h0066,CH,wind,scr2010,avaConv,0.020399124477733167
h0067,CH,wind,scr2010,avaConv,0.03847789485382106
h0068,CH,wind,scr2010,avaConv,0.019186541706634593
h0069,CH,wind,scr2010,avaConv,0.018680489161605453
h0070,CH,wind,scr2010,avaConv,0.005278776546387212
h0071,CH,wind,scr2010,avaConv,0.007780445039689014
h0072,CH,wind,scr2010,avaConv,0.007733711129653281
