timestep_6,region_1,carrier_1,scenario_1,parameter,value
h0001,AT,electricity,scr2005,dem,32.426797038748404
h0002,AT,electricity,scr2005,dem,31.065897259074628
h0003,AT,electricity,scr2005,dem,29.364182386765318
h0004,AT,electricity,scr2005,dem,25.22612255003137
h0005,AT,electricity,scr2005,dem,21.420630386910396
h0006,AT,electricity,scr2005,dem,24.785141728831917
h0007,AT,electricity,scr2005,dem,33.01304076983452
h0008,AT,electricity,scr2005,dem,40.83115915409789
h0009,AT,electricity,scr2005,dem,41.38249728877514
h0010,AT,electricity,scr2005,dem,37.49641361739633
h0011,AT,electricity,scr2005,dem,34.216584981718654
h0012,AT,electricity,scr2005,dem,33.66327077318388
h0013,AT,electricity,scr2005,dem,32.273236964465255
h0014,AT,electricity,scr2005,dem,35.82481351996823
h0015,AT,electricity,scr2005,dem,33.47821538712367
h0016,AT,electricity,scr2005,dem,34.64474103193436
h0017,AT,electricity,scr2005,dem,30.232289608474254
h0018,AT,electricity,scr2005,dem,37.957098188173404
h0019,AT,electricity,scr2005,dem,43.09891560320179
h0020,AT,electricity,scr2005,dem,47.76802093887356
h0021,AT,electricity,scr2005,dem,39.97914031947789
h0022,AT,electricity,scr2005,dem,28.801667503384383
h0023,AT,electricity,scr2005,dem,18.837490607083005
h0024,AT,electricity,scr2005,dem,11.371204659888374
h0025,AT,electricity,scr2005,dem,9.965755704636699
h0026,AT,electricity,scr2005,dem,12.644585545222528
h0027,AT,electricity,scr2005,dem,17.380235317285873
h0028,AT,electricity,scr2005,dem,19.791197983973312
h0029,AT,electricity,scr2005,dem,18.42800788860207
h0030,AT,electricity,scr2005,dem,17.433199311488913
h0031,AT,electricity,scr2005,dem,21.929554391956014
h0032,AT,electricity,scr2005,dem,27.70959007126907
h0033,AT,electricity,scr2005,dem,34.186348486582276
h0034,AT,electricity,scr2005,dem,32.93145144460594
h0035,AT,electricity,scr2005,dem,28.234176765627534
h0036,AT,electricity,scr2005,dem,20.909066127815727
h0037,AT,electricity,scr2005,dem,16.404470433482786
