timestep_superordinate_expansion,timestep_superordinate_dispatch,region_from,region_to,carrier,exchange,scenario,directed,variable,value,objName
none,30th < 2040,Benelux < BE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.399998108169315,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < DK,none,powerGrid < hvdc,none,no,expExc,1.0999976336648416,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < NO,none,powerGrid < hvdc,none,no,expExc,2.99999823233695,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.899999358707009,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,2.2202780507033086,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,4.101017015959118,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,2.991636260588353,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < NO,none,powerGrid < hvdc,none,no,expExc,4.999995466192079,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.499997931547492,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < EE,Scan < FI,none,powerGrid < hvdc,none,no,expExc,4.997074252449389,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < SE,none,powerGrid < hvdc,none,no,expExc,1.5882342009412556,noInter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,UkPlus < IE,none,powerGrid < hvdc,none,no,expExc,1.3999993570118672,noInter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,6.19999895321071,noInter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,SouthEast < GR,none,powerGrid < hvdc,none,no,expExc,0.9988967520166465,noInter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,SouthEast < ME,none,powerGrid < hvdc,none,no,expExc,1.5999971596200588,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.492759313070544,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,Scan < NO,none,powerGrid < hvdc,none,no,expExc,9.999117566118422,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.999999006695613,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.99999694996602,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.9993202304581494,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < EE,Balt < LV,none,h2Grid,none,yes,expExc,0.0009619013622950853,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,Balt < LV,none,h2Grid,none,yes,expExc,0.006424980621612734,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < LU,none,h2Grid,none,yes,expExc,0.1421600731257845,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,Benelux < NL,none,h2Grid,none,yes,expExc,0.0020249935331447776,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,DE_ < DE,none,h2Grid,none,yes,expExc,0.000542916223531043,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,DE_ < DE,none,h2Grid,none,yes,expExc,0.0005434625157906274,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < NL,DE_ < DE,none,h2Grid,none,yes,expExc,0.0005585212039497973,noInter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,DE_ < DE,none,h2Grid,none,yes,expExc,0.0004329860621008888,noInter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,East < AT,none,h2Grid,none,yes,expExc,0.00030610038370729094,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < AT,none,h2Grid,none,yes,expExc,0.001620313137140378,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < CZ,none,h2Grid,none,yes,expExc,0.0007770540250736602,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < CZ,none,h2Grid,none,yes,expExc,0.000932962620353854,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < HU,none,h2Grid,none,yes,expExc,0.0014954473542532459,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < HU,none,h2Grid,none,yes,expExc,0.0004901526585627868,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < LT,East < PL,none,h2Grid,none,yes,expExc,0.00030853993452238795,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,East < PL,none,h2Grid,none,yes,expExc,0.0005819426145049027,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < PL,none,h2Grid,none,yes,expExc,0.0009249010535317985,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SI,none,h2Grid,none,yes,expExc,0.005691544212652469,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,East < SI,none,h2Grid,none,yes,expExc,0.0011954855013214083,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SI,none,h2Grid,none,yes,expExc,0.002294655200812156,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,East < SK,none,h2Grid,none,yes,expExc,0.0010133199437407973,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < CZ,East < SK,none,h2Grid,none,yes,expExc,0.0018472279303931324,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < HU,East < SK,none,h2Grid,none,yes,expExc,0.0012749056208218573,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,East < SK,none,h2Grid,none,yes,expExc,2.226288848044868,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < BE,FR_ < FR,none,h2Grid,none,yes,expExc,0.00044544326683568675,noInter_all_total32_ext8_highFlex
none,30th < 2040,Benelux < LU,FR_ < FR,none,h2Grid,none,yes,expExc,0.00037686909174777393,noInter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,FR_ < FR,none,h2Grid,none,yes,expExc,0.00048471553918028233,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,FR_ < FR,none,h2Grid,none,yes,expExc,0.0003594580840815721,noInter_all_total32_ext8_highFlex
none,30th < 2040,CH_ < CH,IT_ < IT,none,h2Grid,none,yes,expExc,0.00038671639037547836,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < AT,IT_ < IT,none,h2Grid,none,yes,expExc,0.00025893175126558366,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < SI,IT_ < IT,none,h2Grid,none,yes,expExc,0.0002136610236203193,noInter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,IT_ < IT,none,h2Grid,none,yes,expExc,0.00029363422605882376,noInter_all_total32_ext8_highFlex
none,30th < 2040,FR_ < FR,Iberia < ES,none,h2Grid,none,yes,expExc,0.00023888697942057177,noInter_all_total32_ext8_highFlex
none,30th < 2040,Iberia < ES,Iberia < PT,none,h2Grid,none,yes,expExc,0.00114243672182803,noInter_all_total32_ext8_highFlex
none,30th < 2040,DE_ < DE,Scan < DK,none,h2Grid,none,yes,expExc,0.00021256087199350825,noInter_all_total32_ext8_highFlex
none,30th < 2040,Balt < EE,Scan < FI,none,h2Grid,none,yes,expExc,0.00021690502319509148,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < NO,none,h2Grid,none,yes,expExc,0.001087656327011289,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < NO,none,h2Grid,none,yes,expExc,0.0008392593063620483,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < PL,Scan < SE,none,h2Grid,none,yes,expExc,0.0019342251305711055,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < DK,Scan < SE,none,h2Grid,none,yes,expExc,0.9834049151695315,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < FI,Scan < SE,none,h2Grid,none,yes,expExc,0.214762590745362,noInter_all_total32_ext8_highFlex
none,30th < 2040,Scan < NO,Scan < SE,none,h2Grid,none,yes,expExc,0.0011030397000823492,noInter_all_total32_ext8_highFlex
none,30th < 2040,IT_ < IT,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0010372245585769896,noInter_all_total32_ext8_highFlex
none,30th < 2040,East < HR,SouthEast < BA,none,h2Grid,none,yes,expExc,0.0002416379317206728,noInter_all_total32_ext8_highFlex
