timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.22027460179220568,noInter_all_total32_ext8_highFlex
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.2492596634739175,noInter_all_total32_ext8_highFlex
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.23917086296454765,noInter_all_total32_ext8_highFlex
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.41643244041843464,noInter_all_total32_ext8_highFlex
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3475741394524246,noInter_all_total32_ext8_highFlex
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3801348543524304,noInter_all_total32_ext8_highFlex
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5804267619849159,noInter_all_total32_ext8_highFlex
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3531004374716869,noInter_all_total32_ext8_highFlex
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4892231988140149,noInter_all_total32_ext8_highFlex
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5012282946385069,noInter_all_total32_ext8_highFlex
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5647844414102337,noInter_all_total32_ext8_highFlex
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.670982466563631,noInter_all_total32_ext8_highFlex
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4103146760141522,noInter_all_total32_ext8_highFlex
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5542293038973667,noInter_all_total32_ext8_highFlex
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5674485341211724,noInter_all_total32_ext8_highFlex
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5896069485472418,noInter_all_total32_ext8_highFlex
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6684495120514554,noInter_all_total32_ext8_highFlex
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7317241770526385,noInter_all_total32_ext8_highFlex
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6707233820950445,noInter_all_total32_ext8_highFlex
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3466301326333716,noInter_all_total32_ext8_highFlex
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.16886572080560996,noInter_all_total32_ext8_highFlex
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15741055935938417,noInter_all_total32_ext8_highFlex
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1582446587985652,noInter_all_total32_ext8_highFlex
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.43534072801406687,noInter_all_total32_ext8_highFlex
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4621262930149832,noInter_all_total32_ext8_highFlex
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5003900243283679,noInter_all_total32_ext8_highFlex
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.49019714614848137,noInter_all_total32_ext8_highFlex
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4585401353712439,noInter_all_total32_ext8_highFlex
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4629273478343021,noInter_all_total32_ext8_highFlex
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4577971360962545,noInter_all_total32_ext8_highFlex
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4604206362800343,noInter_all_total32_ext8_highFlex
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5541375921551757,noInter_all_total32_ext8_highFlex
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4506042224560295,noInter_all_total32_ext8_highFlex
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.09118289801064784,noInter_all_total32_ext8_highFlex
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08925741132948885,noInter_all_total32_ext8_highFlex
none,Balt < LV,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.09113122529471306,noInter_all_total32_ext8_highFlex
none,Benelux < BE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08885140149081591,noInter_all_total32_ext8_highFlex
none,Benelux < LU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08976983071120506,noInter_all_total32_ext8_highFlex
none,Benelux < NL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08864589600114467,noInter_all_total32_ext8_highFlex
none,CH_ < CH,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08889812838633533,noInter_all_total32_ext8_highFlex
none,DE_ < DE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08869850704645246,noInter_all_total32_ext8_highFlex
none,East < AT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08892622498812486,noInter_all_total32_ext8_highFlex
none,East < CZ,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08900480796308018,noInter_all_total32_ext8_highFlex
none,East < HR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08921166366433808,noInter_all_total32_ext8_highFlex
none,East < HU,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08914793911187403,noInter_all_total32_ext8_highFlex
none,East < PL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08898970048359145,noInter_all_total32_ext8_highFlex
none,East < SI,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.09103524062128295,noInter_all_total32_ext8_highFlex
none,East < SK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08913401721504854,noInter_all_total32_ext8_highFlex
none,FR_ < FR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.088781621747275,noInter_all_total32_ext8_highFlex
none,IT_ < IT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08870807335365172,noInter_all_total32_ext8_highFlex
none,Iberia < ES,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08858608542950018,noInter_all_total32_ext8_highFlex
none,Iberia < PT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08889200927923285,noInter_all_total32_ext8_highFlex
none,Scan < DK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08909060877232008,noInter_all_total32_ext8_highFlex
none,Scan < FI,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0892224175840634,noInter_all_total32_ext8_highFlex
none,Scan < NO,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08918291782396606,noInter_all_total32_ext8_highFlex
none,Scan < SE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08915085634035251,noInter_all_total32_ext8_highFlex
none,SouthEast < AL,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08903080103467181,noInter_all_total32_ext8_highFlex
none,SouthEast < BA,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08906833464776814,noInter_all_total32_ext8_highFlex
none,SouthEast < BG,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0899103181935873,noInter_all_total32_ext8_highFlex
none,SouthEast < GR,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.0886771701744615,noInter_all_total32_ext8_highFlex
none,SouthEast < ME,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.09010644151880132,noInter_all_total32_ext8_highFlex
none,SouthEast < MK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08918524336892807,noInter_all_total32_ext8_highFlex
none,SouthEast < RO,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.09102922600372408,noInter_all_total32_ext8_highFlex
none,SouthEast < RS,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08923762429136947,noInter_all_total32_ext8_highFlex
none,UkPlus < IE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08905481644747616,noInter_all_total32_ext8_highFlex
none,UkPlus < UK,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.08868295893910616,noInter_all_total32_ext8_highFlex
none,Balt < EE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.07806903871697302,noInter_all_total32_ext8_highFlex
none,Balt < LT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.1729237822842065,noInter_all_total32_ext8_highFlex
none,Balt < LV,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.1982147521726303,noInter_all_total32_ext8_highFlex
none,Benelux < BE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.047417908015462286,noInter_all_total32_ext8_highFlex
none,Benelux < LU,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.11562422535425695,noInter_all_total32_ext8_highFlex
none,Benelux < NL,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.08141649161880243,noInter_all_total32_ext8_highFlex
none,CH_ < CH,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.29659190540306996,noInter_all_total32_ext8_highFlex
none,DE_ < DE,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,1.9063408032036284,noInter_all_total32_ext8_highFlex
none,East < AT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.15226818174404155,noInter_all_total32_ext8_highFlex
none,East < CZ,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.43095545824356146,noInter_all_total32_ext8_highFlex
none,East < HR,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.04599888188391752,noInter_all_total32_ext8_highFlex
none,East < HU,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.18263245302783013,noInter_all_total32_ext8_highFlex
none,East < PL,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.8157232779279369,noInter_all_total32_ext8_highFlex
none,East < SI,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.07736864266791765,noInter_all_total32_ext8_highFlex
none,East < SK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.33211405952693196,noInter_all_total32_ext8_highFlex
none,FR_ < FR,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.16287513703947737,noInter_all_total32_ext8_highFlex
none,IT_ < IT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.7153315333926966,noInter_all_total32_ext8_highFlex
none,Iberia < ES,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.17177322623960634,noInter_all_total32_ext8_highFlex
none,Iberia < PT,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.0599106752972798,noInter_all_total32_ext8_highFlex
none,Scan < DK,none,none,networkHeat < largeWaterTank,none,none,costOprStSize,0.4577369173283828,noInter_all_total32_ext8_highFlex
