timestep_3,region_1,scenario_1,technology_1,parameter,value
h0001,BE,s1980,solar,avaConv,0.0
h0002,BE,s1980,solar,avaConv,0.0
h0003,BE,s1980,solar,avaConv,0.0
h0004,BE,s1980,solar,avaConv,0.0
h0005,BE,s1980,solar,avaConv,0.0
h0006,BE,s1980,solar,avaConv,0.0
h0007,BE,s1980,solar,avaConv,0.0
h0008,BE,s1980,solar,avaConv,0.000249949756371951
h0009,BE,s1980,solar,avaConv,0.0215962158091738
h0010,BE,s1980,solar,avaConv,0.0544284252768562
h0011,BE,s1980,solar,avaConv,0.0892039561022009
h0012,BE,s1980,solar,avaConv,0.115345203957074
h0013,BE,s1980,solar,avaConv,0.117203308912251
h0014,BE,s1980,solar,avaConv,0.0955652631391173
h0015,BE,s1980,solar,avaConv,0.0452818989558833
h0016,BE,s1980,solar,avaConv,0.00423865715052284
h0017,BE,s1980,solar,avaConv,0.0
h0018,BE,s1980,solar,avaConv,0.0
h0019,BE,s1980,solar,avaConv,0.0
h0020,BE,s1980,solar,avaConv,0.0
h0021,BE,s1980,solar,avaConv,0.0
h0022,BE,s1980,solar,avaConv,0.0
h0023,BE,s1980,solar,avaConv,0.0
h0024,BE,s1980,solar,avaConv,0.0
h0025,BE,s1980,solar,avaConv,0.0
h0026,BE,s1980,solar,avaConv,0.0
h0027,BE,s1980,solar,avaConv,0.0
h0028,BE,s1980,solar,avaConv,0.0
h0029,BE,s1980,solar,avaConv,0.0
h0030,BE,s1980,solar,avaConv,0.0
h0031,BE,s1980,solar,avaConv,0.0
h0032,BE,s1980,solar,avaConv,9.14311502224014e-5
h0033,BE,s1980,solar,avaConv,0.0141222822267622
h0034,BE,s1980,solar,avaConv,0.0466865679304079
h0035,BE,s1980,solar,avaConv,0.0791290227970181
h0036,BE,s1980,solar,avaConv,0.0944776500295001
h0037,BE,s1980,solar,avaConv,0.0871185964424397
h0038,BE,s1980,solar,avaConv,0.0582329366075372
h0039,BE,s1980,solar,avaConv,0.0254673769452493
h0040,BE,s1980,solar,avaConv,0.00236880592971172
h0041,BE,s1980,solar,avaConv,0.0
h0042,BE,s1980,solar,avaConv,0.0
h0043,BE,s1980,solar,avaConv,0.0
