i,lowCost,bestObj,gap,curCost,time_ges,time_top,time_waitNoStab,time_subTot,time_sub,numFoc,actMethod,dynPar_qtrLvl,objName
11,1606.317856725834,34789.277661370674,0.9538272144549452,162776.60924541275,10.616666666666667,0.0012166666666666667,0.0001,0.013766666666666667,"[0.00135, 0.00132, 0.00272, 0.00122, 0.00168, 0.00183, 0.00137, 0.00105, 0.00123]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.19, 18.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
12,1869.9410074682498,34789.277661370674,0.9462495017669023,102728.64127885379,10.633333333333333,0.0016333333333333334,3.3333333333333335e-5,0.010116666666666666,"[0.00123, 0.00108, 0.0011, 0.000967, 0.00127, 0.001, 0.00127, 0.00112, 0.00108]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.19, 18.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
13,2336.7639592785267,20231.562439324334,0.8844990857089451,20231.562439324334,10.65,0.0016,0.00013333333333333334,0.01315,"[0.00265, 0.0017, 0.00187, 0.00127, 0.0013, 0.00103, 0.00103, 0.0012, 0.0011]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 11.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
14,2338.006891948917,20231.562439324334,0.8844376503811439,63334.07310530086,10.666666666666666,0.0011833333333333333,0.00015,0.011000000000000001,"[0.0019, 0.0011, 0.00148, 0.00108, 0.000917, 0.00102, 0.00112, 0.00095, 0.00143]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 11.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
15,2562.3660531901655,13624.197357510033,0.8119253570723035,13624.197357510033,10.683333333333334,0.0016333333333333334,0.00028333333333333335,0.011166666666666667,"[0.00095, 0.00118, 0.00125, 0.00107, 0.00177, 0.0011, 0.00108, 0.001, 0.00177]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.16, 8.1]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
16,2562.397909689759,13624.197357510033,0.8119230188428461,27412.44940938156,10.7,0.0013166666666666667,0.00028333333333333335,0.0125,"[0.00155, 0.00145, 0.0014, 0.00118, 0.0013, 0.00103, 0.00208, 0.00117, 0.00133]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.16, 8.1]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
17,2738.891756120306,9747.755301731542,0.7190233370308564,9747.755301731542,10.716666666666667,0.0014333333333333331,5.0e-5,0.0143,"[0.00123, 0.00272, 0.0013, 0.00122, 0.00133, 0.00155, 0.0018, 0.00148, 0.00167]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 6.2]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
18,2738.9196544202478,9747.755301731542,0.7190204750078493,33851.67483144906,10.733333333333333,0.0012833333333333334,0.0002,0.009716666666666667,"[0.00143, 0.00123, 0.000967, 0.00112, 0.000917, 0.00095, 0.0011, 0.00095, 0.00105]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 6.2]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
19,2874.109030210114,9747.755301731542,0.705151705059772,12154.643836754665,10.75,0.0020666666666666667,6.666666666666667e-5,0.011766666666666667,"[0.00125, 0.00145, 0.00137, 0.00123, 0.00187, 0.00133, 0.00108, 0.00108, 0.0011]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 6.3]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
20,3024.2675727402825,9747.755301731542,0.6897472824124886,15910.0108477547,10.75,0.0013166666666666667,0.0001,0.010266666666666667,"[0.00113, 0.00102, 0.00182, 0.000983, 0.000967, 0.00122, 0.000983, 0.00107, 0.00108]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 6.4]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
21,3107.359173401169,6880.193309136992,0.5483616471539321,6880.193309136992,10.766666666666667,0.0017333333333333333,6.666666666666667e-5,0.014033333333333333,"[0.00162, 0.00208, 0.00185, 0.0013, 0.00177, 0.0014, 0.0012, 0.00147, 0.00135]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.11, 5.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
22,3204.6531206666227,6880.193309136992,0.5342204823793542,33316.94665163129,10.783333333333333,0.0014833333333333332,0.0006333333333333333,0.012266666666666667,"[0.00148, 0.00103, 0.00118, 0.00108, 0.00122, 0.0009, 0.00173, 0.00162, 0.00202]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.11, 5.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
23,3278.7182933053177,5460.955161493445,0.39960717560466763,5460.955161493445,10.8,0.0018166666666666667,0.00013333333333333334,0.012333333333333333,"[0.00148, 0.00115, 0.00122, 0.00143, 0.00128, 0.00115, 0.00148, 0.00118, 0.00195]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.082, 4.4]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
24,3306.96633101271,5231.40740838494,0.3678629720728157,5231.40740838494,10.816666666666666,0.00445,0.00013333333333333334,0.013433333333333334,"[0.00213, 0.00153, 0.00193, 0.00152, 0.00115, 0.0013, 0.00112, 0.00132, 0.00143]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.075, 4.3]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
25,3361.957587174799,5231.40740838494,0.357351220288019,8573.388564293684,10.85,0.0017,0.00028333333333333335,0.015066666666666667,"[0.00197, 0.00202, 0.0015, 0.00232, 0.00177, 0.00133, 0.00123, 0.00168, 0.00125]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.073, 4.3]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
26,3368.2330326624847,5103.960326003482,0.3400746053016661,5103.960326003482,10.85,0.0018833333333333334,0.0004,0.011316666666666668,"[0.00123, 0.00163, 0.00112, 0.00117, 0.00117, 0.00117, 0.00137, 0.00123, 0.00123]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.07, 4.2]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
27,3398.7220556690913,5103.960326003482,0.33410100420385347,14978.66482155451,10.866666666666667,0.0015333333333333334,0.0002666666666666667,0.015216666666666667,"[0.00183, 0.00148, 0.00173, 0.0022, 0.00203, 0.00125, 0.00152, 0.00178, 0.00138]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.069, 4.3]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
28,3410.3480483816575,4586.296993539429,0.25640488324552335,4586.296993539429,10.883333333333333,0.00175,0.00013333333333333334,0.012266666666666667,"[0.00122, 0.00168, 0.00158, 0.00137, 0.00137, 0.00152, 0.00133, 0.00117, 0.00103]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.054, 4.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
29,3412.9100556524395,4586.296993539429,0.2558462610554665,6301.680475765934,10.916666666666666,0.0015666666666666667,0.0004166666666666667,0.0162,"[0.0015, 0.0015, 0.00202, 0.0019, 0.00208, 0.0024, 0.00177, 0.00203, 0.001]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.053, 4.0]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
30,3429.881312808122,4077.5038066122866,0.15882817638427393,4077.5038066122866,10.933333333333334,0.0018833333333333334,0.00028333333333333335,0.012733333333333334,"[0.0015, 0.0015, 0.0016, 0.0015, 0.00155, 0.00117, 0.00138, 0.00127, 0.00127]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.034, 3.8]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
31,3444.829750079771,4077.5038066122866,0.15516210077021608,5389.8990470030985,10.933333333333334,0.0017833333333333334,0.00018333333333333334,0.0116,"[0.00148, 0.00135, 0.00148, 0.00132, 0.00143, 0.00115, 0.00103, 0.00122, 0.00113]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.034, 3.8]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
32,3466.70358412031,4077.5038066122866,0.14979758486098083,5704.718989523932,10.95,0.0019,0.00028333333333333335,0.0111,"[0.00178, 0.00118, 0.00107, 0.0013, 0.0012, 0.00095, 0.00125, 0.00108, 0.00128]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.033, 3.8]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
33,3481.0588213293095,3959.6934497375196,0.12087668767387483,3959.6934497375196,10.983333333333333,0.0021,0.00036666666666666667,0.019683333333333334,"[0.00207, 0.00207, 0.00333, 0.00175, 0.00332, 0.0018, 0.00178, 0.00207, 0.0015]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.027, 3.7]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
34,3487.0811108271746,3959.6934497375196,0.11935578976238015,4403.312538730186,11.0,0.0015833333333333333,0.00035,0.012133333333333333,"[0.00192, 0.00138, 0.00118, 0.00123, 0.00177, 0.00128, 0.001, 0.00103, 0.00133]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.027, 3.7]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
35,3506.63873458001,3959.6934497375196,0.11441661353545984,4838.9249359618625,11.016666666666667,0.0021666666666666666,0.0004,0.01295,"[0.00188, 0.00155, 0.00132, 0.0015, 0.00138, 0.00108, 0.00187, 0.00127, 0.0011]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.026, 3.7]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
36,3511.4331677169453,3898.078494148845,0.09918869694703891,3898.078494148845,11.033333333333333,0.0017166666666666665,0.00038333333333333334,0.011083333333333334,"[0.00162, 0.000967, 0.00113, 0.0012, 0.00135, 0.00123, 0.00117, 0.00117, 0.00125]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.023, 3.7]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
37,3512.232645487106,3737.8897773833746,0.06037019423676937,3737.8897773833746,11.05,0.00185,0.0006666666666666666,0.017033333333333334,"[0.00155, 0.00232, 0.00275, 0.00275, 0.00137, 0.00178, 0.00137, 0.00125, 0.0019]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.015, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
38,3514.818364098173,3737.8897773833746,0.059678435312599754,3878.924043648334,11.083333333333334,0.0032333333333333333,0.0010333333333333334,0.02885,"[0.00153, 0.00135, 0.0032, 0.00373, 0.00413, 0.00398, 0.0038, 0.00355, 0.00357]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.015, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
39,3521.970787440477,3629.902600303161,0.029734079601383634,3629.902600303161,11.133333333333333,0.006083333333333333,0.0014833333333333332,0.04335,"[0.00392, 0.00575, 0.0047, 0.00402, 0.00452, 0.00377, 0.00328, 0.0042, 0.0092]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.0089, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
40,3522.072300615626,3629.902600303161,0.029706113788984134,5481.03874373504,11.183333333333334,0.008366666666666666,0.0009666666666666667,0.03735,"[0.0038, 0.00408, 0.00392, 0.00478, 0.00432, 0.0039, 0.00437, 0.00367, 0.00452]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.0089, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
41,3528.370905631243,3629.902600303161,0.027970914333469432,3691.6854419432225,11.25,0.005683333333333334,0.0009333333333333333,0.042050000000000004,"[0.00568, 0.00357, 0.00355, 0.00578, 0.00465, 0.0056, 0.00402, 0.00503, 0.00417]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.0085, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
42,3531.2933904685315,3580.118564748499,0.013637865170366914,3580.118564748499,11.283333333333333,0.005933333333333333,0.0015,0.0354,"[0.0046, 0.0043, 0.00353, 0.00328, 0.00415, 0.00312, 0.00362, 0.00502, 0.00378]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.0057, 3.6]",96h_onlyCH_total24_ext0_3month_qtrLvl_1trust_200cutDel_2000dnsThrs_20Upper
