timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s1985,electricity,dem,52.3701290799051
h0002,DE,s1985,electricity,dem,51.419352981004
h0003,DE,s1985,electricity,dem,51.4643900689161
h0004,DE,s1985,electricity,dem,52.3066634205645
h0005,DE,s1985,electricity,dem,54.2531153436414
h0006,DE,s1985,electricity,dem,59.2401730359491
h0007,DE,s1985,electricity,dem,64.4346730359491
h0008,DE,s1985,electricity,dem,67.1768461128722
h0009,DE,s1985,electricity,dem,68.5498461128721
h0010,DE,s1985,electricity,dem,69.8440054535315
h0011,DE,s1985,electricity,dem,70.8358145194656
h0012,DE,s1985,electricity,dem,70.3514092996853
h0013,DE,s1985,electricity,dem,69.1705658930919
h0014,DE,s1985,electricity,dem,67.9485397941908
h0015,DE,s1985,electricity,dem,67.3412156183667
h0016,DE,s1985,electricity,dem,67.7958763326524
h0017,DE,s1985,electricity,dem,70.2362032557293
h0018,DE,s1985,electricity,dem,71.0327801788062
h0019,DE,s1985,electricity,dem,69.6004395194656
h0020,DE,s1985,electricity,dem,65.9903186403447
h0021,DE,s1985,electricity,dem,63.0500164425425
h0022,DE,s1985,electricity,dem,61.2288694645205
h0023,DE,s1985,electricity,dem,57.4704821018831
h0024,DE,s1985,electricity,dem,54.3498241348502
h0025,DE,s1985,electricity,dem,53.6501133750051
h0026,DE,s1985,electricity,dem,52.699337276104
h0027,DE,s1985,electricity,dem,52.7443743640161
h0028,DE,s1985,electricity,dem,53.5866477156645
h0029,DE,s1985,electricity,dem,55.5330996387414
h0030,DE,s1985,electricity,dem,60.5201573310491
h0031,DE,s1985,electricity,dem,65.7146573310491
h0032,DE,s1985,electricity,dem,68.4568304079722
h0033,DE,s1985,electricity,dem,69.8298304079721
h0034,DE,s1985,electricity,dem,71.1239897486315
h0035,DE,s1985,electricity,dem,72.1157988145656
h0036,DE,s1985,electricity,dem,71.6313935947853
h0037,DE,s1985,electricity,dem,70.4505501881919
h0038,DE,s1985,electricity,dem,69.2285240892908
h0039,DE,s1985,electricity,dem,68.6211999134667
h0040,DE,s1985,electricity,dem,69.0758606277524
h0041,DE,s1985,electricity,dem,71.5161875508293
h0042,DE,s1985,electricity,dem,72.3127644739062
h0043,DE,s1985,electricity,dem,70.8804238145656
h0044,DE,s1985,electricity,dem,67.2703029354447
h0045,DE,s1985,electricity,dem,64.3300007376425
h0046,DE,s1985,electricity,dem,62.5088537596205
h0047,DE,s1985,electricity,dem,58.7504663969831
h0048,DE,s1985,electricity,dem,55.6298084299502
h0049,DE,s1985,electricity,dem,53.9060802259051
h0050,DE,s1985,electricity,dem,52.955304127004
h0051,DE,s1985,electricity,dem,53.0003412149162
h0052,DE,s1985,electricity,dem,53.8426145665645
h0053,DE,s1985,electricity,dem,55.7890664896414
h0054,DE,s1985,electricity,dem,60.7761241819491
h0055,DE,s1985,electricity,dem,65.9706241819491
