timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,DE,s2010,electricity,dem,50.9913053478051
h0002,DE,s2010,electricity,dem,50.040529248904
h0003,DE,s2010,electricity,dem,50.0855663368161
h0004,DE,s2010,electricity,dem,50.9278396884645
h0005,DE,s2010,electricity,dem,52.8742916115414
h0006,DE,s2010,electricity,dem,57.8613493038491
h0007,DE,s2010,electricity,dem,63.0558493038491
h0008,DE,s2010,electricity,dem,65.7980223807722
h0009,DE,s2010,electricity,dem,67.1710223807722
h0010,DE,s2010,electricity,dem,68.4651817214315
h0011,DE,s2010,electricity,dem,69.4569907873656
h0012,DE,s2010,electricity,dem,68.9725855675853
h0013,DE,s2010,electricity,dem,67.7917421609919
h0014,DE,s2010,electricity,dem,66.5697160620908
h0015,DE,s2010,electricity,dem,65.9623918862667
h0016,DE,s2010,electricity,dem,66.4170526005524
h0017,DE,s2010,electricity,dem,68.8573795236293
h0018,DE,s2010,electricity,dem,69.6539564467062
h0019,DE,s2010,electricity,dem,68.2216157873656
h0020,DE,s2010,electricity,dem,64.6114949082447
h0021,DE,s2010,electricity,dem,61.6711927104425
h0022,DE,s2010,electricity,dem,59.8500457324205
h0023,DE,s2010,electricity,dem,56.0916583697831
h0024,DE,s2010,electricity,dem,52.9710004027502
h0025,DE,s2010,electricity,dem,43.5311790831051
h0026,DE,s2010,electricity,dem,42.580402984204
h0027,DE,s2010,electricity,dem,42.6254400721161
h0028,DE,s2010,electricity,dem,43.4677134237645
h0029,DE,s2010,electricity,dem,45.4141653468414
h0030,DE,s2010,electricity,dem,50.4012230391491
h0031,DE,s2010,electricity,dem,55.5957230391491
h0032,DE,s2010,electricity,dem,58.3378961160722
h0033,DE,s2010,electricity,dem,59.7108961160722
h0034,DE,s2010,electricity,dem,61.0050554567315
h0035,DE,s2010,electricity,dem,61.9968645226656
h0036,DE,s2010,electricity,dem,61.5124593028854
h0037,DE,s2010,electricity,dem,60.3316158962919
h0038,DE,s2010,electricity,dem,59.1095897973908
h0039,DE,s2010,electricity,dem,58.5022656215667
h0040,DE,s2010,electricity,dem,58.9569263358524
h0041,DE,s2010,electricity,dem,61.3972532589293
h0042,DE,s2010,electricity,dem,62.1938301820062
h0043,DE,s2010,electricity,dem,60.7614895226656
h0044,DE,s2010,electricity,dem,57.1513686435447
h0045,DE,s2010,electricity,dem,54.2110664457425
h0046,DE,s2010,electricity,dem,52.3899194677205
h0047,DE,s2010,electricity,dem,48.6315321050831
h0048,DE,s2010,electricity,dem,45.5108741380502
h0049,DE,s2010,electricity,dem,40.1619915917051
h0050,DE,s2010,electricity,dem,39.211215492804
h0051,DE,s2010,electricity,dem,39.2562525807161
h0052,DE,s2010,electricity,dem,40.0985259323645
h0053,DE,s2010,electricity,dem,42.0449778554414
h0054,DE,s2010,electricity,dem,47.0320355477491
h0055,DE,s2010,electricity,dem,52.2265355477491
h0056,DE,s2010,electricity,dem,54.9687086246722
h0057,DE,s2010,electricity,dem,56.3417086246722
h0058,DE,s2010,electricity,dem,57.6358679653315
h0059,DE,s2010,electricity,dem,58.6276770312656
h0060,DE,s2010,electricity,dem,58.1432718114854
h0061,DE,s2010,electricity,dem,56.9624284048919
h0062,DE,s2010,electricity,dem,55.7404023059908
h0063,DE,s2010,electricity,dem,55.1330781301667
h0064,DE,s2010,electricity,dem,55.5877388444524
h0065,DE,s2010,electricity,dem,58.0280657675293
h0066,DE,s2010,electricity,dem,58.8246426906062
h0067,DE,s2010,electricity,dem,57.3923020312656
h0068,DE,s2010,electricity,dem,53.7821811521447
h0069,DE,s2010,electricity,dem,50.8418789543425
h0070,DE,s2010,electricity,dem,49.0207319763205
h0071,DE,s2010,electricity,dem,45.2623446136831
h0072,DE,s2010,electricity,dem,42.1416866466502
h0073,DE,s2010,electricity,dem,52.3985104040051
h0074,DE,s2010,electricity,dem,51.447734305104
h0075,DE,s2010,electricity,dem,51.4927713930161
h0076,DE,s2010,electricity,dem,52.3350447446645
h0077,DE,s2010,electricity,dem,54.2814966677414
h0078,DE,s2010,electricity,dem,59.2685543600491
h0079,DE,s2010,electricity,dem,64.4630543600491
h0080,DE,s2010,electricity,dem,67.2052274369721
h0081,DE,s2010,electricity,dem,68.5782274369722
h0082,DE,s2010,electricity,dem,69.8723867776315
h0083,DE,s2010,electricity,dem,70.8641958435656
h0084,DE,s2010,electricity,dem,70.3797906237853
h0085,DE,s2010,electricity,dem,69.1989472171919
h0086,DE,s2010,electricity,dem,67.9769211182908
h0087,DE,s2010,electricity,dem,67.3695969424667
h0088,DE,s2010,electricity,dem,67.8242576567524
h0089,DE,s2010,electricity,dem,70.2645845798293
h0090,DE,s2010,electricity,dem,71.0611615029062
h0091,DE,s2010,electricity,dem,69.6288208435656
h0092,DE,s2010,electricity,dem,66.0186999644447
h0093,DE,s2010,electricity,dem,63.0783977666425
h0094,DE,s2010,electricity,dem,61.2572507886205
h0095,DE,s2010,electricity,dem,57.4988634259831
h0096,DE,s2010,electricity,dem,54.3782054589502
h0097,DE,s2010,electricity,dem,54.3410414449051
h0098,DE,s2010,electricity,dem,53.390265346004
h0099,DE,s2010,electricity,dem,53.4353024339161
h0100,DE,s2010,electricity,dem,54.2775757855645
h0101,DE,s2010,electricity,dem,56.2240277086414
h0102,DE,s2010,electricity,dem,61.2110854009491
