timestep_4,region_2,technology_3,parameter,value
hh0001,AL,heatpumpWaterSpace,effConv,4.612500000000001
hh0002,AL,heatpumpWaterSpace,effConv,4.62
hh0003,AL,heatpumpWaterSpace,effConv,4.62
hh0004,AL,heatpumpWaterSpace,effConv,4.7875
hh0005,AL,heatpumpWaterSpace,effConv,4.720000000000001
hh0006,AL,heatpumpWaterSpace,effConv,4.6450000000000005
hh0007,AL,heatpumpWaterSpace,effConv,4.59
hh0008,AL,heatpumpWaterSpace,effConv,4.595
hh0009,AL,heatpumpWaterSpace,effConv,4.6
hh0010,AL,heatpumpWaterSpace,effConv,4.78
hh0011,AL,heatpumpWaterSpace,effConv,4.725
hh0012,AL,heatpumpWaterSpace,effConv,4.67
hh0013,AL,heatpumpWaterSpace,effConv,4.577500000000001
hh0014,AL,heatpumpWaterSpace,effConv,4.55
hh0015,AL,heatpumpWaterSpace,effConv,4.52
hh0016,AL,heatpumpWaterSpace,effConv,4.71
hh0017,AL,heatpumpWaterSpace,effConv,4.672499999999999
hh0018,AL,heatpumpWaterSpace,effConv,4.632499999999999
hh0019,AL,heatpumpWaterSpace,effConv,4.5375
hh0020,AL,heatpumpWaterSpace,effConv,4.5175
hh0021,AL,heatpumpWaterSpace,effConv,4.4975000000000005
hh0022,AL,heatpumpWaterSpace,effConv,4.6975
hh0023,AL,heatpumpWaterSpace,effConv,4.640000000000001
hh0024,AL,heatpumpWaterSpace,effConv,4.5725
hh0025,AL,heatpumpWaterSpace,effConv,4.51
hh0026,AL,heatpumpWaterSpace,effConv,4.555
hh0027,AL,heatpumpWaterSpace,effConv,4.59
hh0028,AL,heatpumpWaterSpace,effConv,4.7524999999999995
hh0029,AL,heatpumpWaterSpace,effConv,4.78
hh0030,AL,heatpumpWaterSpace,effConv,4.797499999999999
hh0031,AL,heatpumpWaterSpace,effConv,4.842499999999999
hh0032,AL,heatpumpWaterSpace,effConv,4.8775
hh0033,AL,heatpumpWaterSpace,effConv,4.9
hh0034,AL,heatpumpWaterSpace,effConv,5.04
hh0035,AL,heatpumpWaterSpace,effConv,4.984999999999999
hh0036,AL,heatpumpWaterSpace,effConv,4.93
hh0037,AL,heatpumpWaterSpace,effConv,4.855
hh0038,AL,heatpumpWaterSpace,effConv,4.87
hh0039,AL,heatpumpWaterSpace,effConv,4.87
hh0040,AL,heatpumpWaterSpace,effConv,5.05
hh0041,AL,heatpumpWaterSpace,effConv,5.007499999999999
hh0042,AL,heatpumpWaterSpace,effConv,4.965
hh0043,AL,heatpumpWaterSpace,effConv,4.94
hh0044,AL,heatpumpWaterSpace,effConv,4.91
hh0045,AL,heatpumpWaterSpace,effConv,4.87
hh0046,AL,heatpumpWaterSpace,effConv,5.15
hh0047,AL,heatpumpWaterSpace,effConv,5.0075
hh0048,AL,heatpumpWaterSpace,effConv,4.8575
hh0049,AL,heatpumpWaterSpace,effConv,4.69
hh0050,AL,heatpumpWaterSpace,effConv,4.69
hh0051,AL,heatpumpWaterSpace,effConv,4.6825
hh0052,AL,heatpumpWaterSpace,effConv,4.915
hh0053,AL,heatpumpWaterSpace,effConv,4.89
hh0054,AL,heatpumpWaterSpace,effConv,4.86
hh0055,AL,heatpumpWaterSpace,effConv,4.82
hh0056,AL,heatpumpWaterSpace,effConv,4.825
hh0057,AL,heatpumpWaterSpace,effConv,4.82
hh0058,AL,heatpumpWaterSpace,effConv,4.9725
hh0059,AL,heatpumpWaterSpace,effConv,4.92
hh0060,AL,heatpumpWaterSpace,effConv,4.86
hh0061,AL,heatpumpWaterSpace,effConv,4.805
hh0062,AL,heatpumpWaterSpace,effConv,4.805
hh0063,AL,heatpumpWaterSpace,effConv,4.8
