timestep_5,region_4,technology_3,parameter,value
h0001,47CH,alpinePV_BE,avaConv,0.0
h0002,47CH,alpinePV_BE,avaConv,0.0
h0003,47CH,alpinePV_BE,avaConv,0.0
h0004,47CH,alpinePV_BE,avaConv,0.0
h0005,47CH,alpinePV_BE,avaConv,0.0
h0006,47CH,alpinePV_BE,avaConv,0.0
h0007,47CH,alpinePV_BE,avaConv,0.0
h0008,47CH,alpinePV_BE,avaConv,0.0
h0009,47CH,alpinePV_BE,avaConv,0.04635505425999021
h0010,47CH,alpinePV_BE,avaConv,0.25841162516182975
h0011,47CH,alpinePV_BE,avaConv,0.3046884729402101
h0012,47CH,alpinePV_BE,avaConv,0.40007468014079767
h0013,47CH,alpinePV_BE,avaConv,0.5113126502936872
h0014,47CH,alpinePV_BE,avaConv,0.32683273492978643
h0015,47CH,alpinePV_BE,avaConv,0.3437474980663983
h0016,47CH,alpinePV_BE,avaConv,0.22558239571363206
h0017,47CH,alpinePV_BE,avaConv,0.026373956262373512
h0018,47CH,alpinePV_BE,avaConv,0.0
h0019,47CH,alpinePV_BE,avaConv,0.0
h0020,47CH,alpinePV_BE,avaConv,0.0
h0021,47CH,alpinePV_BE,avaConv,0.0
h0022,47CH,alpinePV_BE,avaConv,0.0
h0023,47CH,alpinePV_BE,avaConv,0.0
h0024,47CH,alpinePV_BE,avaConv,0.0
h0025,47CH,alpinePV_BE,avaConv,0.0
h0026,47CH,alpinePV_BE,avaConv,0.0
h0027,47CH,alpinePV_BE,avaConv,0.0
h0028,47CH,alpinePV_BE,avaConv,0.0
h0029,47CH,alpinePV_BE,avaConv,0.0
h0030,47CH,alpinePV_BE,avaConv,0.0
h0031,47CH,alpinePV_BE,avaConv,0.0
h0032,47CH,alpinePV_BE,avaConv,0.0
h0033,47CH,alpinePV_BE,avaConv,0.018571788873341297
h0034,47CH,alpinePV_BE,avaConv,0.015582600008528737
h0035,47CH,alpinePV_BE,avaConv,0.01302841224439571
h0036,47CH,alpinePV_BE,avaConv,0.09583067840150265
h0037,47CH,alpinePV_BE,avaConv,0.2683551785939116
h0038,47CH,alpinePV_BE,avaConv,0.5304375893971464
h0039,47CH,alpinePV_BE,avaConv,0.01683663955939992
h0040,47CH,alpinePV_BE,avaConv,0.008737748695961828
h0041,47CH,alpinePV_BE,avaConv,0.00876140062968892
h0042,47CH,alpinePV_BE,avaConv,0.0
h0043,47CH,alpinePV_BE,avaConv,0.0
h0044,47CH,alpinePV_BE,avaConv,0.0
h0045,47CH,alpinePV_BE,avaConv,0.0
h0046,47CH,alpinePV_BE,avaConv,0.0
h0047,47CH,alpinePV_BE,avaConv,0.0
h0048,47CH,alpinePV_BE,avaConv,0.0
h0049,47CH,alpinePV_BE,avaConv,0.0
h0050,47CH,alpinePV_BE,avaConv,0.0
h0051,47CH,alpinePV_BE,avaConv,0.0
h0052,47CH,alpinePV_BE,avaConv,0.0
h0053,47CH,alpinePV_BE,avaConv,0.0
h0054,47CH,alpinePV_BE,avaConv,0.0
h0055,47CH,alpinePV_BE,avaConv,0.0
h0056,47CH,alpinePV_BE,avaConv,0.0
h0057,47CH,alpinePV_BE,avaConv,0.06792219110400573
h0058,47CH,alpinePV_BE,avaConv,0.35035238087332493
h0059,47CH,alpinePV_BE,avaConv,0.49004496413331894
