region_4,category,timestep_6,value,scenario_1,parameter,technology_3
70AL,1,h0073,0.2882273422880399,scr1983,avaConv,onshore_a
70AL,1,h0074,0.19970268754679185,scr1983,avaConv,onshore_a
70AL,1,h0075,0.1366369367245457,scr1983,avaConv,onshore_a
70AL,1,h0076,0.1853068546839678,scr1983,avaConv,onshore_a
70AL,1,h0077,0.0,scr1983,avaConv,onshore_a
70AL,1,h0078,0.19042707679301837,scr1983,avaConv,onshore_a
70AL,1,h0079,0.2268571576553789,scr1983,avaConv,onshore_a
70AL,1,h0080,0.2542442977476392,scr1983,avaConv,onshore_a
70AL,1,h0081,0.35469330615342864,scr1983,avaConv,onshore_a
70AL,1,h0082,0.30471440908501335,scr1983,avaConv,onshore_a
70AL,1,h0083,0.3047242315325746,scr1983,avaConv,onshore_a
70AL,1,h0084,0.2574137411369525,scr1983,avaConv,onshore_a
70AL,1,h0085,0.3737652667644279,scr1983,avaConv,onshore_a
70AL,1,h0086,0.4746421720519349,scr1983,avaConv,onshore_a
70AL,1,h0087,0.5357602557645595,scr1983,avaConv,onshore_a
70AL,1,h0088,0.7116986820737737,scr1983,avaConv,onshore_a
70AL,1,h0089,0.629200545757022,scr1983,avaConv,onshore_a
70AL,1,h0090,0.7336708352958851,scr1983,avaConv,onshore_a
70AL,1,h0091,0.5055231115648735,scr1983,avaConv,onshore_a
70AL,1,h0092,0.5582654733302342,scr1983,avaConv,onshore_a
70AL,1,h0093,0.37519211390182333,scr1983,avaConv,onshore_a
70AL,1,h0094,0.35957734410980835,scr1983,avaConv,onshore_a
70AL,1,h0095,0.4453225345806467,scr1983,avaConv,onshore_a
70AL,1,h0096,0.45517992940761576,scr1983,avaConv,onshore_a
49AT,1,h0073,0.1332813236195193,scr1983,avaConv,onshore_a
49AT,1,h0074,0.03458996155176858,scr1983,avaConv,onshore_a
49AT,1,h0075,0.056891575154070714,scr1983,avaConv,onshore_a
49AT,1,h0076,0.06085207671561702,scr1983,avaConv,onshore_a
