region_4,category,timestep_6,value,scenario_1,parameter,technology_3
70AL,1,h0025,0.6293140045276561,scr1987,avaConv,onshore_a
70AL,1,h0026,0.5960693757756357,scr1987,avaConv,onshore_a
70AL,1,h0027,0.6078866908063214,scr1987,avaConv,onshore_a
70AL,1,h0028,0.41374030174712734,scr1987,avaConv,onshore_a
70AL,1,h0029,0.3504214396175629,scr1987,avaConv,onshore_a
70AL,1,h0030,0.4678180323838078,scr1987,avaConv,onshore_a
70AL,1,h0031,0.6803318961144939,scr1987,avaConv,onshore_a
70AL,1,h0032,0.818317771078681,scr1987,avaConv,onshore_a
70AL,1,h0033,0.7616265890802767,scr1987,avaConv,onshore_a
70AL,1,h0034,0.6103595319263673,scr1987,avaConv,onshore_a
70AL,1,h0035,0.6068253994713722,scr1987,avaConv,onshore_a
70AL,1,h0036,0.509700633981262,scr1987,avaConv,onshore_a
70AL,1,h0037,0.6655542231164465,scr1987,avaConv,onshore_a
70AL,1,h0038,0.46734067763693954,scr1987,avaConv,onshore_a
70AL,1,h0039,0.7340098926523283,scr1987,avaConv,onshore_a
70AL,1,h0040,0.5608856630785548,scr1987,avaConv,onshore_a
70AL,1,h0041,0.7013365736269042,scr1987,avaConv,onshore_a
70AL,1,h0042,0.605756985600354,scr1987,avaConv,onshore_a
70AL,1,h0043,0.6262871195133098,scr1987,avaConv,onshore_a
70AL,1,h0044,0.762370888668721,scr1987,avaConv,onshore_a
70AL,1,h0045,0.6511601974634488,scr1987,avaConv,onshore_a
70AL,1,h0046,0.6510346719782755,scr1987,avaConv,onshore_a
70AL,1,h0047,0.42633052797382737,scr1987,avaConv,onshore_a
70AL,1,h0048,0.2988306376698457,scr1987,avaConv,onshore_a
49AT,1,h0025,0.38434673883752113,scr1987,avaConv,onshore_a
49AT,1,h0026,0.3704440206413886,scr1987,avaConv,onshore_a
49AT,1,h0027,0.5053036304210928,scr1987,avaConv,onshore_a
49AT,1,h0028,0.31197479763040686,scr1987,avaConv,onshore_a
49AT,1,h0029,0.32424089198089084,scr1987,avaConv,onshore_a
49AT,1,h0030,0.303312647163446,scr1987,avaConv,onshore_a
49AT,1,h0031,0.416875027833682,scr1987,avaConv,onshore_a
49AT,1,h0032,0.3848825885391953,scr1987,avaConv,onshore_a
49AT,1,h0033,0.28870106744160107,scr1987,avaConv,onshore_a
49AT,1,h0034,0.21291191910962165,scr1987,avaConv,onshore_a
49AT,1,h0035,0.1749007263272477,scr1987,avaConv,onshore_a
49AT,1,h0036,0.13088812875963202,scr1987,avaConv,onshore_a
49AT,1,h0037,0.2004654001190984,scr1987,avaConv,onshore_a
49AT,1,h0038,0.18050961197773438,scr1987,avaConv,onshore_a
49AT,1,h0039,0.20885788694023533,scr1987,avaConv,onshore_a
49AT,1,h0040,0.07396630390596069,scr1987,avaConv,onshore_a
49AT,1,h0041,0.13839017772900053,scr1987,avaConv,onshore_a
49AT,1,h0042,0.3478795914667377,scr1987,avaConv,onshore_a
49AT,1,h0043,0.5187259751842809,scr1987,avaConv,onshore_a
49AT,1,h0044,0.5146368480410067,scr1987,avaConv,onshore_a
49AT,1,h0045,0.3709142975774241,scr1987,avaConv,onshore_a
49AT,1,h0046,0.2953906447530568,scr1987,avaConv,onshore_a
49AT,1,h0047,0.2693043371897946,scr1987,avaConv,onshore_a
49AT,1,h0048,0.23852499121714865,scr1987,avaConv,onshore_a
50AT,1,h0025,0.48551830745594055,scr1987,avaConv,onshore_a
50AT,1,h0026,0.5281559063815386,scr1987,avaConv,onshore_a
50AT,1,h0027,0.5626855688463249,scr1987,avaConv,onshore_a
50AT,1,h0028,0.3751493251697927,scr1987,avaConv,onshore_a
50AT,1,h0029,0.26475936391297306,scr1987,avaConv,onshore_a
50AT,1,h0030,0.29811862657861155,scr1987,avaConv,onshore_a
50AT,1,h0031,0.48711863098739294,scr1987,avaConv,onshore_a
50AT,1,h0032,0.5899875571708968,scr1987,avaConv,onshore_a
50AT,1,h0033,0.6227497089666076,scr1987,avaConv,onshore_a
50AT,1,h0034,0.5895231704328119,scr1987,avaConv,onshore_a
50AT,1,h0035,0.4879712910720662,scr1987,avaConv,onshore_a
50AT,1,h0036,0.3740501497498276,scr1987,avaConv,onshore_a
50AT,1,h0037,0.4665357113205849,scr1987,avaConv,onshore_a
50AT,1,h0038,0.378988205158121,scr1987,avaConv,onshore_a
50AT,1,h0039,0.41073916459692145,scr1987,avaConv,onshore_a
50AT,1,h0040,0.16134371051346824,scr1987,avaConv,onshore_a
50AT,1,h0041,0.20324841211617153,scr1987,avaConv,onshore_a
50AT,1,h0042,0.32359980881589306,scr1987,avaConv,onshore_a
50AT,1,h0043,0.4362030871580069,scr1987,avaConv,onshore_a
50AT,1,h0044,0.47293681063001397,scr1987,avaConv,onshore_a
50AT,1,h0045,0.49505066388259267,scr1987,avaConv,onshore_a
50AT,1,h0046,0.40636665450990134,scr1987,avaConv,onshore_a
50AT,1,h0047,0.5138887091449001,scr1987,avaConv,onshore_a
50AT,1,h0048,0.3815148945855894,scr1987,avaConv,onshore_a
51AT,1,h0025,0.5161268448956694,scr1987,avaConv,onshore_a
51AT,1,h0026,0.44282680026011473,scr1987,avaConv,onshore_a
51AT,1,h0027,0.53806504093951,scr1987,avaConv,onshore_a
51AT,1,h0028,0.3566217924416362,scr1987,avaConv,onshore_a
51AT,1,h0029,0.3678732756700831,scr1987,avaConv,onshore_a
51AT,1,h0030,0.4869286112157032,scr1987,avaConv,onshore_a
