region_2,technology_3,parameter,value
DE,bevPsngRoadPrvt,desFac,0.659540807
DE,bevPsngRoadPub,desFac,0.93448121
DE,bevFrtRoadLight,desFac,0.082224401
DE,bevFrtRoadHeavy,desFac,1.8511951
DE,ottoPsngRoadPrvt,costExpConv,13622.908
DE,cngPsngRoadPrvt,costExpConv,13206.0967
DE,fcevPsngRoadPrvt,costExpConv,31429.80529
DE,dieselPsngRoadPub,costExpConv,7465.318648
DE,fcPsngRoadPub,costExpConv,10213.62907
DE,dieselFrtRoadLight,costExpConv,8567.055399
DE,fcFrtRoadLight,costExpConv,19871.51798
DE,dieselFrtRoadHeavy,costExpConv,1926.308599
DE,fcFrtRoadHeavy,costExpConv,4503.142952
DE,oberFrtRoadHeavy,costExpConv,3318.230381
DE,fcPsngRail,costExpConv,2850.458565
DE,dieselPsngRail,costExpConv,2497.563092
DE,ePsngRail,costExpConv,6722.141314
DE,fcFrtRail,costExpConv,2489.883545
DE,dieselFrtRail,costExpConv,2181.809742
DE,eFrtRail,costExpConv,4808.565302
