region_2,technology_3,parameter,value
DE,bevPsngRoadPrvt,desFac,0.669991277
DE,bevPsngRoadPub,desFac,0.942085124
DE,bevFrtRoadLight,desFac,0.082224401
DE,bevFrtRoadHeavy,desFac,1.8511951
DE,ottoPsngRoadPrvt,costExpConv,13410.41897
DE,cngPsngRoadPrvt,costExpConv,13000.10905
DE,fcevPsngRoadPrvt,costExpConv,30939.5657
DE,dieselPsngRoadPub,costExpConv,7405.063321
DE,fcPsngRoadPub,costExpConv,10131.19112
DE,dieselFrtRoadLight,costExpConv,8567.055399
DE,fcFrtRoadLight,costExpConv,19871.51798
DE,dieselFrtRoadHeavy,costExpConv,1926.308599
DE,fcFrtRoadHeavy,costExpConv,4503.142952
DE,oberFrtRoadHeavy,costExpConv,3318.230381
DE,fcPsngRail,costExpConv,2799.108685
DE,dieselPsngRail,costExpConv,2452.570484
DE,ePsngRail,costExpConv,6601.044606
DE,fcFrtRail,costExpConv,2489.883545
DE,dieselFrtRail,costExpConv,2181.809742
DE,eFrtRail,costExpConv,4808.565302
