timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,s1994,electricity,dem,9.67342216199011
h0002,NL,s1994,electricity,dem,9.35096611803407
h0003,NL,s1994,electricity,dem,9.22435210704506
h0004,NL,s1994,electricity,dem,9.26647848067143
h0005,NL,s1994,electricity,dem,9.66567078836374
h0006,NL,s1994,electricity,dem,10.8376707883637
h0007,NL,s1994,electricity,dem,12.643554030122
h0008,NL,s1994,electricity,dem,13.9073864477044
h0009,NL,s1994,electricity,dem,14.5031364477044
h0010,NL,s1994,electricity,dem,14.6880856235286
h0011,NL,s1994,electricity,dem,14.6944619971549
h0012,NL,s1994,electricity,dem,14.5363026564956
h0013,NL,s1994,electricity,dem,14.4940567773747
h0014,NL,s1994,electricity,dem,14.4077312279242
h0015,NL,s1994,electricity,dem,14.4006872718802
h0016,NL,s1994,electricity,dem,14.7277957883637
h0017,NL,s1994,electricity,dem,15.4995663927593
h0018,NL,s1994,electricity,dem,15.2261529312209
h0019,NL,s1994,electricity,dem,14.7043438652868
h0020,NL,s1994,electricity,dem,13.9283727114407
h0021,NL,s1994,electricity,dem,12.9870691400121
h0022,NL,s1994,electricity,dem,11.9722078762758
h0023,NL,s1994,electricity,dem,11.0480196894626
h0024,NL,s1994,electricity,dem,10.2357779312209
h0025,NL,s1994,electricity,dem,8.82584957349011
h0026,NL,s1994,electricity,dem,8.50339352953407
h0027,NL,s1994,electricity,dem,8.37677951854506
h0028,NL,s1994,electricity,dem,8.41890589217143
h0029,NL,s1994,electricity,dem,8.81809819986374
h0030,NL,s1994,electricity,dem,9.99009819986373
h0031,NL,s1994,electricity,dem,11.795981441622
h0032,NL,s1994,electricity,dem,13.0598138592044
h0033,NL,s1994,electricity,dem,13.6555638592044
h0034,NL,s1994,electricity,dem,13.8405130350286
h0035,NL,s1994,electricity,dem,13.8468894086549
h0036,NL,s1994,electricity,dem,13.6887300679956
h0037,NL,s1994,electricity,dem,13.6464841888747
h0038,NL,s1994,electricity,dem,13.5601586394242
h0039,NL,s1994,electricity,dem,13.5531146833802
h0040,NL,s1994,electricity,dem,13.8802231998637
h0041,NL,s1994,electricity,dem,14.6519938042593
h0042,NL,s1994,electricity,dem,14.3785803427209
h0043,NL,s1994,electricity,dem,13.8567712767868
h0044,NL,s1994,electricity,dem,13.0808001229407
h0045,NL,s1994,electricity,dem,12.1394965515121
h0046,NL,s1994,electricity,dem,11.1246352877758
h0047,NL,s1994,electricity,dem,10.2004471009626
h0048,NL,s1994,electricity,dem,9.38820534272087
h0049,NL,s1994,electricity,dem,10.8447783752901
h0050,NL,s1994,electricity,dem,10.5223223313341
h0051,NL,s1994,electricity,dem,10.3957083203451
h0052,NL,s1994,electricity,dem,10.4378346939714
h0053,NL,s1994,electricity,dem,10.8370270016637
h0054,NL,s1994,electricity,dem,12.0090270016637
h0055,NL,s1994,electricity,dem,13.814910243422
h0056,NL,s1994,electricity,dem,15.0787426610044
h0057,NL,s1994,electricity,dem,15.6744926610044
h0058,NL,s1994,electricity,dem,15.8594418368286
h0059,NL,s1994,electricity,dem,15.865818210455
h0060,NL,s1994,electricity,dem,15.7076588697956
h0061,NL,s1994,electricity,dem,15.6654129906747
h0062,NL,s1994,electricity,dem,15.5790874412242
h0063,NL,s1994,electricity,dem,15.5720434851802
h0064,NL,s1994,electricity,dem,15.8991520016637
h0065,NL,s1994,electricity,dem,16.6709226060594
h0066,NL,s1994,electricity,dem,16.3975091445209
h0067,NL,s1994,electricity,dem,15.8757000785868
h0068,NL,s1994,electricity,dem,15.0997289247407
h0069,NL,s1994,electricity,dem,14.1584253533121
h0070,NL,s1994,electricity,dem,13.1435640895758
h0071,NL,s1994,electricity,dem,12.2193759027626
h0072,NL,s1994,electricity,dem,11.4071341445209
h0073,NL,s1994,electricity,dem,11.0712031820901
h0074,NL,s1994,electricity,dem,10.7487471381341
h0075,NL,s1994,electricity,dem,10.6221331271451
h0076,NL,s1994,electricity,dem,10.6642595007714
h0077,NL,s1994,electricity,dem,11.0634518084637
h0078,NL,s1994,electricity,dem,12.2354518084637
h0079,NL,s1994,electricity,dem,14.041335050222
h0080,NL,s1994,electricity,dem,15.3051674678044
h0081,NL,s1994,electricity,dem,15.9009174678044
h0082,NL,s1994,electricity,dem,16.0858666436286
h0083,NL,s1994,electricity,dem,16.0922430172549
h0084,NL,s1994,electricity,dem,15.9340836765956
h0085,NL,s1994,electricity,dem,15.8918377974747
h0086,NL,s1994,electricity,dem,15.8055122480242
h0087,NL,s1994,electricity,dem,15.7984682919802
h0088,NL,s1994,electricity,dem,16.1255768084637
h0089,NL,s1994,electricity,dem,16.8973474128593
h0090,NL,s1994,electricity,dem,16.6239339513209
h0091,NL,s1994,electricity,dem,16.1021248853868
h0092,NL,s1994,electricity,dem,15.3261537315407
h0093,NL,s1994,electricity,dem,14.3848501601121
h0094,NL,s1994,electricity,dem,13.3699888963758
h0095,NL,s1994,electricity,dem,12.4458007095626
h0096,NL,s1994,electricity,dem,11.6335589513209
h0097,NL,s1994,electricity,dem,11.1174703934901
h0098,NL,s1994,electricity,dem,10.7950143495341
h0099,NL,s1994,electricity,dem,10.6684003385451
h0100,NL,s1994,electricity,dem,10.7105267121714
h0101,NL,s1994,electricity,dem,11.1097190198637
h0102,NL,s1994,electricity,dem,12.2817190198637
h0103,NL,s1994,electricity,dem,14.087602261622
h0104,NL,s1994,electricity,dem,15.3514346792044
h0105,NL,s1994,electricity,dem,15.9471846792044
h0106,NL,s1994,electricity,dem,16.1321338550286
h0107,NL,s1994,electricity,dem,16.1385102286549
h0108,NL,s1994,electricity,dem,15.9803508879956
h0109,NL,s1994,electricity,dem,15.9381050088747
h0110,NL,s1994,electricity,dem,15.8517794594242
h0111,NL,s1994,electricity,dem,15.8447355033802
h0112,NL,s1994,electricity,dem,16.1718440198637
h0113,NL,s1994,electricity,dem,16.9436146242593
h0114,NL,s1994,electricity,dem,16.6702011627209
h0115,NL,s1994,electricity,dem,16.1483920967868
h0116,NL,s1994,electricity,dem,15.3724209429407
h0117,NL,s1994,electricity,dem,14.4311173715121
