region_4,timestep_4,value,parameter,carrier_1
01ES,d092,0.1910203418416768,dem,processHeat_low
01ES,d093,0.18952734672067742,dem,processHeat_low
01ES,d094,0.19182196697492626,dem,processHeat_low
01ES,d095,0.1935686966044076,dem,processHeat_low
01ES,d096,0.19312090490894496,dem,processHeat_low
01ES,d097,0.19353388605818697,dem,processHeat_low
01ES,d098,0.18966066303190107,dem,processHeat_low
01ES,d099,0.18989175656938836,dem,processHeat_low
01ES,d100,0.19355431496834233,dem,processHeat_low
01ES,d101,0.1891866172952874,dem,processHeat_low
01ES,d102,0.18946187126789216,dem,processHeat_low
01ES,d103,0.19084317277987553,dem,processHeat_low
01ES,d104,0.19348841237950007,dem,processHeat_low
01ES,d105,0.19370103041155554,dem,processHeat_low
01ES,d106,0.19369964296532113,dem,processHeat_low
01ES,d107,0.19368293247779125,dem,processHeat_low
01ES,d108,0.19234483537808936,dem,processHeat_low
01ES,d109,0.19152562871227552,dem,processHeat_low
01ES,d110,0.19370997673892354,dem,processHeat_low
01ES,d111,0.1935251386244021,dem,processHeat_low
01ES,d112,0.1947331635432803,dem,processHeat_low
01ES,d113,0.19336542055716954,dem,processHeat_low
01ES,d114,0.19340209825732327,dem,processHeat_low
01ES,d115,0.18895302138679196,dem,processHeat_low
01ES,d116,0.1898999991555489,dem,processHeat_low
01ES,d117,0.19353491962498093,dem,processHeat_low
01ES,d118,0.19366516391298097,dem,processHeat_low
01ES,d119,0.1938344680400377,dem,processHeat_low
01ES,d120,0.19364518609067102,dem,processHeat_low
01ES,d121,0.19249056617703786,dem,processHeat_low
01ES,d122,0.18892860468673603,dem,processHeat_low
01ES,d123,0.18969486256871462,dem,processHeat_low
01ES,d124,0.19294003204195323,dem,processHeat_low
01ES,d125,0.19019231201616413,dem,processHeat_low
01ES,d126,0.1933189836237151,dem,processHeat_low
01ES,d127,0.19327655733665514,dem,processHeat_low
01ES,d128,0.19341749523089868,dem,processHeat_low
01ES,d129,0.19312382688594623,dem,processHeat_low
01ES,d130,0.1921221033021826,dem,processHeat_low
01ES,d131,0.18911268196435793,dem,processHeat_low
01ES,d132,0.19185461749501834,dem,processHeat_low
01ES,d133,0.19264567283772385,dem,processHeat_low
01ES,d134,0.19314347090088266,dem,processHeat_low
01ES,d135,0.19337478140582867,dem,processHeat_low
01ES,d136,0.19334805429754806,dem,processHeat_low
01ES,d137,0.19130312814944048,dem,processHeat_low
01ES,d138,0.18922777486364553,dem,processHeat_low
01ES,d139,0.1910415741779553,dem,processHeat_low
01ES,d140,0.19239768700614854,dem,processHeat_low
01ES,d141,0.19330356907993654,dem,processHeat_low
01ES,d142,0.19324450650628747,dem,processHeat_low
01ES,d143,0.1899717578648448,dem,processHeat_low
01ES,d144,0.19314261783265665,dem,processHeat_low
01ES,d145,0.19125971143659368,dem,processHeat_low
01ES,d146,0.18898497841690398,dem,processHeat_low
01ES,d147,0.19006999409769185,dem,processHeat_low
01ES,d148,0.19313029521584837,dem,processHeat_low
01ES,d149,0.1926850429991853,dem,processHeat_low
01ES,d150,0.18963482539057983,dem,processHeat_low
01ES,d151,0.1929318861246717,dem,processHeat_low
01ES,d152,0.19324990763690333,dem,processHeat_low
01ES,d153,0.19322496017637572,dem,processHeat_low
01ES,d154,0.1920215978512602,dem,processHeat_low
01ES,d155,0.19326469345832833,dem,processHeat_low
01ES,d156,0.19338068037124467,dem,processHeat_low
01ES,d157,0.18921471201225096,dem,processHeat_low
01ES,d158,0.19095227705580534,dem,processHeat_low
01ES,d159,0.19365534381665683,dem,processHeat_low
01ES,d160,0.19355971070340935,dem,processHeat_low
01ES,d161,0.19340613573699053,dem,processHeat_low
01ES,d162,0.1908915848344346,dem,processHeat_low
01ES,d163,0.18927226224998941,dem,processHeat_low
01ES,d164,0.19116072405458154,dem,processHeat_low
01ES,d165,0.1935415001641334,dem,processHeat_low
