timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.32140825098613435,noInter_all_total32_ext8_noFlex
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.33771981205835094,noInter_all_total32_ext8_noFlex
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.3276754773305155,noInter_all_total32_ext8_noFlex
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6039641111157743,noInter_all_total32_ext8_noFlex
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4912644068539097,noInter_all_total32_ext8_noFlex
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5394124200303523,noInter_all_total32_ext8_noFlex
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7826981349508343,noInter_all_total32_ext8_noFlex
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4841347844265308,noInter_all_total32_ext8_noFlex
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6260450142716641,noInter_all_total32_ext8_noFlex
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6623746812204241,noInter_all_total32_ext8_noFlex
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7332566181839523,noInter_all_total32_ext8_noFlex
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.8903425442944568,noInter_all_total32_ext8_noFlex
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.528563235762751,noInter_all_total32_ext8_noFlex
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7045658177260853,noInter_all_total32_ext8_noFlex
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.727253800573874,noInter_all_total32_ext8_noFlex
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7743671525311105,noInter_all_total32_ext8_noFlex
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.8105980658552749,noInter_all_total32_ext8_noFlex
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.919353318173089,noInter_all_total32_ext8_noFlex
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.8692442639447302,noInter_all_total32_ext8_noFlex
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.4549071770984717,noInter_all_total32_ext8_noFlex
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.23647474951476888,noInter_all_total32_ext8_noFlex
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.22756259705752718,noInter_all_total32_ext8_noFlex
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.22622551711237063,noInter_all_total32_ext8_noFlex
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5549981715505977,noInter_all_total32_ext8_noFlex
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5910456665848803,noInter_all_total32_ext8_noFlex
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6434274904604443,noInter_all_total32_ext8_noFlex
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.6081979972299812,noInter_all_total32_ext8_noFlex
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5742997039426597,noInter_all_total32_ext8_noFlex
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5756261628572484,noInter_all_total32_ext8_noFlex
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5920412943058355,noInter_all_total32_ext8_noFlex
none,SouthEast < RS,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5970322975779665,noInter_all_total32_ext8_noFlex
none,UkPlus < IE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.7003223115655466,noInter_all_total32_ext8_noFlex
none,UkPlus < UK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.5721215232077149,noInter_all_total32_ext8_noFlex
none,Balt < EE,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.18866105067363623,noInter_all_total32_ext8_noFlex
none,Balt < LT,none,none,powerToX < h2Storage < h2StorageTank,none,none,costOprStSize,0.19242112606694256,noInter_all_total32_ext8_noFlex
