timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
none,Balt < EE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.10725046405152296,inter_all_total32_ext8_firmCapa
none,Balt < LT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.12198610644063106,inter_all_total32_ext8_firmCapa
none,Balt < LV,none,none,battery < lithiumBattery,none,none,costOprStSize,0.12079145524570925,inter_all_total32_ext8_firmCapa
none,Benelux < BE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1507248789885334,inter_all_total32_ext8_firmCapa
none,Benelux < LU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14013217575099995,inter_all_total32_ext8_firmCapa
none,Benelux < NL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14098207293426585,inter_all_total32_ext8_firmCapa
none,CH_ < CH,none,none,battery < lithiumBattery,none,none,costOprStSize,0.151364769230006,inter_all_total32_ext8_firmCapa
none,DE_ < DE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1371071472290254,inter_all_total32_ext8_firmCapa
none,East < AT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14962244432715113,inter_all_total32_ext8_firmCapa
none,East < CZ,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14933517324456572,inter_all_total32_ext8_firmCapa
none,East < HR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15247726379129095,inter_all_total32_ext8_firmCapa
none,East < HU,none,none,battery < lithiumBattery,none,none,costOprStSize,0.16386536267567658,inter_all_total32_ext8_firmCapa
none,East < PL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.13581734680494198,inter_all_total32_ext8_firmCapa
none,East < SI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15280382077812288,inter_all_total32_ext8_firmCapa
none,East < SK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15556759473693985,inter_all_total32_ext8_firmCapa
none,FR_ < FR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.14970009759605576,inter_all_total32_ext8_firmCapa
none,IT_ < IT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1760216702738588,inter_all_total32_ext8_firmCapa
none,Iberia < ES,none,none,battery < lithiumBattery,none,none,costOprStSize,0.13813854270274561,inter_all_total32_ext8_firmCapa
none,Iberia < PT,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1289103506118342,inter_all_total32_ext8_firmCapa
none,Scan < DK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1142247692135316,inter_all_total32_ext8_firmCapa
none,Scan < FI,none,none,battery < lithiumBattery,none,none,costOprStSize,0.10557685166092369,inter_all_total32_ext8_firmCapa
none,Scan < NO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.10388012413006567,inter_all_total32_ext8_firmCapa
none,Scan < SE,none,none,battery < lithiumBattery,none,none,costOprStSize,0.10574122396660435,inter_all_total32_ext8_firmCapa
none,SouthEast < AL,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15258989930154543,inter_all_total32_ext8_firmCapa
none,SouthEast < BA,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15381125776384416,inter_all_total32_ext8_firmCapa
none,SouthEast < BG,none,none,battery < lithiumBattery,none,none,costOprStSize,0.16219754493337626,inter_all_total32_ext8_firmCapa
none,SouthEast < GR,none,none,battery < lithiumBattery,none,none,costOprStSize,0.155286202992014,inter_all_total32_ext8_firmCapa
none,SouthEast < ME,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15419774236279254,inter_all_total32_ext8_firmCapa
none,SouthEast < MK,none,none,battery < lithiumBattery,none,none,costOprStSize,0.1540334027967518,inter_all_total32_ext8_firmCapa
none,SouthEast < RO,none,none,battery < lithiumBattery,none,none,costOprStSize,0.15581530620605422,inter_all_total32_ext8_firmCapa
