timestep_superordinate_expansion,timestep_superordinate_dispatch,region_from,region_to,carrier,exchange,scenario,directed,variable,value,objName
none,30th < 2040,Benelux < BE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.3999923721485805,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,Scan < DK,none,powerGrid < hvdc,none,no,expExc,1.099998298108154,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,Scan < NO,none,powerGrid < hvdc,none,no,expExc,2.0014208209852176,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.8999992279303908,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,0.22541978988693862,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < PL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,3.8288086623430155,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < NL,Scan < DK,none,powerGrid < hvdc,none,no,expExc,2.9955600451442455,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < DK,Scan < NO,none,powerGrid < hvdc,none,no,expExc,4.999994579018043,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < DK,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.482440480888369,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < EE,Scan < FI,none,powerGrid < hvdc,none,no,expExc,4.995714765101879,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < FI,Scan < SE,none,powerGrid < hvdc,none,no,expExc,0.8057514321754191,inter_all_total32_ext8_firmCapa
none,30th < 2040,FR_ < FR,UkPlus < IE,none,powerGrid < hvdc,none,no,expExc,1.3999983477675881,inter_all_total32_ext8_firmCapa
none,30th < 2040,FR_ < FR,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,6.199998714268282,inter_all_total32_ext8_firmCapa
none,30th < 2040,IT_ < IT,SouthEast < GR,none,powerGrid < hvdc,none,no,expExc,0.9964994767154216,inter_all_total32_ext8_firmCapa
none,30th < 2040,IT_ < IT,SouthEast < ME,none,powerGrid < hvdc,none,no,expExc,1.5999552986001104,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < LT,Scan < SE,none,powerGrid < hvdc,none,no,expExc,0.0005305501035566592,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < NL,Scan < NO,none,powerGrid < hvdc,none,no,expExc,9.997746159109873,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < NL,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.999997525774207,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < NO,UkPlus < UK,none,powerGrid < hvdc,none,no,expExc,4.99999715952763,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < PL,Scan < SE,none,powerGrid < hvdc,none,no,expExc,2.9986612711292895,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < EE,Balt < LV,none,h2Grid,none,yes,expExc,0.0005788021217315429,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < LT,Balt < LV,none,h2Grid,none,yes,expExc,0.0038135526951337683,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < BE,Benelux < LU,none,h2Grid,none,yes,expExc,0.10404696936371645,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < BE,Benelux < NL,none,h2Grid,none,yes,expExc,0.0019179543563362252,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < BE,DE_ < DE,none,h2Grid,none,yes,expExc,0.00033568448330932864,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < LU,DE_ < DE,none,h2Grid,none,yes,expExc,0.0003560524428599879,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < NL,DE_ < DE,none,h2Grid,none,yes,expExc,0.0002931349999245516,inter_all_total32_ext8_firmCapa
none,30th < 2040,CH_ < CH,DE_ < DE,none,h2Grid,none,yes,expExc,0.0002494403935963575,inter_all_total32_ext8_firmCapa
none,30th < 2040,CH_ < CH,East < AT,none,h2Grid,none,yes,expExc,0.00015724569343668766,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,East < AT,none,h2Grid,none,yes,expExc,0.0007242884402874698,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,East < CZ,none,h2Grid,none,yes,expExc,0.0005891558560949732,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < AT,East < CZ,none,h2Grid,none,yes,expExc,0.0006288771669989987,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < AT,East < HU,none,h2Grid,none,yes,expExc,0.001234009357816706,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HR,East < HU,none,h2Grid,none,yes,expExc,0.00028908981332352026,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < LT,East < PL,none,h2Grid,none,yes,expExc,0.00016903989994255608,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,East < PL,none,h2Grid,none,yes,expExc,0.00040261844181087986,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < CZ,East < PL,none,h2Grid,none,yes,expExc,0.0005525228829921188,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < AT,East < SI,none,h2Grid,none,yes,expExc,0.002004288554420849,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HR,East < SI,none,h2Grid,none,yes,expExc,0.000638991225885002,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HU,East < SI,none,h2Grid,none,yes,expExc,0.0004841848515746532,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < AT,East < SK,none,h2Grid,none,yes,expExc,0.0006136732094489585,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < CZ,East < SK,none,h2Grid,none,yes,expExc,0.0015538204329824618,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HU,East < SK,none,h2Grid,none,yes,expExc,0.0007471537418874667,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < PL,East < SK,none,h2Grid,none,yes,expExc,1.3831223766632932,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < BE,FR_ < FR,none,h2Grid,none,yes,expExc,0.00022823108730913322,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < LU,FR_ < FR,none,h2Grid,none,yes,expExc,0.00019587872849924628,inter_all_total32_ext8_firmCapa
none,30th < 2040,CH_ < CH,FR_ < FR,none,h2Grid,none,yes,expExc,0.0002388151962813083,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,FR_ < FR,none,h2Grid,none,yes,expExc,0.00018982593073338445,inter_all_total32_ext8_firmCapa
none,30th < 2040,CH_ < CH,IT_ < IT,none,h2Grid,none,yes,expExc,0.00024317019875988764,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < AT,IT_ < IT,none,h2Grid,none,yes,expExc,0.0001461995629875437,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < SI,IT_ < IT,none,h2Grid,none,yes,expExc,0.00012936138715871666,inter_all_total32_ext8_firmCapa
none,30th < 2040,FR_ < FR,IT_ < IT,none,h2Grid,none,yes,expExc,0.00020918568441959605,inter_all_total32_ext8_firmCapa
none,30th < 2040,FR_ < FR,Iberia < ES,none,h2Grid,none,yes,expExc,0.00014036272747061055,inter_all_total32_ext8_firmCapa
none,30th < 2040,Iberia < ES,Iberia < PT,none,h2Grid,none,yes,expExc,0.0008888952196119772,inter_all_total32_ext8_firmCapa
none,30th < 2040,DE_ < DE,Scan < DK,none,h2Grid,none,yes,expExc,0.00011619273104723826,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < EE,Scan < FI,none,h2Grid,none,yes,expExc,0.00011703014555062216,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < DK,Scan < NO,none,h2Grid,none,yes,expExc,0.0006348188195570668,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < FI,Scan < NO,none,h2Grid,none,yes,expExc,0.000597527974668516,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < PL,Scan < SE,none,h2Grid,none,yes,expExc,0.0005812762942543644,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < DK,Scan < SE,none,h2Grid,none,yes,expExc,0.007257717422850889,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < FI,Scan < SE,none,h2Grid,none,yes,expExc,0.003389840579085389,inter_all_total32_ext8_firmCapa
none,30th < 2040,Scan < NO,Scan < SE,none,h2Grid,none,yes,expExc,0.00045799023553480365,inter_all_total32_ext8_firmCapa
none,30th < 2040,IT_ < IT,SouthEast < AL,none,h2Grid,none,yes,expExc,0.0006382644131239842,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HR,SouthEast < BA,none,h2Grid,none,yes,expExc,0.00014391928280352878,inter_all_total32_ext8_firmCapa
none,30th < 2040,IT_ < IT,SouthEast < BA,none,h2Grid,none,yes,expExc,0.0006535282141435583,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < AL,SouthEast < GR,none,h2Grid,none,yes,expExc,0.0006409348543013791,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BG,SouthEast < GR,none,h2Grid,none,yes,expExc,0.0002717170103404692,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < AL,SouthEast < ME,none,h2Grid,none,yes,expExc,0.021314201658949157,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BA,SouthEast < ME,none,h2Grid,none,yes,expExc,0.0007763759886308705,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < AL,SouthEast < MK,none,h2Grid,none,yes,expExc,0.9540188380276567,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BG,SouthEast < MK,none,h2Grid,none,yes,expExc,0.0005667483017352898,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < GR,SouthEast < MK,none,h2Grid,none,yes,expExc,0.006536652959445736,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HU,SouthEast < RO,none,h2Grid,none,yes,expExc,0.0001554058246700988,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BG,SouthEast < RO,none,h2Grid,none,yes,expExc,0.0004016661405220529,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HR,SouthEast < RS,none,h2Grid,none,yes,expExc,0.00014142014854427571,inter_all_total32_ext8_firmCapa
none,30th < 2040,East < HU,SouthEast < RS,none,h2Grid,none,yes,expExc,0.00013760572466994735,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < AL,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0006817985558071415,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BA,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0006372168583146994,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < BG,SouthEast < RS,none,h2Grid,none,yes,expExc,0.00027510240845694025,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < ME,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0007369896638696486,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < MK,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0007827836722069431,inter_all_total32_ext8_firmCapa
none,30th < 2040,SouthEast < RO,SouthEast < RS,none,h2Grid,none,yes,expExc,0.0014707890626222875,inter_all_total32_ext8_firmCapa
none,30th < 2040,FR_ < FR,UkPlus < UK,none,h2Grid,none,yes,expExc,0.0001851893521142319,inter_all_total32_ext8_firmCapa
none,30th < 2040,UkPlus < IE,UkPlus < UK,none,h2Grid,none,yes,expExc,0.0032246809137286715,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < LV,Balt < EE,none,h2Grid,none,yes,expExc,0.0013124625300261464,inter_all_total32_ext8_firmCapa
none,30th < 2040,Balt < LV,Balt < LT,none,h2Grid,none,yes,expExc,0.0007147005931724401,inter_all_total32_ext8_firmCapa
none,30th < 2040,Benelux < LU,Benelux < BE,none,h2Grid,none,yes,expExc,0.0020539855121892293,inter_all_total32_ext8_firmCapa
