timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; ocgtH2Chp,gen; offshore_b,gen; pvOpenspace_b,gen; onshore_c,gen; pvResi_a,gen; ocgtGasChp,gen; onshore_b,gen; ocgtH2,gen; pvInd_a,gen; runOfRiver,gen; nuclearPowerFlexChp_HTR,gen; onshore_a,stExtOut; reservoir,gen; pvOpenspace_c,gen; pvOpenspace_a,stExtOut; pumpedStorage,gen; pvInd_b,gen; nuclearPowerFlexChp_SFR,gen; offshore_a,gen; gasEngineDh,gen; pvResi_b,gen; bioGasEngineDh,import,demand,use; heatpumpGroundSpace,use; bevPsngRoadPub,use; heatpumpPro,use; heatpumpAirSpace,use; directAirCapture,use; eBoilerProLow,stExtIn; lithiumBattery,use; oberFrtRoadHeavy,use; alkElectrolysis,use; eFrtRail,use; bevFrtRoadLight,use; liquifaction,use; eBoilerDh,use; eBoilerProHigh,use; pemElectrolysis,use; bevFrtRoadHeavy,use; resistiveHeatSpace,use; eBoilerProMed,stExtIn; pumpedStorage,use; ePsngRail,use; heatpumpAirDh,use; bevPsngRoadPrvt,export
30th < 2040,30th < 2040 < d002 < hh0011 < h0043,EU < IT < it_sar,0.057176112555818163,,,31.65115821263932,,,,49.29734546353449,,2.247426528893873,,,,,53.94257023131711,,,,,,,,0.0023644874313779214,-73.51199311785058,,,-3.054542400163764,,,,,-1.3593070482293816,,-0.040424716706373785,,,,,,,,,,-0.3279779742861661,,,-58.90459087020655
30th < 2040,30th < 2040 < d002 < hh0011 < h0043,EU < IT < it_sic,72.79221944901421,,4.221387254323937,73.67030362179769,,,,50.524117778297956,,3.7457183254788005,,,,,65.92386320375732,,,,,,,,,-162.68741986114958,,,-6.096422520259734,,,,,,,-0.07910844417468273,,,,,,-1.3603524245432952,,,,-1.000157430409846,,,-99.65556371047688
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_cs,136.4064002122719,,3.5148963413997474,55.03656613313397,,,,0.012313449994902737,,39.97156618365987,,29.038210239362765,,14.680301868148694,16.368264148386892,,,52.03664991311267,,,,,284.4076302622083,-598.7078567069535,,,-20.02312914775757,,,,,,,-0.4717052836334437,,,,,,-8.111189369341307,,,,-4.156811999890818,,,-0.002615144507680356
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_s,0.039174810761210606,,13.068328540865274,,,,57.886444687201354,0.026150008671462582,,12.82106016004232,,,,37.05208060835268,,,,19.908200648312327,,,,,170.71368315819453,-247.00440073448902,,,-7.617529494881681,,,,,,,-0.18056670354830717,,,,,,-3.1050101096318894,,,,-2.1898917765664003,,,-51.417922377101455
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_sar,0.05737070004245239,,,40.574195773537284,,,,49.29735584930807,,2.2625304659972114,,,,,20.310879898647038,,,7.122550116527589,,,,,0.0026812929078182906,-82.03605288725001,,,-2.681450529465695,,,,,-2.174099395948954,,-0.06465599680897406,,,,,,,,,,-0.5245736912119563,,,-32.14648342921092
30th < 2040,30th < 2040 < d002 < hh0011 < h0044,EU < IT < it_sic,73.42385000475637,,1.3751215311008513,76.42613666470092,,,,50.524120133266656,,3.770891733075936,,,,,20.784627171061423,,,,,,,,0.0013831816072360195,-181.55178786165604,,,-5.351123003529558,,,,,,,-0.1265274250719667,,,,,,-2.1757713890542503,,,,-1.5996692345120322,,,-35.50216401286051
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_s,0.0024407281996142284,,,,,,51.02622949800168,0.02621609803217692,,12.63897299552334,,,60.49873482925908,,,,,,,,,,160.4413715968474,-241.03247837546,-3.099260746537664,,-8.679133889079989,,,,,,,-0.19706837595027352,,,,-5.109995159303754,,-3.388771504324634,,,,-2.39002212165514,,,-20.73752785531918
30th < 2040,30th < 2040 < d002 < hh0012 < h0045,EU < IT < it_sic,0.6008659556765675,,,56.58974107825143,,,,50.52417774661368,,3.717341947715015,,,57.761236145695804,,,,,,,,,,20.509448522264982,-177.16233901771372,-0.01861956394174715,,-6.096757928387825,,,,,,,-0.1380905431738783,,,,,,-2.374611296845661,-2.1664948002982776,,,-1.7458601830130094,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < FR < fr_co,0.0014288710455080853,,,5.314878874534289,,,,,,,,0.2690944076484749,,,,,,0.3389411549850531,,,,,13.836935627775414,-18.740697330536698,,,-0.2822143246368331,,,,,,,-0.017613666929110053,,,,,,-0.46142245390534803,,,,-0.2520144030550321,,,-0.012291452083009517
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_cn,0.001788821866443465,,,76.03351821249012,,,,,,22.139175741743355,,31.736092230060464,83.5849984200065,,,2.035682845770239,,28.860388613699403,,,,,229.68592427433808,-343.9862900907675,,,-10.4773698506633,,,,,,,-0.3862752980859814,,,,,,-6.6421597816345,,,,-3.013265750489158,,,-109.57714038615674
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_cs,136.40666527636196,,,12.278919082053994,,,,0.012391164798380124,,39.11254467658547,,16.98900042480399,172.0974982233184,,,4.18880794455772,,54.04604624054342,,,,,292.3338840647307,-668.2028403883273,,,-19.671199378407927,,,,,,,-0.7239101318849207,,,,,,-12.447967766810752,,,,-6.3793186709355645,,,-20.045277199137445
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_s,0.0393444627787463,,,,,,41.35462493040596,0.02622604555262584,,12.545532479248823,,,60.49874853274619,,,1.4708370698810176,,20.67754841416589,,,,,154.9598310004251,-275.6754238486426,,,-7.4833857923262626,,,,,,,-0.27710960787383654,,,,,,-4.765153912743386,,,,-3.3607527831292887,,,-0.015168184452793521
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_sar,0.05758060729721074,,,18.526685208086946,,,,49.297427956024954,,2.2139166585419097,,,19.983748699598184,,,0.48655118544153825,,7.398432876888527,,,,,0.48052664891934627,-91.55838350779918,,,-2.6339934197807553,,,,,-3.3365167511571805,,-0.09922536974062625,,,,,,,,,,-0.8050454874355435,,,-0.015172147285501088
30th < 2040,30th < 2040 < d002 < hh0012 < h0046,EU < IT < it_sic,73.42411912008822,,,27.04687467090081,,,,50.52418882557687,,3.6898617884694485,,,57.76124853338402,,,1.4037267155456836,,0.0011547083892321467,,,,,0.015249042466748622,-202.6254023022053,,,-5.256792171951958,,,,,,,-0.19417735638951153,,,,,,-3.3390827023800327,,,,-2.4549582264754446,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_cs,111.70794301277199,,,11.208012174856805,,,,0.012380912018020692,,37.864932788546575,,16.866352850398023,172.09748648999843,,,,,,,,,,365.62825379009115,-651.1292658714492,,,-22.814401922441448,,,,,,,-0.7705855042846512,,,,-13.33162283354229,,-13.250572269144328,,,,-6.7906364043221235,,,-7.298134994792397
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_s,0.007489002648433336,,,,,,76.86138661104033,0.026215699803706194,,12.145352724512533,,,60.498739075554326,,,,,,,,,,188.0554401994993,-268.631507530035,,,-8.679134184357622,,,,,,,-0.2949767347081806,,,,-5.109990929679863,,-5.07239554899484,,,,-3.5774431992276865,,,-46.22836659673644
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_sar,0.046704472374636284,,,18.04502517045111,,,,49.297417876265044,,2.143294063125838,,,19.983740756042643,,,,,,,,,,7.273440845377705,-89.21893089105014,,,-3.0548750885016336,,,,,-3.551644506687692,,-0.10562309907214626,,,,,,,,,,-0.8569522038492735,,,
30th < 2040,30th < 2040 < d002 < hh0012 < h0047,EU < IT < it_sic,47.840185414390525,,,103.95956429901051,,,,50.52417729001773,,3.5721594892263804,,,57.76123892356479,,,,,,,,,,,-197.4480224766291,-0.25449630404946166,,-6.096758298087721,,,,,,,-0.2066972812004499,,,,,,-3.554375902105357,-0.44719328952991433,,,-2.6132459536387085,,,-53.03688463201582
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_cn,0.001020459188114158,,,79.78201632247152,,,,,,20.914018542318438,,40.594365206885904,83.58498974008984,,,,,,,,,,229.6861092439333,-300.06421962205525,,,-12.151515964139461,,,,,,,-0.3656111586322136,,,,-7.117497922295294,,-6.2868315567078525,,,,-2.8520684282997637,,,-125.7258085099782
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_cs,23.524140586462146,,,,,,,0.012383154625173181,,36.94810280179743,,,172.09748850282048,,,,,,,,,,404.9540189236611,-582.8830090799755,,,-22.81440171810863,,,,,,,-0.6851839177278464,,,,-13.331622734516433,,-11.782052697625748,,,,-6.038051364200111,,,-0.0018770201885338542
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_s,0.029067884138399995,,,,,,65.42635335928027,0.026217640609606307,,11.851275369517317,,,60.498740410251315,,,,,,,,,,218.06576536198526,-240.4756622837934,,,-8.67913389868705,,,,,,,-0.26228538377911004,,,,-5.109994491961136,,-4.510237780493896,,,,-3.180966334126889,,,-93.67857221684605
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_sar,0.010119268966023344,,,19.610638639082143,,,,49.297419783300924,,2.0913982116012355,,,19.983741527435587,,,,,,,,,,0.001986500628581215,-79.86770312815388,,,-3.0548751583012383,,,,,-3.1580268301672096,,-0.09391722063600613,,,,,,,,,,-0.7619788655173808,,,-4.058246645657201
30th < 2040,30th < 2040 < d002 < hh0012 < h0048,EU < IT < it_sic,24.351000400386624,,,136.49839105515724,,,,50.52417836155088,,3.4856663253410347,,,57.761240278627255,,,,,,,,,,,-176.75307118017008,-0.2519716273357171,,-6.096757947018625,,,,,,,-0.1837896665965606,,,,,,-3.1604555135550143,-0.4703719766046719,,,-2.323628060149947,,,-83.38098421491479
30th < 2040,30th < 2040 < d003 < hh0018 < h0072,EU < IT < it_sic,0.19004762673237302,,,28.345621353480453,,,,,,1.6658598693601558,,,57.76109288738785,,,1.4026640476733865,,,,,,,99.27133306957288,-176.25156873494188,,,-5.03650483494322,,,,,,,-0.2383400541606495,,,,,,-4.09850647330747,,,,-3.0133012805394968,,,
30th < 2040,30th < 2040 < d004 < hh0022 < h0086,EU < EE < ee,97.18413302500294,,1.1888991075848,,,,208.85709110068757,,,,,,,0.3610228890314692,,,,,,,,,5.931945749978749,-98.11772923390897,,,-2.327619778534948,,,,,-10.122294425607468,,-1.4808708038639142,,,,,,,,-13.722857172052336,,-0.2875726466104979,,,-187.47050238641876
30th < 2040,30th < 2040 < d004 < hh0022 < h0086,EU < FI < fi,24.965330420961795,,,140.33451065967625,,0.0013126216766369309,,,,,,,291.9999978842913,,,0.8318688646084345,,8.991726915102484,,,,0.0010349570809476362,876.5396585846154,-873.585641815706,,,-32.98494911497131,,,,,-7.7615132656943855,,-4.256527365663988,,,,,,-27.015325540231796,,-394.30946296383775,,-3.7584230200555604,,,
30th < 2040,30th < 2040 < d004 < hh0022 < h0086,EU < LT < lt,0.0014410124454927546,,,0.001382766666232317,,,62.31347459778657,,,4.8440687886043206,,,,14.881033611066426,19.072617290940546,,,,,,,,194.71281339796383,-158.29047632132816,,,-5.618248124532132,,,,,,,-40.41678289554618,,,,,,-57.1025921135748,,-0.002806174705217886,,-0.3022675154503173,,,-34.10022300794384
30th < 2040,30th < 2040 < d004 < hh0022 < h0086,EU < LV < lv,8.81855412722199,,,,,0.00261030675455429,,,,34.73487486497693,,72.28360508772218,,9.80493583484759,,,,,,0.001239672522558727,,,33.75246829292733,-84.17744523092797,,,-6.51770178473604,,,,,-0.0019180936807191367,,-16.861406522378378,,,,,,-16.174246384528416,,-29.16456390940336,,-0.5126631244772085,,,-5.993072776383135
30th < 2040,30th < 2040 < d004 < hh0022 < h0087,EU < EE < ee,98.02776049635915,,0.8174125156663665,,,,171.15149041967635,,,,,,,0.27279413481768744,,,,,,,,,27.319988779579468,-102.61855732749923,,,-2.3197597831903423,,,,,-12.936496841420698,,-1.892582814848124,,,,,,,,-13.047419070708907,,-0.36752365403878656,,,-164.41353584523898
30th < 2040,30th < 2040 < d004 < hh0022 < h0087,EU < FI < fi,24.966358710550157,,,132.21349243786563,,0.0013126429877613698,,,,,,,291.9999979193065,,,0.9681378195151086,,23.307706522606875,,,,0.0010361386733099178,853.5564754779783,-882.026696257914,,,-32.65136913908387,,,,,-9.919370809081615,,-5.439927995181622,,,,,,-34.526132003929234,,-357.6535644115477,,-4.803340575104217,,,
30th < 2040,30th < 2040 < d004 < hh0022 < h0087,EU < LT < lt,0.001439564067287527,,,0.0016080402909351488,,,70.71697173217669,,,5.105940098107716,,,,7.946597785016643,9.84880913991013,55.55327892027541,,10.797664509694323,,,,,194.71281701701565,-165.5515312635649,,,-5.584666807552829,,,,,,,-51.65346533942984,,,,,,-72.97826673025891,,-0.002752440294821991,,-0.38630399339055427,,,-58.53436649234797
30th < 2040,30th < 2040 < d004 < hh0022 < h0087,EU < LV < lv,8.894906636764869,,,,,0.0026184140404276256,,,,35.90413198473691,,83.79457496789294,,5.974456457044156,,,,0.0016206872902348472,,0.0012414397203883362,,,57.93738326543904,-88.03880864914177,,,-6.206097769809697,,,,,-0.002451362487480993,,-21.54921829450419,,,,,,-20.67101375123802,,-27.791797202127047,,-0.655193833695888,,,-27.60100902399956
30th < 2040,30th < 2040 < d004 < hh0023 < h0090,EU < LV < lv,8.893972172312218,,,,,,,,,38.40134959695002,,136.62311276506637,,,,,,0.0018144756965257477,,,,,291.885111878436,-85.23816773922346,,,-5.420520733902101,,,,,-0.0017376020988545894,,-15.274757253743982,,,,,,-14.652258514615847,,-24.24707015341589,,-0.4644218006927411,-10.860991047201175,,-319.6462573688647
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < BE < be,,28.480958017206632,,,,,,,,4.744578019784189,,,,,,7.876792165845119,,133.59454185397442,28.480958301784472,,,,673.4825472959609,-638.2679981940103,,,-38.0939960648982,,,,,,,-0.3836539962677344,,,,-11.5063379056351,,-6.365413835527502,,,,-1.8055462995207638,,,-180.2383546556867
30th < 2040,30th < 2040 < d001 < hh0001 < h0001,EU < NL < nl,,384.82215096062004,,7.765387803562801,,,39.059989967894026,,,1.381458313729285,,53.531537071296306,,,,22.49999690823661,,111.30691788217058,113.29472907953041,,,,427.00608843235557,-934.7174083730649,,,-59.473732895899076,,,,,,,-0.5890549957028185,,,,-13.329639035131915,,-13.746628804922675,,-84.54635558878911,,-3.7835661601236383,,,-50.48288823233814
30th < 2040,30th < 2040 < d001 < hh0001 < h0002,EU < BE < be,,310.43113434629146,,,,,131.00738449217792,,,4.573874469360345,,861.4437397670201,,,,,,,310.4311376344349,,,,456.45625652919443,-651.2511918075865,,-0.0017439645839359037,-45.763446989758044,,,,,,-404.19479559836105,-0.6627921080535283,-0.0017418127196825053,,,-12.419114004600514,,-10.996747318482669,,,,-3.119221615542592,-191.27864655211388,-0.0015963974141813193,-754.6523344375893
30th < 2040,30th < 2040 < d001 < hh0001 < h0002,EU < NL < nl,,1626.6936157229632,,123.85149396945337,,,817.5670896643624,,,1.3304475739103898,,632.3710754126674,,,,,,,478.9116575937584,,,,,-953.7307650214071,,-8.630563683320723,-71.61979645751794,,-0.4235286712023888,,,,-506.6448485518212,-1.0176383047209974,-20.78848294770066,,,-14.417490192864568,,-23.74837007532641,,-100.8418711688366,,-6.536404717854988,-215.44795349366422,-566.0649820641394,-1190.8117365455414
30th < 2040,30th < 2040 < d001 < hh0001 < h0002,nonEU < UK < uk,,0.0014981583856115677,,405.00590734382354,,,1552.0489765456748,,,14.277381566862601,,2248.382773932661,,,,,,,1381.9539745130692,,,,1564.6011686279621,-2257.9319570804964,,-36.49092212978877,-155.7225012436066,,,,,,-2582.546140251251,-1.9364689217259077,-72.2505446453683,,,-5.73958996243071,,-54.091129644140004,,-0.001803740588501306,,-18.19391851857153,-996.3462816068818,-985.0142519116877,-0.00576417528588222
30th < 2040,30th < 2040 < d001 < hh0001 < h0003,EU < BE < be,,381.7981268661285,,,,,170.84346392717399,,,5.109380980153954,,1124.2554856200557,,,,,,,381.79813091220893,,,,307.69510661215156,-632.0243369333931,,-39.60241618105918,-45.76344779055188,,,,,,-404.1965963855733,-0.6015561876071714,-101.57743901283574,,,-12.419114313952232,,-9.98074858255791,,,,-2.831034106393047,-191.27864853997357,-492.5996863694913,-438.6248663423839
30th < 2040,30th < 2040 < d001 < hh0001 < h0003,EU < NL < nl,,2006.0661619038988,,170.57916932618187,,,1148.7598033267336,,,1.4857010164742839,,854.1779176983948,,,,,,,590.601984617878,,,,,-925.5738215274221,,-10.449210409728824,-71.61979641311362,,-0.4045821736212825,,,,-1448.2186078013333,-0.9236178456451215,-26.69668237210234,,,-14.417490103266822,,-21.554238185412782,,-100.84187108991446,,-5.932500787128897,-215.4479533945389,-738.7781156251474,-1190.8118175556301
30th < 2040,30th < 2040 < d001 < hh0001 < h0003,nonEU < UK < uk,,0.0017269520945054598,,559.4013488203337,,,2620.6992643099916,,,15.73787253437162,,3589.3134170693174,,,,,,,1674.5812651974084,,,,951.7949485040106,-2182.326950083455,,-93.87102792037552,-155.72252602176033,,-50.98500035434627,,,,-2582.5461858962144,-1.7575569289656179,-181.59559775731324,,,-5.739599201899359,,-49.09360467138548,,-0.0018104051539001207,,-16.512967080747885,-996.3463051469071,-2684.4033726354164,-410.62685450439216
30th < 2040,30th < 2040 < d001 < hh0001 < h0004,EU < BE < be,,511.456209174319,,0.0010694806633292412,,,219.0394198275872,,,5.47872254321219,,1424.678753064764,,,,,,,511.45621459555946,,,,335.6644221060781,-643.3005304394994,-223.86037928290062,-46.458492933354236,-45.763451287929556,,,,,,-404.1969689631638,-0.9427259861484372,-119.1622330469302,-0.002707744869052087,,-12.419115934196725,,-15.641283796644888,,,-9.724421893074974,-4.436641954237673,-191.27865725406417,-577.8756523711468,-712.7103685283196
30th < 2040,30th < 2040 < d001 < hh0001 < h0004,EU < NL < nl,,2129.2629798546095,,194.2786354132563,,,1286.790532264534,,,1.5928134517339745,,984.7312023466557,,,,,,,626.872112651302,,,,271.7254255926837,-942.087346253964,-160.06658381298396,-21.190795090451417,-71.61979814310062,,-1.1589653073493544,-0.0024574803233724566,,,-1542.0612308847058,-1.447443418084645,-49.29615037589246,,-659.5983508873709,-14.417490927814383,,-33.77862428753002,-0.002553210259541916,-100.84187184754941,-27.77756540485617,-9.297091061632687,-215.44795658362378,-919.7805639552265,-725.3808207557411
30th < 2040,30th < 2040 < d001 < hh0001 < h0004,nonEU < UK < uk,,0.0021127760506564055,,758.2850702460063,,,3591.232717973695,,,15.580988803733243,,4718.051286791779,,,,,,,2165.9427126358423,,,,345.5647749040776,-2114.377119777543,-261.2023844114441,-110.12144828147143,-155.72255287373818,-101.32648865993099,-71.3790504021348,-0.026368752552372147,,,-2582.5462298458087,-2.754347180205746,-213.03230893369005,,-0.003204532868919984,-5.739609954881448,,-76.9368145999961,-0.0011152972825767275,-0.0018192427904261909,-76.530041548696,-25.878219684443568,-996.3463326052068,-3149.109264591524,-1651.6245143004242
30th < 2040,30th < 2040 < d001 < hh0002 < h0005,EU < BE < be,,387.82004731369966,,,,,155.08079195957527,,,5.853056277704988,,972.8169484979095,,,,0.0013058139412577693,,0.0017392559489804245,387.820051424293,,,,554.9377035547784,-620.3522240105721,-301.2408533858187,-53.898011247091226,-45.7624409733615,,,,,,-404.1963276780057,-1.1889138158923336,-138.24588668389342,,,-12.418713152148113,,-19.72592108137341,,,,-5.595247180054065,-191.27864134873707,-670.4257797026163,-0.002695208935994902
30th < 2040,30th < 2040 < d001 < hh0002 < h0005,EU < NL < nl,,1263.0323741478242,,116.05885985047658,,,742.8141132330204,,,1.7015071252963254,,609.1118226277749,,,,,,,371.8468650186269,,,,,-908.480488989477,-54.033844513125786,-13.069159026532,-71.61962241776585,,-0.6621554243533018,,,,-146.7864630749576,-1.8254354953277958,-30.166865911612366,,,-14.417416532468067,,-42.59973066124581,,-100.84179557293044,,-11.724976475872598,-215.44795441784234,-302.0771091500972,-1190.811639883217
30th < 2040,30th < 2040 < d001 < hh0002 < h0005,nonEU < UK < uk,,0.0018023498667318367,,643.8636847375186,,,3087.3063865635363,,,17.09480266274461,,4234.879736548214,,,,,,,1763.5469034270266,,,,1263.1351438936767,-1952.1121659499856,-415.036535459042,-127.75817144408,-155.72243789869347,-159.90689747356316,-71.37893389264407,,,,-2582.546188065297,-3.4736301581009834,-247.15098651652542,,,-5.739543059922521,,-97.02845065552239,-0.0014684103657878523,-0.001799440275335183,,-32.63617781369557,-996.3462685769152,-3653.4630384847837,-509.5249555370558
30th < 2040,30th < 2040 < d001 < hh0002 < h0006,EU < BE < be,,387.82003185675063,,,,,136.39389825851018,,,6.187547557685207,,834.507031043565,,,,0.0011362809011119558,,0.0026758614184230574,387.82003596757494,,,,449.91718840409277,-660.8806308234588,-3.8707557799302656,-27.940437668291874,-45.761966179754154,,,,,,-404.195926846829,-1.5870844058449343,-78.61437077376053,,,-12.418510323872342,,-26.332187683157247,,,,-7.469111240537408,-191.27864044609476,-453.947650133169,-288.3521960640929
30th < 2040,30th < 2040 < d001 < hh0002 < h0006,EU < NL < nl,,769.6370431503359,,46.51420874329286,,,243.58188394284446,,,1.798881736141809,,285.32467373496485,,,,0.6679217240525168,,87.87727584951182,226.5873174549798,,,,470.87082530855685,-967.8326850714034,,,-64.43113631948187,,,,,,,-2.4367789908607866,,,,-14.37663812880378,,-56.86650060072995,,-90.65998078428478,,-15.65170416477123,-215.44794915593954,,-705.1559549140371
30th < 2040,30th < 2040 < d001 < hh0002 < h0006,nonEU < UK < uk,,0.0017019034107658764,,473.33009269103593,,,1874.0324156193433,,,19.93500086776438,,2361.974778467235,,,,0.0021392165669577683,,121.76189228672052,1480.9288418357328,,,,1460.3576732123922,-1906.362954631291,,-54.21443762426741,-155.72205589480836,,-16.976046347294666,,,,-2582.5461405122433,-4.636958694484539,-109.35353285149378,,,-5.738163933054735,,-129.5235524225918,,-0.0017730326386257971,,-43.56612580502577,-996.3461751773879,-1787.3291182167814,-0.006765424481038227
30th < 2040,30th < 2040 < d001 < hh0002 < h0007,EU < BE < be,,389.1257397310993,,,,,127.0379498351695,,,6.384378905930467,,769.9257028247107,,,,2.1367363888473845,,28.717455241167098,389.12574385608133,,,,456.45598327278094,-709.7334336385193,,,-43.21487148668896,,,,,,-392.70707808836323,-1.7305612740075798,,,,-12.402868822920944,,-28.71269108092015,,,,-8.144339782134848,-191.27863993533867,,-780.9819614420172
