i,low,best,gap,solCur,time,case
1,2011.5562884796568,2.2847585044122986e7,0.999911957597068,2.2847585044122986e7,0.06666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
2,6310.573251375199,1.9593944370276388e7,0.9996779324707613,1.9593944370276388e7,0.06666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
3,6556.124032634809,1.4534269960599449e7,0.9995489196189139,1.4534269960599449e7,0.08333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
4,6556.124043065362,9.683709867242912e6,0.9993229739291093,9.683709867242912e6,0.08333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
5,6556.124038561396,3.461185552818664e6,0.9981058154963052,3.461185552818664e6,0.08333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
6,6556.124032455377,1.481502313674973e6,0.9955746785057713,1.481502313674973e6,0.08333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
7,6556.124032469278,968376.6367754029,0.9932297788035237,968376.6367754029,0.1,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
8,6705.431658583286,431756.52290088567,0.9844694143506372,431756.52290088567,0.1,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
9,10895.84413587014,365015.2219142911,0.9701496171071228,365015.2219142911,0.1,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
10,15881.651724793599,183878.70291382782,0.9136297381201546,183878.70291382782,0.11666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
11,17817.286094164272,170521.97864143504,0.895513257375288,170521.97864143504,0.11666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
12,19446.79139910202,119068.00411180222,0.8366749191424935,119068.00411180222,0.11666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
13,19537.51575770412,113509.7334512774,0.8278780579985209,113509.7334512774,0.13333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
14,20678.558856032847,113509.7334512774,0.8178256769062994,190718.59820868517,0.13333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
15,20819.802824632297,113509.7334512774,0.8165813433649818,126172.06286630339,0.13333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
16,21460.332677084858,94314.1074313331,0.7724589325864172,94314.1074313331,0.15,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
17,22617.906382896017,94314.1074313331,0.7601853317716721,95526.34251192276,0.15,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
18,22861.652889681638,93033.59295100597,0.7542645385982114,93033.59295100597,0.15,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
19,24870.669636011724,87471.31242862932,0.7156705559173528,87471.31242862932,0.16666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
20,25175.3816446365,87471.31242862932,0.7121869908471088,95004.34718444421,0.16666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
21,25348.130940696028,87471.31242862932,0.7102120656829245,90691.41691031089,0.16666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
22,25446.766295260695,87471.31242862932,0.7090844347851355,89560.55614236754,0.18333333333333332,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
23,25583.153232757057,85807.12005233776,0.7018527924354914,85807.12005233776,0.18333333333333332,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
24,25883.91938851999,85697.96906205537,0.6979634445038365,85697.96906205537,0.18333333333333332,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
25,26020.1286178328,71320.17856803133,0.6351645615551487,71320.17856803133,0.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
26,26143.93401749889,71320.17856803133,0.6334286517165608,83393.6197766521,0.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
27,26180.268273540474,71320.17856803133,0.6329191990375139,75210.42142201614,0.21666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
28,26251.933859652378,67708.08158910804,0.6122776891100776,67708.08158910804,0.21666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
29,26412.44494784691,67708.08158910804,0.6099070549933321,77639.71681143949,0.23333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
30,26424.304232131268,67708.08158910804,0.609731901835747,78162.72618311031,0.23333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
31,26507.9915455216,63484.558001283396,0.5824497739279256,63484.558001283396,0.23333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
32,27006.482969542492,63484.558001283396,0.5745976057831806,73346.14678645114,0.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
33,27586.430247854576,63484.558001283396,0.5654623562584008,70855.32468766667,0.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
34,27731.904270065887,63484.558001283396,0.5631708695285353,67424.07251737108,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
35,28470.1350400398,63484.558001283396,0.5515423602781601,64813.39912437788,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
36,29300.064494502487,60857.731574829464,0.5185481986216376,60857.731574829464,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
37,39959.69007644567,60857.731574829464,0.3433917262047136,64915.69990485227,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
38,40153.020703244714,60857.731574829464,0.34021496259890405,67105.56808651656,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
39,41978.90047008433,60857.731574829464,0.31021253366192425,69017.98026652623,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
40,42089.14789782568,60857.731574829464,0.30840097373538,63572.955347087525,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
41,42310.935698221605,60857.731574829464,0.30475660851412256,63159.702340191456,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
42,42440.50392893204,57912.06327535388,0.26715607200626545,57912.06327535388,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
43,42847.6756366791,57884.53394914899,0.25977333298873273,57884.53394914899,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
44,43251.53282461169,57884.53394914899,0.2527963883650207,76536.1106005687,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
45,43893.69399079868,57884.53394914899,0.24170255859088585,72419.59887298878,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
46,44320.28250608302,57884.53394914899,0.2343329127428413,69392.94793725628,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
47,44651.400637981445,57884.53394914899,0.22861259145305934,75155.15269801074,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
48,44704.15071901509,57884.53394914899,0.22770129309001153,68881.16334192282,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
49,44717.86955894465,57884.53394914899,0.22746428954185116,66127.3368515955,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
50,44901.77356064813,57884.53394914899,0.2242872059729476,61024.61842739062,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
51,44927.15380095311,57884.53394914899,0.2238487427328829,61398.13676637421,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
52,45547.512449156704,57884.53394914899,0.21313156828437518,59671.93497210571,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
53,46341.98323271461,57884.53394914899,0.19940647231563446,59779.122299719784,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
54,46694.261131350875,57884.53394914899,0.1933205997240759,59991.737185572056,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
55,46807.561656150356,57884.53394914899,0.19136324571136132,60392.78168827237,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
56,46989.733349109716,57534.56305167782,0.1832781747746426,57534.56305167782,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
57,47147.89016306827,56917.08224794625,0.1716390176559075,56917.08224794625,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
58,47963.651221466906,56917.08224794625,0.15730657076685295,77008.31624655696,0.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
59,48401.01949604007,56917.08224794625,0.14962226480282148,61472.6991560758,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
60,48869.022978166766,56917.08224794625,0.14139971607680024,62933.494674534435,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
61,48873.55952985656,56917.08224794625,0.14132001150462925,58150.6288564177,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
62,49013.71926557098,55868.49668352626,0.12269486069734403,55868.49668352626,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
63,49187.69970557524,55868.49668352626,0.119580754352407,60815.31172216846,0.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
64,49250.88130121335,55868.49668352626,0.11844985591431223,58606.59558811391,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
65,49689.53440856404,55868.49668352626,0.1105983271746811,56803.53289862443,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
66,49860.680011864235,55162.55966354112,0.09611373518587973,55162.55966354112,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
67,49893.24162883418,55162.55966354112,0.095523450449846,63998.53150740504,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
68,49909.970919542655,55162.55966354112,0.09522017788942605,56870.46798835245,0.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
69,49941.02141362208,55162.55966354112,0.0946572871485174,56049.81381248192,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
70,49954.545956257156,55162.55966354112,0.0944121110233056,57576.35322936447,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
71,50000.17062321556,55162.55966354112,0.09358501621050708,57616.4509144038,0.5833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
72,50006.79180148272,55162.55966354112,0.09346498591627228,55321.02362880193,0.6,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
73,50205.00208745935,55162.55966354112,0.08987178271494167,59045.329856997516,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
74,50250.80456806072,55162.55966354112,0.08904146445413685,59152.54407189332,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
75,50312.572480961186,55162.55966354112,0.08792172103981355,56288.42344190889,0.6333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
76,50359.14923053031,54836.27805335964,0.0816453811557517,54836.27805335964,0.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
77,50389.15955010475,53990.53350393947,0.06670380379871488,53990.53350393947,0.6666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
78,50445.68354168637,53990.53350393947,0.06565687968233258,58631.833529485724,0.6833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
79,50447.33981340038,53990.53350393947,0.06562620260606533,54605.511730203594,0.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
80,50482.24171225019,53951.193832955505,0.06429796774184349,53951.193832955505,0.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
81,50483.336160458864,53489.091167775376,0.05619379469149277,53489.091167775376,0.8,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
82,50485.55586358521,53400.73419710675,0.054590603993596165,53400.73419710675,0.85,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI
