i,low,best,gap,solCur,time,case
15,31581.13687698883,64015.91632908389,0.5066674244786089,64830.916927821745,0.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
16,31722.32428696423,64015.91632908389,0.5044619196905559,67527.18667982366,0.21666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
17,33460.61933604822,59668.00205690817,0.43922004788872837,59668.00205690817,0.21666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
18,33826.638877337864,59668.00205690817,0.43308577945888294,59891.03440388895,0.21666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
19,34235.40860284302,59668.00205690817,0.4262350435298453,60377.461022464704,0.23333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
20,36064.73240278724,59668.00205690817,0.3955766715904009,63768.62195756388,0.23333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
21,36262.38464674531,59668.00205690817,0.3922641382870474,62177.115302553124,0.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
22,39637.22396594092,59668.00205690817,0.3357038513182151,60323.55272316496,0.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
23,39763.09987491889,59668.00205690817,0.33359424642717284,60752.6752787824,0.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
24,39803.04633461603,59334.58759220298,0.3291763210999977,59334.58759220298,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
25,39956.6497137429,59334.58759220298,0.326587554827911,59848.65865147574,0.26666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
26,40415.81024821518,59334.58759220298,0.31884905772015293,61772.16566349454,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
27,41088.77624744441,59334.58759220298,0.3075071738959253,59779.952963126336,0.2833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
28,41726.6909276195,59334.58759220298,0.29675603015225627,72296.00828813182,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
29,42105.30768353081,58994.45764853012,0.28628367202931837,58994.45764853012,0.3,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
30,43667.83336752429,58994.45764853012,0.2597976978162406,64534.16207927864,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
31,43959.96965708699,58994.45764853012,0.2548457701062995,63964.90895360737,0.31666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
32,44151.3072324878,58994.45764853012,0.2516024556827525,63521.54936245654,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
33,44732.146165705926,58994.45764853012,0.24175680311859848,62810.6510923683,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
34,44792.700704209004,58994.45764853012,0.24073035858606562,62399.969576210584,0.3333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
35,49839.864474844144,57524.95955600572,0.133595836320049,57524.95955600572,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
36,49914.41625173006,55989.81063981053,0.10850892901146325,55989.81063981053,0.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
37,49983.13549475436,55102.19908527713,0.09290125758139733,55102.19908527713,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
38,50087.31150590228,54048.652988051006,0.07329214075001078,54048.652988051006,0.36666666666666664,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
39,50123.604008369584,54048.652988051006,0.0726206623604323,72252.30257538706,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
40,50216.869451449995,54048.652988051006,0.07089507924366101,58321.803738677794,0.38333333333333336,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
41,50273.6609618614,54048.652988051006,0.06984433131060963,54566.2089921139,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
42,50281.75401236628,54048.652988051006,0.06969459491465047,56187.372369692996,0.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
43,50290.38270966225,54048.652988051006,0.06953494806280613,55777.3826264426,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
44,50310.341523230716,54048.652988051006,0.06916567311393962,54233.82002504595,0.4166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
45,50341.60850499904,53601.009304664054,0.06080857136735662,53601.009304664054,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
46,50363.94219418586,53601.009304664054,0.060391905907572596,66366.72726903985,0.43333333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
47,50414.91217787324,53601.009304664054,0.05944099128210967,58419.02029757166,0.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
48,50425.730781552775,53601.009304664054,0.0592391554618541,56170.51814459644,0.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
49,50472.122257428084,53601.009304664054,0.058373659149804746,54045.81488926351,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
50,50488.5137684795,53063.8036320236,0.04853194997860899,53063.8036320236,0.4666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
51,50493.83321387769,53063.8036320236,0.048431703764917344,55011.98963086308,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
52,50500.34294499351,53063.8036320236,0.048309026333782534,53780.887353496204,0.48333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
53,50504.02646408691,52259.81638223845,0.03359732275577376,52259.81638223845,0.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
54,50514.93074573104,52242.68173292022,0.0330716366365329,52242.68173292022,0.5,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
55,50535.25928587739,52242.68173292022,0.032682519166448265,53414.86949401053,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
56,50548.03279109938,52242.68173292022,0.03243801592124185,53531.48591785782,0.5166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
57,50591.55378143274,52242.68173292022,0.031604961627516026,53697.86152049291,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
58,50591.6844506667,52242.68173292022,0.031602460430609214,53307.1464448694,0.5333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
59,50596.59698320205,52242.68173292022,0.03150842749867688,53877.38050241246,0.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
60,50601.989099221566,52242.68173292022,0.03140521464970636,52920.83588124243,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
61,50602.35626474377,52242.68173292022,0.031398186574002174,52641.88920029889,0.5666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
62,50603.44843767654,52242.68173292022,0.03137728081463953,52521.9661774929,0.5833333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
63,50604.20984329282,52242.68173292022,0.031362706417020214,52376.99005862801,0.6,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
64,50606.07229992792,52232.450762010056,0.031137318627695754,52232.450762010056,0.6,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
65,50606.07229992792,52232.450762010056,0.031137318627695754,52259.51383242512,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
66,50611.51431806121,52008.96530707629,0.02686942493018496,52008.96530707629,0.6166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
67,50616.41151268314,52008.96530707629,0.02677526434473554,52935.906348471704,0.6333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
68,50616.93854876252,52008.96530707629,0.026765130782641644,52199.257383866236,0.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
69,50628.35985215022,52008.96530707629,0.02654552819450573,52429.39869295273,0.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
70,50653.023046928116,52008.96530707629,0.026071317745744227,52135.87714735945,0.6666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
71,50662.69257662324,51994.024095982226,0.025605471830788096,51994.024095982226,0.6833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
72,50668.429460862564,51878.011829512034,0.02331589677384993,51878.011829512034,0.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
73,50669.178380470534,51776.25602361058,0.02138195628967854,51776.25602361058,0.7166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
74,50676.073224899315,51632.87565783158,0.018530876321376066,51632.87565783158,0.7333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
75,50685.63098931582,51588.04137359519,0.017492627365792157,51588.04137359519,0.7333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
76,50686.317231013694,51447.28076687363,0.014791132291483766,51447.28076687363,0.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
77,50689.55639797333,51447.28076687363,0.014728171394205014,51893.514928908975,0.7666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
78,50690.05637499658,51447.28076687363,0.014718453154177524,51454.21517882035,0.7833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
79,50707.760677232116,51447.28076687363,0.014374328023137872,52671.998436438626,0.8,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
80,50709.36213248457,51447.28076687363,0.01434319993962041,52297.05751197781,0.8,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
81,50709.3957571443,51447.28076687363,0.014342546364558117,52066.62192245848,0.8666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
82,50712.76754674207,51447.28076687363,0.014277007631557925,52226.04755851308,0.9333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
83,50724.49112875953,51447.28076687363,0.01404913199182134,51668.56465913319,1.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
84,50757.06874661201,51447.28076687363,0.013415908673370391,51616.35781913423,1.0666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
85,50757.08508170668,51447.28076687363,0.013415591162037721,51625.87518403356,1.1666666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
86,50768.02088074802,51447.28076687363,0.013203027954063917,51766.04139135408,1.2166666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
87,50768.02088074802,51447.28076687363,0.013203027954063917,51772.67545665684,1.2666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
88,50768.02088074802,51447.28076687363,0.013203027954063917,51683.621029719805,1.3833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
89,50769.992146687524,51404.82758146791,0.012349724036604837,51404.82758146791,1.5833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
90,50773.520539766134,51404.82758146791,0.012281084703596346,51480.63907351723,1.6833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
91,50784.87301437861,51296.31384368107,0.009970323225583222,51296.31384368107,1.7333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withVI
