i,low,best,gap,solCur,time
49,9134.126381483664,1.0177893302565011e6,0.99102552354407,1.9360696585283524e6,0.23333333333333334
50,9152.280236197957,1.0177893302565011e6,0.9910076869897119,1.6774022190340266e6,0.23333333333333334
51,9202.546736501108,1.0177893302565011e6,0.9909582990674682,2.6088192574286656e6,0.25
52,9269.127466755246,1.0177893302565011e6,0.9908928820619299,2.0041205459652892e6,0.25
53,9302.786647564037,1.0177893302565011e6,0.9908598111897876,3.0827894110530107e6,0.25
54,9349.07868993115,1.0177893302565011e6,0.9908143282583096,1.3093464035223492e6,0.25
55,9433.672414445131,1.0177893302565011e6,0.9907312130968521,2.1307124094403745e6,0.26666666666666666
56,9475.706104928411,1.0177893302565011e6,0.9906899140880752,2.355062026997258e6,0.26666666666666666
57,9496.268627727539,1.0177893302565011e6,0.9906697109652993,3.2071839745441396e6,0.26666666666666666
58,9571.944865157164,1.0177893302565011e6,0.9905953574275093,2.203209447711494e6,0.26666666666666666
59,9611.099209402631,1.0177893302565011e6,0.9905568874386014,1.7142539551734522e6,0.2833333333333333
60,9621.114398482687,1.0177893302565011e6,0.9905470472990142,1.4665724669088074e6,0.2833333333333333
61,9646.046763657083,1.0177893302565011e6,0.9905225507117214,1.0962440229869683e6,0.2833333333333333
62,9654.072540220084,1.0177893302565011e6,0.9905146652129011,1.3441607429848893e6,0.2833333333333333
63,9666.0777964237,1.0177893302565011e6,0.990502869789382,1.11896145859805e6,0.3
64,9672.904802317993,1.0177893302565011e6,0.9904961621086358,1.3751460758307367e6,0.3
65,9779.058511773816,1.0177893302565011e6,0.9903918637963032,1.947739915264774e6,0.3
66,9789.869997007903,1.0177893302565011e6,0.9903812412785457,1.6227436204439863e6,0.31666666666666665
67,9799.102533923653,1.0177893302565011e6,0.9903721701116143,1.2216827857332127e6,0.31666666666666665
68,9863.956360478778,718809.0215320372,0.9862773614896274,718809.0215320372,0.31666666666666665
69,10055.14790431572,718809.0215320372,0.9860113777051871,2.0576693508403595e6,0.31666666666666665
70,10094.535431413891,718809.0215320372,0.9859565821671258,1.3123542358953469e6,0.3333333333333333
71,10210.209438334114,718809.0215320372,0.9857956576329934,1.9251204932427595e6,0.3333333333333333
72,10219.873567033299,718809.0215320372,0.9857822129927486,1.120250704433551e6,0.3333333333333333
73,10530.902154973397,718809.0215320372,0.9853495130980294,1.303313829109543e6,0.35
74,10661.067512799073,718809.0215320372,0.9851684283398717,1.2110504563427297e6,0.35
75,10689.681144472584,718809.0215320372,0.9851286213385454,1.2142971817214754e6,0.35
76,10698.318491660148,718809.0215320372,0.9851166051465823,1.0252940510642006e6,0.35
77,10708.644516245231,718809.0215320372,0.9851022396833288,761703.6326892969,0.36666666666666664
78,10991.077259132206,718809.0215320372,0.9847093220453657,2.3770107398498505e6,0.36666666666666664
79,11002.568466685398,718809.0215320372,0.9846933355910934,1.4152181863910924e6,0.36666666666666664
80,11018.227989163483,718809.0215320372,0.9846715502183324,1.148035703864957e6,0.38333333333333336
81,11024.481277015855,718809.0215320372,0.9846628507061322,1.3968164614185651e6,0.38333333333333336
82,11035.753516366767,718809.0215320372,0.9846471688782569,1.3453068151977744e6,0.38333333333333336
83,11074.439574228512,718809.0215320372,0.984593349217258,2.215682708153604e6,0.38333333333333336
84,11183.166870253357,718809.0215320372,0.9844420888786036,1.4695198740850666e6,0.4
85,11190.578104950522,718809.0215320372,0.9844317784422079,941988.54373992,0.4
86,11200.604755409637,718809.0215320372,0.9844178294652769,780599.6360065814,0.4
87,11235.889201146249,718809.0215320372,0.9843687420934164,1.6029939592320095e6,0.4166666666666667
88,11258.490359140444,718809.0215320372,0.9843372995859949,725366.0134515518,0.4166666666666667
89,12175.688698148339,718809.0215320372,0.9830613023300715,1.1132138064836862e6,0.4166666666666667
90,12245.71520683048,718809.0215320372,0.9829638821439239,829916.21990738,0.4166666666666667
91,12284.606839897868,499705.57945580647,0.9754163104336835,499705.57945580647,0.43333333333333335
92,12317.141120119295,499705.57945580647,0.9753512035356239,580633.1051012834,0.43333333333333335
93,12332.149884751916,499705.57945580647,0.9753211683203898,712326.2533857584,0.45
94,12401.844117480972,499705.57945580647,0.9751816977289168,1.4357127937487955e6,0.45
95,12512.134974362849,499705.57945580647,0.9749609860510484,1.0581703543073866e6,0.45
96,12537.625499248303,499705.57945580647,0.9749099749638535,1.18652830439188e6,0.45
97,12669.36728089126,499705.57945580647,0.9746463361592068,939387.759964742,0.4666666666666667
98,13087.306102547238,499705.57945580647,0.9738099660267958,754234.7437714571,0.4666666666666667
99,13097.438887878187,499705.57945580647,0.9737896885159024,1.0487982996172989e6,0.4666666666666667
100,13098.864038516036,499705.57945580647,0.9737868365352633,799598.8500139914,0.48333333333333334
101,13104.817622553288,486982.88793128246,0.9730897780038578,486982.88793128246,0.48333333333333334
102,13117.454673545277,486982.88793128246,0.9730638283220411,504615.3356932086,0.48333333333333334
103,13121.08311404748,486982.88793128246,0.9730563774637211,560274.0960730377,0.5
104,13127.434341207445,475603.29702483886,0.9723983529480834,475603.29702483886,0.5
105,13158.970797057784,475603.29702483886,0.9723320446275827,690035.6871229006,0.5
106,13249.772603155909,475603.29702483886,0.9721411254168326,515969.4071080523,0.5166666666666667
107,13559.641213940002,475603.29702483886,0.9714895979511432,652787.0983210469,0.5166666666666667
108,13570.973262012125,475603.29702483886,0.9714657712700773,515332.3480513015,0.5166666666666667
109,13718.725026710963,475603.29702483886,0.9711551094945532,1.309467851786987e6,0.5333333333333333
110,13908.878580414781,475603.29702483886,0.9707552940288209,851875.410121824,0.5333333333333333
111,14161.466953020883,475603.29702483886,0.9702242035713194,925134.2024230968,0.5333333333333333
112,14392.279472665256,475603.29702483886,0.9697388988623566,683176.2314293118,0.55
113,14406.033136088365,475603.29702483886,0.9697099805106355,721639.4316454242,0.55
114,14421.245270047306,475603.29702483886,0.9696779955894752,508934.7983512704,0.55
115,14437.833555221767,475603.29702483886,0.9696431171828741,579532.8876001944,0.5666666666666667
116,14797.25884031619,475603.29702483886,0.9688873922176713,745891.3178311633,0.5666666666666667
117,14831.497190008058,475603.29702483886,0.9688154029150192,745927.8475404921,0.5833333333333334
118,14863.54580399795,475603.29702483886,0.968748017734575,812665.1994626274,0.6
119,15095.146776012758,387741.5950051308,0.9610690548280924,387741.5950051308,0.6
120,15479.634977963413,387741.5950051308,0.960077445449827,523014.57040112163,0.6
121,15699.311298945337,387741.5950051308,0.9595108920446422,756181.0586555258,0.6166666666666667
122,15834.891631705204,387741.5950051308,0.959161225321994,802919.4297212838,0.6166666666666667
123,15961.094222780357,387741.5950051308,0.9588357441440629,607590.8403235532,0.6333333333333333
124,16261.118686835296,387741.5950051308,0.958061969888425,526233.9667647555,0.6333333333333333
125,16487.741332449743,387741.5950051308,0.957477501653565,733019.0565275227,0.6333333333333333
126,16855.436080375814,387741.5950051308,0.9565292032180536,494007.2762498757,0.65
127,17290.362763343015,387741.5950051308,0.9554075111206106,3.966669298927685e6,0.65
128,17380.368189934386,387741.5950051308,0.9551753837766506,1.9976106853184933e6,0.6666666666666666
129,17468.858673760096,387741.5950051308,0.9549471635264487,978160.4636750288,0.6666666666666666
130,17512.22453767543,387741.5950051308,0.954835321349922,857834.0617762175,0.6833333333333333
131,17660.722131708633,387741.5950051308,0.9544523405298445,544694.4892062658,0.6833333333333333
132,17867.864029792134,387741.5950051308,0.953918113867676,492460.8491156201,0.7
133,17989.376491206145,387741.5950051308,0.953604728708644,652561.5442879797,0.7
134,18284.369797021565,387741.5950051308,0.9528439299972973,992300.8922939929,0.7
135,18307.4534219504,387741.5950051308,0.9527843964697464,621235.2852805262,0.7166666666666667
136,18747.522348345094,387741.5950051308,0.9516494423351793,1.274834313483571e6,0.7166666666666667
137,18798.21440462963,387741.5950051308,0.951518705635951,1.4391703301688118e6,0.7333333333333333
138,18804.264187306253,387741.5950051308,0.9515031030213371,924526.9509771458,0.7333333333333333
139,18854.611524839453,387741.5950051308,0.9513732553645942,728046.5869973896,0.75
140,18889.387591529914,387741.5950051308,0.951283566594706,1.6590362115907797e6,0.75
141,18961.57678960392,387741.5950051308,0.9510973879669706,1.611866351440942e6,0.7666666666666667
142,19074.090805195017,387741.5950051308,0.950807210134516,809634.9635892751,0.7666666666666667
143,19180.048309463487,387741.5950051308,0.9505339417887068,1.0982483400825057e6,0.7833333333333333
144,19192.034044475273,387741.5950051308,0.9505030301321649,846778.5920750101,0.7833333333333333
145,19211.164266907283,387741.5950051308,0.9504536925767454,859722.1652126529,0.8
146,19233.83804150899,387741.5950051308,0.9503952160684374,579835.5869197459,0.8
147,19239.565241247063,387741.5950051308,0.9503804454072242,590255.9823107293,0.8166666666666667
148,19261.579047877516,387741.5950051308,0.950323670980869,697927.6312714462,0.8166666666666667
149,19328.62269490745,387741.5950051308,0.9501507629207239,501774.65741985675,0.8333333333333334
150,19352.58297483325,387741.5950051308,0.9500889684673186,452310.60631377494,0.8333333333333334
151,19410.187269454822,387741.5950051308,0.9499404048482393,746728.874024224,0.85
152,19438.7556680642,387741.5950051308,0.9498667258852974,559021.455120667,0.85
153,19461.666459015192,387741.5950051308,0.9498076381030061,558618.604320122,0.8666666666666667
154,19538.861568486085,387741.5950051308,0.9496085490435259,730308.3439951775,0.8666666666666667
155,19559.71583353937,387741.5950051308,0.9495547651180407,607680.1193909022,0.8833333333333333
156,19566.830400716117,387741.5950051308,0.9495364163845842,459791.62940271397,0.8833333333333333
157,19597.164586699917,387741.5950051308,0.9494581833903051,426547.04384858365,0.9
158,19684.333065179522,334993.5802522778,0.9412396707711366,334993.5802522778,0.9
159,19895.594425519346,334993.5802522778,0.9406090277594683,943448.3116946775,0.9166666666666666
160,19911.566073984777,334993.5802522778,0.9405613502832212,505751.70447025704,0.9166666666666666
161,19936.444028006026,334993.5802522778,0.9404870863107518,555017.9803935955,0.9333333333333333
162,19949.595164532606,334993.5802522778,0.9404478284344765,371813.3488245816,0.9333333333333333
163,19964.33610448053,334993.5802522778,0.9404038247854012,529411.1834527137,0.95
164,20114.189291120027,334993.5802522778,0.9399564932678042,375653.6985968645,0.95
165,20136.328998493478,303915.72915660334,0.933743708973623,303915.72915660334,0.9666666666666667
166,20441.566036549735,303915.72915660334,0.9327393613575805,436110.33114859526,0.9666666666666667
167,20634.286083273117,303915.72915660334,0.9321052380522215,344275.94400307664,0.9833333333333333
168,20657.982177727063,303915.72915660334,0.9320272687594846,325225.0316300683,0.9833333333333333
169,20821.248931761613,303915.72915660334,0.9314900581501896,426313.34123227594,1.0
170,20893.29507798045,269054.3042837257,0.9223454345634707,269054.3042837257,1.0
171,21138.684585148076,269054.3042837257,0.9214333900309705,272269.41330330935,1.0166666666666666
172,21163.561971738996,269054.3042837257,0.9213409277057266,323396.63554824644,1.0166666666666666
173,21223.842792556807,269054.3042837257,0.921116880664449,308677.9796072312,1.0333333333333334
174,21252.56767182084,269054.3042837257,0.9210101182792847,292608.06514411955,1.05
