i,low,best,gap,solCur,time,case
174,143986.81821361513,148583.2869161794,0.03093530098817432,150120.2534035258,3.1166666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
175,143990.63123075978,148583.2869161794,0.030909638497972458,149415.04241965673,3.1666666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
176,143990.63123075978,148583.2869161794,0.030909638497972458,149386.8724848036,3.2333333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
177,143993.72000443377,148583.2869161794,0.030888850334390372,149356.74155691345,3.283333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
178,143993.72000443377,148583.2869161794,0.030888850334390372,149299.61034125387,3.35,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
179,144003.97501172402,148065.93079883646,0.027433426212212453,148065.93079883646,3.4166666666666665,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
180,144003.97501172402,148065.93079883646,0.027433426212212453,148369.08146158681,3.466666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
181,144044.15946032837,148065.93079883646,0.027162030568477658,148701.7381304329,3.533333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
182,144050.0501091452,148065.93079883646,0.027122246610175704,148552.64452002977,3.5833333333333335,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
183,144163.8598607983,148065.93079883646,0.026353604215270554,149194.62189072583,3.6333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
184,144178.956733058,148065.93079883646,0.026251643742808972,148136.3381634519,3.7,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
185,144208.49205760736,148065.93079883646,0.02605216960051293,148622.2571310933,3.7666666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
186,144261.07326761837,148065.93079883646,0.025697049352881862,149355.40428530198,3.816666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
187,144320.5224031437,148065.93079883646,0.025295544866302144,149094.08631011972,3.8833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
188,144321.5845096223,148065.93079883646,0.02528837166668174,149091.18600893175,3.95,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
189,144323.75698188142,148065.93079883646,0.025273699336271882,149070.04434202515,4.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
190,144481.2162947315,148065.93079883646,0.02421025880001504,149346.0517795372,4.066666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
191,144484.85228939704,148065.93079883646,0.024185702207921822,148681.793049541,4.133333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
192,144504.36754222438,147954.3567033595,0.023317928839717394,147954.3567033595,4.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
193,144739.04438942988,147954.3567033595,0.02173178529900366,149825.5107475851,4.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
194,144739.04438942988,147954.3567033595,0.02173178529900366,149794.5337762076,4.316666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
195,144763.6775752,147954.3567033595,0.021565293508433947,148800.68480296014,4.383333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
196,144763.6775752,147954.3567033595,0.021565293508433947,148737.3629762395,4.45,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
197,144764.0738401062,147954.3567033595,0.021562615216864756,148509.8687851052,4.516666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
198,144765.22225488388,147497.99954408268,0.018527554933936985,147497.99954408268,4.583333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
199,144765.58664122195,147497.99954408268,0.018525084484580345,147845.29713907535,4.65,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
200,144811.0838931943,147497.99954408268,0.01821662435554139,148012.01621931975,4.716666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
201,144816.535571313,147497.99954408268,0.01817966332464238,147951.19220419327,4.783333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
202,144849.0695681818,147497.99954408268,0.017959090862850635,147582.04361128248,4.866666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
203,144853.09954518033,147497.99954408268,0.017931768614338872,147519.53263910537,4.933333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
204,144857.37075676274,147442.26784761768,0.017531587980771146,147442.26784761768,5.0,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
205,144858.37967264728,147442.26784761768,0.017524745194782643,147972.97171315763,5.066666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
206,144872.6339636924,147442.26784761768,0.017428068093614746,148213.25444183883,5.133333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
207,144903.01158942535,147442.26784761768,0.01722203744733941,147906.42565594672,5.2,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
208,144909.14747712624,147442.26784761768,0.017180421920187983,147862.11043722372,5.266666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
209,145006.71354505175,147442.26784761768,0.016518698051247283,149385.6986401022,5.333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
210,145007.30101945455,147442.26784761768,0.016514713614414034,149306.99682609527,5.4,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
211,145008.2855865062,147442.26784761768,0.016508035969895918,149014.93745475958,5.466666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
212,145009.9529596607,147442.26784761768,0.016496727318863424,148641.52870581218,5.55,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
213,145010.89675863273,147442.26784761768,0.016490326176329395,148666.8525909325,5.616666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
214,145013.44747054196,147442.26784761768,0.01647302644304094,147564.08679264988,5.683333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
215,145066.60607726753,147442.26784761768,0.016112487992964164,147498.69970104363,5.75,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
216,145075.41096871445,147442.26784761768,0.016052770439948683,147596.70132594413,5.816666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
217,145078.49094595303,147442.26784761768,0.016031881062136266,147536.89405436066,5.9,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
218,145083.69235741082,147260.36758585228,0.014781134015385833,147260.36758585228,5.966666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
219,145114.5549240786,147260.36758585228,0.014571555788917001,149059.99038062492,6.033333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
220,145116.59542873126,147260.36758585228,0.014557699347526043,149065.27975619913,6.1,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
221,145123.06279144183,147260.36758585228,0.014513781470526399,147558.5152519804,6.183333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
222,145123.06279144183,147260.36758585228,0.014513781470526399,147526.7031828848,6.25,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
223,145124.24625939026,147107.44328796506,0.013481282688685314,147107.44328796506,6.333333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
224,145124.24625939026,147107.44328796506,0.013481282688685314,147269.79429960233,6.416666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
225,145125.52669131616,147086.42470966428,0.013331604342268544,147086.42470966428,6.483333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
226,145306.889074706,146985.4986468113,0.011420239326729642,146985.4986468113,6.616666666666666,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
227,145306.889074706,146795.15556757763,0.010138389697652461,146795.15556757763,6.683333333333334,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
228,145306.889074706,146795.15556757763,0.010138389697652461,146836.8290970553,6.766666666666667,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
229,145306.889074706,146741.73569354572,0.009778040392245613,146741.73569354572,6.833333333333333,_qtrNoIni_96_s2_rad0.05_shr0.00075_withoutVI_noBuy
