i,lowCost,bestObj,gap,curCost,time_ges,time_top,time_waitNoStab,time_subTot,time_sub,numFoc,actMethod,dynPar_qtrLvl,objName
11,110117.92789358796,1.8230910840347386e6,0.9395982302486595,2.7984981428552074e6,18.65,0.050166666666666665,0.1591,0.05965,"[0.0212, 0.0263, 0.0223, 0.0257, 0.0227, 0.0195, 0.0189, 0.0273, 0.0174, 0.0261, 0.0248, 0.0203, 0.025, 0.0366, 0.0171, 0.0373, 0.0278, 0.0284, 0.0235, 0.0417, 0.0281, 0.0413, 0.0451, 0.0596, 0.0399, 0.0446, 0.0423, 0.0358, 0.0433, 0.0563, 0.0581, 0.0436, 0.0395, 0.0403, 0.0326, 0.0267]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.19, 970.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
12,114842.0977235024,1.8230910840347386e6,0.9370069335925104,2.0293654967300668e6,19.3,0.05503333333333334,0.5195333333333333,0.0703,"[0.0251, 0.0205, 0.0243, 0.0327, 0.0235, 0.0221, 0.0197, 0.0234, 0.0244, 0.018, 0.0233, 0.0266, 0.03, 0.0467, 0.0193, 0.0286, 0.0231, 0.0296, 0.0356, 0.0261, 0.0274, 0.0406, 0.0439, 0.0493, 0.0422, 0.0452, 0.0506, 0.0355, 0.0438, 0.0703, 0.0421, 0.0432, 0.0455, 0.0323, 0.0326, 0.0316]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.19, 970.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
13,117176.26243994493,1.5207361008435048e6,0.9229476683199992,1.5207361008435048e6,19.583333333333332,0.06375,0.14846666666666666,0.05225,"[0.024, 0.0215, 0.0254, 0.0184, 0.0286, 0.0186, 0.0382, 0.0287, 0.0237, 0.0201, 0.0244, 0.0374, 0.0266, 0.0318, 0.0319, 0.027, 0.0387, 0.0284, 0.0486, 0.0437, 0.0519, 0.0461, 0.0395, 0.0472, 0.0522, 0.0405, 0.0521, 0.043, 0.0382, 0.0472, 0.0438, 0.0444, 0.0402, 0.0331, 0.0271, 0.0306]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 820.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
14,118261.24916633073,1.4080112604898377e6,0.9160083072594261,1.4080112604898377e6,19.833333333333332,0.06936666666666666,0.11339999999999999,0.06888333333333334,"[0.0318, 0.0201, 0.0245, 0.0194, 0.017, 0.0246, 0.0182, 0.0239, 0.0262, 0.0204, 0.0212, 0.0195, 0.0368, 0.0536, 0.027, 0.0368, 0.0344, 0.0254, 0.0418, 0.0473, 0.0427, 0.0471, 0.0391, 0.0684, 0.0403, 0.0444, 0.0687, 0.0587, 0.0389, 0.0485, 0.0689, 0.0461, 0.0449, 0.0348, 0.03, 0.0297]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 760.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
15,120222.8374049277,1.135492103572514e6,0.8941227006100002,1.135492103572514e6,20.116666666666667,0.08498333333333334,0.11831666666666667,0.06616666666666667,"[0.0339, 0.0242, 0.0217, 0.0241, 0.0255, 0.0212, 0.0339, 0.0254, 0.021, 0.0203, 0.0304, 0.0293, 0.036, 0.0441, 0.0275, 0.0234, 0.0329, 0.028, 0.0447, 0.0472, 0.0433, 0.054, 0.0415, 0.0556, 0.0537, 0.034, 0.0452, 0.0376, 0.0388, 0.0494, 0.0662, 0.0475, 0.037, 0.0339, 0.0321, 0.0264]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 630.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
16,124741.24263229383,1.135492103572514e6,0.8901434521298477,1.2457074278768387e6,20.483333333333334,0.08969999999999999,0.2077,0.06278333333333333,"[0.0177, 0.0276, 0.0159, 0.0218, 0.0245, 0.0227, 0.0294, 0.0234, 0.0195, 0.0223, 0.024, 0.0188, 0.0426, 0.0409, 0.0201, 0.032, 0.0341, 0.0247, 0.0412, 0.0464, 0.0397, 0.0406, 0.0401, 0.0628, 0.0468, 0.0457, 0.0415, 0.0518, 0.0468, 0.0528, 0.0619, 0.0511, 0.0448, 0.0343, 0.0266, 0.0297]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.18, 630.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
17,140007.23417278499,841974.0004564039,0.8337154899119307,841974.0004564039,21.05,0.09296666666666667,0.39025,0.07636666666666667,"[0.0374, 0.0282, 0.0194, 0.0205, 0.0272, 0.0276, 0.037, 0.0264, 0.0301, 0.0396, 0.0317, 0.0194, 0.0282, 0.0368, 0.0336, 0.0192, 0.0249, 0.0328, 0.035, 0.0604, 0.05, 0.0584, 0.0764, 0.0544, 0.0612, 0.0412, 0.0537, 0.0361, 0.0442, 0.0613, 0.0504, 0.0486, 0.0678, 0.0346, 0.0283, 0.0386]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.17, 490.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
18,139508.78930034867,841974.0004564039,0.8343074854749364,2.3928526769060064e6,21.533333333333335,0.09511666666666667,0.33238333333333336,0.05508333333333334,"[0.0347, 0.0234, 0.0189, 0.0199, 0.0174, 0.0224, 0.0202, 0.019, 0.0183, 0.0205, 0.0187, 0.0211, 0.0212, 0.0199, 0.0169, 0.0206, 0.022, 0.025, 0.0242, 0.0301, 0.0216, 0.0378, 0.0417, 0.0381, 0.0399, 0.0471, 0.0551, 0.038, 0.0405, 0.0459, 0.0452, 0.0416, 0.033, 0.0318, 0.0232, 0.0275]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.17, 490.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
19,139461.20414490392,841974.0004564039,0.8343640016564562,1.7606699891230436e6,23.166666666666668,0.09145,1.4685833333333336,0.05726666666666667,"[0.023, 0.0235, 0.0231, 0.0192, 0.018, 0.0212, 0.0208, 0.0199, 0.0172, 0.0257, 0.0187, 0.0184, 0.0289, 0.0367, 0.0188, 0.0188, 0.0367, 0.0343, 0.0223, 0.0232, 0.025, 0.0437, 0.0366, 0.0573, 0.0465, 0.0502, 0.046, 0.053, 0.0439, 0.0558, 0.04, 0.0435, 0.0424, 0.0364, 0.032, 0.0254]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.17, 490.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
20,153342.44269332977,841974.0004564039,0.8178774610496187,1.170937394823729e6,23.666666666666668,0.10016666666666667,0.33814999999999995,0.05751666666666667,"[0.0216, 0.0217, 0.0272, 0.0167, 0.022, 0.0254, 0.019, 0.02, 0.0173, 0.0254, 0.0186, 0.0187, 0.0204, 0.027, 0.0181, 0.0264, 0.0362, 0.0249, 0.0271, 0.0331, 0.0248, 0.0403, 0.0367, 0.0517, 0.0537, 0.0424, 0.0458, 0.0474, 0.0435, 0.0465, 0.0575, 0.0412, 0.0424, 0.0372, 0.0275, 0.025]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.16, 500.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
21,167755.72153496966,841974.0004564039,0.8007590240980894,959910.8699992113,24.866666666666667,0.11048333333333332,1.0319666666666665,0.04911666666666667,"[0.0186, 0.0235, 0.0268, 0.0212, 0.0249, 0.0211, 0.0351, 0.0226, 0.0186, 0.0261, 0.0175, 0.0209, 0.0251, 0.0243, 0.0195, 0.021, 0.0244, 0.0303, 0.0362, 0.0324, 0.031, 0.0411, 0.0364, 0.038, 0.0409, 0.0412, 0.0476, 0.0328, 0.0354, 0.0397, 0.0395, 0.0491, 0.0325, 0.0285, 0.0289, 0.027]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.16, 500.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
22,177152.62880851584,841974.0004564039,0.7895984570634156,892564.2640285501,27.15,0.12236666666666667,2.088633333333333,0.0643,"[0.0247, 0.0223, 0.0233, 0.0226, 0.0251, 0.0199, 0.0392, 0.0285, 0.0221, 0.0338, 0.0202, 0.0221, 0.0228, 0.0385, 0.0187, 0.0219, 0.0241, 0.0312, 0.037, 0.0365, 0.0412, 0.0419, 0.0381, 0.0643, 0.0549, 0.0464, 0.0582, 0.0526, 0.0445, 0.0504, 0.0501, 0.0462, 0.0362, 0.0315, 0.0243, 0.0289]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.16, 510.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
23,182711.59915326367,724773.4119308846,0.7479052126560524,724773.4119308846,28.25,0.12635000000000002,0.8461166666666666,0.11471666666666666,"[0.0219, 0.0216, 0.0232, 0.0192, 0.0248, 0.0179, 0.0337, 0.0226, 0.0206, 0.0255, 0.0202, 0.0264, 0.0307, 0.0246, 0.0359, 0.019, 0.0263, 0.042, 0.0426, 0.0445, 0.0396, 0.0565, 0.05, 0.046, 0.0518, 0.059, 0.0933, 0.0431, 0.115, 0.0523, 0.0433, 0.0484, 0.0278, 0.0355, 0.0268, 0.0238]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.15, 450.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
24,177900.8886249196,724773.4119308846,0.7545427499182538,1.146422264337938e6,31.316666666666666,0.12608333333333335,2.893333333333333,0.044649999999999995,"[0.0226, 0.0173, 0.0232, 0.0208, 0.0201, 0.0196, 0.023, 0.0213, 0.0199, 0.0204, 0.0195, 0.0334, 0.0267, 0.0302, 0.017, 0.0275, 0.0223, 0.024, 0.0225, 0.027, 0.0246, 0.0352, 0.0398, 0.0383, 0.0357, 0.0388, 0.0421, 0.0301, 0.0415, 0.0446, 0.0389, 0.0365, 0.0315, 0.0266, 0.0164, 0.0259]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.15, 450.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
25,184426.82389131718,724773.4119308846,0.7455386457955436,855410.4589064342,33.46666666666667,0.13788333333333333,1.9489666666666665,0.05493333333333333,"[0.0302, 0.0194, 0.0202, 0.0174, 0.021, 0.0188, 0.0242, 0.0231, 0.018, 0.0172, 0.0167, 0.0205, 0.035, 0.031, 0.0256, 0.0192, 0.0237, 0.0295, 0.0366, 0.0213, 0.0236, 0.0393, 0.0387, 0.0467, 0.0447, 0.0487, 0.0549, 0.0483, 0.0492, 0.0511, 0.0485, 0.0422, 0.0414, 0.0284, 0.0236, 0.0231]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.15, 450.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
26,184396.8056180728,711616.0795510402,0.7408759991280565,711616.0795510402,34.916666666666664,0.1553166666666667,1.2007833333333335,0.0856,"[0.0241, 0.0197, 0.0221, 0.0195, 0.022, 0.0211, 0.0348, 0.0203, 0.0179, 0.022, 0.0212, 0.0445, 0.0256, 0.032, 0.0354, 0.0278, 0.0276, 0.027, 0.0377, 0.0587, 0.026, 0.0418, 0.0368, 0.048, 0.046, 0.0497, 0.0532, 0.0446, 0.0434, 0.0856, 0.051, 0.052, 0.0302, 0.0287, 0.0213, 0.0247]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.15, 450.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
27,196441.78851060782,711616.0795510402,0.7239497614576904,777756.8232753645,37.2,0.16098333333333334,2.05225,0.055483333333333336,"[0.0265, 0.0245, 0.0208, 0.0238, 0.0231, 0.0233, 0.0288, 0.0331, 0.0194, 0.0174, 0.0223, 0.021, 0.0335, 0.0282, 0.0304, 0.0203, 0.0296, 0.026, 0.0428, 0.0555, 0.0332, 0.0362, 0.0395, 0.0455, 0.0393, 0.0366, 0.0434, 0.0345, 0.0394, 0.0461, 0.0473, 0.0417, 0.0296, 0.0414, 0.018, 0.0257]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.15, 450.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
28,201442.50546188944,649027.131700241,0.6896239068863341,649027.131700241,38.416666666666664,0.16469999999999999,0.9836166666666666,0.06811666666666666,"[0.029, 0.0205, 0.0196, 0.0223, 0.019, 0.0179, 0.0317, 0.0315, 0.0173, 0.0206, 0.0189, 0.037, 0.0418, 0.0246, 0.0172, 0.0217, 0.0269, 0.0324, 0.0454, 0.0502, 0.0435, 0.0552, 0.0421, 0.0444, 0.0681, 0.0418, 0.0641, 0.042, 0.0417, 0.0668, 0.0421, 0.0449, 0.0314, 0.0379, 0.0203, 0.0342]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 430.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
29,198256.02990875323,649027.131700241,0.69453352529441,729721.9495342113,40.166666666666664,0.17383333333333334,1.4958999999999998,0.059583333333333335,"[0.0302, 0.0178, 0.0264, 0.0196, 0.023, 0.0225, 0.0189, 0.031, 0.0174, 0.0169, 0.0189, 0.0361, 0.0377, 0.0394, 0.0192, 0.0249, 0.0228, 0.0336, 0.0341, 0.0376, 0.0249, 0.0369, 0.041, 0.0596, 0.0414, 0.048, 0.0467, 0.0423, 0.0432, 0.0548, 0.0444, 0.0494, 0.0322, 0.0495, 0.0226, 0.0289]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.14, 420.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
30,215486.4857235461,649027.131700241,0.6679853966057763,667071.7230702569,43.266666666666666,0.18481666666666668,2.852016666666666,0.06175,"[0.0265, 0.0188, 0.0279, 0.0199, 0.0201, 0.0227, 0.0293, 0.0245, 0.0169, 0.0166, 0.0196, 0.03, 0.025, 0.0433, 0.0169, 0.0172, 0.0262, 0.026, 0.0198, 0.0324, 0.0333, 0.0481, 0.0336, 0.0499, 0.0533, 0.0476, 0.0618, 0.0415, 0.0414, 0.0496, 0.0492, 0.0464, 0.031, 0.0381, 0.0216, 0.0256]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",qtrLvl,"[0.13, 430.0]",672h_all_total36_ext4_month_qtrLvl_1trust_40cutDel_10000dnsThrs_1Upper
