timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
10th < 2020,EU < AT,none,avaAndNavi,none,demand,-11.795798997720002,TheModel
10th < 2020,EU < BE,none,avaAndNavi,none,demand,-21.32242300428,TheModel
10th < 2020,EU < BG,none,avaAndNavi,none,demand,-2.8538130024,TheModel
10th < 2020,EU < CZ,none,avaAndNavi,none,demand,-5.48459899776,TheModel
10th < 2020,EU < DE,none,avaAndNavi,none,demand,-124.97501600964,TheModel
10th < 2020,EU < DK,none,avaAndNavi,none,demand,-13.94179199892,TheModel
10th < 2020,EU < EE,none,avaAndNavi,none,demand,-0.87406199892,TheModel
10th < 2020,EU < ES,none,avaAndNavi,none,demand,-96.59697201600001,TheModel
10th < 2020,EU < FI,none,avaAndNavi,none,demand,-12.059705000280001,TheModel
10th < 2020,EU < FR,none,avaAndNavi,none,demand,-96.87529400892,TheModel
10th < 2020,EU < GR,none,avaAndNavi,none,demand,-23.20878900012,TheModel
10th < 2020,EU < HR,none,avaAndNavi,none,demand,-3.02849000412,TheModel
10th < 2020,EU < HU,none,avaAndNavi,none,demand,-3.3337499956800003,TheModel
10th < 2020,EU < IE,none,avaAndNavi,none,demand,-14.023151996880001,TheModel
10th < 2020,EU < IT,none,avaAndNavi,none,demand,-63.704824992960006,TheModel
10th < 2020,EU < LT,none,avaAndNavi,none,demand,-1.503540996,TheModel
10th < 2020,EU < LU,none,avaAndNavi,none,demand,-6.99116900028,TheModel
10th < 2020,EU < LV,none,avaAndNavi,none,demand,-1.8470089977600002,TheModel
10th < 2020,EU < NL,none,avaAndNavi,none,demand,-49.539925000800004,TheModel
10th < 2020,EU < PL,none,avaAndNavi,none,demand,-12.930431997119998,TheModel
10th < 2020,EU < PT,none,avaAndNavi,none,demand,-19.89658899864,TheModel
10th < 2020,EU < RO,none,avaAndNavi,none,demand,-3.0340620036,TheModel
10th < 2020,EU < SE,none,avaAndNavi,none,demand,-13.900579991999999,TheModel
10th < 2020,EU < SI,none,avaAndNavi,none,demand,-0.32553400416,TheModel
10th < 2020,EU < SK,none,avaAndNavi,none,demand,-0.5292219972,TheModel
10th < 2020,nonEU < AL,none,avaAndNavi,none,demand,-0.6842330003999999,TheModel
10th < 2020,nonEU < BA,none,avaAndNavi,none,demand,-0.11025399948,TheModel
10th < 2020,nonEU < CH,none,avaAndNavi,none,demand,-22.524000002519998,TheModel
10th < 2020,nonEU < ME,none,avaAndNavi,none,demand,-0.29306700012000003,TheModel
10th < 2020,nonEU < MK,none,avaAndNavi,none,demand,-0.32507800236,TheModel
10th < 2020,nonEU < NO,none,avaAndNavi,none,demand,-21.387711993840004,TheModel
10th < 2020,nonEU < RS,none,avaAndNavi,none,demand,-1.7304470011200002,TheModel
10th < 2020,nonEU < UK,none,avaAndNavi,none,demand,-161.35957801151997,TheModel
10th < 2020,EU < AT < at,none,electricity,none,demand,-62.806703546418326,TheModel
10th < 2020,EU < BE < be,none,electricity,none,demand,-73.57110149036123,TheModel
10th < 2020,EU < BG < bg,none,electricity,none,demand,-29.15165233203076,TheModel
10th < 2020,EU < CZ < cz,none,electricity,none,demand,-57.84112871673918,TheModel
10th < 2020,EU < DE < de,none,electricity,none,demand,-480.66692903460137,TheModel
10th < 2020,EU < DK < dk_e,none,electricity,none,demand,-14.84047095787784,TheModel
10th < 2020,EU < DK < dk_w,none,electricity,none,demand,-14.613098486991085,TheModel
10th < 2020,EU < EE < ee,none,electricity,none,demand,-7.224224099024822,TheModel
10th < 2020,EU < ES < es,none,electricity,none,demand,-241.86976222571175,TheModel
10th < 2020,EU < FI < fi,none,electricity,none,demand,-65.7522177109073,TheModel
10th < 2020,EU < FR < fr,none,electricity,none,demand,-388.4811691444188,TheModel
10th < 2020,EU < FR < fr_co,none,electricity,none,demand,-1.8521487275333577,TheModel
10th < 2020,EU < GR < gr,none,electricity,none,demand,-45.293539451886154,TheModel
10th < 2020,EU < HR < hr,none,electricity,none,demand,-16.663545193335892,TheModel
10th < 2020,EU < HU < hu,none,electricity,none,demand,-37.13914218998699,TheModel
10th < 2020,EU < IE < ie,none,electricity,none,demand,-24.85003504654541,TheModel
10th < 2020,EU < IT < it_cn,none,electricity,none,demand,-26.827948212947092,TheModel
10th < 2020,EU < IT < it_cs,none,electricity,none,demand,-52.114028128713805,TheModel
10th < 2020,EU < IT < it_n,none,electricity,none,demand,-137.16694286993288,TheModel
10th < 2020,EU < IT < it_s,none,electricity,none,demand,-21.50029291179626,TheModel
10th < 2020,EU < IT < it_sar,none,electricity,none,demand,-7.140760088316947,TheModel
10th < 2020,EU < IT < it_sic,none,electricity,none,demand,-15.803024586115669,TheModel
10th < 2020,EU < LT < lt,none,electricity,none,demand,-11.65463043850657,TheModel
10th < 2020,EU < LU < lu,none,electricity,none,demand,-4.743497604102974,TheModel
10th < 2020,EU < LV < lv,none,electricity,none,demand,-6.19782717333264,TheModel
10th < 2020,EU < NL < nl,none,electricity,none,demand,-107.74187255322656,TheModel
10th < 2020,EU < PL < pl,none,electricity,none,demand,-145.085036972534,TheModel
10th < 2020,EU < PT < pt,none,electricity,none,demand,-46.52058299416335,TheModel
10th < 2020,EU < RO < ro,none,electricity,none,demand,-54.980741692432574,TheModel
10th < 2020,EU < SE < se_1,none,electricity,none,demand,-2.364635493458682,TheModel
10th < 2020,EU < SE < se_2,none,electricity,none,demand,-7.969803621213431,TheModel
10th < 2020,EU < SE < se_3,none,electricity,none,demand,-75.53087608913785,TheModel
10th < 2020,EU < SE < se_4,none,electricity,none,demand,-18.837029816928077,TheModel
10th < 2020,EU < SI < si,none,electricity,none,demand,-12.30224531702953,TheModel
10th < 2020,EU < SK < sk,none,electricity,none,demand,-26.154563722940416,TheModel
10th < 2020,nonEU < AL < al,none,electricity,none,demand,-4.610558327156139,TheModel
10th < 2020,nonEU < BA < ba,none,electricity,none,demand,-9.576650299170092,TheModel
10th < 2020,nonEU < CH < ch,none,electricity,none,demand,-51.80224036171974,TheModel
10th < 2020,nonEU < ME < me,none,electricity,none,demand,-2.8401117428641802,TheModel
10th < 2020,nonEU < MK < mk,none,electricity,none,demand,-5.224403178910654,TheModel
10th < 2020,nonEU < NO < no_m,none,electricity,none,demand,-11.713079891433972,TheModel
10th < 2020,nonEU < NO < no_n,none,electricity,none,demand,-11.478395480601996,TheModel
10th < 2020,nonEU < NO < no_s,none,electricity,none,demand,-83.44510872997466,TheModel
10th < 2020,nonEU < RS < rs,none,electricity,none,demand,-32.74537270690445,TheModel
10th < 2020,nonEU < UK < ni,none,electricity,none,demand,-2.333913932968268,TheModel
