timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
30th < 2040,EU < AT,none,jetFuel,none,demand,-18.068238704520002,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < BE,none,jetFuel,none,demand,-51.67286102052,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < BG,none,jetFuel,none,demand,-5.408963178,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < CZ,none,jetFuel,none,demand,-4.96301142816,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < DE,none,jetFuel,none,demand,-150.99063175487998,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < DK,none,jetFuel,none,demand,-4.25811994752,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < EE,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < ES,none,jetFuel,none,demand,-6.085083577439999,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < FI,none,jetFuel,none,demand,-16.715997914400003,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < FR,none,jetFuel,none,demand,-114.2499616494,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < GR,none,jetFuel,none,demand,-69.4965455436,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < HR,none,jetFuel,none,demand,-3.30867428544,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < HU,none,jetFuel,none,demand,-6.11385465864,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IE,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < IT,none,jetFuel,none,demand,-66.8783771982,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < LT,none,jetFuel,none,demand,-29.63421317172,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < LU,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < LV,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < NL,none,jetFuel,none,demand,-215.56732251839998,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < PL,none,jetFuel,none,demand,-35.11510405271999,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < PT,none,jetFuel,none,demand,-29.07317709708,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < RO,none,jetFuel,none,demand,-11.62351662084,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < SE,none,jetFuel,none,demand,-7.6962640983599995,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < SI,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,EU < SK,none,jetFuel,none,demand,-2.45992740756,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,nonEU < AL,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,nonEU < BA,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,nonEU < CH,none,jetFuel,none,demand,-0.53226499344,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
30th < 2040,nonEU < ME,none,jetFuel,none,demand,-0.0,1752hours_96hoursHeu_nucChp_allTec_NOAKnuCost_40nuYear
