timestep,region,variable,value
2020,AT,gas;road,0.022939876759267626
2020,BE,gas;road,0.06815332680346688
2020,BG,gas;road,0.0008566758955743044
2020,DE,gas;road,0.949910788875975
2020,DK,gas;road,0.0019989104230067104
2020,EE,gas;road,0.00571117263716203
2020,ES,gas;road,0.0573972850034786
2020,FI,gas;road,0.009613807272556082
2020,FR,gas;road,0.005758765742472333
2020,GR,gas;road,1.475386264600191
2020,HR,gas;road,4.759310530968359e-5
2020,HU,gas;road,0.0098517727991045
2020,IT,gas;road,10.693790018243423
2020,LT,gas;road,0.00133260694867114
2020,LU,gas;road,0.0014277931592905076
2020,LV,gas;road,0.002332062160174495
2020,PL,gas;road,0.03064995981943653
2020,PT,gas;road,0.0003807448424774687
2020,RO,gas;road,0.0012850138433616435
2020,SE,gas;road,0.09152154151052151
2020,SI,gas;road,0.0031887380557487997
2020,SK,gas;road,0.003379110476987535
2020,AL,gas;road,0.0001427793159290507
2020,BA,gas;road,0.00019037242123873436
2020,CH,gas;road,0.03893116014332117
2020,ME,gas;road,9.518621061936718e-5
2020,NO,gas;road,0.0029507725292003822
2020,RS,gas;road,0.0004759310530968357
2020,UK,gas;road,0.004749899754040786
2020,AT,biogas;process heat,0.28550052993597724
2020,BE,biogas;process heat,0.42359980789463886
2020,BG,biogas;process heat,0.04171797121391831
2020,CZ,biogas;process heat,0.06850384280019833
2020,DE,biogas;process heat,0.924427222119991
2020,DK,biogas;process heat,0.24018121446427643
2020,EE,biogas;process heat,0.005875148407353695
2020,ES,biogas;process heat,0.36515709897839793
2020,FI,biogas;process heat,0.8951367540506466
2020,FR,biogas;process heat,0.595736035015469
2020,GR,biogas;process heat,0.18277246144315662
2020,HR,biogas;process heat,0.3949522232930854
2020,HU,biogas;process heat,0.10193508976359604
2020,IE,biogas;process heat,0.045087463771941436
2020,IT,biogas;process heat,0.18991940980167282
2020,LT,biogas;process heat,0.04778471328906289
2020,LU,biogas;process heat,0.1677582727259075
2020,LV,biogas;process heat,0.0004643325434040995
2020,NL,biogas;process heat,0.4635179281081084
2020,PL,biogas;process heat,0.19448531441345634
2020,PT,biogas;process heat,0.07969035343275047
2020,RO,biogas;process heat,0.03695769615405803
2020,SE,biogas;process heat,0.2382148116061773
2020,SI,biogas;process heat,0.007593850015819879
2020,SK,biogas;process heat,0.0028012751474868446
2020,CH,biogas;process heat,5.167600627382884
2020,NO,biogas;process heat,0.05199586194762256
2020,UK,biogas;process heat,1.6298599071763116
2020,AT,gas;space heat,21.115207138104836
2020,BE,gas;space heat,63.34391912454083
2020,BG,gas;space heat,2.071962670211941
2020,CZ,gas;space heat,35.59676306769133
2020,DE,gas;space heat,373.38267505196836
2020,DK,gas;space heat,9.962321679206905
2020,EE,gas;space heat,1.5727875760468442
2020,ES,gas;space heat,65.61772562303375
2020,FI,gas;space heat,0.6498121051734413
2020,FR,gas;space heat,204.8522398652849
2020,GR,gas;space heat,6.3287091904441155
2020,HR,gas;space heat,8.024927402716775
2020,HU,gas;space heat,46.509496823417
2020,IE,gas;space heat,11.62397151010286
2020,IT,gas;space heat,271.61518820042056
2020,LT,gas;space heat,2.955527984802251
2020,LU,gas;space heat,4.115195673528367
2020,LV,gas;space heat,2.627864776829786
2020,NL,gas;space heat,133.86434897008482
2020,PL,gas;space heat,58.43565104837415
2020,PT,gas;space heat,6.2715977926750295
2020,RO,gas;space heat,40.16461881730636
2020,SE,gas;space heat,1.4788980723045007
2020,SI,gas;space heat,1.5744448167074243
2020,SK,gas;space heat,17.92188687311793
2020,AL,gas;space heat,0.8812664916370527
2020,BA,gas;space heat,0.7124947689601524
2020,CH,gas;space heat,17.21235941042839
2020,ME,gas;space heat,0.19054812028992432
2020,MK,gas;space heat,0.06949029664458803
2020,NO,gas;space heat,0.5963388782305963
2020,RS,gas;space heat,4.7572502397242244
2020,UK,gas;space heat,365.1129797715702
2020,AT,oil;rail,1.3061278015777869
2020,BE,oil;rail,0.615083562810984
2020,BG,oil;rail,0.3349432287183384
2020,CZ,oil;rail,1.924462782900527
2020,DE,oil;rail,9.311544275589098
2020,DK,oil;rail,0.1555497464827288
2020,EE,oil;rail,0.3119005670915423
2020,ES,oil;rail,1.6884286477499708
2020,FI,oil;rail,0.843201200715525
2020,FR,oil;rail,7.208489084579045
2020,GR,oil;rail,0.2079022967227503
2020,HR,oil;rail,0.24018087180323183
2020,HU,oil;rail,1.3151281049943884
2020,IE,oil;rail,0.03562423760707147
2020,IT,oil;rail,5.250004212323616
2020,LT,oil;rail,7.088186599644051
2020,LU,oil;rail,0.022948417611962698
2020,LV,oil;rail,2.4414854482772306
2020,NL,oil;rail,1.317814059417144
2020,PL,oil;rail,5.7279156115444065
2020,PT,oil;rail,0.28325038658215157
2020,RO,oil;rail,2.079447065294255
2020,SE,oil;rail,0.5712600959133962
2020,SI,oil;rail,0.6099001419951404
2020,SK,oil;rail,1.0039343680140975
2020,AL,oil;rail,0.11799350657157003
2020,BA,oil;rail,0.15748174878681587
2020,CH,oil;rail,1.5425860347950942
2020,ME,oil;rail,0.04556698117200807
2020,MK,oil;rail,0.10479934449487692
2020,NO,oil;rail,0.14697354113287803
2020,RS,oil;rail,0.39521227620437616
2020,UK,oil;rail,5.0233473566489915
2020,FI,hardcoal;heating plant,2.7392605508169665
2020,PL,hardcoal;heating plant,129.9296891403086
2020,SI,hardcoal;heating plant,0.5133359457582047
2020,AL,hardcoal;heating plant,0.05511497866310316
2020,CZ,lignite;heating plant,10.343093629813515
2020,DE,lignite;heating plant,0.633347971676276
2020,HU,lignite;heating plant,0.011169003843119713
2020,PL,lignite;heating plant,1.2211439833604416
2020,RO,lignite;heating plant,0.5107079888087904
2020,SK,lignite;heating plant,0.09548399619572621
2020,AL,lignite;heating plant,1.4143277539429013
2020,BA,lignite;heating plant,1.6142674149174758
2020,ME,lignite;heating plant,0.23567291271563018
2020,RS,lignite;heating plant,2.422711115189137
2020,AT,oil;road,45.58047734928417
2020,BE,oil;road,92.6054422910901
2020,BG,oil;road,34.488575502987096
2020,CZ,oil;road,71.49071801801271
2020,DE,oil;road,655.1884163833178
2020,DK,oil;road,39.97768703590119
2020,EE,oil;road,6.6860106528988
2020,ES,oil;road,213.8267924289853
2020,FI,oil;road,52.764221800678925
2020,FR,oil;road,471.1687493538451
2020,GR,oil;road,88.32994743585186
2020,HR,oil;road,15.425441911402684
2020,HU,oil;road,38.58523274528327
2020,IE,oil;road,14.842324634641672
2020,IT,oil;road,658.1539250080551
2020,LT,oil;road,37.675681005287416
2020,LU,oil;road,4.887761784646232
2020,LV,oil;road,12.463228464419569
2020,NL,oil;road,152.0943650634411
2020,PL,oil;road,229.45164109620262
2020,PT,oil;road,47.138160348600046
2020,RO,oil;road,57.09238674038823
2020,SE,oil;road,72.10404161757778
2020,SI,oil;road,20.66343522814948
2020,SK,oil;road,30.717648709449545
2020,AL,oil;road,5.198212004361678
2020,BA,oil;road,6.939949622201965
2020,CH,oil;road,45.608343716827804
2020,ME,oil;road,2.1225809930861232
2020,MK,oil;road,4.413993299013509
2020,NO,oil;road,36.400700501254384
2020,RS,oil;road,17.41865695236519
2020,UK,oil;road,401.62812940693505
2020,CZ,"lignite;chp plant, auto",7.970566307968937
2020,DE,"lignite;chp plant, auto",4.3318637937408795
2020,HR,"lignite;chp plant, auto",0.027593990312319152
2020,RO,"lignite;chp plant, auto",0.005812571886439031
2020,SK,"lignite;chp plant, auto",0.029170793711557303
2020,RS,"lignite;chp plant, auto",0.08096867393645805
2020,AT,oil;aviation and navigation,11.795798997719997
2020,BE,oil;aviation and navigation,21.322423004279997
2020,BG,oil;aviation and navigation,2.8538130023999995
2020,CZ,oil;aviation and navigation,5.48459899776
2020,DE,oil;aviation and navigation,124.97501600964
2020,DK,oil;aviation and navigation,13.941791998920001
2020,EE,oil;aviation and navigation,0.87406199892
2020,ES,oil;aviation and navigation,96.59697201600001
2020,FI,oil;aviation and navigation,12.05970500028
2020,FR,oil;aviation and navigation,96.87529400892001
2020,GR,oil;aviation and navigation,23.20878900012
2020,HR,oil;aviation and navigation,3.0284900041199996
2020,HU,oil;aviation and navigation,3.3337499956800003
