timestep_superordinate_dispatch,region_dispatch,technology,carrier,id,variable,value,objName
30th < 2040,nonEU < NO < no_m < 83NO,none,processHeat_high,none,missCapa,2.0014020864872256e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,none,processHeat_low,none,missCapa,2.0014020864903702e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,none,processHeat_medium,none,missCapa,2.0139968157193153e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,none,processHeat_high,none,missCapa,2.0014020864895707e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,none,processHeat_low,none,missCapa,2.0014020864933274e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,none,processHeat_medium,none,missCapa,2.012898671099958e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,none,processHeat_high,none,missCapa,2.0014020865917866e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,none,processHeat_low,none,missCapa,2.0014020866228855e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,none,processHeat_medium,none,missCapa,2.0135674024065205e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,none,processHeat_high,none,missCapa,2.0014020865025048e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,none,processHeat_low,none,missCapa,2.001402086508644e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,none,processHeat_medium,none,missCapa,2.0135033180896807e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,none,processHeat_high,none,missCapa,2.001402086487677e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,none,processHeat_low,none,missCapa,2.0014020864903497e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,none,processHeat_medium,none,missCapa,2.0135033182727924e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,none,processHeat_high,none,missCapa,2.001402086481682e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,none,processHeat_low,none,missCapa,2.0014020864831908e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,none,processHeat_medium,none,missCapa,2.0135127040062548e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,none,processHeat_high,none,missCapa,2.0014020864790177e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,none,processHeat_low,none,missCapa,2.001402086479792e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,none,processHeat_medium,none,missCapa,2.0133924636640895e-16,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,none,spaceHeat,none,missCapa,0.0,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.053088973741614254,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.04468773049055684,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.04561217948990746,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.02140069918895375,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.05212646222128926,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.1064918738007145,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,expConv,0.2025869577507921,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.053088973741614254,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.04468773049055683,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.04561217948990746,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.021400699188953754,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.052126462221289256,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.1064918738007145,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,miscProHeat < h2BoilerPro < h2BoilerProMed,none,none,capaConv,0.20258695775079208,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO,powerToX < refinery,none,none,capaConv,21.777175,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.4733333319068501,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.1263021919032938,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.06307692090377916,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.06853537398903219,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.1591330183968307,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.24738209804368474,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,heatpump < heatpumpGroundSpace,none,none,expConv,0.2081657167020069,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.4733333319068502,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.1263021919032938,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.06307692090377916,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.06853537398903219,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.15913301839683072,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.24738209804368474,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,heatpump < heatpumpGroundSpace,none,none,capaConv,0.2081657167020069,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m,transport < bev < bevPsngRoadPub,none,none,expConv,0.03544975632318047,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n,transport < bev < bevPsngRoadPub,none,none,expConv,0.036454081170325836,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s,transport < bev < bevPsngRoadPub,none,none,expConv,0.25240939716628163,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m,transport < bev < bevPsngRoadPub,none,none,capaConv,0.03544975632318047,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n,transport < bev < bevPsngRoadPub,none,none,capaConv,0.03645408117032583,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s,transport < bev < bevPsngRoadPub,none,none,capaConv,0.25240939716628163,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,heatpump < heatpumpPro,none,none,expConv,0.03603504705720637,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,heatpump < heatpumpPro,none,none,expConv,0.03007621446731402,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,heatpump < heatpumpPro,none,none,expConv,0.0027977835589356416,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,heatpump < heatpumpPro,none,none,expConv,0.01504784191114699,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,heatpump < heatpumpPro,none,none,expConv,0.035345079481909354,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,heatpump < heatpumpPro,none,none,expConv,0.07209026028763302,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,heatpump < heatpumpPro,none,none,expConv,0.13683129556365028,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,heatpump < heatpumpPro,none,none,capaConv,0.03603504705720637,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,heatpump < heatpumpPro,none,none,capaConv,0.03007621446731402,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,heatpump < heatpumpPro,none,none,capaConv,0.002797783558935641,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,heatpump < heatpumpPro,none,none,capaConv,0.01504784191114699,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,heatpump < heatpumpPro,none,none,capaConv,0.035345079481909354,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,heatpump < heatpumpPro,none,none,capaConv,0.072090260287633,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,heatpump < heatpumpPro,none,none,capaConv,0.13683129556365028,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.022357836346352095,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.018751733709814835,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.0014424410540075378,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.009015256591020756,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.021636615819221394,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.04471567269364812,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,heatpump < heatpumpPro,none,none,mustCapaConv,0.08474341196023187,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscSpaceHeat < bioBoilerSpace,none,none,expConv,0.45614808219150627,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscSpaceHeat < bioBoilerSpace,none,none,expConv,0.6291662700153815,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscSpaceHeat < bioBoilerSpace,none,none,expConv,1.460867912014917,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscSpaceHeat < bioBoilerSpace,none,none,expConv,2.2710093332894727,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscSpaceHeat < bioBoilerSpace,none,none,capaConv,0.45614808219150627,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscSpaceHeat < bioBoilerSpace,none,none,capaConv,0.6291662700153815,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscSpaceHeat < bioBoilerSpace,none,none,capaConv,1.460867912014917,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscSpaceHeat < bioBoilerSpace,none,none,capaConv,2.2710093332894727,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.0020287318653892323,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.0017263626050636133,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.00016063865995775777,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.0008358267887483211,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.0019626440246708543,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.0040019046461831605,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,expConv,0.007595820972333233,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.002028731865389232,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.001726362605063613,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.00016063865995775777,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.0008358267887483211,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.0019626440246708543,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.0040019046461831605,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,miscProHeat < electricHeatPro < eBoilerProLow,none,none,capaConv,0.007595820972333232,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m,transport < oberFrtRoadHeavy,none,none,expConv,0.06790022547877743,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n,transport < oberFrtRoadHeavy,none,none,expConv,0.06496054113980224,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s,transport < oberFrtRoadHeavy,none,none,expConv,0.48752536638370175,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m,transport < oberFrtRoadHeavy,none,none,capaConv,0.06790022547877743,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n,transport < oberFrtRoadHeavy,none,none,capaConv,0.06496054113980224,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s,transport < oberFrtRoadHeavy,none,none,capaConv,0.4875253663837018,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.19640921562895147,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.16459689956264154,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.07258948754667835,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.08169097338079928,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.19225522550796512,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.3933944350855409,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,powerToX < electrolysis < alkElectrolysis,none,none,expConv,0.7463698399399971,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_m < 83NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.19640921562895144,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.16459689956264154,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 85NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.07258948754667834,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.08169097338079928,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.19225522550796512,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 81NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.3933944350855409,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 82NO,powerToX < electrolysis < alkElectrolysis,none,none,capaConv,0.7463698399399971,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_n < 84NO,miscProHeat < h2BoilerPro < h2BoilerProLow,none,none,expConv,0.00022629299628786057,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 79NO,miscProHeat < h2BoilerPro < h2BoilerProLow,none,none,expConv,0.00013048406578708053,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
30th < 2040,nonEU < NO < no_s < 80NO,miscProHeat < h2BoilerPro < h2BoilerProLow,none,none,expConv,0.0002594816053912295,1752hours_1752hoursHeu_gridExp_noExp30_ep2050
