timestep_superordinate_expansion,timestep_superordinate_dispatch,region_from,region_to,carrier,exchange,directed,variable,value,objName
none,30th < 2040,EU < FR < fr < 27FR,EU < BE < be < 28BE,none,h2Grid,yes,expExc,0.13918983327339557,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_w < 38DK,EU < DE < de < 31DE,none,h2Grid,yes,expExc,0.46668042749537925,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < NL < nl < 30NL,EU < DE < de < 33DE,none,h2Grid,yes,expExc,5.38344444841226,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_w < 38DK,EU < DK < dk_e < 72DK,none,h2Grid,yes,expExc,0.04675802942439644,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_4 < 89SE,EU < DK < dk_e < 72DK,none,h2Grid,yes,expExc,0.030816898093467392,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < NO < no_s < 79NO,EU < DK < dk_w < 38DK,none,h2Grid,yes,expExc,0.0838426582836207,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_1 < 86SE,EU < FI < fi < 74FI,none,h2Grid,yes,expExc,0.16659307596751136,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_sar < 98IT,EU < FR < fr_co < 99FR,none,h2Grid,yes,expExc,0.24094146272416891,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < RO < ro < 59RO,EU < HU < hu < 58HU,none,h2Grid,yes,expExc,0.11567069875451891,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_s < 55IT,EU < IT < it_cs < 54IT,none,h2Grid,yes,expExc,0.8956278179950777,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SI < si < 57SI,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,0.4835440157932036,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < CH < ch < 48CH,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,0.8913646535671489,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_sic < 56IT,EU < IT < it_s < 55IT,none,h2Grid,yes,expExc,0.35349742103955584,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < LV < lv < 78LV,EU < LT < lt < 77LT,none,h2Grid,yes,expExc,0.2220729351473653,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < ES < es < 04ES,EU < FR < fr < 14FR,none,h2Grid,yes,expExc,1.0459574608742659,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < ES < es < 06ES,EU < FR < fr < 14FR,none,h2Grid,yes,expExc,0.06499824172123453,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < ES < es < 06ES,EU < FR < fr < 15FR,none,h2Grid,yes,expExc,5.27314810249062,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 14FR,EU < FR < fr < 17FR,none,h2Grid,yes,expExc,0.42787952990134337,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 15FR,EU < FR < fr < 16FR,none,h2Grid,yes,expExc,0.44128433128210015,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 15FR,EU < FR < fr < 18FR,none,h2Grid,yes,expExc,0.2706562133935684,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 15FR,EU < FR < fr < 19FR,none,h2Grid,yes,expExc,4.406354137759776,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 16FR,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,1.050556704682419e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 19FR,EU < FR < fr < 20FR,none,h2Grid,yes,expExc,3.5788029647537734,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 20FR,nonEU < CH < ch < 47CH,none,h2Grid,yes,expExc,1.2042470999088142,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 20FR,nonEU < CH < ch < 48CH,none,h2Grid,yes,expExc,0.15031437196751915,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 20FR,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,1.5606663573480695,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 25FR,EU < LU < lu < 29LU,none,h2Grid,yes,expExc,0.22046967870702275,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 25FR,nonEU < CH < ch < 47CH,none,h2Grid,yes,expExc,0.06666331934792478,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 26FR,nonEU < UK < uk < 90UK,none,h2Grid,yes,expExc,0.09616546440579438,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr < 27FR,EU < LU < lu < 29LU,none,h2Grid,yes,expExc,0.0007132689236832503,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < CZ < cz < 39CZ,EU < DE < de < 34DE,none,h2Grid,yes,expExc,0.3568029658664498,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < LT < lt < 77LT,EU < PL < pl < 41PL,none,h2Grid,yes,expExc,1.8368526860388654e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at < 49AT,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,1.1260083212876144,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_cn < 53IT,EU < IT < it_n < 52IT,none,h2Grid,yes,expExc,1.8447895091112976,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr_co < 99FR,EU < IT < it_cn < 53IT,none,h2Grid,yes,expExc,0.2307482529513363,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HR < hr < 62HR,EU < SI < si < 57SI,none,h2Grid,yes,expExc,1.5022391165973326,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < GR < gr < 68GR,nonEU < MK < mk < 67MK,none,h2Grid,yes,expExc,0.2498132525166782,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < GR < gr < 68GR,nonEU < AL < al < 70AL,none,h2Grid,yes,expExc,0.0928288700273324,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < UK < ni < 95UK,nonEU < UK < uk < 93UK,none,h2Grid,yes,expExc,0.9578733193363597,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IE < ie < 96IE,nonEU < UK < ni < 95UK,none,h2Grid,yes,expExc,2.808775265224279,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < GR < gr,nonEU < AL < al,none,powerGrid < hvac,no,expExc,4.9999912184724264,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < AL < al,nonEU < ME < me,none,powerGrid < hvac,no,expExc,1.9999979902715497,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < AL < al,nonEU < MK < mk,none,powerGrid < hvac,no,expExc,0.8499272548617087,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < AL < al,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,2.4689578977443665,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,nonEU < CH < ch,none,powerGrid < hvac,no,expExc,0.919931828254821,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < CZ < cz,none,powerGrid < hvac,no,expExc,2.4999980654527754,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < DE < de,none,powerGrid < hvac,no,expExc,3.099999940773964,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < HU < hu,none,powerGrid < hvac,no,expExc,0.8833001657269656,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < IT < it_n,none,powerGrid < hvac,no,expExc,1.4999999485765882,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < SI < si,none,powerGrid < hvac,no,expExc,1.0051755762256755,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < AT < at,EU < SK < sk,none,powerGrid < hvac,no,expExc,0.9999998567610034,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HR < hr,nonEU < BA < ba,none,powerGrid < hvac,no,expExc,1.1439998159870681,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < BA < ba,nonEU < ME < me,none,powerGrid < hvac,no,expExc,0.3644581450683409,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < BA < ba,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,0.7742341723707428,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BE < be,EU < DE < de,none,powerGrid < hvac,no,expExc,0.14623667831263482,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BE < be,EU < FR < fr,none,powerGrid < hvac,no,expExc,6.326879538978513,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BE < be,EU < LU < lu,none,powerGrid < hvac,no,expExc,0.4999999163327639,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BE < be,EU < NL < nl,none,powerGrid < hvac,no,expExc,2.0000000493176078,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BG < bg,EU < GR < gr,none,powerGrid < hvac,no,expExc,4.500000844272651,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BG < bg,nonEU < MK < mk,none,powerGrid < hvac,no,expExc,0.8277465908949306,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BG < bg,EU < RO < ro,none,powerGrid < hvac,no,expExc,2.9999979918393787,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,nonEU < CH < ch,none,powerGrid < hvac,no,expExc,3.1000000268398247,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr,nonEU < CH < ch,none,powerGrid < hvac,no,expExc,1.5000055249643085,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_n,nonEU < CH < ch,none,powerGrid < hvac,no,expExc,1.3999999065206785,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < CZ < cz,EU < DE < de,none,powerGrid < hvac,no,expExc,1.9944631793029546,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < CZ < cz,EU < PL < pl,none,powerGrid < hvac,no,expExc,0.3747959721028798,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < CZ < cz,EU < SK < sk,none,powerGrid < hvac,no,expExc,0.5000000554160999,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < DK < dk_w,none,powerGrid < hvac,no,expExc,1.999999923995572,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < FR < fr,none,powerGrid < hvac,no,expExc,1.8000000332700112,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < NL < nl,none,powerGrid < hvac,no,expExc,2.052033529159984,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < PL < pl,none,powerGrid < hvac,no,expExc,7.999999311065987,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < EE < ee,EU < LV < lv,none,powerGrid < hvac,no,expExc,3.274833488817027,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < ES < es,EU < FR < fr,none,powerGrid < hvac,no,expExc,8.999999922158413,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < ES < es,EU < PT < pt,none,powerGrid < hvac,no,expExc,3.5805934769316985,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FI < fi,nonEU < NO < no_n,none,powerGrid < hvac,no,expExc,2.3528145342775098,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr,EU < IT < it_n,none,powerGrid < hvac,no,expExc,0.30233941765830213,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < GR < gr,nonEU < MK < mk,none,powerGrid < hvac,no,expExc,1.4999988826223158,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HR < hr,EU < HU < hu,none,powerGrid < hvac,no,expExc,1.5000203316368013,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HR < hr,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,2.0999997668522417,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HR < hr,EU < SI < si,none,powerGrid < hvac,no,expExc,4.99999982822054,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HU < hu,EU < RO < ro,none,powerGrid < hvac,no,expExc,2.6169997819186848,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HU < hu,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,2.9999998947132673,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < HU < hu,EU < SK < sk,none,powerGrid < hvac,no,expExc,2.9999999091087264,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IE < ie,nonEU < UK < ni,none,powerGrid < hvac,no,expExc,0.036423502051929735,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IE < ie,nonEU < UK < uk,none,powerGrid < hvac,no,expExc,0.49999969786556014,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_cn,EU < IT < it_cs,none,powerGrid < hvac,no,expExc,0.9999996498464274,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_cn,EU < IT < it_n,none,powerGrid < hvac,no,expExc,0.999999984220485,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_n,EU < SI < si,none,powerGrid < hvac,no,expExc,1.9999999681211864,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < LT < lt,EU < LV < lv,none,powerGrid < hvac,no,expExc,3.1699249161301433,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < LT < lt,EU < PL < pl,none,powerGrid < hvac,no,expExc,1.7859761221174717,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < ME < me,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,0.3779428970308851,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < MK < mk,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,2.999999376270441,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_3,nonEU < NO < no_s,none,powerGrid < hvac,no,expExc,0.01674292047111132,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < PL < pl,EU < SK < sk,none,powerGrid < hvac,no,expExc,2.4999998496221796,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < RO < ro,nonEU < RS < rs,none,powerGrid < hvac,no,expExc,3.4244390652141807,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_2,EU < SE < se_3,none,powerGrid < hvac,no,expExc,0.15897251029744325,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_e,EU < DE < de,none,powerGrid < hvdc,yes,capaExc,0.6034393794593471,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < DK < dk_e,none,powerGrid < hvdc,yes,capaExc,0.6184393794593471,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FI < fi,EU < EE < ee,none,powerGrid < hvdc,yes,capaExc,3.0431038621128192,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < EE < ee,EU < FI < fi,none,powerGrid < hvdc,yes,capaExc,3.0591038621128193,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_1,EU < FI < fi,none,powerGrid < hvdc,yes,capaExc,4.199999892375535,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FI < fi,EU < SE < se_1,none,powerGrid < hvdc,yes,capaExc,4.099999892375536,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < UK < uk,nonEU < UK < ni,none,powerGrid < hvdc,yes,capaExc,2.733955058539434,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < UK < ni,nonEU < UK < uk,none,powerGrid < hvdc,yes,capaExc,2.363955058539434,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr,EU < IE < ie,none,powerGrid < hvdc,no,capaExc,1.3999998749307943,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < GR < gr,EU < IT < it_s,none,powerGrid < hvdc,no,capaExc,1.4999999866505789,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_cs,EU < IT < it_sic,none,powerGrid < hvdc,no,capaExc,0.14143533192918067,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_w,EU < NL < nl,none,powerGrid < hvdc,no,capaExc,0.700000076749174,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_e,EU < PL < pl,none,powerGrid < hvdc,no,capaExc,0.5999996277802067,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FI < fi,EU < SE < se_2,none,powerGrid < hvdc,no,capaExc,0.7999999712104913,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FI < fi,EU < SE < se_3,none,powerGrid < hvdc,no,capaExc,1.20000007749822,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,EU < SE < se_4,none,powerGrid < hvdc,no,capaExc,2.014999766442856,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < LT < lt,EU < SE < se_4,none,powerGrid < hvdc,no,capaExc,0.7000000264886058,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < PL < pl,EU < SE < se_4,none,powerGrid < hvdc,no,capaExc,0.969667267433806,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_cs,nonEU < ME < me,none,powerGrid < hvdc,no,capaExc,2.1999999768191407,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DE < de,nonEU < NO < no_s,none,powerGrid < hvdc,no,capaExc,3.3999998325366176,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < DK < dk_w,nonEU < NO < no_s,none,powerGrid < hvdc,no,capaExc,6.1400004208861585,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < NL < nl,nonEU < NO < no_s,none,powerGrid < hvdc,no,capaExc,0.9439402910729988,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < BE < be,nonEU < UK < uk,none,powerGrid < hvdc,no,capaExc,2.400000077863247,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr,nonEU < UK < uk,none,powerGrid < hvdc,no,capaExc,8.1999998311851,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < NL < nl,nonEU < UK < uk,none,powerGrid < hvdc,no,capaExc,3.0000000859160405,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,nonEU < NO < no_s,nonEU < UK < uk,none,powerGrid < hvdc,no,capaExc,4.499999874693773,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < SE < se_3,EU < DK < dk_w,none,powerGrid < hvdc,yes,capaExc,0.68,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_sar,EU < FR < fr_co,none,powerGrid < hvdc,yes,capaExc,0.35,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_sar,EU < IT < it_cs,none,powerGrid < hvdc,yes,capaExc,0.9,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < IT < it_sic,EU < IT < it_s,none,powerGrid < hvdc,yes,capaExc,1.2,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
none,30th < 2040,EU < FR < fr_co,EU < IT < it_sar,none,powerGrid < hvdc,yes,capaExc,0.3,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
