timestep_superordinate_dispatch,timestep_dispatch,region_dispatch,gen; ocgtH2Chp,gen; pvOpenspace_b,gen; onshore_c,gen; onshore_b,gen; pvInd_a,gen; runOfRiver,gen; nuclearPowerFlexChp_HTR,gen; onshore_a,stExtOut; reservoir,gen; pvOpenspace_c,gen; pvOpenspace_a,stExtOut; pumpedStorage,gen; pvInd_b,gen; nuclearPowerFlexChp_SFR,gen; offshore_a,gen; nuclearPowerFlexChp_LWR,gen; nuclearPowerFlexChp_SMR,import,demand,use; heatpumpGroundSpace,use; bevPsngRoadPub,use; heatpumpPro,use; heatpumpAirSpace,use; directAirCapture,use; eBoilerProLow,use; oberFrtRoadHeavy,use; alkElectrolysis,use; eFrtRail,use; bevFrtRoadLight,use; liquifaction,use; eBoilerDh,use; eBoilerProHigh,use; bevFrtRoadHeavy,use; resistiveHeatSpace,stExtIn; pumpedStorage,use; ePsngRail,use; heatpumpAirDh,use; bevPsngRoadPrvt,export
30th < 2040,30th < 2040 < d001 < hh0005 < h0018,nonEU < ME < me,,3.6334092095056367,,239.15110539703628,,1.7686184162678478,,,,,,,,,,,,150.46843863129263,-29.53009601973994,-0.005036584850828119,-0.05557013235660376,-1.9226688727333703,,,,-1.5872939793093874,-7.57852865239437,-0.17787384785260027,-0.09741116477721166,-45.38809944838473,,,,-23.97792451205957,,-0.024436136754188903,-2.279999659521978,-3.660638058097885,-278.73586175785556
30th < 2040,30th < 2040 < d001 < hh0005 < h0018,nonEU < MK < mk,,4.564079117343191,,,,1.8851208584242114,,,,,,,,,,,,161.21818731405168,-54.32079491473885,,-1.271507755356854,-7.3650784340576445,,,,-3.653947974588188,-11.268710410685584,-0.40947571226110935,-0.2242483886918972,-0.0023847141646499955,,,,-62.72915176417745,-3.850577624396023,-0.02576146840869802,-6.789889196759745,-6.6314148562006014,-9.12478792369995
30th < 2040,30th < 2040 < d001 < hh0005 < h0018,nonEU < UK < uk,,257.1948385359498,224.6601039106421,789.8243725641802,,104.62118459473218,,2806.789185923489,,107.1399055086557,216.97866127717592,,,1943.6317928231426,,,,723.3598218254493,-3070.6743494288407,-306.89766242533733,-19.92188501201259,-173.0697229080785,-85.90705391867013,-81.46945210190995,-0.002147535686972666,-174.2100061411549,-1445.6110011782985,-3.1892971903655645,-38.53934021738852,,,,,-0.001115138854454662,-0.0033617584645902238,-29.96475294871985,-855.659042698296,-569.7007981115125,-319.378729832573
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < AT < at,,4.5937544779783375,692.0506681745801,758.1897454524507,,263.72552376898165,79.02241418518912,,,8.513639927710782,18.867864941266124,,,9.240617716952148,,16.962410820989195,,300.3317094043593,-781.3311534440413,-11.745663745510551,-11.802858153734956,-64.04262434082999,,,,-20.78951897300064,-72.75296191344619,-1.7193291190378113,-8.885116821757096,-11.614376290640301,,,,-9.23733893595444,-7.771939122831421,-4.365335752036666,-82.35695875619447,-141.46163398386776,-921.6213675490677
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < DE < de,,15.620110372282777,1256.8634068589606,4314.145826559226,,197.49873301276762,373.6850414338418,1634.106580489705,,34.47231204419212,22.276520989284375,,,289.06401063934356,0.001175484840572945,2877.677678416062,,877.2330163297376,-5618.764553456697,-72.41138383493877,-69.67123800244913,-422.4141838615043,-44.567098613409556,,,-246.40176491029382,-426.48890110692156,-11.6078369211896,-89.24540132003327,-1763.1008900316483,,-62.15635513848337,,,-15.17266915885933,-31.653903343853212,-383.1418357089898,-1604.9869115507752,-1030.8591398117728
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < DK < dk_w,,8.935571238140119,76.36855043641377,,,,7.61950447907897,,,,,,,6.612099661218561,,,,311.5243538767744,-170.82007276803157,-0.029500206697790392,-4.807848373747816,-14.53175751967904,,,,-5.806554579739379,-52.195622878137264,-0.13296239075487368,-1.1989725500650636,,,,,-0.026882855740674737,,-1.1549924447964268,-22.10677488510469,-57.06489101725518,-81.18385085049125
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < ES < es,,346.21812225479863,3084.0163676686584,240.6197950422175,,82.51363526930552,,54.46243426986301,,210.92135680210387,322.28540057167834,,,,,,,269.50966386887075,-2733.7937417537723,,-37.583243030562834,-98.12605829806543,,,,-173.79564075973707,-628.4217786005202,-1.5628805670627615,-31.944037623246274,,,-18.231706476267927,,,,-9.65876052247506,-58.2314140550304,-626.2239075514667,-192.9735259553721
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < FR < fr,,236.35943176164548,1480.5325845082048,2337.604163624182,,234.2504172806328,,1342.9202888320635,,187.7197702425957,109.33982174314507,,,490.689975968675,,,,960.5387790878042,-4374.862200093666,,-63.27457995783759,-151.4962105580885,,,,-136.95985283910932,-81.4777057974033,-2.6748619924737893,-49.603097260646926,,,-11.625209111709811,,,,-29.50578832851823,-428.3214844401361,-1291.67862259924,-758.4767493875815
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < FR < fr_co,,0.5782362799537042,43.799588619956694,,,,,,,0.6434357029101033,0.34795348833650475,,,,,,,13.481673595295884,-20.857884758886783,,-0.37330107394118556,-0.32574102028766355,,,,-0.5595557574981244,,-0.010922716595885718,-0.2024395461841672,,,,,,,-0.156281087189437,,-8.98856908627399,-27.375205607312378
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < HR < hr,,2.7182130116683805,,,,19.327267101285905,0.0026607628100838556,612.4648146594033,0.0010038311553222904,1.582651307114523,1.5328489596857984,,,0.002372268608417228,,,,329.92641438052016,-186.51501080593908,-0.001156233512197995,-5.74218264201502,-6.287202469485822,,,,-9.877252496066902,,-0.4918146159500956,-3.31763367798941,,,,,-0.0011290502970697281,,-0.24747319725788863,-24.99757125989886,-43.25984885557472,-686.8203934661466
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < IT < it_cn,,9.08363431691559,505.6211197422561,,,5.341729917484537,,203.583037529649,,,6.595141004216363,,,,,0.0016028501929889608,,0.0011727873471514645,-324.0062804007465,,-10.413700706219686,-22.58423703754953,,,,-8.054770588180043,-31.196971520326088,-0.2395399732763678,-17.51734268048903,,,-7.117457057604639,,,,-1.8686092338055762,-24.847497272922315,-131.77249414428312,-150.60738855044974
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < IT < it_cs,,2.640948868474574,440.5168854054155,,,9.437070612943044,,,,3.4868015070197727,12.913237129101589,,,,,400.97761503643073,,365.5630099380304,-629.3911214028539,-23.498500756910843,-20.18748678529819,-42.36588665657329,,,,-15.095311920152636,-49.00322952669381,-0.4489166522733902,-32.82896020054445,,,-13.331573133778408,,-40.193533388881775,-1.9330713417152008,-3.9559915207373906,-24.871151195461056,-338.42857395692994,-0.0026996846346147335
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < IT < it_n,,1.1279076786074655,2608.1043638247725,,,79.94811615487035,22.70840672190832,343.1903961462489,,21.91489513249858,29.8055701546399,,,,,43.53261309494107,,9.10077211120162,-1656.5914992999963,,-44.784219747153685,-118.06369739180568,,,,-43.17759137639197,-140.01450093673856,-1.2840569610050343,-93.90201818079527,,,-36.52093505729131,,,,-8.448307120648794,-82.99750907341479,-484.121803819715,-449.5257280206769
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < PT < pt,,48.5572065968986,,539.3630497898496,,3.3267378542884503,,721.3056036372946,,,127.82612983870695,,,,,,,,-525.8105745913746,,-7.563870097802916,-30.95121128898228,,,,-24.71341904180441,-410.3613421397864,-0.7024092756660837,-6.180311232782705,,,-5.109952566537579,,,,-1.260181995623473,-11.985767434270924,-143.81109509392823,-271.92933294281113
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,EU < SI < si,,0.4130757187909519,,,,19.41255023561539,0.00284257721240701,,,0.7272347421551466,,,,0.002856889644009839,,,,465.98857405767245,-153.0430189892422,-0.0013356513436553578,-3.8576325653199635,-6.71093233737965,,,,-19.24187855419234,,-1.7927393728849135,-3.3913078323119987,-0.0017254545355223048,,,,,,-0.17041110958016956,-12.170606571273892,-44.35171927932982,-241.81257111668353
30th < 2040,30th < 2040 < d001 < hh0005 < h0019,nonEU < UK < uk,,98.12692530409413,164.8884929827962,543.2041626440715,,101.06355897878177,,2044.80754557862,,42.469619628089994,87.41815453251166,,,2509.541023968388,,,,1331.2014623015841,-3223.504040743697,,-20.158784651846272,-173.06970060983906,,,,-123.43492080938624,-1445.610979991405,-2.259747616399238,-43.58153393729088,,,,,,,-21.231254100876168,-855.6590344670788,-1014.21207020576,
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < ES < es,,49.84868942589014,3046.1789150997674,190.88648104939054,,86.47208798104313,468.76734001714624,39.014715380676435,59.291939860013024,21.537901755468738,43.268330395805556,256.9528302018675,,61.611724335987255,,,,813.9358826891819,-3104.1254512351265,,-43.777842059870984,-91.99251812185621,,,,-226.69318399398693,-548.0807257955121,-2.0385688064499714,-36.634710130912275,,,-15.826738787959535,,,,-12.598562119876549,-58.23139220117371,-951.6670630864169,-46.10099224672335
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < FR < fr,,30.24808858256236,1202.2853437674928,2215.748874097405,,225.89097319795766,530.9974911837256,628.6023037771463,25.11142412017453,38.24576739898561,27.505774988321274,36.248084625893796,,493.7225482386359,,1189.7339297225446,,1437.5294864465452,-5125.665603974001,,-64.51009351535957,-141.66229241372017,,,,-178.6458220915193,-65.37390354281722,-3.488999949409897,-46.6710612235172,,,-10.176673774132269,,,,-38.48635715605353,-428.32138540720234,-1978.8673440455361,-0.001792879633985499
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,EU < PT < pt,,5.056651785785816,,548.8348534883143,,3.1779090829928007,0.0013389728447999664,758.7401632092165,,,19.679707257105953,334.27600589971894,,85.81135726087258,,,,,-597.0391848474206,,-12.074444335867913,-29.00652760926948,,,,-32.235351965526135,-5.524913930503402,-0.9161990166818001,-9.865000176276586,,,-4.393321150161168,,,,-1.6437389784402645,-11.985764676722479,-229.64903282455973,-821.2448332359686
30th < 2040,30th < 2040 < d001 < hh0005 < h0020,nonEU < UK < uk,,30.92205986114302,110.44582040952248,418.88285424202826,,101.39401201066985,419.865632222762,1289.6697659601352,,14.597210602808616,32.41681901564409,,,2519.7788736008015,,639.650428871349,,848.7493324834461,-3608.992848380839,,,-173.0696933439967,,,,-161.00435598962326,-1445.610968429644,-2.947538729654041,,,,,,,,-27.693333223280824,-855.6590319260588,,-151.39502126855857
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < AT < at,,3.6192921014665957,509.23572729787134,744.3593025151015,,364.897841335367,0.0011999393943456249,,,8.212157747643102,19.759249723477343,,,0.0012081435492554147,,10.102094777876266,,130.9376118431547,-393.27002755955476,-153.07251640567375,-0.001874320982048829,-65.40579200269534,,,,-30.854974304936576,-72.75264304285595,-2.55175965632186,-0.0018568787206561595,-0.0012349448632890882,,,,-26.707481203031627,-0.001970321560385,-6.478857093155319,-82.35631364381145,-0.0021440755372559082,-957.6664022824114
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < DE < de,,10.894918873129239,425.4366878633707,1335.1079916062924,,219.667647442181,299.3824982007757,308.58748587335185,,16.98477738604851,2.9784216198932216,,,285.2885301322113,,4959.167611779235,,1336.353783482282,-3033.4888539583517,-272.2650476141491,-100.27029872121271,-418.1444467087192,-37.356547337030015,,,-365.699665051019,-425.7673980374765,-17.227888264482747,-128.85580320962615,-0.002291528878118515,,-62.751317199573734,,,-3.179282771419703,-46.97945996701281,-383.14177846534307,-2860.8682094849923,-1043.85230576159
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < DK < dk_w,,7.415515022543479,17.240858417053683,,,,4.829900776486293,,,,,,,3.9086661311782493,,,,249.77282544992934,-92.22326044172677,-13.567756935015566,-3.893819018498667,-14.949084246986539,,,,-8.617856555062525,,-0.19733747354099673,-1.2075680084981473,,,,,-6.128125187511921,,-1.7141936883134117,-8.62622683569082,-16.029449803428374,-116.01326461383456
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < HR < hr,,3.5093443903999657,,,,22.559163224878223,9.679600427103994,475.7442909761897,,1.8495834142887908,1.6454354928195676,,,2.099642109501616,,,,422.85828026000934,-117.37537473926272,,-8.12106947112564,-6.011216379618483,,,,-14.659423932093377,,-0.729931623605151,-5.170934017138013,,,,,,,-0.3672898421781304,-24.998080620053482,-20.7565171856944,-741.7546223801653
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < IT < it_cn,,7.334486561955192,291.1421863251171,,,8.761602146944343,11.985024060295903,147.9012065718103,,,5.649356465255223,,,,,0.0014490716082271415,,8.574792993001408,-171.5813675878183,-10.302968003062196,-15.010573505675703,-21.845473786320962,,,,-11.954569023613283,-31.196656623226307,-0.3555156677769321,-24.737180083596563,,,-6.924917101103623,,,,-2.773315244567035,-16.13276990435687,-108.19813333168995,-60.33664282830412
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < IT < it_cs,,2.262160086443427,293.48780045238476,,,15.478842147066244,23.21815763342046,,,3.2730055826651596,11.581212362224523,,,,,0.005008993745471677,,554.4494981405089,-333.3015311442791,-11.225666274432681,-32.19204678929537,-40.974901981608525,,,,-22.403859465252765,-49.0029999990726,-0.6662641780669534,-50.82251951946668,,,-12.97022760114762,,-26.152295527372104,,-5.8713247228770005,-24.871066673525736,-293.29758882686497,-0.0036307693245314163
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,EU < SI < si,,0.4159421514800154,,,,39.79659237436346,5.347643851155036,,,0.7381263745442753,,,,0.2955933095550035,,,,520.3947334582754,-77.03165556678074,-6.015982835808885,-7.34492407183879,-6.581530446824321,,,,-28.55802816502697,,-2.6607122251192843,-6.451031821450195,-29.69167853788472,,,,,-0.09808076758498523,-0.25291736736191295,-5.994994133227912,-92.4453426701399,-303.8613539756042
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,nonEU < BA < ba,,2.3780933511692077,,,,53.7942753170048,0.0018231928361960893,493.23868555921786,,,,,,,,,,0.0036341709343884502,-67.45640885959197,,-14.614368958192696,-12.251102755575735,,,,-6.113944659828711,-29.594525378167962,-0.6851548262189397,-2.3192171298752156,-0.0037439511732251557,,,,-58.33856142093517,,-0.05762172448869319,-11.178320066800126,-66.32428559661022,-280.4795033694563
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,nonEU < ME < me,,1.3882480161800408,,184.12822079762543,,4.744323249854641,0.0041509384898187765,,,,,,,,,,,79.72554754400755,-20.005297567373674,,-0.35735152430066186,-1.915992398887977,,,,-1.6691795833110825,-7.578535422822043,-0.18705003553892466,-0.6299495410504763,-0.009573464402458378,,,,-10.770176045666524,,-0.025696752521442913,-2.2716711581188544,-23.802885125844895,-200.7663214389646
30th < 2040,30th < 2040 < d002 < hh0008 < h0029,nonEU < MK < mk,,2.344330880785887,,,,3.2682101763210767,1.2933628249454387,,,,,,,,,,,132.35198715076572,-36.7998690434054,,-6.1032353319365,-7.133925237848798,,,,-3.8424484923184354,-11.268717431569472,-0.43059981810388065,-0.8743682800918056,-10.017764654309634,,,,-16.75309165785691,,-0.027090455620968946,-6.789860387772298,-39.20815208579133,-0.009320093841589907
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < AT < at,,10.25110143700336,278.5350810877622,378.14348937720723,,379.55769284753154,97.66345669592557,,,16.135035595561977,58.50541018413807,,,11.44525017201623,,82.14215971913491,,196.81678384281912,-451.22123173533765,,,-63.846720235498964,,,,-38.45946149533986,-72.75205281666008,-3.1806638786268797,,,,,,,,-8.075629959871678,-11.045783992230675,,-860.6117120978702
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < DE < de,,28.585077809255793,653.2511990967342,2229.0742968972363,,225.35513692110263,285.8781007514271,475.593311826039,,52.74146306960377,26.050750519510864,,,285.04011475563897,,4881.650922290918,,1366.9797028544515,-3602.2116099100194,-297.2530712595782,-97.77024490069579,-418.23812564976225,-38.23118731670091,,,-455.8296515786795,-425.793717271201,-21.47385698026281,-126.69291665682688,-0.002303142239617479,,-62.759933717638425,,,-2.9282046899186582,-58.55797233265284,-383.1417789918682,-3518.1642341524334,-1001.1519904597178
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < DK < dk_w,,26.676919127021517,36.63230808516876,,,,4.4077978765058745,,,,,,,3.6208117247376728,,,,249.7727815270899,-109.5134069912448,-19.68239411583065,-4.230994787607517,-14.949099148530092,,,,-10.741805164905346,,-0.245973076828113,-1.2040264244519157,,,,,-7.32320230037923,,-2.1366722104414935,-9.827859060077591,-29.569028669599163,-111.6864345056194
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < FR < fr,,72.79673740701142,1433.4986840757274,1283.08734280966,,865.7482829303509,81.8209464091358,911.9306447754753,,46.30800813710484,15.574079527805372,,,432.6202630462561,,899.1192565193855,,667.2171661030201,-2852.423098524745,-235.80227757846515,-62.50550275813187,-149.58415286728106,-41.514324731295474,,,-253.3681608272861,-81.4774071112248,-4.948346902037322,-48.69367162040552,,,-11.247516030481496,,,,-54.58407823596261,-336.9077650145586,-1105.43467772049,-1471.23010755536
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < FR < fr_co,,0.6113094800238792,25.83558876723038,,,,0.04008843120938074,,,0.6844796753324067,0.3719245961735212,,,0.05035217118603995,,,,0.0013057662637227271,-13.599402576324831,-1.4906447141591932,-0.441485573877412,-0.325842741256994,,,,-1.035147236352277,,-0.020206422230814338,-0.24427716959708923,,,,,,,-0.28911137689226135,,-2.5835930082088625,-7.5645218242668255
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < HR < hr,,15.360224759943957,,,,23.527264227415195,6.890597555834167,542.1749031188081,,7.150302739943801,5.1334214418961635,,,1.9320000048476476,,,,422.8582568735076,-120.08757562867855,,-10.17787956790205,-6.013952129967086,,,,-18.27237140722577,,-0.9098298671336692,-5.743205418032678,,,,,,,-0.4578117422259283,-24.99817451860008,-96.61075476492458,-741.7547034043928
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < IT < it_cn,,23.5736836410752,202.59472821378804,,,9.519183853460994,14.760204861546917,96.99542067694449,,,16.12979235796983,,,,,0.001558164791915616,,2.714505679904174,-177.92820856796794,-8.073250026313998,-10.971772139908943,-21.8411815265717,,,,-14.900880568339296,-31.196654625191048,-0.44313571616455344,-15.457947639706004,,,-6.9233123840431166,,,,-3.456823843337315,-14.96720732895236,-27.49028667819553,-32.63843094665812
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < IT < it_cs,,6.334677229839915,152.97714223899615,,,16.817236366300822,27.82270083784835,,,6.849351833711111,28.61104168926071,,,,,0.005678031052465912,,426.75105033665324,-345.63044451262925,-9.872096102136803,-24.50269477040684,-40.9734736064738,,,,-27.925493048070308,-49.00297723881284,-0.8304710044108052,-34.13694033966181,,,-12.968502085010114,,-20.26411544366979,,-7.318365747917586,-24.87106504170476,-67.868655614964,-0.003808331492480294
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < IT < it_n,,1.5538692787126351,376.00717090931823,,,142.47065854034167,75.06551771273703,106.83149451167932,,26.555147663267153,43.007167719965935,,,,,1141.1542864506316,,93.07460355733339,-909.7180382886567,-41.36901658480059,-57.731251190507614,-117.19455029517505,,,,-79.87615851807206,-140.01421396843264,-2.375434434713543,-100.93580516428105,,,-37.08807116456479,,-4.094776216379616,-0.01042110437852547,-15.628901410819955,-52.91077409927404,-190.3138088059487,-256.45905640337656
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,EU < SI < si,,0.7703242993067329,,,,47.01848154936419,5.36356316455765,,,1.6701468779972635,,,,0.2965347323051502,,,,520.3947639173928,-88.38283131605189,-5.9723964016055335,-6.859921912488672,-6.58149035894688,,,,-35.59641222647078,,-3.316468792384741,-6.028993158164012,-29.35013831114418,,,,,-0.09550412621443075,-0.31525113764239826,-5.965334086094015,-83.18718374401175,-303.86150063931535
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,nonEU < BA < ba,,9.561750506973688,,,,53.33865573407506,0.002427595080075867,441.70499164886957,,,,,,,,,,0.003659065272834163,-69.01512875728972,,-13.792053773295809,-12.25031489230513,,,,-7.620781560388483,-29.594525212060894,-0.8540174234757886,-2.1865496001912215,-0.00252793106236653,,,,-0.005021209744001113,,-0.07182311909796074,-7.0019791585751,-62.599395453485805,-299.61720652055584
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,nonEU < ME < me,,5.364443246828915,,183.52034708552318,,5.351699868494231,0.009009631292622795,,,,,,,,,,,63.58502482574753,-20.467561359721884,,-0.3318423678666036,-1.9088292701175888,,,,-2.080563972561441,-7.578535706243989,-0.23315020678400847,-0.5896142213895886,-0.005393967689605236,,,,-0.005234760469869031,,-0.03202994934906146,-1.3674293926790926,-22.46341369977384,-200.76620735912783
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,nonEU < MK < mk,,9.053838548297806,,,,3.9692733928416173,1.3790406659781644,,,,,,,,,,,186.10598827478665,-37.65020615859378,,-5.450014264473375,-7.132345610111122,,,,-4.789454639555609,-11.268718867153721,-0.5367250337206396,-0.8066567432122241,-8.250382039729965,,,,-8.829539072192334,,-0.03376714316949455,-6.789860373373952,-35.66149599361776,-73.3094264752826
30th < 2040,30th < 2040 < d002 < hh0008 < h0030,nonEU < UK < uk,,31.222360588347694,172.34429517028076,463.7789518613779,,25.613731072872167,94.2411454418516,1882.5700555664394,,16.06191172899263,35.45730890227698,,,2193.609554116017,,539.7360223913722,0.0010143075016885272,383.0696728772823,-1699.2943288203453,-95.71834487180016,-30.4267169278061,-155.27427293612664,-33.9191337761219,-50.46873455917807,,-228.34778381424596,-1445.6107340236126,-4.180408241044965,-59.57610529641829,,,,,,,-39.27664707638825,-544.2066819424299,-841.195848405332,-610.2097215555713
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < AT < at,,38.06361264993346,210.8632426073586,309.76868929815,,389.06870213732964,93.50959942999202,,,65.46039106915248,204.69151529145648,,,11.36194088300624,,82.14215835986928,,196.81677261276434,-541.2804901421474,,,-63.8481267696386,,,,-40.56604549406185,-72.75208234335656,-3.3548820130342025,,,,,,,,-8.517965660675156,-11.091710750255917,,-860.3332305456444
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < DE < de,,96.08757631353784,489.2622469170861,1905.1230077527869,,232.95107395455486,291.4075987041559,529.2544330733923,,181.88015702659058,92.59064405390593,,,284.56373253154624,,4929.27311762202,,1377.5353629922263,-4082.5988270496323,-281.75323927841185,-93.84189499707841,-418.2273920627066,-38.00185219262099,,,-480.797329565409,-425.8126888825675,-22.6500690681764,-121.14004366019867,-0.0022999098592709787,,-62.76080190745684,,,-2.769875009036898,-61.7654350145866,-383.1417790588603,-2886.2818908294703,-1048.3842102435194
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < DK < dk_w,,76.87538938259847,27.6881158636989,,,,4.336855477946488,,,,,,,3.570457385181108,,,,249.77276289772254,-124.11800175721287,-21.463159917243818,-4.24653317757146,-14.949100830466026,,,,-11.330178324537874,,-0.2594460410251104,-1.18347238157195,,,,,-7.6190436429730655,,-2.253706597144369,-10.055938243301842,-34.756035419358305,-130.00939261508856
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < ES < es,,87.47534751794012,1420.3705079183665,148.27328957827405,,127.7790163468733,117.15520150470668,27.550100802349128,,46.33662649661455,80.18951753066487,460.6236280954903,,25.293228287721227,,,,413.19365455946206,-1781.9063030519474,,,-95.20774409803883,,,,-339.1228954784969,,-3.0496080389156974,,,,-17.19877365381957,,,,-18.846887187713477,-5.408182387319072,,-693.4999003259994
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < FR < fr,,239.9437989302714,724.1654421278323,725.4313687312299,,896.4590869668028,151.79866218630485,414.5144608301463,,193.86667640582144,91.14455123809863,,,446.91050925718145,,977.1081760974146,,667.2164899327631,-2982.642778928649,-69.69216363630446,-39.265198738628754,-149.56641308303705,-29.945453780233894,,,-267.2461844041125,-81.47738672268272,-5.219388357082664,-33.10072709827305,,,-11.24418173470986,,,,-57.57387427901952,-231.0646900576128,-99.29078972823473,-1471.2296598610824
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < FR < fr_co,,2.416886718550677,22.814001229684635,,,,0.04002809747270816,,,2.7752694225546986,1.528466089158134,,,0.05021428924560414,,,,0.0013035746460878417,-14.220246608249038,-1.5965920075733566,-0.4374992381479575,-0.3258427378691628,,,,-1.0918465378930748,,-0.02131321166799903,-0.2395067233982912,,,,,,,-0.30494720445535695,,-3.116024684985665,-8.27156553607816
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < HR < hr,,45.28998132118479,,,,24.075130914181493,,594.2559618334217,,22.273005850452634,16.992621544479498,,,,,,,422.8580990644026,-126.0447957693499,-23.167496674741344,-17.886765294953264,-6.289425157579217,,,,-19.27322487028923,,-0.959665017318894,-10.335688191913238,,,,,-0.920451682753116,-18.89614469879656,-0.48288798752689366,-24.999070481643976,-134.734075103638,-741.7548497997425
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < IT < it_cn,,78.34159591365915,206.00985294256984,,,10.175625255993475,12.308175351548448,98.73905969126601,,,54.47960882138352,,,,,0.001464506674791785,,3.082863756386609,-184.9279324467552,-9.942233410354794,-13.383000151056155,-21.843488552719023,,,,-15.717063514008835,-31.19666153185853,-0.4674080947325051,-21.49849061710798,,,-6.924680188395991,,,,-3.6461684028199635,-15.978703252949513,-75.74248076703155,-61.870082817665114
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < IT < it_cs,,22.481688282269868,256.74749997843475,,,17.976949447231004,23.063597431783997,,,24.680710160974698,102.78430636173384,,,,,0.004982209390769542,,514.403199742937,-359.2276008891374,-11.289576511446477,-29.766882118464675,-40.97494316949328,,,,-29.4550879650094,-49.00300752401179,-0.875959340993634,-47.13866574372972,,,-12.970246591129104,,-26.557508656579422,,-7.719222951371312,-24.87106677534677,-322.2897852075739,-0.0036799668004783882
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < IT < it_n,,5.9558359281366275,353.49655472633134,,,152.29539745800685,69.25892662884728,102.9700548146301,,92.67688903349068,164.38773925236572,,,,,1124.5609927457333,,121.92917405937021,-945.506489860341,-45.23776689804362,-60.81662363522443,-117.21815671734899,,,,-84.25130655372354,-140.01422220760372,-2.5055468173527817,-114.70742076639432,,,-37.089618412825054,,-4.172229380399224,-0.009493341000896171,-16.484961073372073,-53.90886477984929,-309.15009340226004,-256.45919916323595
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < PT < pt,,6.399328255593603,,160.77949274547612,,55.7425871182524,,317.2644227038778,,,20.69896556702863,250.80661845113886,,34.82323212662334,,,,,-342.72709120867074,,,-30.020412670826474,,,,-48.22264923328108,,-1.370592877551737,,,,-4.811720381624399,,,,-2.4589602208521426,,,-416.9040134631321
30th < 2040,30th < 2040 < d002 < hh0008 < h0031,EU < SI < si,,3.1128618275806352,,,,50.117448833163465,5.411491927052831,,,6.739640665883011,,,,0.2964309268600904,,,,520.3948315035611,-106.02316311871544,-5.920615144545579,-6.558139468268078,-6.581480860641161,,,,-37.54617515846817,,-3.498125524399697,-5.76791173696073,-28.712672618213915,,,,,-0.09387114518643315,-0.33251874816827226,-5.9274688170344945,-75.24877245914192,-303.8614794322082
