timestep_superordinate_dispatch,region,region_from,region_to,technology,exchange,carrier,variable,value,objName
30th < 2040,EU < AT < at,none,none,battery < lithiumBattery,none,none,costOprStSize,2.598785253423369e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < BE < be,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5985011923743195e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < BG < bg,none,none,battery < lithiumBattery,none,none,costOprStSize,2.557756263471415e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < CZ < cz,none,none,battery < lithiumBattery,none,none,costOprStSize,2.6200248443326635e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de,none,none,battery < lithiumBattery,none,none,costOprStSize,2.625249082551732e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_e,none,none,battery < lithiumBattery,none,none,costOprStSize,2.586559945380547e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_w,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5845244427409506e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < EE < ee,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5649148880364313e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < ES < es,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5976631224883208e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < FI < fi,none,none,battery < lithiumBattery,none,none,costOprStSize,2.602202406521815e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < FR < fr,none,none,battery < lithiumBattery,none,none,costOprStSize,2.6176370564907486e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < FR < fr_co,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5935955484951886e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < GR < gr,none,none,battery < lithiumBattery,none,none,costOprStSize,2.6001774722485793e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HR < hr,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5749017201737688e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < HU < hu,none,none,battery < lithiumBattery,none,none,costOprStSize,2.575235863583e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IE < ie,none,none,battery < lithiumBattery,none,none,costOprStSize,2.599282883541434e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_cn,none,none,battery < lithiumBattery,none,none,costOprStSize,2.590076613162357e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_cs,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5907594625711244e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_n,none,none,battery < lithiumBattery,none,none,costOprStSize,2.583339204794613e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_s,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5917995096498514e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_sar,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5917789303932858e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < IT < it_sic,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5924250019465473e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LT < lt,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5813179283961942e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LU < lu,none,none,battery < lithiumBattery,none,none,costOprStSize,2.583418143922467e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < LV < lv,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5642597938210033e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < NL < nl,none,none,battery < lithiumBattery,none,none,costOprStSize,2.599940491737764e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PL < pl,none,none,battery < lithiumBattery,none,none,costOprStSize,2.6246090573833927e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < PT < pt,none,none,battery < lithiumBattery,none,none,costOprStSize,2.59842226557872e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < RO < ro,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5979099424070468e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE < se_1,none,none,battery < lithiumBattery,none,none,costOprStSize,2.573494591312917e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE < se_2,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5727086743435795e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE < se_3,none,none,battery < lithiumBattery,none,none,costOprStSize,2.58491987694153e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SE < se_4,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5859390517647595e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SI < si,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5569082131133124e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < SK < sk,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5998444058898584e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < AL < al,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5749888630089818e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < BA < ba,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5749118738524466e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < CH < ch,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5988017163733802e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < ME < me,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5580763145489553e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < MK < mk,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5747770084551394e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < NO < no_m,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5728090789640723e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < NO < no_n,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5959231423796694e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < NO < no_s,none,none,battery < lithiumBattery,none,none,costOprStSize,2.5960379066751057e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < RS < rs,none,none,battery < lithiumBattery,none,none,costOprStSize,2.574968810899666e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < UK < ni,none,none,battery < lithiumBattery,none,none,costOprStSize,2.598968672447056e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,nonEU < UK < uk,none,none,battery < lithiumBattery,none,none,costOprStSize,2.619011163462504e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < AT < at < 49AT,none,none,powerToX < gasStorage,none,none,costOprStSize,1.507558571723077e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < AT < at < 50AT,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6673117017110043e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < AT < at < 51AT,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6303687148790203e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < BE < be < 28BE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6849721419380256e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < BG < bg < 66BG,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6706616495603816e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < CZ < cz < 39CZ,none,none,powerToX < gasStorage,none,none,costOprStSize,1.4950061545882466e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < CZ < cz < 40CZ,none,none,powerToX < gasStorage,none,none,costOprStSize,1.7241674748651134e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 31DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.2451326154659202e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 32DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.7184616725744397e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 33DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.4556967273967677e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 34DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.708869585845723e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 35DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6300378208844806e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 36DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.5240857252622055e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DE < de < 37DE,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6544988332419123e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_e < 72DK,none,none,powerToX < gasStorage,none,none,costOprStSize,2.024864430087141e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < DK < dk_w < 38DK,none,none,powerToX < gasStorage,none,none,costOprStSize,1.6014055796972876e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < ES < es < 03ES,none,none,powerToX < gasStorage,none,none,costOprStSize,1.4193368554154183e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < ES < es < 04ES,none,none,powerToX < gasStorage,none,none,costOprStSize,1.4561413417087503e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
30th < 2040,EU < ES < es < 05ES,none,none,powerToX < gasStorage,none,none,costOprStSize,1.5072698446137081e-5,96hours_96hoursHeu_nucChp_allTec_FOAKnuCost_40nuYear
