region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,BE,be,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,BG,bg,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,CZ,cz,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,DE,de,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,DK,dk_e,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,DK,dk_w,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,EE,ee,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,ES,es,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,FI,fi,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,FR,fr,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,FR,fr_co,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,GR,gr,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,HR,hr,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,HU,hu,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IE,ie,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_cn,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_cs,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_n,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_s,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_sar,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,IT,it_sic,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,LT,lt,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,LU,lu,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,LV,lv,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,NL,nl,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,PL,pl,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,PT,pt,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,RO,ro,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SE,se_1,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SE,se_2,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SE,se_3,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SE,se_4,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SI,si,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
EU,SK,sk,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,AL,al,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,BA,ba,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,CH,ch,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,ME,me,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,MK,mk,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,NO,no_m,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,NO,no_n,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,NO,no_s,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,RS,rs,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,UK,ni,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
nonEU,UK,uk,psngRoadPrvt,transport,,ottoPsngRoadPrvt,,desFac,1.828
