region_1,region_2,region_3,carrier_1,technology_1,technology_2,technology_3,id_1,parameter,value
EU,AT,at,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,BE,be,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,BG,bg,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,CZ,cz,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,DE,de,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,DK,dk_e,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,DK,dk_w,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,EE,ee,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,ES,es,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,FI,fi,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,FR,fr,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,FR,fr_co,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,GR,gr,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,HR,hr,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,HU,hu,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IE,ie,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_cn,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_cs,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_n,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_s,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_sar,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,IT,it_sic,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,LT,lt,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,LU,lu,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,LV,lv,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,NL,nl,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,PL,pl,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,PT,pt,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,RO,ro,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SE,se_1,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SE,se_2,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SE,se_3,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SE,se_4,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SI,si,frtRail,transport,,fcFrtRail,,desFac,20.135
EU,SK,sk,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,AL,al,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,BA,ba,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,CH,ch,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,ME,me,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,MK,mk,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,NO,no_m,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,NO,no_n,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,NO,no_s,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,RS,rs,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,UK,ni,frtRail,transport,,fcFrtRail,,desFac,20.135
nonEU,UK,uk,frtRail,transport,,fcFrtRail,,desFac,20.135
